S.No.,PMS Name,PMS AIF World URL,Status
215,Asit C Mehta – ACE Midcap – PMS,https://www.pmsaifworld.com/portfolio/asit-c-mehta-ace-midcap-pms/,VERIFIED
216,Asit C Mehta – ACE Multicap PMS,https://www.pmsaifworld.com/portfolio/asit-c-mehta-ace-multicap-pms/,VERIFIED
217,Asit C Mehta – ACE Regular Income – PMS,https://www.pmsaifworld.com/portfolio/asit-c-mehta-ace-regular-income-pms/,VERIFIED
218,ASK Emerging Opportunities Portfolio (EOP),https://www.pmsaifworld.com/portfolio/ask-emerging-opportunities-portfolio-eop-aif/,CORRECTED
219,ASK India Select Portfolio (ISP),https://www.pmsaifworld.com/portfolio/ask-investment-managers-india-select-portfolio-isp/,CORRECTED
220,ASK Indian Entrepreneur Portfolio – IEP PMS,https://www.pmsaifworld.com/portfolio/ask-investment-managers-indian-entrepreneur-portfolio-iep/,CORRECTED
221,ASK Investment Domestic,https://www.pmsaifworld.com/portfolio/ask-investment-domestic/,VERIFIED
222,ASK Investment Managers – Growth Portfolio,https://www.pmsaifworld.com/portfolio/ask-investment-managers-growth-portfolio-eop/,CORRECTED
223,ASK Lighthouse Portfolio,https://www.pmsaifworld.com/portfolio/ask-lighthouse-portfolio/,VERIFIED
224,"Avendus ESG Fund (Environment, Society and Governance) | PMS",https://www.pmsaifworld.com/portfolio/avendus-esg-fund-pms/,VERIFIED
225,Avestha Fund Management Growth PMS,https://www.pmsaifworld.com/portfolio/avestha-fund-management-growth-pms/,VERIFIED
226,AXIS Brand Equity PMS,https://www.pmsaifworld.com/portfolio/axis-brand-equity/,CORRECTED
227,AXIS Core & Satellite Fund,https://www.pmsaifworld.com/portfolio/axis-core-satellite-fund/,CORRECTED
228,Basant Maheshwari PMS,https://www.pmsaifworld.com/portfolio/basant-maheshwari-pms/,VERIFIED
229,INVESTSAVVY ALPHA PMS - MULTICAP PMS,https://www.pmsaifworld.com/portfolio/investsavvy-alpha-pms/,CORRECTED
230,Ithought Financial Consulting LLP NIO,https://www.pmsaifworld.com/portfolio/ithought-financial-consulting-llp-nio/,VERIFIED
231,Ithought Financial Consulting LLP Sphere,https://www.pmsaifworld.com/portfolio/ithought-financial-consulting-llp-sphere/,VERIFIED
232,Ithought SOLITAIRE,https://www.pmsaifworld.com/portfolio/solitaire-pms-ithoughts-flagship-multi-cap-investment-strategy/,CORRECTED
233,ITUS Capital Fundamental Value Fund,https://www.pmsaifworld.com/portfolio/itus-capital-fundamental-value-fund/,VERIFIED
234,Jainam Value Maxima PMS,https://www.pmsaifworld.com/portfolio/jainam-value-maxima-pms/,NOT VERIFIED
235,Joindre Capital-Value Fund,https://www.pmsaifworld.com/portfolio/joindre-capital-value-fund/,VERIFIED
236,Karma Capital - Long Only Indian Public Equities,https://www.pmsaifworld.com/portfolio/karma-capital-long-only-indian-public-equities/,VERIFIED
237,Karvy Capital Ltd Demeter,https://www.pmsaifworld.com/portfolio/karvy-capital-ltd-demeter/,VERIFIED
238,Karvy Capital Ltd Excel,https://www.pmsaifworld.com/portfolio/karvy-capital-ltd-excel/,VERIFIED
239,Kotak Fintech Investment Approach PMS,https://www.pmsaifworld.com/portfolio/kotak-fintech-pms/,CORRECTED
240,Kotak Focus Top 12 PMS,https://www.pmsaifworld.com/portfolio/kotak-focus-top-12-pms/,VERIFIED
241,Kotak India Focus- Series 1,https://www.pmsaifworld.com/portfolio/kotak-special-situations-value/,CORRECTED
242,Kotak India Focus- Series 2,https://www.pmsaifworld.com/portfolio/kotak-ssv-2-pms/,CORRECTED
243,Kotak Pharma & Healthcare Investment Approach PMS,https://www.pmsaifworld.com/portfolio/kotak-pharma-pms/,CORRECTED
244,Kotak Small & Midcap Equity Investment Approach PMS,https://www.pmsaifworld.com/portfolio/kotak-small-mid-cap-pms/,CORRECTED
245,KRIIS Multi Cap Advantage PMS,https://www.pmsaifworld.com/portfolio/kriis-multi-cap-advantage-pms/,VERIFIED
246,Kunvarji Multi Cap Fund,https://www.pmsaifworld.com/portfolio/kunvarji-multi-cap-fund/,VERIFIED
247,Magadh Capital Future Stars,https://www.pmsaifworld.com/portfolio/magadh-capital-advisors-llp-future-stars-pms/,CORRECTED
248,Magadh Capital Value for Growth,https://www.pmsaifworld.com/portfolio/magadh-capital-advisors-llp-value-for-growth-pms/,CORRECTED
249,Marathon Trends PMS,https://www.pmsaifworld.com/portfolio/marathon-trends-pms/,VERIFIED
250,Marcellus Consistent Compounders Portfolio (Marcellus CCP PMS),https://www.pmsaifworld.com/portfolio/marcellus-consistent-compounders-pms/,CORRECTED
251,Marcellus Global Compounders Portfolio - GIFT CITY Domiciled PMS,https://www.pmsaifworld.com/portfolio/marcellus-global-compounders-portfolio-gift-city-domiciled-pms/,VERIFIED
252,Marcellus Kings of Capital Portfolio (KCP),https://www.pmsaifworld.com/portfolio/marcellus-kings-of-capital/,CORRECTED
253,Marcellus Little Champs PMS Portfolio (LCP),https://www.pmsaifworld.com/portfolio/marcellus-little-champs/,CORRECTED
254,Marcellus Rising Giants PMS,https://www.pmsaifworld.com/portfolio/marcellus-rising-giants-pms/,VERIFIED
255,Master Trust India Growth Strategy,https://www.pmsaifworld.com/portfolio/master-portfolio-vallum-india-discovery/,CORRECTED
256,MAXIMAL INCOME FUND – PMS,https://www.pmsaifworld.com/portfolio/maximal-income-fund-pms/,VERIFIED
257,MAXIMAL PATHFINDER VALUE FUND – PMS,https://www.pmsaifworld.com/portfolio/maximal-pathfinder-value-fund-pms/,VERIFIED
258,Maxiom PMS – Emerald Diversified Mutual Funds,https://www.pmsaifworld.com/portfolio/maxiom-pms-emerald-diversified-mutual-funds/,VERIFIED
259,Maxiom PMS – GEM Quality-Momentum Strategy,https://www.pmsaifworld.com/portfolio/maxiom-pms-gem-quality-momentum-strategy/,VERIFIED
260,Maxiom PMS – JEWEL Flexi Cap Quality-Growth,https://www.pmsaifworld.com/portfolio/maxiom-pms-jewel-flexi-cap-quality-growth/,VERIFIED
261,Maxiom Wealth’s PMS – SPARK,https://www.pmsaifworld.com/portfolio/maxiom-wealths-pms-spark/,VERIFIED
262,MOAT Moderate Compounders PMS,https://www.pmsaifworld.com/portfolio/moat-moderate-compounders-pms/,VERIFIED
263,BAY India Opportunities Portfolio PMS,https://www.pmsaifworld.com/portfolio/bay-india-opportunities-portfolio/,CORRECTED
264,Bonanza Aegis Strategy PMS,https://www.pmsaifworld.com/portfolio/bonanza-aegis-strategy-pms/,VERIFIED
265,Bonanza Edge Strategy PMS,https://www.pmsaifworld.com/portfolio/bonanza-edge-strategy-pms/,VERIFIED
266,Bonanza Growth Strategy PMS,https://www.pmsaifworld.com/portfolio/bonanza-growth-strategy-pms/,VERIFIED
267,Bonanza Value Strategy PMS,https://www.pmsaifworld.com/portfolio/bonanza-value-strategy-pms/,VERIFIED
268,BugleRock Capital Core Value Investment Approach PMS,https://www.pmsaifworld.com/portfolio/buglerock-capital-core-value-investment-approach-pms/,VERIFIED
269,BugleRock Capital Special Situation Portfolio PMS,https://www.pmsaifworld.com/portfolio/buglerock-capital-special-situation-portfolio-pms/,VERIFIED
270,BugleRock Capital Thematic Opportunities Portfolio PMS,https://www.pmsaifworld.com/portfolio/buglerock-capital-thematic-opportunities-portfolio-pms/,VERIFIED
271,Buoyant Capital Opportunities Multi-Cap Fund – Jigar Mistry,https://www.pmsaifworld.com/portfolio/buoyant-capital-opportunities-multi-cap-fund/,CORRECTED
272,CapGrow – Special Situations Strategy PMS,https://www.pmsaifworld.com/portfolio/capgrow-special-situations-strategy-pms/,VERIFIED
273,Capgrow Capital Growth Strategy PMS,https://www.pmsaifworld.com/portfolio/capgrow-capital/,CORRECTED
274,Capitalmind Long Term Portfolio,https://www.pmsaifworld.com/portfolio/wizemarkets-capitalmind-long-term-portfolio/,CORRECTED
275,Capitalmind Market Fund,https://www.pmsaifworld.com/portfolio/wizemarkets-capitalmind-market-fund/,CORRECTED
276,Capitalmind Momentum Fund,https://www.pmsaifworld.com/portfolio/wizemarkets-capitalmind-momentum-fund/,CORRECTED
277,Care PMS Growth Plus Value,https://www.pmsaifworld.com/portfolio/care-pms-growth-plus-value/,VERIFIED
278,Care Portfolio Managers- Large & Mid cap strategy,https://www.pmsaifworld.com/portfolio/care-portfolio-managers-large-mid-cap-pms/,CORRECTED
279,Carnelian Capital Compounder Strategy,https://www.pmsaifworld.com/portfolio/carnelian-capital-compounder-strategy/,VERIFIED
280,Carnelian Capital Contra Portfolio Strategy,https://www.pmsaifworld.com/portfolio/carnelian-capital-contra-portfolio-strategy/,VERIFIED
281,Carnelian Shift Strategy,https://www.pmsaifworld.com/portfolio/carnelian-shift-strategy/,VERIFIED
282,Carnelian YnG PMS – Carnelian Yield and Growth Strategy PMS,https://www.pmsaifworld.com/portfolio/carnelian-yng-pms-carnelian-yield-and-growth-strategy-pms/,VERIFIED
283,Centrum Built to Last,https://www.pmsaifworld.com/portfolio/centrum-built-to-last/,VERIFIED
284,Centrum Deep Value,https://www.pmsaifworld.com/portfolio/centrum-deep-value/,VERIFIED
285,Centrum Deep Value Multibagger,https://www.pmsaifworld.com/portfolio/centrum-deep-value-multibagger/,VERIFIED
286,Centrum Flexicap,https://www.pmsaifworld.com/portfolio/centrum-wealth-creator/,CORRECTED
287,Centrum Good to Great,https://www.pmsaifworld.com/portfolio/centrum-good-to-great/,VERIFIED
288,Centrum Microcap,https://www.pmsaifworld.com/portfolio/centrum-microcap/,VERIFIED
289,ChrysCapital Clarus,https://www.pmsaifworld.com/portfolio/chryscapital-clarus/,VERIFIED
290,Ckredence Diversified PMS,https://www.pmsaifworld.com/portfolio/ckredence-diversified-pms/,VERIFIED
291,Ckredence Wealth All Weather PMS,https://www.pmsaifworld.com/portfolio/ckredence-all-weather-pms/,CORRECTED
292,Classic Compounders Equity Strategy,https://www.pmsaifworld.com/portfolio/classic-compounders-equity-strategy/,VERIFIED
293,Concept Investwell Dynamic PMS,https://www.pmsaifworld.com/portfolio/concept-investwell-dynamic-pms/,VERIFIED
294,Concept Investwell Legend,https://www.pmsaifworld.com/portfolio/concept-investwell-legend/,VERIFIED
295,Concept Investwell Marvel,https://www.pmsaifworld.com/portfolio/concept-investwell-marvel/,VERIFIED
296,Counter Cyclical Investments Pvt Ltd,https://www.pmsaifworld.com/portfolio/counter-cyclical-investments-pvt-ltd/,VERIFIED
297,Credent Asset Management Growth PMS,https://www.pmsaifworld.com/portfolio/credent-asset-management-growth-pms/,VERIFIED
298,Dalal & Broacha Long Term Growth,https://www.pmsaifworld.com/portfolio/dalal-broacha-long-term-growth/,CORRECTED
299,MOAT Special Opportunities PMS,https://www.pmsaifworld.com/portfolio/moat-special-opportunities-pms/,VERIFIED
300,MOAT UpperCrust Wealth PMS,https://www.pmsaifworld.com/portfolio/moat-uppercrust-wealth-pms/,VERIFIED
301,MOAT – Emerging Moat PMS,https://www.pmsaifworld.com/portfolio/moat-emerging-moat-pms/,VERIFIED
302,MoneyGrow Asset Private Limited,https://www.pmsaifworld.com/partner/moneygrow-asset-private-limited/,CORRECTED
303,MONEYGROW ASSET PRIVATE LIMITED FLEXICAP PMS,https://www.pmsaifworld.com/portfolio/moneygrow-asset-private-limited-flexicap-pms/,VERIFIED
304,MONEYGROW ASSET PRIVATE LIMITED SMALL & MIDCAP PMS,https://www.pmsaifworld.com/portfolio/moneygrow-asset-private-limited-small-midcap-pms/,CORRECTED
305,Moneylife MAS Growth,https://www.pmsaifworld.com/portfolio/moneylife-mas-growth/,VERIFIED
306,Moneylife MAS Primo,https://www.pmsaifworld.com/portfolio/moneylife-mas-prime/,CORRECTED
307,Morningstar Investment Advisors Active Aggressive Plus Portfolio,https://www.pmsaifworld.com/portfolio/morningstar-investment-advisors-active-aggressive-plus-pms/,CORRECTED
308,Morningstar Investment Advisors Active Aggressive Portfolio,https://www.pmsaifworld.com/portfolio/morningstar-investment-advisors-active-aggressive-portfolio/,VERIFIED
309,Morningstar Investment Advisors Active Balanced Portfolio,https://www.pmsaifworld.com/portfolio/morningstar-investment-advisors-active-balanced-portfolio/,VERIFIED
310,Morningstar Investment Advisors Active Growth Portfolio,https://www.pmsaifworld.com/portfolio/morningstar-investment-advisors-active-growth-portfolio/,VERIFIED
311,MOTILAL OSWAL Business Opportunities Portfolio (BOP PMS),https://www.pmsaifworld.com/portfolio/motilal-oswal-bop/,CORRECTED
312,MOTILAL OSWAL Focused Midcap Strategy PMS,https://www.pmsaifworld.com/portfolio/motilal-oswal-focused-midcap-strategy-pms/,VERIFIED
313,MOTILAL OSWAL India Opportunity Portfolio (IOP) PMS,https://www.pmsaifworld.com/portfolio/motilal-oswal-india-opportunity-iop-pms/,CORRECTED
314,Motilal Oswal India Opportunity Portfolio Strategy – V2 (IOP2 PMS),https://www.pmsaifworld.com/portfolio/motilal-oswal-iop2-pms/,CORRECTED
315,Motilal Oswal Multifactor Equity PMS,https://www.pmsaifworld.com/portfolio/motilal-oswal-multifactor-equity-pms/,VERIFIED
316,MOTILAL OSWAL Next Trillion Dollar Opportunity (NTDOP),https://www.pmsaifworld.com/portfolio/motilal-oswal-ntdop/,CORRECTED
317,Motilal Oswal Value Strategy PMS,https://www.pmsaifworld.com/portfolio/motilal-oswal-value-pms/,CORRECTED
318,MRG Capital Wealth Enhancer PMS,https://www.pmsaifworld.com/portfolio/mrg-capital-wealth-enhancer-pms/,VERIFIED
319,MRG Capital Wealth Maximizer PMS,https://www.pmsaifworld.com/portfolio/mrg-capital-wealth-maximizer-pms/,VERIFIED
320,MRG Capital Wealth Protector PMS,https://www.pmsaifworld.com/portfolio/mrg-capital-wealth-protector-pms/,VERIFIED
321,NAFA Asset Managers Emerging Bluechip,https://www.pmsaifworld.com/portfolio/nafa-asset-managers-emerging-bluechip/,VERIFIED
322,NAFA Asset Managers Small Cap Portfolio,https://www.pmsaifworld.com/portfolio/nafa-asset-managers-small-cap-portfolio/,VERIFIED
323,Narnolia Multicap PMS,https://www.pmsaifworld.com/portfolio/narnolia-india-3t/,CORRECTED
324,Negen Capital Special Situations & Technology Strategy,https://www.pmsaifworld.com/portfolio/negen-capital-special-situations-and-technology-strategy/,VERIFIED
325,Nine Rivers Capital - Aurum Small Cap Opportunities,https://www.pmsaifworld.com/portfolio/nine-rivers-capital-aurum-small-cap-opportunities/,VERIFIED
326,Nine Rivers Capital's Aurum Multiplier PMS,https://www.pmsaifworld.com/portfolio/nine-rivers-capitals-aurum-multiplier-pms/,VERIFIED
327,Nippon India – Absolute Freedom,https://www.pmsaifworld.com/portfolio/nippon-india-absolute-freedom/,VERIFIED
328,Nippon India – Emerging India,https://www.pmsaifworld.com/portfolio/nippon-india-emerging-india/,VERIFIED
329,Nippon India – High Conviction fund,https://www.pmsaifworld.com/portfolio/nippon-india-high-conviction-fund/,VERIFIED
330,Nippon India – The Indian Economic Transformation Portfolio,https://www.pmsaifworld.com/portfolio/nippon-india-the-indian-economic-transformation-pms/,CORRECTED
331,NJ AMPL Bluechip Portfolio,https://www.pmsaifworld.com/portfolio/nj-advisory-bluechip-portfolio/,CORRECTED
332,NJ AMPL Dynamic ETF Allocation Portfolio,https://www.pmsaifworld.com/portfolio/nj-advisory-dynamic-etf-allocation-portfolio/,CORRECTED
333,NJ AMPL Dynamic Stock Allocation Portfolio Aggressive,https://www.pmsaifworld.com/portfolio/nj-ampl-dynamic-stock-allocation-portfolio-aggressive/,VERIFIED
334,NJ AMPL Dynamic Stock Allocation Portfolio Conservative,https://www.pmsaifworld.com/portfolio/nj-asset-management-dynamic-stock-allocation-conservative-pms/,CORRECTED
335,NJ AMPL Freedom ETF Portfolio,https://www.pmsaifworld.com/portfolio/nj-advisory-freedom-etf-portfolio/,CORRECTED
336,NJ AMPL Multicap Portfolio,https://www.pmsaifworld.com/portfolio/nj-pms-multicap-pms/,CORRECTED
337,NJ Balanced Advantage Portfolio,https://www.pmsaifworld.com/portfolio/nj-balanced-advantage-portfolio/,VERIFIED
338,Nuvama Absolute Return Strategy (NARS) PMS,https://www.pmsaifworld.com/portfolio/nuvama-absolute-return-strategy-nars-pms/,CORRECTED
339,Nuvama Equities eXpansion Target (NEXT) PMS,https://www.pmsaifworld.com/portfolio/nuvama-equities-expansion-target-next-pms/,CORRECTED
340,OAKS ABC Equity Portfolio,https://www.pmsaifworld.com/portfolio/oaks-amc-abc-equity-portfolio-pms/,CORRECTED
341,Pace Tresor Flexi,https://www.pmsaifworld.com/portfolio/pace-tresor-flexi/,VERIFIED
342,Pace Tresor Prive,https://www.pmsaifworld.com/portfolio/pace-tresor-prive/,VERIFIED
343,Pace Tresor Prive 1,https://www.pmsaifworld.com/portfolio/pace-tresor-prive-1/,VERIFIED
344,Pace Tresor Secure,https://www.pmsaifworld.com/portfolio/pace-tresor-secure/,VERIFIED
345,Pace Tresor Sustainer,https://www.pmsaifworld.com/portfolio/pace-tresor-sustainer/,VERIFIED
346,Pelican Holdings Pvt Ltd Pe Fund,https://www.pmsaifworld.com/portfolio/pelican-holdings-pvt-ltd-pe-fund/,VERIFIED
347,PGIM India Phoenix PMS,https://www.pmsaifworld.com/portfolio/pgim-india-phoenix-pms/,VERIFIED
348,PGIM India Core PMS,https://www.pmsaifworld.com/portfolio/pgim-india-core-pms/,VERIFIED
349,PGIM India PMS,https://www.pmsaifworld.com/portfolio/pgim-india-pms/,VERIFIED
350,PhillipCapital Emerging PMS,https://www.pmsaifworld.com/portfolio/phillipcapital-emerging-pms/,VERIFIED
351,PhillipCapital PMS,https://www.pmsaifworld.com/portfolio/phillipcapital-pms/,VERIFIED
352,PhillipCapital Signature India Portfolio PMS,https://www.pmsaifworld.com/portfolio/phillipcapital-signature-india-portfolio-pms/,VERIFIED
353,Piper Serica Leader Portfolio,https://www.pmsaifworld.com/portfolio/piper-serica-leader-portfolio/,VERIFIED
354,Prabhudas Lilladher Multi Asset Dynamic Portfolio (Quant based),https://www.pmsaifworld.com/portfolio/prabhudas-lilladher-quant-based-multi-asset-dynamic-portfolio-pms/,CORRECTED
355,Prabhudas Lilladher Multi Strategy,https://www.pmsaifworld.com/portfolio/prabhudas-lilladher-multi-strategy/,VERIFIED
356,Prabhudas Lilladher Rising Star PMS,https://www.pmsaifworld.com/portfolio/prabhudas-lilladher-rising-star-pms/,VERIFIED
357,Prascientcap Investment Advisors LLP High Quality Consistent Comp.,https://www.pmsaifworld.com/portfolio/prescientcap-investment-advisors-llp-high-quality-consistent-comp/,CORRECTED
358,PriceBridge Direct MF,https://www.pmsaifworld.com/portfolio/pricebridge-direct-mf/,VERIFIED
359,PriceBridge Honeycomb,https://www.pmsaifworld.com/portfolio/pricebridge-honeycomb/,VERIFIED
360,PriceBridge Upswing,https://www.pmsaifworld.com/portfolio/pricebridge-upswing/,VERIFIED
361,Dezerv Dynamic Debt Plus Strategy (DDD+) PMS,https://www.pmsaifworld.com/portfolio/dezerv-dynamic-debt-plus-strategy-ddd-pms/,VERIFIED
362,Dezerv’s Equity Revival Strategy (ERS) PMS,https://www.pmsaifworld.com/portfolio/dezervs-equity-revival-strategy-ers-pms/,VERIFIED
363,Dolat Capital Alpha PMS,https://www.pmsaifworld.com/portfolio/dolat-capital-alpha-pms/,VERIFIED
364,Dolat Capital Long Alpha PMS,https://www.pmsaifworld.com/portfolio/dolat-capital-long-alpha-pms/,VERIFIED
365,DRIV DRISHT LLP – FLEXI CAP APPROACH PMS,https://www.pmsaifworld.com/portfolio/driv-drisht-llp-flexi-cap-approach-pms/,VERIFIED
366,East Green Agile Strategy,https://www.pmsaifworld.com/portfolio/east-green-agile-strategy/,VERIFIED
367,East Green Quant Strategy,https://www.pmsaifworld.com/portfolio/east-green-quant-strategy/,VERIFIED
368,Edelweiss Focused Mid & Small Cap Portfolio,https://www.pmsaifworld.com/portfolio/edelweiss-focused-smallcap-portfolio/,CORRECTED
369,EDELWEISS Pure Yield Ideas,https://www.pmsaifworld.com/portfolio/edelweiss-pure-yield-ideas/,VERIFIED
370,EDELWEISS Rubik PMS,https://www.pmsaifworld.com/portfolio/edelweiss-rubik/,CORRECTED
371,Eklavya Capital Long Term Value (LTV) PMS,https://www.pmsaifworld.com/portfolio/eklavya-capital-long-term-value-pms/,VERIFIED
372,Electrum Laureate Portfolio,https://www.pmsaifworld.com/portfolio/electrum-laureate-portfolio/,VERIFIED
373,Emkay 12 Fund,https://www.pmsaifworld.com/portfolio/emkay-12-fund/,VERIFIED
374,Emkay Capital Builder Fund,https://www.pmsaifworld.com/portfolio/emkay-capital-builder-fund/,VERIFIED
375,Emkay ENVI Strategy (Emkay New Vitalised India Strategy),https://www.pmsaifworld.com/portfolio/emkay-envi-strategy/,VERIFIED
376,Emkay GEMS Strategy Focused Midcap Investing | High-Conviction Portfolio | Risk-Adjusted Alpha Generation,https://www.pmsaifworld.com/portfolio/emkay-gems-strategy-focused-midcap-investing-high-conviction-portfolio-risk-adjusted-alpha-generation/,VERIFIED
377,Emkay Pearls PMS Strategy,https://www.pmsaifworld.com/portfolio/emkay-pearls-pms-strategy/,VERIFIED
378,ENAM India Diversified Equity Advantage (EIDEA) PMS,https://www.pmsaifworld.com/portfolio/enam-india-diversified-equity-advantage-pms/,VERIFIED
379,ENAM India Vision Portfolio,https://www.pmsaifworld.com/portfolio/enam-india-vision-portfolio/,VERIFIED
380,Equirus Long Horizon Fund Portfolio,https://www.pmsaifworld.com/portfolio/equirus-capital-long-horizon-fund/,CORRECTED
381,Equitree Capital: Equitree Emerging Opportunities,https://www.pmsaifworld.com/portfolio/equitree-capital-equitree-emerging-opportunities/,VERIFIED
382,Estee Advisors Arbitrage I-Alpha PMS,https://www.pmsaifworld.com/portfolio/estee-advisors-arbitrage-i-alpha-pms/,VERIFIED
383,Estee Advisors Long Only Equities PMS,https://www.pmsaifworld.com/portfolio/estee-advisors-long-only-equities-pms/,VERIFIED
384,First Global India Multi Asset Allocation PMS Portfolio,https://www.pmsaifworld.com/portfolio/first-global-indian-multi-asset-allocation-pms-imaap/,CORRECTED
385,First Global India Super 50 Portfolio – (IS50),https://www.pmsaifworld.com/portfolio/first-global-the-india-super-50-is50/,CORRECTED
386,Fractal Capital Wealth Builder,https://www.pmsaifworld.com/portfolio/fractal-capital-investments-llp-wealth-builder-pms/,CORRECTED
387,Girik Capital Multicap Growth Equity Strategy PMS,https://www.pmsaifworld.com/portfolio/girik-capital-multicap-growth-pms/,CORRECTED
