Category,Multi Asset Allocation,Mutual Fund,Scheme Name,Scheme Code,Primary Benchmark (Most Common)
Equity Scheme,Focused Fund,360 ONE,360 ONE Focused Fund - Regular Plan - Dividend,131579,NIFTY 500 TRI
Equity Scheme,Focused Fund,360 ONE,360 ONE Focused Fund -Regular Plan - Growth,131578,NIFTY 500 TRI
Equity Scheme,Sectoral/ Thematic,360 ONE,360 ONE QUANT FUND REGULAR GROWTH,149317,NIFTY 500 TRI
Equity Scheme,Sectoral/ Thematic,360 ONE,360 ONE QUANT FUND REGULAR INCOME DISTRIBUTION CUM CAPITAL WITHDRAWAL,149316,NIFTY 500 TRI
Equity Scheme,ELSS,360 ONE,360 ONE ELSS Tax Saver Nifty 50 Index Fund - Regular Plan - IDCW Payout,151164,NIFTY 500 TRI
Equity Scheme,ELSS,360 ONE,360 ONE ELSS Tax Saver Nifty 50 Index Fund - Regular Plan - IDCW Payout,151167,NIFTY 500 TRI
Debt Scheme,Overnight Fund,360 ONE,360 ONE Overnight Fund - Regular Plan - Growth,153700,NIFTY 1D Rate Index
Debt Scheme,Overnight Fund,360 ONE,360 ONE Overnight Fund - Regular Plan - IDCW,153702,NIFTY 1D Rate Index
Debt Scheme,Liquid Fund,360 ONE,360 ONE LIQUID FUND REGULAR PLAN  DAILY DIVIDEND REINVESTMENT,125342,NIFTY Liquid Index
Debt Scheme,Liquid Fund,360 ONE,360 ONE LIQUID FUND REGULAR PLAN  GROWTH,125259,NIFTY Liquid Index
Debt Scheme,Liquid Fund,360 ONE,360 ONE LIQUID FUND REGULAR PLAN  WEEKLY DIVIDEND,125337,NIFTY Liquid Index
Debt Scheme,Dynamic Bond,360 ONE,360 ONE Dynamic Bond Fund - Regular Plan - Growth Option,122612,NIFTY Composite Debt Index (A-III)
Debt Scheme,Dynamic Bond,360 ONE,360 ONE Dynamic Bond Fund Regular Plan Bonus,122711,NIFTY Composite Debt Index (A-III)
Debt Scheme,Dynamic Bond,360 ONE,360 ONE Dynamic Bond Fund Regular Plan Half Yearly Dividend,122720,NIFTY Composite Debt Index (A-III)
Debt Scheme,Dynamic Bond,360 ONE,360 ONE Dynamic Bond Fund Regular Plan Monthly Dividend,122719,NIFTY Composite Debt Index (A-III)
Debt Scheme,Dynamic Bond,360 ONE,360 ONE Dynamic Bond Fund Regular Plan Quarterly Dividend,122712,NIFTY Composite Debt Index (A-III)
Hybrid Scheme,Balanced Hybrid Fund,360 ONE,360 ONE Balanced Hybrid Fund - Regular Plan - Growth,152075,NIFTY 50 Hybrid Composite Debt 50:50 Index
Hybrid Scheme,Balanced Hybrid Fund,360 ONE,360 ONE Balanced Hyrbrid fund - Regular Plan - IDCW,152074,NIFTY 50 Hybrid Composite Debt 50:50 Index
Hybrid Scheme,Multi Asset Allocation,360 ONE,360 ONE Multi Asset Allocation Fund - Regular Plan - Growth,153772,65% NIFTY 50 (Equity) + 25% NIFTY Composite Debt (Debt) + 10% Domestic Gold Price
Hybrid Scheme,Multi Asset Allocation,360 ONE,360 ONE Multi Asset Allocation Fund - Regular Plan - IDCW,153775,65% NIFTY 50 (Equity) + 25% NIFTY Composite Debt (Debt) + 10% Domestic Gold Price
Other Scheme,Gold ETF,360 ONE,360 ONE Gold ETF,153357,Domestic Price of Gold
Other Scheme,Other  ETFs,360 ONE,360 ONE Silver ETF,153415,Nifty 500 TRI
Equity Scheme,Flexi Cap Fund,360 ONE,360 ONE FLEXICAP FUND-REGULAR PLAN- GROWTH,151799,NIFTY 500 TRI
Equity Scheme,Flexi Cap Fund,360 ONE,360 ONE FLEXICAP FUND-REGULAR PLAN- IDCW,151797,NIFTY 500 TRI
Equity Scheme,Multi Cap Fund,Aditya Birla Sun Life,Aditya Birla Sun Life Multi-Cap Fund-Regular Growth,148918,NIFTY 500 Multicap 50:25:25 TRI
Equity Scheme,Multi Cap Fund,Aditya Birla Sun Life,Aditya Birla Sun Life Multi-Cap Fund-Regular-IDCW Payout,148919,NIFTY 500 Multicap 50:25:25 TRI
Equity Scheme,Large Cap Fund,Aditya Birla Sun Life,Aditya Birla Sun Life Large Cap Fund-Growth,103174,NIFTY 100 TRI
Equity Scheme,Large Cap Fund,Aditya Birla Sun Life,Aditya Birla Sun Life Large Cap Fund-Regular - IDCW,103173,NIFTY 100 TRI
Equity Scheme,Large & Mid Cap Fund,Aditya Birla Sun Life,Aditya Birla Sun Life Large & Mid Cap Fund - Regular Growth,100033,NIFTY LargeMidcap 250 TRI
Equity Scheme,Large & Mid Cap Fund,Aditya Birla Sun Life,Aditya Birla Sun Life Large & Mid Cap Fund -Regular - IDCW,100034,NIFTY LargeMidcap 250 TRI
Equity Scheme,Mid Cap Fund,Aditya Birla Sun Life,Aditya Birla Sun Life Midcap Fund -REGULAR - IDCW,101591,NIFTY Midcap 150 TRI
Equity Scheme,Mid Cap Fund,Aditya Birla Sun Life,Aditya Birla Sun Life MIDCAP Fund-Growth,101592,NIFTY Midcap 150 TRI
Equity Scheme,Small Cap Fund,Aditya Birla Sun Life,Aditya Birla Sun Life Small Cap Fund - GROWTH,105804,NIFTY Smallcap 250 TRI
Equity Scheme,Small Cap Fund,Aditya Birla Sun Life,Aditya Birla Sun Life Small Cap Fund -Regular - IDCW,105805,NIFTY Smallcap 250 TRI
Equity Scheme,Dividend Yield Fund,Aditya Birla Sun Life,Aditya Birla Sun Life Dividend Yield Fund - Growth - Regular Plan,101738,NIFTY 500 TRI
Equity Scheme,Dividend Yield Fund,Aditya Birla Sun Life,Aditya Birla Sun Life Dividend Yield Fund -REGULAR - IDCW,101737,NIFTY 500 TRI
Equity Scheme,Value Fund,Aditya Birla Sun Life,Aditya Birla Sun Life Value Fund - Growth Option,108167,NIFTY 500 TRI
Equity Scheme,Value Fund,Aditya Birla Sun Life,Aditya Birla Sun Life Value Fund - Regular - IDCW,108166,NIFTY 500 TRI
Equity Scheme,Focused Fund,Aditya Birla Sun Life,Aditya Birla Sun Life Focused Fund -Growth Option,103309,NIFTY 500 TRI
Equity Scheme,Focused Fund,Aditya Birla Sun Life,Aditya Birla Sun Life Focused Fund -Regular - IDCW,103308,NIFTY 500 TRI
Equity Scheme,Sectoral/ Thematic,Aditya Birla Sun Life,Aditya Birla Sun Life Banking and Financial Services Fund - REGULAR - IDCW,125596,NIFTY Financial Services TRI
Equity Scheme,Sectoral/ Thematic,Aditya Birla Sun Life,Aditya Birla Sun Life Banking and Financial Services Fund - Regular Plan - Growth,125595,NIFTY Financial Services TRI
Equity Scheme,Sectoral/ Thematic,Aditya Birla Sun Life,Aditya Birla Sun Life Business Cycle Fund-Regular IDCW Payout,149294,NIFTY 500 TRI
Equity Scheme,Sectoral/ Thematic,Aditya Birla Sun Life,Aditya Birla Sun Life Business Cycle Fund-Regular-Growth,149296,NIFTY 500 TRI
Equity Scheme,Sectoral/ Thematic,Aditya Birla Sun Life,Aditya Birla Sun Life Conglomerate Fund-Regular Growth,153127,NIFTY 500 TRI
Equity Scheme,Sectoral/ Thematic,Aditya Birla Sun Life,Aditya Birla Sun Life Conglomerate Fund-Regular IDCW Payout,153126,NIFTY 500 TRI
Equity Scheme,Sectoral/ Thematic,Aditya Birla Sun Life,Aditya Birla Sun Life Consumption Fund -Regular - IDCW,103110,NIFTY India Consumption TRI
Equity Scheme,Sectoral/ Thematic,Aditya Birla Sun Life,Aditya Birla Sun Life Consumption Fund-Growth Option,103111,NIFTY India Consumption TRI
Equity Scheme,Sectoral/ Thematic,Aditya Birla Sun Life,Aditya Birla Sun Life Digital India Fund - Growth - Regular Plan,103168,NIFTY 500 TRI
Equity Scheme,Sectoral/ Thematic,Aditya Birla Sun Life,Aditya Birla Sun Life Digital India Fund -Regular - IDCW,103167,NIFTY 500 TRI
Equity Scheme,Sectoral/ Thematic,Aditya Birla Sun Life,Aditya Birla Sun Life ESG Integration Strategy Fund-Regular - Payout of IDCW,148636,NIFTY 100 ESG TRI
Equity Scheme,Sectoral/ Thematic,Aditya Birla Sun Life,Aditya Birla Sun Life ESG Integration Strategy Fund-Regular Plan-Growth,148635,NIFTY 100 ESG TRI
Equity Scheme,Sectoral/ Thematic,Aditya Birla Sun Life,Aditya Birla Sun Life Infrastructure Fund -  Regular - IDCW,103475,NIFTY Infrastructure TRI
Equity Scheme,Sectoral/ Thematic,Aditya Birla Sun Life,Aditya Birla Sun Life Infrastructure Fund-Growth,103476,NIFTY Infrastructure TRI
Equity Scheme,Sectoral/ Thematic,Aditya Birla Sun Life,Aditya Birla Sun Life International Equity Fund - Growth - Regular Plan,106873,NIFTY 500 TRI
Equity Scheme,Sectoral/ Thematic,Aditya Birla Sun Life,Aditya Birla Sun Life International Equity Fund - Regular - IDCW,106872,NIFTY 500 TRI
Equity Scheme,Sectoral/ Thematic,Aditya Birla Sun Life,Aditya Birla Sun Life Manufacturing Equity Fund - Regular - IDCW,133515,NIFTY India Manufacturing TRI
Equity Scheme,Sectoral/ Thematic,Aditya Birla Sun Life,Aditya Birla Sun Life Manufacturing Equity Fund - Regular Plan - Growth,133513,NIFTY India Manufacturing TRI
Equity Scheme,Sectoral/ Thematic,Aditya Birla Sun Life,Aditya Birla Sun Life MNC Fund - Growth - Regular Plan,100064,NIFTY MNC TRI
Equity Scheme,Sectoral/ Thematic,Aditya Birla Sun Life,Aditya Birla Sun Life MNC Fund - Regular - IDCW,100063,NIFTY MNC TRI
Equity Scheme,Sectoral/ Thematic,Aditya Birla Sun Life,Aditya Birla Sun Life Pharma and Healthcare Fund-Regular - Payout of IDCW,147408,NIFTY 500 TRI
Equity Scheme,Sectoral/ Thematic,Aditya Birla Sun Life,Aditya Birla Sun Life Pharma and Healthcare Fund-Regular-Growth,147407,NIFTY 500 TRI
Equity Scheme,Sectoral/ Thematic,Aditya Birla Sun Life,Aditya Birla Sun Life PSU Equity Fund-Regular - Payout of IDCW,147847,S&P BSE PSU TRI
Equity Scheme,Sectoral/ Thematic,Aditya Birla Sun Life,Aditya Birla Sun Life PSU Equity Fund-Regular Plan-Growth,147846,S&P BSE PSU TRI
Equity Scheme,Sectoral/ Thematic,Aditya Birla Sun Life,Aditya Birla Sun Life Quant Fund - Regular Growth,152686,NIFTY 500 TRI
Equity Scheme,Sectoral/ Thematic,Aditya Birla Sun Life,Aditya Birla Sun Life Quant Fund - Regular IDCW Payout,152687,NIFTY 500 TRI
Equity Scheme,Sectoral/ Thematic,Aditya Birla Sun Life,Aditya Birla Sun Life Special Opportunities Fund-Regular - IDCW,148538,NIFTY 500 TRI
Equity Scheme,Sectoral/ Thematic,Aditya Birla Sun Life,Aditya Birla Sun Life Special Opportunities Fund-Regular Plan-Growth,148537,NIFTY 500 TRI
Equity Scheme,Sectoral/ Thematic,Aditya Birla Sun Life,Aditya Birla Sun Life Transportation and Logistics Fund-Regular Growth,152161,NIFTY Transportation & Logistics TRI
Equity Scheme,Sectoral/ Thematic,Aditya Birla Sun Life,Aditya Birla Sun Life Transportation and Logistics Fund-Regular IDCW,152160,NIFTY Transportation & Logistics TRI
Equity Scheme,ELSS,Aditya Birla Sun Life,Aditya Birla Sun Life ELSS Tax Saver Fund - Growth Option,107745,NIFTY 500 TRI
Equity Scheme,ELSS,Aditya Birla Sun Life,Aditya Birla Sun Life ELSS Tax Saver Fund-Regular - IDCW,103164,NIFTY 500 TRI
Debt Scheme,Overnight Fund,Aditya Birla Sun Life,ADITYA BIRLA SUN LIFE OVERNIGHT FUND-  Regular - Weekly Reinvestment of IDCW option,145482,NIFTY 1D Rate Index
Debt Scheme,Overnight Fund,Aditya Birla Sun Life,ADITYA BIRLA SUN LIFE OVERNIGHT FUND- Regular - Daily Reinvestment of IDCW,145483,NIFTY 1D Rate Index
Debt Scheme,Overnight Fund,Aditya Birla Sun Life,ADITYA BIRLA SUN LIFE OVERNIGHT FUND- Regular- Monthly Payout of IDCW option,145485,NIFTY 1D Rate Index
Debt Scheme,Overnight Fund,Aditya Birla Sun Life,ADITYA BIRLA SUNLIFE OVERNIGHT FUND-REGULAR PLAN-GROWTH,145481,NIFTY 1D Rate Index
Debt Scheme,Liquid Fund,Aditya Birla Sun Life,Aditya Birla Sun Life Liquid Fund - Growth,100047,NIFTY Liquid Index
Debt Scheme,Liquid Fund,Aditya Birla Sun Life,Aditya Birla Sun Life Liquid Fund -Daily IDCW,100046,NIFTY Liquid Index
Debt Scheme,Liquid Fund,Aditya Birla Sun Life,Aditya Birla Sun Life Liquid Fund -Institutional - IDCW,100041,NIFTY Liquid Index
Debt Scheme,Liquid Fund,Aditya Birla Sun Life,Aditya Birla Sun Life Liquid Fund -Institutional - weekly  IDCW,100048,NIFTY Liquid Index
Debt Scheme,Liquid Fund,Aditya Birla Sun Life,Aditya Birla Sun Life Liquid Fund -Regular - IDCW,103885,NIFTY Liquid Index
Debt Scheme,Liquid Fund,Aditya Birla Sun Life,Aditya Birla Sun Life Liquid Fund -Retail - IDCW,100044,NIFTY Liquid Index
Debt Scheme,Liquid Fund,Aditya Birla Sun Life,Aditya Birla Sun Life Liquid Fund -weekly IDCW,100051,NIFTY Liquid Index
Debt Scheme,Liquid Fund,Aditya Birla Sun Life,Aditya Birla Sun Life Liquid Fund- Discipline Advantage Plan,112014,NIFTY Liquid Index
Debt Scheme,Liquid Fund,Aditya Birla Sun Life,Aditya Birla Sun Life Liquid Fund-Institutional  Growth,100043,NIFTY Liquid Index
Debt Scheme,Liquid Fund,Aditya Birla Sun Life,Aditya Birla Sun Life Liquid Fund-Retail  Growth,100042,NIFTY Liquid Index
Debt Scheme,Ultra Short Duration Fund,Aditya Birla Sun Life,Aditya Birla Sun Life Savings Fund - Discipline Advantage Plan,112016,NIFTY Ultra Short Duration Debt Index
Debt Scheme,Ultra Short Duration Fund,Aditya Birla Sun Life,Aditya Birla Sun Life Savings Fund - Growth - Regular Plan,101317,NIFTY Ultra Short Duration Debt Index
Debt Scheme,Ultra Short Duration Fund,Aditya Birla Sun Life,Aditya Birla Sun Life Savings Fund-Regular - DAILY IDCW,105888,NIFTY Ultra Short Duration Debt Index
Debt Scheme,Ultra Short Duration Fund,Aditya Birla Sun Life,Aditya Birla Sun Life Savings Fund-Regular - weekly IDCW,105887,NIFTY Ultra Short Duration Debt Index
Debt Scheme,Ultra Short Duration Fund,Aditya Birla Sun Life,Aditya Birla Sun Life Savings Fund-Retail - Daily IDCW,109108,NIFTY Ultra Short Duration Debt Index
Debt Scheme,Ultra Short Duration Fund,Aditya Birla Sun Life,Aditya Birla Sun Life Savings Fund-Retail Growth,101316,NIFTY Ultra Short Duration Debt Index
Debt Scheme,Ultra Short Duration Fund,Aditya Birla Sun Life,Aditya Birla Sun Life Savings Fund-Weekly - retail IDCW,105881,NIFTY Ultra Short Duration Debt Index
Debt Scheme,Low Duration Fund,Aditya Birla Sun Life,Aditya Birla Sun Life Low Duration Fund - Growth Plan,103192,NIFTY Low Duration Debt Index
Debt Scheme,Low Duration Fund,Aditya Birla Sun Life,Aditya Birla Sun Life Low Duration Fund - Institutional Plan - Growth,103195,NIFTY Low Duration Debt Index
Debt Scheme,Low Duration Fund,Aditya Birla Sun Life,Aditya Birla Sun Life Low Duration Fund -INSTITUTIONAL - DAILY IDCW,103191,NIFTY Low Duration Debt Index
Debt Scheme,Low Duration Fund,Aditya Birla Sun Life,Aditya Birla Sun Life Low Duration Fund -Regular - DAILY IDCW,113307,NIFTY Low Duration Debt Index
Debt Scheme,Low Duration Fund,Aditya Birla Sun Life,Aditya Birla Sun Life Low Duration Fund -REGULAR - WEEKLY IDCW,103193,NIFTY Low Duration Debt Index
Debt Scheme,Money Market Fund,Aditya Birla Sun Life,Aditya Birla Sun Life Money Manager Fund - Daily IDCW,101973,NIFTY Money Market Index (A-I / B-I)
Debt Scheme,Money Market Fund,Aditya Birla Sun Life,Aditya Birla Sun Life Money Manager Fund - Growth,101976,NIFTY Money Market Index (A-I / B-I)
Debt Scheme,Money Market Fund,Aditya Birla Sun Life,Aditya Birla Sun Life Money Manager Fund - Retail - Daily IDCW,101972,NIFTY Money Market Index (A-I / B-I)
Debt Scheme,Money Market Fund,Aditya Birla Sun Life,Aditya Birla Sun Life Money Manager Fund - RETAIL - WEEKLY IDCW,101970,NIFTY Money Market Index (A-I / B-I)
Debt Scheme,Money Market Fund,Aditya Birla Sun Life,Aditya Birla Sun Life Money Manager Fund - Retail Growth,101971,NIFTY Money Market Index (A-I / B-I)
Debt Scheme,Money Market Fund,Aditya Birla Sun Life,Aditya Birla Sun Life Money Manager Fund - WEEKLY IDCW,101974,NIFTY Money Market Index (A-I / B-I)
Debt Scheme,Short Duration Fund,Aditya Birla Sun Life,Aditya Birla Sun Life Short Term Fund - Growth - Regular Plan,101844,NIFTY Short Duration Debt Index
Debt Scheme,Short Duration Fund,Aditya Birla Sun Life,Aditya Birla Sun Life Short Term Fund - REGULAR - IDCW,101843,NIFTY Short Duration Debt Index
Debt Scheme,Short Duration Fund,Aditya Birla Sun Life,Aditya Birla Sun Life Short Term Fund - REGULAR - Quarterly IDCW,112356,NIFTY Short Duration Debt Index
Debt Scheme,Medium Duration Fund,Aditya Birla Sun Life,Aditya Birla Sun Life Medium Term Plan - Growth - Regular Plan,111803,NIFTY Medium Duration Debt Index
Debt Scheme,Medium Duration Fund,Aditya Birla Sun Life,Aditya Birla Sun Life Medium Term Plan - REGULAR - HALFYEARLY IDCW,111811,NIFTY Medium Duration Debt Index
Debt Scheme,Medium Duration Fund,Aditya Birla Sun Life,Aditya Birla Sun Life Medium Term Plan - Regular - IDCW,111812,NIFTY Medium Duration Debt Index
Debt Scheme,Medium Duration Fund,Aditya Birla Sun Life,Aditya Birla Sun Life Medium Term Plan - REGULAR - Quarterly IDCW,111809,NIFTY Medium Duration Debt Index
Debt Scheme,Medium to Long Duration Fund,Aditya Birla Sun Life,Aditya Birla Sun Life Income Fund - Growth - Regular Plan,100038,NIFTY Medium to Long Duration Debt Index
Debt Scheme,Medium to Long Duration Fund,Aditya Birla Sun Life,Aditya Birla Sun Life Income Fund - Regular - IDCW,133445,NIFTY Medium to Long Duration Debt Index
Debt Scheme,Medium to Long Duration Fund,Aditya Birla Sun Life,Aditya Birla Sun Life Income Fund - Regular - Quarterly IDCW,100037,NIFTY Medium to Long Duration Debt Index
Debt Scheme,Long Duration Fund,Aditya Birla Sun Life,Aditya Birla Sun Life Long Duration Fund-Regular Growth,150482,NIFTY Long Duration Debt Index A-III
Debt Scheme,Long Duration Fund,Aditya Birla Sun Life,Aditya Birla Sun Life Long Duration Fund-Regular IDCW Payout,150483,NIFTY Long Duration Debt Index A-III
Debt Scheme,Dynamic Bond,Aditya Birla Sun Life,Aditya Birla Sun Life Dynamic Bond Fund - Growth - Regular Plan,102767,NIFTY Composite Debt Index (A-III)
Debt Scheme,Dynamic Bond,Aditya Birla Sun Life,Aditya Birla Sun Life Dynamic Bond Fund -Regular - IDCW,132917,NIFTY Composite Debt Index (A-III)
Debt Scheme,Dynamic Bond,Aditya Birla Sun Life,Aditya Birla Sun Life Dynamic Bond Fund -REGULAR - MONTHLY IDCW,111521,NIFTY Composite Debt Index (A-III)
Debt Scheme,Dynamic Bond,Aditya Birla Sun Life,Aditya Birla Sun Life Dynamic Bond Fund -Regular - Quarterly IDCW,102766,NIFTY Composite Debt Index (A-III)
Debt Scheme,Dynamic Bond,Aditya Birla Sun Life,Aditya Birla Sun Life Dynamic Bond Fund-Discipline Advantage Plan-Growth,111848,NIFTY Composite Debt Index (A-III)
Debt Scheme,Corporate Bond Fund,Aditya Birla Sun Life,Aditya Birla Sun Life Corporate Bond Fund - Growth - Regular Plan,103178,NIFTY Corporate Bond Index (A-II / B-III)
Debt Scheme,Corporate Bond Fund,Aditya Birla Sun Life,Aditya Birla Sun Life Corporate Bond Fund -REGULAR - IDCW,124833,NIFTY Corporate Bond Index (A-II / B-III)
Debt Scheme,Corporate Bond Fund,Aditya Birla Sun Life,Aditya Birla Sun Life Corporate Bond Fund -REGULAR - MONTHLY IDCW,103183,NIFTY Corporate Bond Index (A-II / B-III)
Debt Scheme,Credit Risk Fund,Aditya Birla Sun Life,Aditya Birla Sun Life Credit Risk Fund - Regular - IDCW,134386,NIFTY Credit Risk Bond Index (B-II / C-III)
Debt Scheme,Credit Risk Fund,Aditya Birla Sun Life,Aditya Birla Sun Life Credit Risk Fund - Regular Plan - Growth,134383,NIFTY Credit Risk Bond Index (B-II / C-III)
Debt Scheme,Banking and PSU Fund,Aditya Birla Sun Life,Aditya Birla Sun Life Banking & PSU Debt Fund  - REGULAR - IDCW,108272,NIFTY Banking & PSU Debt Index
Debt Scheme,Banking and PSU Fund,Aditya Birla Sun Life,Aditya Birla Sun Life Banking & PSU Debt Fund  - REGULAR - MONTHLY IDCW,110282,NIFTY Banking & PSU Debt Index
Debt Scheme,Banking and PSU Fund,Aditya Birla Sun Life,Aditya Birla Sun Life Banking & PSU Debt Fund  - REGULAR - Quarterly IDCW,108274,NIFTY Banking & PSU Debt Index
Debt Scheme,Banking and PSU Fund,Aditya Birla Sun Life,Aditya Birla Sun Life Banking & PSU Debt Fund  - retail - monthly IDCW,110490,NIFTY Banking & PSU Debt Index
Debt Scheme,Banking and PSU Fund,Aditya Birla Sun Life,Aditya Birla Sun Life Banking & PSU Debt Fund  - retail - quarterly IDCW,106157,NIFTY Banking & PSU Debt Index
Debt Scheme,Banking and PSU Fund,Aditya Birla Sun Life,Aditya Birla Sun Life Banking & PSU Debt Fund - Regular Plan-Growth,108273,NIFTY Banking & PSU Debt Index
Debt Scheme,Banking and PSU Fund,Aditya Birla Sun Life,Aditya Birla Sun Life Banking & PSU Debt Fund - Retail Plan-Growth,103176,NIFTY Banking & PSU Debt Index
Debt Scheme,Gilt Fund,Aditya Birla Sun Life,Aditya Birla Sun Life Govenment Securities Fund -Regular - Quarterly IDCW,100057,NIFTY All Duration G-Sec Index
Debt Scheme,Gilt Fund,Aditya Birla Sun Life,Aditya Birla Sun Life Government Securities Fund  - Growth - Regular Plan,100058,NIFTY All Duration G-Sec Index
Debt Scheme,Floater Fund,Aditya Birla Sun Life,Aditya Birla Sun Life Floating Rate Fund-Regular - DAILY IDCW,122643,NIFTY Ultra Short Duration Debt Index
Debt Scheme,Floater Fund,Aditya Birla Sun Life,Aditya Birla Sun Life Floating Rate Fund-REGULAR - WEEKLY IDCW,122647,NIFTY Ultra Short Duration Debt Index
Debt Scheme,Floater Fund,Aditya Birla Sun Life,Aditya Birla Sun Life Floating Rate Fund-Regular Plan-Growth,122644,NIFTY Ultra Short Duration Debt Index
Debt Scheme,Floater Fund,Aditya Birla Sun Life,Aditya Birla Sun Life Floating Rate Fund-RETAIL - WEEKLY IDCW,122649,NIFTY Ultra Short Duration Debt Index
Debt Scheme,Floater Fund,Aditya Birla Sun Life,Aditya Birla Sun Life Floating Rate Fund-Retail Plan-Growth,122650,NIFTY Ultra Short Duration Debt Index
Hybrid Scheme,Conservative Hybrid Fund,Aditya Birla Sun Life,Aditya Birla Sun Life Regular Savings Fund - Growth / Payment - Regular Plan,101818,CRISIL Hybrid 85+15 - Conservative Index
Hybrid Scheme,Conservative Hybrid Fund,Aditya Birla Sun Life,Aditya Birla Sun Life Regular Savings Fund - REGULAR - MONTHLY IDCW,101816,CRISIL Hybrid 85+15 - Conservative Index
Hybrid Scheme,Aggressive Hybrid Fund,Aditya Birla Sun Life,Aditya Birla Sun Life Equity Hybrid'95 Fund - Regular Plan-Growth,103155,NIFTY 50 Hybrid Composite Debt 65:35 Index
Hybrid Scheme,Aggressive Hybrid Fund,Aditya Birla Sun Life,Aditya Birla Sun Life Equity Hybrid'95 Fund -Regular - IDCW,103154,NIFTY 50 Hybrid Composite Debt 65:35 Index
Hybrid Scheme,Dynamic Asset Allocation or Balanced Advantage,Aditya Birla Sun Life,Aditya Birla Sun Life Balanced Advantage Fund - Regular Plan - Growth Option,131666,NIFTY 50 Hybrid Composite Debt 50:50 Index
Hybrid Scheme,Dynamic Asset Allocation or Balanced Advantage,Aditya Birla Sun Life,Aditya Birla Sun Life Balanced Advantage Fund -REGULAR - IDCW,131665,NIFTY 50 Hybrid Composite Debt 50:50 Index
Hybrid Scheme,Multi Asset Allocation,Aditya Birla Sun Life,Aditya Birla Sun Life Multi Asset Allocation Fund-Regular Growth,151309,65% NIFTY 50 (Equity) + 25% NIFTY Composite Debt (Debt) + 10% Domestic Gold Price
Hybrid Scheme,Multi Asset Allocation,Aditya Birla Sun Life,Aditya Birla Sun Life Multi Asset Allocation Fund-Regular IDCW,151310,65% NIFTY 50 (Equity) + 25% NIFTY Composite Debt (Debt) + 10% Domestic Gold Price
Hybrid Scheme,Arbitrage Fund,Aditya Birla Sun Life,Aditya BIRLA SUN LIFE ARBITRAGE FUND - REGULAR PLAN - GROWTH,112088,NIFTY 50 Arbitrage Index
Hybrid Scheme,Arbitrage Fund,Aditya Birla Sun Life,Aditya Birla Sun Life Arbitrage Fund-Regular - IDCW,112087,NIFTY 50 Arbitrage Index
Hybrid Scheme,Equity Savings,Aditya Birla Sun Life,Aditya Birla Sun Life Equity Savings Fund - Regular - IDCW,132997,NIFTY Equity Savings Index
Hybrid Scheme,Equity Savings,Aditya Birla Sun Life,Aditya Birla Sun Life Equity Savings Fund - Regular Plan - Growth,132998,NIFTY Equity Savings Index
Solution Oriented Scheme,Retirement Fund,Aditya Birla Sun Life,Aditya Birla Sun Life Retirement Fund-The 30s Plan-Regular - Payout of IDCW,146574,CRISIL Hybrid 35+65 Aggressive Index
Solution Oriented Scheme,Retirement Fund,Aditya Birla Sun Life,Aditya Birla Sun Life Retirement Fund-The 30s Plan-Regular Growth,146577,CRISIL Hybrid 35+65 Aggressive Index
Solution Oriented Scheme,Retirement Fund,Aditya Birla Sun Life,Aditya Birla Sun Life Retirement Fund-The 40s Plan-Regular - Payout of IDCW,146928,CRISIL Hybrid 35+65 Aggressive Index
Solution Oriented Scheme,Retirement Fund,Aditya Birla Sun Life,Aditya Birla Sun Life Retirement Fund-The 40s Plan-Regular Plan-Growth,146929,CRISIL Hybrid 35+65 Aggressive Index
Solution Oriented Scheme,Retirement Fund,Aditya Birla Sun Life,Aditya Birla Sun Life Retirement Fund-The 50s Plan- Regular - Payout of IDCW,146939,CRISIL Hybrid 35+65 Aggressive Index
Solution Oriented Scheme,Retirement Fund,Aditya Birla Sun Life,Aditya Birla Sun Life Retirement Fund-The 50s Plan-Regular Plan-Growth,146938,CRISIL Hybrid 35+65 Aggressive Index
Solution Oriented Scheme,Retirement Fund,Aditya Birla Sun Life,Aditya Birla Sun Life Retirement Fund-The 50s Plus-Debt Plan - Regular - Payout of IDCW,146942,CRISIL Hybrid 35+65 Aggressive Index
Solution Oriented Scheme,Retirement Fund,Aditya Birla Sun Life,Aditya Birla Sun Life Retirement Fund-The 50s Plus-Debt Plan-Regular Plan-Growth,146941,CRISIL Hybrid 35+65 Aggressive Index
Solution Oriented Scheme,Childrenâ€™s Fund,Aditya Birla Sun Life,ADITYA BIRLA SUN LIFE BAL BHAVISHYA YOJNA REGULAR GROWTH,146409,NIFTY 500 TRI
Solution Oriented Scheme,Childrenâ€™s Fund,Aditya Birla Sun Life,ADITYA BIRLA SUN LIFE BAL BHAVISHYA YOJNA- Regular - IDCW,146405,NIFTY 500 TRI
Other Scheme,Index Funds,Aditya Birla Sun Life,Aditya Birla Sun Life BSE 500 Momentum 50 Index Fund- Regular Growth,153735,Nifty 500 TRI
Other Scheme,Index Funds,Aditya Birla Sun Life,Aditya Birla Sun Life BSE 500 Momentum 50 Index Fund-Regular IDCW Payout,153734,Nifty 500 TRI
Other Scheme,Index Funds,Aditya Birla Sun Life,Aditya Birla Sun Life BSE 500 Quality 50 Index Fund - Regular Growth,153742,Nifty 500 TRI
