Category,Multi Asset Allocation,Mutual Fund,Scheme Name,Scheme Code,Primary Benchmark (Most Common)
Other Scheme,Index Funds,NIPPON INDIA,Nippon India Nifty AAA CPSE Bond Plus SDL - Apr 2027 Maturity 60:40 Index Fund - Regular Plan - IDCW Option,150009,Nifty 500 TRI
Other Scheme,Index Funds,NIPPON INDIA,Nippon India Nifty AAA PSU Bond Plus SDL - Sep 2026 Maturity 50:50 Index Fund-Regular Plan-Growth Option,150752,Nifty 500 TRI
Other Scheme,Index Funds,NIPPON INDIA,Nippon India Nifty AAA PSU Bond Plus SDL - Sep 2026 Maturity 50:50 Index Fund-Regular Plan-IDCW Option,150755,Nifty 500 TRI
Other Scheme,Index Funds,NIPPON INDIA,Nippon India Nifty Alpha Low Volatility 30 Index Fund - Regular Plan - Growth Option,150490,Nifty 500 TRI
Other Scheme,Index Funds,NIPPON INDIA,Nippon India Nifty Alpha Low Volatility 30 Index Fund - Regular Plan - IDCW Option,150491,Nifty 500 TRI
Other Scheme,Index Funds,NIPPON INDIA,Nippon India Nifty Auto Index Fund - Regular Plan- Growth Option,153066,Nifty 500 TRI
Other Scheme,Index Funds,NIPPON INDIA,Nippon India Nifty Auto Index Fund - Regular Plan- IDCW Option,153065,Nifty 500 TRI
Other Scheme,Index Funds,NIPPON INDIA,Nippon India Nifty Bank Index Fund - Regular Plan - Growth Option,152387,Nifty 500 TRI
Other Scheme,Index Funds,NIPPON INDIA,Nippon India Nifty Bank Index Fund - Regular Plan - IDCW Option,152388,Nifty 500 TRI
Other Scheme,Index Funds,NIPPON INDIA,Nippon India Nifty G-Sec Jun 2036 Maturity Index Fund-Regular Plan-Growth Option,150923,Nifty 500 TRI
Other Scheme,Index Funds,NIPPON INDIA,Nippon India Nifty G-Sec Jun 2036 Maturity Index Fund-Regular Plan-IDCW Option,150922,Nifty 500 TRI
Other Scheme,Index Funds,NIPPON INDIA,Nippon India Nifty G-Sec Oct 2028 Maturity Index Fund-Regular Plan-Growth Option,151439,Nifty 500 TRI
Other Scheme,Index Funds,NIPPON INDIA,Nippon India Nifty G-Sec Oct 2028 Maturity Index Fund-Regular Plan-IDCW Option,151441,Nifty 500 TRI
Other Scheme,Index Funds,NIPPON INDIA,Nippon India Nifty G-Sec Sep 2027 Maturity Index Fund-Regular Plan-Growth Option,150904,Nifty 500 TRI
Other Scheme,Index Funds,NIPPON INDIA,Nippon India Nifty G-Sec Sep 2027 Maturity Index Fund-Regular Plan-IDCW Option,150905,Nifty 500 TRI
Other Scheme,Index Funds,NIPPON INDIA,Nippon India Nifty India Manufacturing Index- Regular Plan-IDCW Option,153808,Nifty 500 TRI
Other Scheme,Index Funds,NIPPON INDIA,Nippon India Nifty India Manufacturing Index-Regular Plan-Growth Option,153809,Nifty 500 TRI
Other Scheme,Index Funds,NIPPON INDIA,Nippon India Nifty IT Index Fund - Regular Plan - Growth Option,152391,Nifty 500 TRI
Other Scheme,Index Funds,NIPPON INDIA,Nippon India Nifty IT Index Fund - Regular Plan - IDCW Option,152393,Nifty 500 TRI
Other Scheme,Index Funds,NIPPON INDIA,NIPPON INDIA NIFTY MIDCAP 150 INDEX FUND - IDCW Option,148724,Nifty 500 TRI
Other Scheme,Index Funds,NIPPON INDIA,Nippon India Nifty Midcap 150 Index Fund - Regular Plan - Growth Option,148723,Nifty 500 TRI
Other Scheme,Index Funds,NIPPON INDIA,Nippon India Nifty Realty Index Fund-Regular Plan- Growth Option,153061,Nifty 500 TRI
Other Scheme,Index Funds,NIPPON INDIA,Nippon India Nifty Realty Index Fund-Regular Plan- IDCW Option,153062,Nifty 500 TRI
Other Scheme,Index Funds,NIPPON INDIA,Nippon India Nifty SDL Plus G-Sec - Jun 2028 Maturity 70:30 Index Fund-Regular Plan IDCW Option,150827,Nifty 500 TRI
Other Scheme,Index Funds,NIPPON INDIA,Nippon India Nifty SDL Plus G-Sec - Jun 2028 Maturity 70:30 Index Fund-Regular Plan-Growth Option,150825,Nifty 500 TRI
Other Scheme,Index Funds,NIPPON INDIA,Nippon India Nifty SDL Plus G-Sec - Jun 2029 Maturity 70:30 Index Fund-Regular Plan-IDCW Option,151389,Nifty 500 TRI
Other Scheme,Index Funds,NIPPON INDIA,Nippon India Nifty SDL Plus G-Sec-Jun 2029 Maturity 70:30 Index Fund-Regular Plan- Growth Option,151392,Nifty 500 TRI
Other Scheme,Index Funds,NIPPON INDIA,NIPPON INDIA NIFTY SMALLCAP 250 INDEX FUND - IDCW Option,148520,Nifty 500 TRI
Other Scheme,Index Funds,NIPPON INDIA,Nippon India Nifty Smallcap 250 Index Fund - Regular Plan - Growth Option,148518,Nifty 500 TRI
Other Scheme,Gold ETF,NIPPON INDIA,Nippon India ETF Gold BeES,140088,Domestic Price of Gold
Other Scheme,Other  ETFs,NIPPON INDIA,CPSE ETF,140107,Nifty 500 TRI
Other Scheme,Other  ETFs,NIPPON INDIA,Nippon India BSE Sensex Next 30 ETF,153569,Nifty 500 TRI
Other Scheme,Other  ETFs,NIPPON INDIA,Nippon India ETF BSE Sensex,131331,Nifty 500 TRI
Other Scheme,Other  ETFs,NIPPON INDIA,Nippon India ETF BSE Sensex Next 50,147579,Nifty 500 TRI
Other Scheme,Other  ETFs,NIPPON INDIA,Nippon India ETF Hang Seng BeES,140095,Nifty 500 TRI
Other Scheme,Other  ETFs,NIPPON INDIA,Nippon India ETF Nifty 100,121146,Nifty 500 TRI
Other Scheme,Other  ETFs,NIPPON INDIA,Nippon India ETF Nifty 1D Rate Liquid BeES - DAILY IDCW Option,140086,Nifty 500 TRI
Other Scheme,Other  ETFs,NIPPON INDIA,Nippon India ETF Nifty 5 yr Benchmark G-Sec,148800,Nifty 500 TRI
Other Scheme,Other  ETFs,NIPPON INDIA,Nippon India ETF Nifty 50 BeES,140084,Nifty 500 TRI
Other Scheme,Other  ETFs,NIPPON INDIA,Nippon India ETF Nifty 50 Shariah BeES,140094,Nifty 500 TRI
Other Scheme,Other  ETFs,NIPPON INDIA,Nippon India ETF Nifty 50 Value 20,134782,Nifty 500 TRI
Other Scheme,Other  ETFs,NIPPON INDIA,Nippon India ETF Nifty 8-13 yr G-Sec Long Term Gilt,139496,Nifty 500 TRI
Other Scheme,Other  ETFs,NIPPON INDIA,Nippon India ETF Nifty Bank BeES,140087,Nifty 500 TRI
Other Scheme,Other  ETFs,NIPPON INDIA,Nippon India ETF Nifty Dividend Opportunities 50,128639,Nifty 500 TRI
Other Scheme,Other  ETFs,NIPPON INDIA,Nippon India ETF Nifty India Consumption,128331,Nifty 500 TRI
Other Scheme,Other  ETFs,NIPPON INDIA,Nippon India ETF Nifty Infrastructure BeES,140102,Nifty 500 TRI
Other Scheme,Other  ETFs,NIPPON INDIA,Nippon India ETF Nifty IT,148408,Nifty 500 TRI
Other Scheme,Other  ETFs,NIPPON INDIA,Nippon India ETF Nifty Midcap 150,146271,Nifty 500 TRI
Other Scheme,Other  ETFs,NIPPON INDIA,Nippon India ETF Nifty Next 50 Junior BeES,140085,Nifty 500 TRI
Other Scheme,Other  ETFs,NIPPON INDIA,Nippon India ETF Nifty PSU Bank BeES,140089,Nifty 500 TRI
Other Scheme,Other  ETFs,NIPPON INDIA,Nippon India ETF Nifty SDL Apr 2026 Top 20 Equal Weight,148798,Nifty 500 TRI
Other Scheme,Other  ETFs,NIPPON INDIA,Nippon India Nifty 1D Rate Liquid ETF-Growth,153725,Nifty 500 TRI
Other Scheme,Other  ETFs,NIPPON INDIA,Nippon India Nifty Auto ETF,149465,Nifty 500 TRI
Other Scheme,Other  ETFs,NIPPON INDIA,Nippon India Nifty India Manufacturing ETF,153810,Nifty 500 TRI
Other Scheme,Other  ETFs,NIPPON INDIA,Nippon India Nifty Pharma ETF,149008,Nifty 500 TRI
Other Scheme,Other  ETFs,NIPPON INDIA,Nippon India Silver ETF,149758,Nifty 500 TRI
Other Scheme,FoF Domestic,NIPPON INDIA,Nippon India Diversified Equity Flexicap Passive FoF - IDCW Option,148643,Nifty 50 Arbitrage Index
Other Scheme,FoF Domestic,NIPPON INDIA,Nippon India Diversified Equity Flexicap Passive FoF - Regular Plan - Growth Option,148641,Nifty 50 Arbitrage Index
Other Scheme,FoF Domestic,NIPPON INDIA,NIPPON INDIA GOLD SAVINGS FUND - IDCW Option,114617,Domestic Price of Gold
Other Scheme,FoF Domestic,NIPPON INDIA,Nippon India Gold Savings Fund-Growth plan- Growth Option,114616,Domestic Price of Gold
Other Scheme,FoF Domestic,NIPPON INDIA,Nippon India Income Plus Arbitrage Active Fund of Fund - Regular Plan- IDCW Payout,153599,Nifty 50 Arbitrage Index
Other Scheme,FoF Domestic,NIPPON INDIA,Nippon India Income Plus Arbitrage Active Fund of Fund -Regular Plan- Growth Option,153601,Nifty 50 Arbitrage Index
Other Scheme,FoF Domestic,NIPPON INDIA,Nippon India Multi - Asset Omni FoF - IDCW Option,148665,Nifty 50 Arbitrage Index
Other Scheme,FoF Domestic,NIPPON INDIA,Nippon India Multi - Asset Omni FoF - Regular Plan - Growth Option,148663,Nifty 50 Arbitrage Index
Other Scheme,FoF Domestic,NIPPON INDIA,Nippon India Nifty Next 50 Junior BeES FoF - Growth Plan - Growth Option,146514,Nifty 50 Arbitrage Index
Other Scheme,FoF Domestic,NIPPON INDIA,NIPPON INDIA NIFTY NEXT 50 JUNIOR BEES FOF - IDCW Option,146512,Nifty 50 Arbitrage Index
Other Scheme,FoF Domestic,NIPPON INDIA,Nippon India Silver ETF FOF- Regular Plan-IDCW Option,149761,Domestic Price of Silver
Other Scheme,FoF Domestic,NIPPON INDIA,Nippon India Silver ETF FOF-Regular Plan- Growth Option,149759,Domestic Price of Silver
Equity Scheme,Flexi Cap Fund,NIPPON INDIA,Nippon India Flexi Cap Fund - Regular Plan - Growth Plan - Growth Option,149089,NIFTY 500 TRI
Equity Scheme,Flexi Cap Fund,NIPPON INDIA,Nippon India Flexi Cap Fund - Regular Plan - IDCW Option,149096,NIFTY 500 TRI
Equity Scheme,ELSS,NJ,NJ ELSS Tax Saver Scheme Regular Growth,151609,NIFTY 500 TRI
Equity Scheme,ELSS,NJ,NJ ELSS Tax Saver Scheme Regular IDCW,151610,NIFTY 500 TRI
Debt Scheme,Overnight Fund,NJ,NJ Overnight Fund - Regular Plan - Growth Option,150368,NIFTY 1D Rate Index
Debt Scheme,Overnight Fund,NJ,NJ Overnight Fund - Unclaimed Redemption Plan - Upto 3 Years,152116,NIFTY 1D Rate Index
Hybrid Scheme,Dynamic Asset Allocation or Balanced Advantage,NJ,NJ Balanced Advantage Fund - Regular Plan - Growth Option,149266,NIFTY 50 Hybrid Composite Debt 50:50 Index
Hybrid Scheme,Dynamic Asset Allocation or Balanced Advantage,NJ,NJ Balanced Advantage Fund - Regular Plan - IDCW Payout Option,149263,NIFTY 50 Hybrid Composite Debt 50:50 Index
Hybrid Scheme,Arbitrage Fund,NJ,NJ Arbitrage Fund - Regular Plan - Growth Option,150366,NIFTY 50 Arbitrage Index
Equity Scheme,Flexi Cap Fund,NJ,NJ Flexi Cap Fund - Regular Plan - Growth Option,151920,NIFTY 500 TRI
Equity Scheme,Flexi Cap Fund,NJ,NJ Flexi Cap Fund - Regular Plan - IDCW Option,151919,NIFTY 500 TRI
Equity Scheme,Focused Fund,Old,Old Bridge Focused Fund - Regular Growth,152361,NIFTY 500 TRI
Equity Scheme,Focused Fund,Old,Old Bridge Focused Fund - Regular IDCW,152363,NIFTY 500 TRI
Hybrid Scheme,Arbitrage Fund,Old,Old Bridge Arbitrage Fund Regular Growth,153977,NIFTY 50 Arbitrage Index
Hybrid Scheme,Arbitrage Fund,Old,Old Bridge Arbitrage Fund Regular IDCW Payout,153980,NIFTY 50 Arbitrage Index
Equity Scheme,Multi Cap Fund,PGIM,PGIM India Multi Cap Fund - Regular Plan - Growth Option,152816,NIFTY 500 Multicap 50:25:25 TRI
Equity Scheme,Multi Cap Fund,PGIM,PGIM India Multi Cap Fund - Regular Plan - IDCW Option,152818,NIFTY 500 Multicap 50:25:25 TRI
Equity Scheme,Large Cap Fund,PGIM,PGIM India Large Cap Fund - Dividend,138307,NIFTY 100 TRI
Equity Scheme,Large Cap Fund,PGIM,PGIM India Large Cap Fund - Growth,138308,NIFTY 100 TRI
Equity Scheme,Large & Mid Cap Fund,PGIM,PGIM India Large and Midcap Fund - Regular Plan - Growth Option,152383,NIFTY LargeMidcap 250 TRI
Equity Scheme,Large & Mid Cap Fund,PGIM,PGIM India Large and Midcap Fund - Regular Plan - IDCW Option,152385,NIFTY LargeMidcap 250 TRI
Equity Scheme,Mid Cap Fund,PGIM,PGIM India Midcap Fund - Regular Plan - Dividend Option - Payout,125306,NIFTY Midcap 150 TRI
Equity Scheme,Mid Cap Fund,PGIM,PGIM India Midcap Fund - Regular Plan - Growth Option,125305,NIFTY Midcap 150 TRI
Equity Scheme,Small Cap Fund,PGIM,PGIM India Small Cap Fund - Regular Plan - Growth Option,149020,NIFTY Smallcap 250 TRI
Equity Scheme,Small Cap Fund,PGIM,PGIM India Small Cap Fund - Regular Plan - IDCW Option,149032,NIFTY Smallcap 250 TRI
Equity Scheme,Sectoral/ Thematic,PGIM,PGIM India Healthcare Fund - Regular Plan - Growth Option,153040,NIFTY 500 TRI
Equity Scheme,Sectoral/ Thematic,PGIM,PGIM India Healthcare Fund - Regular Plan - IDCW Option,153038,NIFTY 500 TRI
Equity Scheme,ELSS,PGIM,PGIM India ELSS Tax Saver Fund - Regular Plan - Dividend Option,135599,NIFTY 500 TRI
Equity Scheme,ELSS,PGIM,PGIM India ELSS Tax Saver Fund - Regular Plan - Growth Option,135598,NIFTY 500 TRI
Debt Scheme,Overnight Fund,PGIM,PGIM India Overnight Fund - Regular Plan - Daily Dividend Option,147609,NIFTY 1D Rate Index
Debt Scheme,Overnight Fund,PGIM,PGIM India Overnight Fund - Regular Plan - Weekly Dividend Option,147607,NIFTY 1D Rate Index
Debt Scheme,Overnight Fund,PGIM,PGIM India Overnight Fund - Regular Plan- Growth Option,147600,NIFTY 1D Rate Index
Debt Scheme,Liquid Fund,PGIM,PGIM India Liquid Fund - Daily Dividend,138285,NIFTY Liquid Index
Debt Scheme,Liquid Fund,PGIM,PGIM India Liquid Fund - Growth,138288,NIFTY Liquid Index
Debt Scheme,Liquid Fund,PGIM,PGIM India Liquid Fund - Monthly Dividend,138287,NIFTY Liquid Index
Debt Scheme,Liquid Fund,PGIM,PGIM India Liquid Fund - Weekly Dividend,138289,NIFTY Liquid Index
Debt Scheme,Ultra Short Duration Fund,PGIM,PGIM India Ultra Short Duration Fund - Daily Dividend,138342,NIFTY Ultra Short Duration Debt Index
Debt Scheme,Ultra Short Duration Fund,PGIM,PGIM India Ultra Short Duration Fund - Growth,138343,NIFTY Ultra Short Duration Debt Index
Debt Scheme,Ultra Short Duration Fund,PGIM,PGIM India Ultra Short Duration Fund - Monthly Dividend,138344,NIFTY Ultra Short Duration Debt Index
Debt Scheme,Ultra Short Duration Fund,PGIM,PGIM India Ultra Short Duration Fund - Weekly Dividend,138341,NIFTY Ultra Short Duration Debt Index
Debt Scheme,Money Market Fund,PGIM,PGIM India Money Market Fund - Regular Plan - Daily Dividend Option,148160,NIFTY Money Market Index (A-I / B-I)
Debt Scheme,Money Market Fund,PGIM,PGIM India Money Market Fund - Regular Plan - Growth Option,148159,NIFTY Money Market Index (A-I / B-I)
Debt Scheme,Money Market Fund,PGIM,PGIM India Money Market Fund - Regular Plan - Monthly Dividend Option,148157,NIFTY Money Market Index (A-I / B-I)
Debt Scheme,Money Market Fund,PGIM,PGIM India Money Market Fund - Regular Plan - Weekly Dividend Option,148158,NIFTY Money Market Index (A-I / B-I)
Debt Scheme,Money Market Fund,PGIM,PGIM India Money Market Fund - Segregated Portfolio 1 - Regular Plan - Annual IDCW Option,152120,NIFTY Money Market Index (A-I / B-I)
Debt Scheme,Money Market Fund,PGIM,PGIM India Money Market Fund - Segregated Portfolio 1 - Regular plan - Growth option,152122,NIFTY Money Market Index (A-I / B-I)
Debt Scheme,Money Market Fund,PGIM,PGIM India Money Market Fund - Segregated Portfolio 1 - Regular Plan - Monthly IDCW option,152119,NIFTY Money Market Index (A-I / B-I)
Debt Scheme,Money Market Fund,PGIM,PGIM India Money Market Fund - Segregated Portfolio 1 - Regular Plan - Quarterly IDCW Option,152121,NIFTY Money Market Index (A-I / B-I)
Debt Scheme,Dynamic Bond,PGIM,PGIM India Dynamic Bond Fund - Dividend Option - Quarterly,116484,NIFTY Composite Debt Index (A-III)
Debt Scheme,Dynamic Bond,PGIM,PGIM India Dynamic Bond Fund - Growth Option,116485,NIFTY Composite Debt Index (A-III)
Debt Scheme,Corporate Bond Fund,PGIM,PGIM India Corporate Bond Fund - Annual Dividend,138317,NIFTY Corporate Bond Index (A-II / B-III)
Debt Scheme,Corporate Bond Fund,PGIM,PGIM India Corporate Bond Fund - Growth,138318,NIFTY Corporate Bond Index (A-II / B-III)
Debt Scheme,Corporate Bond Fund,PGIM,PGIM India Corporate Bond Fund - Monthly Dividend,138316,NIFTY Corporate Bond Index (A-II / B-III)
Debt Scheme,Corporate Bond Fund,PGIM,PGIM India Corporate Bond Fund - Quarterly Dividend,138315,NIFTY Corporate Bond Index (A-II / B-III)
Debt Scheme,Gilt Fund,PGIM,PGIM India Gilt Fund - Growth,138470,NIFTY All Duration G-Sec Index
Debt Scheme,Gilt Fund,PGIM,PGIM India Gilt Fund - Quarterly Dividend,138467,NIFTY All Duration G-Sec Index
Hybrid Scheme,Aggressive Hybrid Fund,PGIM,PGIM India Aggressive Hybrid Equity Fund - Dividend Option,138381,NIFTY 50 Hybrid Composite Debt 65:35 Index
Hybrid Scheme,Aggressive Hybrid Fund,PGIM,PGIM India Aggressive Hybrid Equity Fund - Growth Option,138382,NIFTY 50 Hybrid Composite Debt 65:35 Index
Hybrid Scheme,Aggressive Hybrid Fund,PGIM,PGIM India Aggressive Hybrid Equity Fund-Monthly Dividend Option,139821,NIFTY 50 Hybrid Composite Debt 65:35 Index
Hybrid Scheme,Dynamic Asset Allocation or Balanced Advantage,PGIM,PGIM India Balanced Advantage Fund - Regular Plan - Dividend Option,148660,NIFTY 50 Hybrid Composite Debt 50:50 Index
Hybrid Scheme,Dynamic Asset Allocation or Balanced Advantage,PGIM,PGIM India Balanced Advantage Fund - Regular Plan - Growth Option,148657,NIFTY 50 Hybrid Composite Debt 50:50 Index
Hybrid Scheme,Arbitrage Fund,PGIM,PGIM India Arbitrage Fund - Regular Plan - Growth,138876,NIFTY 50 Arbitrage Index
Hybrid Scheme,Arbitrage Fund,PGIM,PGIM India Arbitrage Fund - Regular Plan - Monthly Dividend,138883,NIFTY 50 Arbitrage Index
Hybrid Scheme,Arbitrage Fund,PGIM,PGIM India Arbitrage Fund - Regular Plan - Regular Dividend,138887,NIFTY 50 Arbitrage Index
Hybrid Scheme,Equity Savings,PGIM,PGIM India Equity Savings Fund - Annual Dividend option,138371,NIFTY Equity Savings Index
Hybrid Scheme,Equity Savings,PGIM,PGIM India Equity Savings Fund - Growth Option,138372,NIFTY Equity Savings Index
Hybrid Scheme,Equity Savings,PGIM,PGIM India Equity Savings Fund - Monthly Dividend option,138369,NIFTY Equity Savings Index
Solution Oriented Scheme,Retirement Fund,PGIM,PGIM India Retirement Fund - Regular Plan - Growth Option,152538,NIFTY 500 TRI
Solution Oriented Scheme,Retirement Fund,PGIM,PGIM India Retirement Fund - Regular Plan - IDCW Payout Option,152540,NIFTY 500 TRI
Other Scheme,Index Funds,PGIM,"PGIM India CRISIL IBX Gilt Index - Apr 2028 Fund - Regular Plan, Growth Option",151404,Nifty 500 TRI
Other Scheme,Index Funds,PGIM,"PGIM India CRISIL IBX Gilt Index - Apr 2028 Fund - Regular Plan, IDCW Option",151405,Nifty 500 TRI
Other Scheme,FoF Overseas,PGIM,PGIM India Emerging Markets Equity Fund of Fund- Growth,138453,MSCI World Index
Other Scheme,FoF Overseas,PGIM,PGIM India Global Equity Opportunities Fund of Fund- Growth,138523,MSCI World Index
Other Scheme,FoF Overseas,PGIM,PGIM India Global Select Real Estate Securities Fund of Fund - Regular Plan - Growth Option,149299,MSCI World Index
Equity Scheme,Flexi Cap Fund,PGIM,PGIM India Flexi Cap Fund - Regular Plan - Dividend Option,133838,NIFTY 500 TRI
Equity Scheme,Flexi Cap Fund,PGIM,PGIM India Flexi Cap Fund - Regular Plan - Growth Option,133836,NIFTY 500 TRI
Equity Scheme,ELSS,Parag Parikh,Parag Parikh ELSS Tax Saver Fund- Regular Growth,147482,NIFTY 500 TRI
Debt Scheme,Liquid Fund,Parag Parikh,Parag Parikh Liquid Fund- Regular Plan- Daily Reinvestment of IDCW,143264,NIFTY Liquid Index
Debt Scheme,Liquid Fund,Parag Parikh,Parag Parikh Liquid Fund- Regular Plan- Growth,143260,NIFTY Liquid Index
Debt Scheme,Liquid Fund,Parag Parikh,Parag Parikh Liquid Fund- Regular Plan- Monthly IDCW,143261,NIFTY Liquid Index
Debt Scheme,Liquid Fund,Parag Parikh,Parag Parikh Liquid Fund- Regular Plan- Weekly Reinvestment of IDCW,143266,NIFTY Liquid Index
Hybrid Scheme,Conservative Hybrid Fund,Parag Parikh,Parag Parikh Conservative Hybrid Fund - Regular Plan - Growth,148959,CRISIL Hybrid 85+15 - Conservative Index
Hybrid Scheme,Conservative Hybrid Fund,Parag Parikh,Parag Parikh Conservative Hybrid Fund - Regular Plan - Monthly IDCW,148960,CRISIL Hybrid 85+15 - Conservative Index
Hybrid Scheme,Dynamic Asset Allocation or Balanced Advantage,Parag Parikh,Parag Parikh Dynamic Asset Allocation Fund - Regular Plan - Monthly IDCW Reinvestment,152467,NIFTY 50 Hybrid Composite Debt 50:50 Index
Hybrid Scheme,Dynamic Asset Allocation or Balanced Advantage,Parag Parikh,Parag Parikh Dynamic Asset Allocation Fund - Regular Plan Growth,152464,NIFTY 50 Hybrid Composite Debt 50:50 Index
Hybrid Scheme,Arbitrage Fund,Parag Parikh,Parag Parikh Arbitrage Fund - Regular Plan Growth,152110,NIFTY 50 Arbitrage Index
Equity Scheme,Flexi Cap Fund,Parag Parikh,Parag Parikh Flexi Cap Fund - Regular Plan - Growth,122640,NIFTY 500 TRI
Equity Scheme,Flexi Cap Fund,Parag Parikh,Parag Parikh Flexi Cap Fund - Regular Plan - IDCW,153965,NIFTY 500 TRI
Equity Scheme,Multi Cap Fund,quant,quant Multi Cap Fund-GROWTH OPTION - Regular Plan,100631,NIFTY 500 Multicap 50:25:25 TRI
Equity Scheme,Multi Cap Fund,quant,quant Multi Cap Fund-IDCW Option - Regular Plan,100630,NIFTY 500 Multicap 50:25:25 TRI
Equity Scheme,Large Cap Fund,quant,quant Large Cap Fund - Growth Option - Regular Plan,150441,NIFTY 100 TRI
Equity Scheme,Large Cap Fund,quant,quant Large Cap Fund - IDCW Option - Regular Plan,150442,NIFTY 100 TRI
Equity Scheme,Large & Mid Cap Fund,quant,quant Large & Mid Cap Fund - Bonus Option - Regular Plan,104515,NIFTY LargeMidcap 250 TRI
Equity Scheme,Large & Mid Cap Fund,quant,quant Large & Mid Cap Fund - Growth Option,104513,NIFTY LargeMidcap 250 TRI
Equity Scheme,Large & Mid Cap Fund,quant,quant Large & Mid Cap Fund - IDCW Option - Regular Plan,104514,NIFTY LargeMidcap 250 TRI
Equity Scheme,Mid Cap Fund,quant,quant Mid Cap Fund - Growth Option - Regular Plan,101065,NIFTY Midcap 150 TRI
Equity Scheme,Mid Cap Fund,quant,quant Mid Cap Fund - IDCW Option - Regular Plan,101066,NIFTY Midcap 150 TRI
Equity Scheme,Small Cap Fund,quant,quant Small Cap Fund - Growth - Regular Plan,100177,NIFTY Smallcap 250 TRI
Equity Scheme,Small Cap Fund,quant,quant Small Cap Fund - IDCW Option - Regular Plan,100176,NIFTY Smallcap 250 TRI
Equity Scheme,Value Fund,Quant,Quant Value Fund - Growth Option - Regular Plan,149337,NIFTY 500 TRI
Equity Scheme,Value Fund,Quant,Quant Value Fund - IDCW Option- Regular Plan,149336,NIFTY 500 TRI
Equity Scheme,Focused Fund,quant,quant Focused Fund - Growth Option - Regular Plan,109275,NIFTY 500 TRI
Equity Scheme,Focused Fund,quant,quant Focused Fund - IDCW Option - Regular Plan,109274,NIFTY 500 TRI
Equity Scheme,Sectoral/ Thematic,quant,quant BFSI Fund - Growth Option - Regular Plan,151788,NIFTY 500 TRI
Equity Scheme,Sectoral/ Thematic,quant,quant BFSI Fund - IDCW Option - Regular Plan,151789,NIFTY 500 TRI
Equity Scheme,Sectoral/ Thematic,quant,quant Business Cycle Fund - Growth Option - Regular Plan,151758,NIFTY 500 TRI
Equity Scheme,Sectoral/ Thematic,quant,quant Business Cycle Fund - IDCW Option - Regular Plan,151760,NIFTY 500 TRI
Equity Scheme,Sectoral/ Thematic,quant,quant Commodities Fund - Growth Option - Regular Plan,152256,NIFTY 500 TRI
Equity Scheme,Sectoral/ Thematic,quant,quant Commodities Fund - IDCW Option - Regular Plan,152258,NIFTY 500 TRI
Equity Scheme,Sectoral/ Thematic,quant,quant Consumption Fund - Growth Option - Regular Plan,152338,NIFTY India Consumption TRI
Equity Scheme,Sectoral/ Thematic,quant,quant Consumption Fund - IDCW Option - Regular Plan,152337,NIFTY India Consumption TRI
Equity Scheme,Sectoral/ Thematic,quant,quant ESG Integration Strategy Fund - Growth Option - Regular Plan,148560,NIFTY 100 ESG TRI
Equity Scheme,Sectoral/ Thematic,quant,quant ESG Integration Strategy Fund - IDCW Option - Regular Plan,148561,NIFTY 100 ESG TRI
Equity Scheme,Sectoral/ Thematic,quant,quant Healthcare Fund - Growth Option - Regular Plan,151855,NIFTY 500 TRI
Equity Scheme,Sectoral/ Thematic,quant,quant Healthcare Fund - IDCW Option - Regular Plan,151856,NIFTY 500 TRI
Equity Scheme,Sectoral/ Thematic,quant,quant Infrastructure Fund - Growth Option,106170,NIFTY Infrastructure TRI
Equity Scheme,Sectoral/ Thematic,quant,quant Infrastructure Fund - IDCW Option - Regular Plan,106169,NIFTY Infrastructure TRI
Equity Scheme,Sectoral/ Thematic,quant,quant Manufacturing Fund - Growth Option - Regular Plan,151913,NIFTY India Manufacturing TRI
Equity Scheme,Sectoral/ Thematic,quant,quant Manufacturing Fund - IDCW Option - Regular Plan,151915,NIFTY India Manufacturing TRI
Equity Scheme,Sectoral/ Thematic,quant,quant Momentum Fund - Growth Option - Regular Plan,152190,NIFTY 200 Momentum 30 TRI
Equity Scheme,Sectoral/ Thematic,quant,quant Momentum Fund - IDCW Option - Regular Plan,152191,NIFTY 200 Momentum 30 TRI
Equity Scheme,Sectoral/ Thematic,quant,quant PSU Fund - Growth Option - Regular Plan,152413,S&P BSE PSU TRI
Equity Scheme,Sectoral/ Thematic,quant,quant PSU Fund - IDCW Option - Regular Plan,152414,S&P BSE PSU TRI
Equity Scheme,Sectoral/ Thematic,quant,quant Quantamental Fund - Growth Option - Regular Plan,148923,NIFTY 500 TRI
Equity Scheme,Sectoral/ Thematic,quant,quant Quantamental Fund - IDCW Option - Regular Plan,148922,NIFTY 500 TRI
Equity Scheme,Sectoral/ Thematic,quant,quant Teck Fund - Growth Option - Regular Plan,152070,NIFTY 500 TRI
Equity Scheme,Sectoral/ Thematic,quant,quant Teck Fund - IDCW Option - Regular Plan,152069,NIFTY 500 TRI
Equity Scheme,ELSS,quant,quant ELSS Tax Saver Fund - Growth Option - Regular Plan,100175,NIFTY 500 TRI
Equity Scheme,ELSS,quant,quant ELSS Tax Saver Fund - IDCW Option - Regular Plan,100174,NIFTY 500 TRI
Debt Scheme,Overnight Fund,quant,quant Overnight Fund - Growth Option - Regular Plan,151195,NIFTY 1D Rate Index
Debt Scheme,Overnight Fund,quant,quant Overnight Fund - IDCW Option - Regular Plan,151191,NIFTY 1D Rate Index
