Fund Name,Category,Subcategory,ISIN,Scheme Code,Plan,1Y Return (%),3Y Return (%),5Y Return (%),Benchmark Name,Benchmark 1Y (%),Benchmark 3Y (%),Benchmark 5Y (%),Alpha,Beta,Sharpe Ratio,Std Dev,Mean Return (%),YTM (%),Modified Duration (yrs),Avg Credit Rating,Avg Maturity (yrs),Top Holdings Count,Fund URL,Alpha Score (12),Sharpe Score (12),Std Dev Score (6),Beta Score (6),Sortino Score (4),Total Score (40),Risk Label
UTI Silver ETF FoF Dir,commodity,Commodities: Silver,INF789F1AYL4,151731,Direct,102.67,45.49,,Domestic Prices of Silver,112.94,48.78,,2.81,0.84,1.04,37.26,44.53,,,,,1,https://www.valueresearchonline.com/funds/43487/,8,8,1,2,N/A,19,Moderate Risk
Zerodha Silver ETF,commodity,Commodities: Silver,INF0R8F01117,152477,Direct,105.58,,,Domestic Prices of Silver,112.94,,,,,,,,,,,,1,https://www.valueresearchonline.com/funds/45052/,N/A,N/A,N/A,N/A,N/A,,Insufficient Data
Zerodha Silver ETF FoF Dir,commodity,Commodities: Silver,INF0R8F01109,152479,Direct,,,,Domestic Prices of Silver,,,,,,,,,,,,,1,https://www.valueresearchonline.com/funds/45264/,N/A,N/A,N/A,N/A,N/A,,Insufficient Data
360 ONE Gold ETF,commodity,Commodities: Gold,INF579M01BB5,153357,Regular,42.34,,,Domestic Prices of Gold,47.23,,,,,,,,,,,,1,https://www.valueresearchonline.com/funds/44993/,N/A,N/A,N/A,N/A,N/A,,Insufficient Data
ABSL Gold ETF,commodity,Commodities: Gold,INF209K01YU5,120546,Regular,43.4,32.93,23.4,Domestic Prices of Gold,47.23,34.53,24.8,-0.51,0.98,1.28,19.58,30.77,,,,,1,https://www.valueresearchonline.com/funds/12631/,4,10,5,5,N/A,24,Low Risk
ABSL Gold Reg,commodity,Commodities: Gold,INF209K01YT7,120545,Regular,42.35,32.37,22.59,Domestic Prices of Gold,47.23,34.53,24.8,-0.75,0.97,1.26,19.52,30.36,,,,,1,https://www.valueresearchonline.com/funds/14217/,4,10,5,5,N/A,24,Low Risk
Angel One Gold ETF FoF Reg,commodity,Commodities: Gold,INF1J2R01106,153828,Regular,,,,Domestic Prices of Gold,,,,,,,,,,,,,1,https://www.valueresearchonline.com/funds/45469/,N/A,N/A,N/A,N/A,N/A,,Insufficient Data
Angel One Gold ETF Reg,commodity,Commodities: Gold,INF1J2R01114,153826,Regular,,,,Domestic Prices of Gold,,,,,,,,,,,,,1,https://www.valueresearchonline.com/funds/45466/,N/A,N/A,N/A,N/A,N/A,,Insufficient Data
Axis Gold and Silver Passive FoF Reg,commodity,Commodities: Gold,INF846KA1390,154077,Regular,,,,Commodities: Gold & Silver,,,,,,,,,,,,,2,https://www.valueresearchonline.com/funds/45709/,N/A,N/A,N/A,N/A,N/A,,Insufficient Data
Axis Gold ETF,commodity,Commodities: Gold,INF846K01W80,113434,Regular,43.04,32.92,23.4,Domestic Prices of Gold,47.23,34.53,24.8,-0.44,0.97,1.27,19.64,30.76,,,,,1,https://www.valueresearchonline.com/funds/11669/,4,10,5,5,N/A,24,Low Risk
Axis Gold Reg,commodity,Commodities: Gold,INF846KA1390,154077,Regular,41.47,32,22.63,Domestic Prices of Gold,47.23,34.53,24.8,1.88,0.84,1.37,17.43,29.73,,,,,1,https://www.valueresearchonline.com/funds/13393/,8,10,5,2,N/A,25,Low Risk
Bandhan Gold ETF,commodity,Commodities: Gold,INF194KB1KJ7,153930,Regular,,,,Domestic Prices of Gold,,,,,,,,,,,,,1,https://www.valueresearchonline.com/funds/45672/,N/A,N/A,N/A,N/A,N/A,,Insufficient Data
Bandhan Gold ETF FoF Reg,commodity,Commodities: Gold,INF194KB1KM1,153877,Regular,,,,Domestic Prices of Gold,,,,,,,,,,,,,1,https://www.valueresearchonline.com/funds/45731/,N/A,N/A,N/A,N/A,N/A,,Insufficient Data
Baroda BNP Paribas Gold ETF,commodity,Commodities: Gold,INF251K01SU9,152231,Regular,42.75,,,Domestic Prices of Gold,47.23,,,,,,,,,,,,1,https://www.valueresearchonline.com/funds/43930/,N/A,N/A,N/A,N/A,N/A,,Insufficient Data
Baroda BNP Paribas Gold ETF FoF Reg,commodity,Commodities: Gold,INF251K01VE7,153794,Regular,,,,Domestic Prices of Gold,,,,,,,,,,,,,1,https://www.valueresearchonline.com/funds/45421/,N/A,N/A,N/A,N/A,N/A,,Insufficient Data
Choice Gold ETF,commodity,Commodities: Gold,INF2KCX01012,153933,Regular,,,,Domestic Prices of Gold,,,,,,,,,,,,,1,https://www.valueresearchonline.com/funds/45571/,N/A,N/A,N/A,N/A,N/A,,Insufficient Data
DSP Gold ETF,commodity,Commodities: Gold,INF740KA1SW3,151737,Regular,43.22,32.88,,Domestic Prices of Gold,47.23,34.53,,-0.47,0.97,1.28,19.5,30.71,,,,,1,https://www.valueresearchonline.com/funds/43492/,4,10,5,5,N/A,24,Low Risk
DSP Gold ETF FoF Reg,commodity,Commodities: Gold,INF740KA1TJ8,152182,Regular,41.73,,,Domestic Prices of Gold,47.23,,,,,,,,,,,,1,https://www.valueresearchonline.com/funds/43854/,N/A,N/A,N/A,N/A,N/A,,Insufficient Data
Edelweiss Gold and Silver ETF FoF Reg,commodity,Commodities: Gold,INF754K01OT3,150217,Regular,73.06,39.42,,Commodities: Gold & Silver,65.38,37.6,,,,,,,,,,,2,https://www.valueresearchonline.com/funds/42498/,N/A,N/A,N/A,N/A,N/A,,Insufficient Data
Edelweiss Gold ETF,commodity,Commodities: Gold,INF754K01SE6,152193,Regular,42.85,,,Domestic Prices of Gold,47.23,,,,,,,,,,,,1,https://www.valueresearchonline.com/funds/43879/,N/A,N/A,N/A,N/A,N/A,,Insufficient Data
Edelweiss Gold ETF FoF Reg,commodity,Commodities: Gold,INF754K01WQ2,154207,Regular,,,,Domestic Prices of Gold,,,,,,,,,,,,,1,https://www.valueresearchonline.com/funds/45829/,N/A,N/A,N/A,N/A,N/A,,Insufficient Data
Groww Gold ETF,commodity,Commodities: Gold,INF666M01OE7,152957,Regular,42.64,,,Domestic Prices of Gold,47.23,,,,,,,,,,,,1,https://www.valueresearchonline.com/funds/44631/,N/A,N/A,N/A,N/A,N/A,,Insufficient Data
Groww Gold ETF FOF Reg,commodity,Commodities: Gold,INF666M01IW1,152958,Regular,40.44,,,Domestic Prices of Gold,47.23,,,,,,,,,,,,1,https://www.valueresearchonline.com/funds/44660/,N/A,N/A,N/A,N/A,N/A,,Insufficient Data
HDFC Gold ETF,commodity,Commodities: Gold,INF179KC1981,113049,Regular,43.14,32.61,23.33,Domestic Prices of Gold,47.23,34.53,24.8,-0.75,0.98,1.26,19.61,30.52,,,,,1,https://www.valueresearchonline.com/funds/11314/,4,10,5,5,N/A,24,Low Risk
HDFC Gold ETF Fund of Fund Reg,commodity,Commodities: Gold,INF179K01LC5,115934,Regular,41.8,32.26,22.6,Domestic Prices of Gold,47.23,34.53,24.8,0.67,0.9,1.32,18.32,30.06,,,,,1,https://www.valueresearchonline.com/funds/13410/,6,10,5,4,N/A,25,Low Risk
HSBC Gold ETF,commodity,Commodities: Gold,INF336L01RX2,154294,Regular,,,,Domestic Prices of Gold,,,,,,,,,,,,,1,https://www.valueresearchonline.com/funds/45919/,N/A,N/A,N/A,N/A,N/A,,Insufficient Data
HSBC Gold ETF FoF Reg,commodity,Commodities: Gold,INF336L01SA8,154293,Regular,,,,Domestic Prices of Gold,,,,,,,,,,,,,1,https://www.valueresearchonline.com/funds/45927/,N/A,N/A,N/A,N/A,N/A,,Insufficient Data
ICICI Pru Gold ETF FoF,commodity,Commodities: Gold,INF109K01U92,120685,Regular,42.12,32.43,22.75,Domestic Prices of Gold,47.23,34.53,24.8,-0.38,0.95,1.28,19.19,30.34,,,,,1,https://www.valueresearchonline.com/funds/13289/,4,10,5,4,N/A,23,Moderate Risk
ICICI Pru Gold ETF,commodity,Commodities: Gold,INF109KA1301,120537,Regular,43.35,33.04,23.45,Domestic Prices of Gold,47.23,34.53,24.8,-0.24,0.97,1.28,19.53,30.84,,,,,1,https://www.valueresearchonline.com/funds/11347/,4,10,5,5,N/A,24,Low Risk
Invesco India Gold ETF,commodity,Commodities: Gold,INF205K01FA4,120529,Regular,42.85,33,23.46,Domestic Prices of Gold,47.23,34.53,24.8,-1.69,1.03,1.21,20.79,31.01,,,,,0,https://www.valueresearchonline.com/funds/10862/,4,10,4,5,N/A,23,Moderate Risk
Invesco India Gold ETF FoF Reg,commodity,Commodities: Gold,INF205K01NK7,135545,Regular,41.04,31.74,22.38,Domestic Prices of Gold,47.23,34.53,24.8,0.47,0.9,1.32,18.1,29.66,,,,,1,https://www.valueresearchonline.com/funds/13545/,6,10,5,4,N/A,25,Low Risk
Kotak Gold ETF,commodity,Commodities: Gold,INF174KA1HJ8,106193,Regular,43.19,32.92,23.36,Domestic Prices of Gold,47.23,34.53,24.8,-0.34,0.97,1.28,19.53,30.75,,,,,1,https://www.valueresearchonline.com/funds/5341/,4,10,5,5,N/A,24,Low Risk
Kotak Gold Reg,commodity,Commodities: Gold,INF174K01AR7,114756,Regular,41.94,32.39,22.46,Domestic Prices of Gold,47.23,34.53,24.8,2.19,0.84,1.39,17.39,30.02,,,,,1,https://www.valueresearchonline.com/funds/12458/,8,10,5,2,N/A,25,Low Risk
Kotak Gold Silver Passive FoF Reg,commodity,Commodities: Gold,INF174KA1XS6,152779,Regular,,,,Commodities: Gold & Silver,,,,,,,,,,,,,2,https://www.valueresearchonline.com/funds/45550/,N/A,N/A,N/A,N/A,N/A,,Insufficient Data
LIC MF Gold ETF,commodity,Commodities: Gold,INF767K01RE0,153316,Regular,43.78,33.25,23.78,Domestic Prices of Gold,47.23,34.53,24.8,1.35,0.91,1.34,18.71,30.9,,,,,1,https://www.valueresearchonline.com/funds/13461/,6,10,5,4,N/A,25,Low Risk
LIC MF Gold ETF FoF Reg,commodity,Commodities: Gold,INF397L01992,151974,Regular,41.48,32.01,22.6,Domestic Prices of Gold,47.23,34.53,24.8,0.05,0.93,1.28,18.99,30.02,,,,,1,https://www.valueresearchonline.com/funds/15154/,6,10,5,4,N/A,25,Low Risk
Mirae Asset Gold ETF,commodity,Commodities: Gold,INF769K01JP9,151416,Regular,43.13,32.96,,Domestic Prices of Gold,47.23,34.53,,-0.16,0.96,1.29,19.4,30.75,,,,,1,https://www.valueresearchonline.com/funds/43168/,4,10,5,5,N/A,24,Low Risk
Mirae Asset Gold ETF FoF Reg,commodity,Commodities: Gold,INF769K01MS7,153005,Regular,41.4,,,Domestic Prices of Gold,47.23,,,,,,,,,,,,1,https://www.valueresearchonline.com/funds/44664/,N/A,N/A,N/A,N/A,N/A,,Insufficient Data
Mirae Asset Gold Silver Passive FoF Reg,commodity,Commodities: Gold,INF769K01PL5,153810,Regular,,,,Commodities: Gold & Silver,,,,,,,,,,,,,2,https://www.valueresearchonline.com/funds/45449/,N/A,N/A,N/A,N/A,N/A,,Insufficient Data
Motilal Oswal Gold and Silver Passive FoF Reg,commodity,Commodities: Gold,INF247L01BN6,150643,Regular,57.7,35.78,,Commodities: Gold & Silver,65.38,37.6,,,,,,,,,,,2,https://www.valueresearchonline.com/funds/42570/,N/A,N/A,N/A,N/A,N/A,,Insufficient Data
Motilal Oswal Gold ETF,commodity,Commodities: Gold,INF247L01FY4,153780,Regular,,,,Domestic Prices of Gold,,,,,,,,,,,,,1,https://www.valueresearchonline.com/funds/45416/,N/A,N/A,N/A,N/A,N/A,,Insufficient Data
Nippon India ETF Gold BeES,commodity,Commodities: Gold,INF204KB17I5,140088,Regular,42.91,32.71,23.02,Domestic Prices of Gold,47.23,34.53,24.8,-0.54,0.97,1.27,19.57,30.59,,,,,1,https://www.valueresearchonline.com/funds/4957/,4,10,5,5,N/A,24,Low Risk
Nippon India Gold Savings Reg,commodity,Commodities: Gold,INF204K01YC4,118661,Regular,41.9,32.24,22.59,Domestic Prices of Gold,47.23,34.53,24.8,-1,0.97,1.25,19.57,30.24,,,,,1,https://www.valueresearchonline.com/funds/12184/,4,10,5,5,N/A,24,Low Risk
Quantum Gold,commodity,Commodities: Gold,INF082J01358,118134,Regular,43.97,32.94,23.34,Domestic Prices of Gold,47.23,34.53,24.8,-0.99,1,1.24,20.15,30.87,,,,,1,https://www.valueresearchonline.com/funds/6695/,4,10,4,6,N/A,24,Low Risk
Quantum Gold Savings Reg,commodity,Commodities: Gold,INF082J01358,118134,Regular,42.35,32.54,22.85,Domestic Prices of Gold,47.23,34.53,24.8,1.43,0.88,1.36,17.93,30.22,,,,,1,https://www.valueresearchonline.com/funds/33964/,6,10,5,3,N/A,24,Low Risk
SBI Gold ETF,commodity,Commodities: Gold,INF200KA16D8,111954,Regular,43.04,32.72,23.26,Domestic Prices of Gold,47.23,34.53,24.8,-0.62,0.97,1.26,19.66,30.61,,,,,1,https://www.valueresearchonline.com/funds/10382/,4,10,5,5,N/A,24,Low Risk
SBI Gold Reg,commodity,Commodities: Gold,INF200K01RM5,119788,Regular,42.22,32.56,22.91,Domestic Prices of Gold,47.23,34.53,24.8,0.73,0.91,1.33,18.4,30.28,,,,,1,https://www.valueresearchonline.com/funds/13190/,6,10,5,4,N/A,25,Low Risk
Tata Gold ETF,commodity,Commodities: Gold,INF277K01PR6,112277,Regular,42.98,,,Domestic Prices of Gold,47.23,,,,,,,,,,,,1,https://www.valueresearchonline.com/funds/44015/,N/A,N/A,N/A,N/A,N/A,,Insufficient Data
Tata Gold ETF FoF Reg,commodity,Commodities: Gold,INF277KA1893,152288,Regular,40.58,,,Domestic Prices of Gold,47.23,,,,,,,,,,,,1,https://www.valueresearchonline.com/funds/44016/,N/A,N/A,N/A,N/A,N/A,,Insufficient Data
The Wealth Company Gold ETF,commodity,Commodities: Gold,INF2F0001370,154092,Regular,,,,Domestic Prices of Gold,,,,,,,,,,,,,1,https://www.valueresearchonline.com/funds/45711/,N/A,N/A,N/A,N/A,N/A,,Insufficient Data
The Wealth Company Gold ETF FoF Reg,commodity,Commodities: Gold,INF2F0001404,154091,Regular,,,,Domestic Prices of Gold,,,,,,,,,,,,,1,https://www.valueresearchonline.com/funds/45757/,N/A,N/A,N/A,N/A,N/A,,Insufficient Data
Union Gold ETF,commodity,Commodities: Gold,INF582M01KS4,153337,Regular,42.74,,,Domestic Prices of Gold,47.23,,,,,,,,,,,,1,https://www.valueresearchonline.com/funds/44978/,N/A,N/A,N/A,N/A,N/A,,Insufficient Data
Union Gold ETF FoF Reg,commodity,Commodities: Gold,INF582M01KZ6,153339,Regular,40.85,,,Domestic Prices of Gold,47.23,,,,,,,,,,,,1,https://www.valueresearchonline.com/funds/44979/,N/A,N/A,N/A,N/A,N/A,,Insufficient Data
UTI Gold ETF FoF Reg,commodity,Commodities: Gold,INF789F1AWA1,150714,Regular,42.46,32.67,,Domestic Prices of Gold,47.23,34.53,,3.22,0.81,1.42,17.11,30.15,,,,,1,https://www.valueresearchonline.com/funds/42639/,10,10,5,2,N/A,27,Low Risk
UTI Gold ETF,commodity,Commodities: Gold,INF843K01377,152986,Regular,43.29,33.33,23.51,Domestic Prices of Gold,47.23,34.53,24.8,-0.55,0.99,1.27,19.98,31.15,,,,,1,https://www.valueresearchonline.com/funds/4954/,4,10,5,6,N/A,25,Low Risk
Zerodha Gold ETF,commodity,Commodities: Gold,INF0R8F01042,152476,Regular,43.18,,,Domestic Prices of Gold,47.23,,,,,,,,,,,,1,https://www.valueresearchonline.com/funds/44177/,N/A,N/A,N/A,N/A,N/A,,Insufficient Data
