Fund Name,Category,Subcategory,Company Name,Sector,P/E Ratio,% of Assets,ISIN,Scheme Code
ABSL Business Cycle Dir,solution-oriented,Solution: Retirement - Equity,ICICI Bank,Financial,18.25,3.94,INF209KB14D2,149295
ABSL Business Cycle Dir,solution-oriented,Solution: Retirement - Equity,SBI,Financial,11.6,3.67,INF209KB14D2,149295
ABSL Business Cycle Dir,solution-oriented,Solution: Retirement - Equity,The Federal Bank,Financial,18.82,3.06,INF209KB14D2,149295
ABSL Business Cycle Dir,solution-oriented,Solution: Retirement - Equity,Muthoot Finance,Financial,11.05,2.85,INF209KB14D2,149295
ABSL Business Cycle Dir,solution-oriented,Solution: Retirement - Equity,Jindal Steel,Materials,31.16,2.28,INF209KB14D2,149295
ABSL Business Cycle Dir,solution-oriented,Solution: Retirement - Equity,Karur Vysya Bank,Financial,11.56,2.27,INF209KB14D2,149295
ABSL Business Cycle Dir,solution-oriented,Solution: Retirement - Equity,R R Kabel,Industrials,54.77,2.18,INF209KB14D2,149295
ABSL Business Cycle Dir,solution-oriented,Solution: Retirement - Equity,SJS Enterprises,Consumer Discretionary,41.74,2.14,INF209KB14D2,149295
ABSL Business Cycle Dir,solution-oriented,Solution: Retirement - Equity,Bharat Forge,Consumer Discretionary,93.32,2.04,INF209KB14D2,149295
ABSL Business Cycle Dir,solution-oriented,Solution: Retirement - Equity,Shivalik Bimetal,Industrials,45.11,1.96,INF209KB14D2,149295
ABSL Business Cycle Dir,solution-oriented,Solution: Retirement - Equity,Ajanta Pharma,Healthcare,39.6,1.89,INF209KB14D2,149295
ABSL Business Cycle Dir,solution-oriented,Solution: Retirement - Equity,Lenskart Solutions,Consumer Discretionary,185.86,1.87,INF209KB14D2,149295
ABSL Business Cycle Dir,solution-oriented,Solution: Retirement - Equity,Sona BLW Precision,Consumer Discretionary,60.18,1.71,INF209KB14D2,149295
ABSL Business Cycle Dir,solution-oriented,Solution: Retirement - Equity,FSN E-Commerce,Consumer Discretionary,443.2,1.71,INF209KB14D2,149295
ABSL Business Cycle Dir,solution-oriented,Solution: Retirement - Equity,Marico,Consumer Staples,62.67,1.71,INF209KB14D2,149295
ABSL Business Cycle Dir,solution-oriented,Solution: Retirement - Equity,Sai Life Sciences,Healthcare,75.62,1.69,INF209KB14D2,149295
ABSL Business Cycle Dir,solution-oriented,Solution: Retirement - Equity,Maharashtra Bank,Financial,10,1.69,INF209KB14D2,149295
ABSL Business Cycle Dir,solution-oriented,Solution: Retirement - Equity,Happy Forgings,Materials,47.9,1.65,INF209KB14D2,149295
ABSL Business Cycle Dir,solution-oriented,Solution: Retirement - Equity,Adani Power,Energy & Utilities,34.08,1.62,INF209KB14D2,149295
ABSL Business Cycle Dir,solution-oriented,Solution: Retirement - Equity,AIA Engineering,Industrials,36.73,1.59,INF209KB14D2,149295
ABSL Business Cycle Dir,solution-oriented,Solution: Retirement - Equity,Shriram Finance,Financial,24.57,1.55,INF209KB14D2,149295
ABSL Business Cycle Dir,solution-oriented,Solution: Retirement - Equity,JK Cement,Materials,42.13,1.54,INF209KB14D2,149295
ABSL Business Cycle Dir,solution-oriented,Solution: Retirement - Equity,Narayana Hrud,Healthcare,49.68,1.54,INF209KB14D2,149295
ABSL Business Cycle Dir,solution-oriented,Solution: Retirement - Equity,Thyrocare Tech,Healthcare,52.99,1.53,INF209KB14D2,149295
ABSL Business Cycle Dir,solution-oriented,Solution: Retirement - Equity,The Phoenix Mills,Real Estate,58.95,1.52,INF209KB14D2,149295
Axis Business Cycles Dir,solution-oriented,Solution: Retirement - Equity,Larsen & Toubro,Industrials,35,4.08,INF846K016N4,151368
Axis Business Cycles Dir,solution-oriented,Solution: Retirement - Equity,Axis Bank,Financial,16.13,3.54,INF846K016N4,151368
Axis Business Cycles Dir,solution-oriented,Solution: Retirement - Equity,ICICI Bank,Financial,18.25,3.38,INF846K016N4,151368
Axis Business Cycles Dir,solution-oriented,Solution: Retirement - Equity,HDFC Bank,Financial,16.13,3.08,INF846K016N4,151368
Axis Business Cycles Dir,solution-oriented,Solution: Retirement - Equity,Grasim,Materials,43.03,2.7,INF846K016N4,151368
Axis Business Cycles Dir,solution-oriented,Solution: Retirement - Equity,Kotak Bank,Financial,20.65,2.62,INF846K016N4,151368
Axis Business Cycles Dir,solution-oriented,Solution: Retirement - Equity,Mahindra & Mahindra,Consumer Discretionary,22.76,2.51,INF846K016N4,151368
Axis Business Cycles Dir,solution-oriented,Solution: Retirement - Equity,Bharti Airtel,Technology,42.7,2.35,INF846K016N4,151368
Axis Business Cycles Dir,solution-oriented,Solution: Retirement - Equity,Eternal,Technology,737.62,2.34,INF846K016N4,151368
Axis Business Cycles Dir,solution-oriented,Solution: Retirement - Equity,BSE,Financial,64.43,2.27,INF846K016N4,151368
Axis Business Cycles Dir,solution-oriented,Solution: Retirement - Equity,Reliance Ind,Energy & Utilities,21.91,2.27,INF846K016N4,151368
Axis Business Cycles Dir,solution-oriented,Solution: Retirement - Equity,IndusInd Bank,Financial,82.45,2.22,INF846K016N4,151368
Axis Business Cycles Dir,solution-oriented,Solution: Retirement - Equity,Cummins India,Industrials,66.48,2,INF846K016N4,151368
Axis Business Cycles Dir,solution-oriented,Solution: Retirement - Equity,NTPC,Energy & Utilities,12.83,1.99,INF846K016N4,151368
Axis Business Cycles Dir,solution-oriented,Solution: Retirement - Equity,Aether,Materials,80.12,1.89,INF846K016N4,151368
Axis Business Cycles Dir,solution-oriented,Solution: Retirement - Equity,One97 Comm,Industrials,139.43,1.77,INF846K016N4,151368
Axis Business Cycles Dir,solution-oriented,Solution: Retirement - Equity,Bharat Heavy Elect,Industrials,90.02,1.75,INF846K016N4,151368
Axis Business Cycles Dir,solution-oriented,Solution: Retirement - Equity,Jindal Steel,Materials,31.16,1.65,INF846K016N4,151368
Axis Business Cycles Dir,solution-oriented,Solution: Retirement - Equity,Solar,Materials,100.37,1.59,INF846K016N4,151368
Axis Business Cycles Dir,solution-oriented,Solution: Retirement - Equity,CG Power,Industrials,127.5,1.51,INF846K016N4,151368
Axis Business Cycles Dir,solution-oriented,Solution: Retirement - Equity,PTC,Materials,256.5,1.47,INF846K016N4,151368
Axis Business Cycles Dir,solution-oriented,Solution: Retirement - Equity,Aarti,Materials,40.45,1.46,INF846K016N4,151368
Axis Business Cycles Dir,solution-oriented,Solution: Retirement - Equity,Mankind Pharma,Healthcare,53.76,1.45,INF846K016N4,151368
Axis Business Cycles Dir,solution-oriented,Solution: Retirement - Equity,Vishal Mega Mart,Consumer Staples,65.08,1.44,INF846K016N4,151368
Axis Business Cycles Dir,solution-oriented,Solution: Retirement - Equity,CreditAccess Grameen,Financial,30.94,1.39,INF846K016N4,151368
Bandhan Business Cycle Dir,solution-oriented,Solution: Retirement - Equity,Axis Bank,Financial,16.13,5.03,INF194KB1IQ6,152878
Bandhan Business Cycle Dir,solution-oriented,Solution: Retirement - Equity,HDFC Bank,Financial,16.13,4.69,INF194KB1IQ6,152878
Bandhan Business Cycle Dir,solution-oriented,Solution: Retirement - Equity,Reliance Ind,Energy & Utilities,21.91,3.87,INF194KB1IQ6,152878
Bandhan Business Cycle Dir,solution-oriented,Solution: Retirement - Equity,ICICI Bank,Financial,18.25,3.44,INF194KB1IQ6,152878
Bandhan Business Cycle Dir,solution-oriented,Solution: Retirement - Equity,Bharti Airtel,Technology,42.7,3.43,INF194KB1IQ6,152878
Bandhan Business Cycle Dir,solution-oriented,Solution: Retirement - Equity,NTPC,Energy & Utilities,12.83,3.14,INF194KB1IQ6,152878
Bandhan Business Cycle Dir,solution-oriented,Solution: Retirement - Equity,Larsen & Toubro,Industrials,35,3.1,INF194KB1IQ6,152878
Bandhan Business Cycle Dir,solution-oriented,Solution: Retirement - Equity,Bajaj Finance,Financial,33.22,3,INF194KB1IQ6,152878
Bandhan Business Cycle Dir,solution-oriented,Solution: Retirement - Equity,Infosys,Technology,13.58,2.82,INF194KB1IQ6,152878
Bandhan Business Cycle Dir,solution-oriented,Solution: Retirement - Equity,One97 Comm,Industrials,139.43,2.71,INF194KB1IQ6,152878
Bandhan Business Cycle Dir,solution-oriented,Solution: Retirement - Equity,SBI,Financial,11.6,2.28,INF194KB1IQ6,152878
Bandhan Business Cycle Dir,solution-oriented,Solution: Retirement - Equity,Wockhardt,Healthcare,149.62,1.89,INF194KB1IQ6,152878
Bandhan Business Cycle Dir,solution-oriented,Solution: Retirement - Equity,Kotak Bank,Financial,20.65,1.89,INF194KB1IQ6,152878
Bandhan Business Cycle Dir,solution-oriented,Solution: Retirement - Equity,Adani Ports,Industrials,33.25,1.7,INF194KB1IQ6,152878
Bandhan Business Cycle Dir,solution-oriented,Solution: Retirement - Equity,Fortis Healthcare,Healthcare,68.72,1.66,INF194KB1IQ6,152878
Bandhan Business Cycle Dir,solution-oriented,Solution: Retirement - Equity,City Union Bank,Financial,16.15,1.61,INF194KB1IQ6,152878
Bandhan Business Cycle Dir,solution-oriented,Solution: Retirement - Equity,SUNCLAY,Consumer Discretionary,11.8,1.53,INF194KB1IQ6,152878
Bandhan Business Cycle Dir,solution-oriented,Solution: Retirement - Equity,Ultratech Cement,Materials,41.36,1.49,INF194KB1IQ6,152878
Bandhan Business Cycle Dir,solution-oriented,Solution: Retirement - Equity,IDFC First Bank,Financial,42.2,1.45,INF194KB1IQ6,152878
Bandhan Business Cycle Dir,solution-oriented,Solution: Retirement - Equity,Coromandel Intl,Materials,30.02,1.42,INF194KB1IQ6,152878
Bandhan Business Cycle Dir,solution-oriented,Solution: Retirement - Equity,Interglobe Aviation,Industrials,,1.36,INF194KB1IQ6,152878
Bandhan Business Cycle Dir,solution-oriented,Solution: Retirement - Equity,Shriram Finance,Financial,24.57,1.34,INF194KB1IQ6,152878
Bandhan Business Cycle Dir,solution-oriented,Solution: Retirement - Equity,Tata Consultancy,Technology,14.57,1.33,INF194KB1IQ6,152878
Bandhan Business Cycle Dir,solution-oriented,Solution: Retirement - Equity,Mphasis,Technology,21.79,1.31,INF194KB1IQ6,152878
Bandhan Business Cycle Dir,solution-oriented,Solution: Retirement - Equity,ACME Solar Holdings,Energy & Utilities,55.38,1.27,INF194KB1IQ6,152878
Bank of India Business Cycle Dir,solution-oriented,Solution: Retirement - Equity,NTPC,Energy & Utilities,12.83,4.77,INF761K01GF3,152789
Bank of India Business Cycle Dir,solution-oriented,Solution: Retirement - Equity,ICICI Bank,Financial,18.25,4.23,INF761K01GF3,152789
Bank of India Business Cycle Dir,solution-oriented,Solution: Retirement - Equity,SBI,Financial,11.6,4.11,INF761K01GF3,152789
Bank of India Business Cycle Dir,solution-oriented,Solution: Retirement - Equity,HDFC Bank,Financial,16.13,3.91,INF761K01GF3,152789
Bank of India Business Cycle Dir,solution-oriented,Solution: Retirement - Equity,Bharti Airtel,Technology,42.7,3.76,INF761K01GF3,152789
Bank of India Business Cycle Dir,solution-oriented,Solution: Retirement - Equity,Sky Gold And Diamonds,Consumer Discretionary,29.77,3.23,INF761K01GF3,152789
Bank of India Business Cycle Dir,solution-oriented,Solution: Retirement - Equity,Apollo Hospitals,Healthcare,63.81,3.22,INF761K01GF3,152789
Bank of India Business Cycle Dir,solution-oriented,Solution: Retirement - Equity,Power Grid,Energy & Utilities,16.79,3,INF761K01GF3,152789
Bank of India Business Cycle Dir,solution-oriented,Solution: Retirement - Equity,Glenmark Pharmaceuticals,Healthcare,44.71,2.98,INF761K01GF3,152789
Bank of India Business Cycle Dir,solution-oriented,Solution: Retirement - Equity,CAMS,Financial,41.31,2.59,INF761K01GF3,152789
Bank of India Business Cycle Dir,solution-oriented,Solution: Retirement - Equity,LG Electronics India,Consumer Discretionary,62.86,2.56,INF761K01GF3,152789
Bank of India Business Cycle Dir,solution-oriented,Solution: Retirement - Equity,Britannia Ind,Consumer Staples,49.97,2.5,INF761K01GF3,152789
Bank of India Business Cycle Dir,solution-oriented,Solution: Retirement - Equity,Quality Power Electrical Equipments,Industrials,75.49,2.46,INF761K01GF3,152789
Bank of India Business Cycle Dir,solution-oriented,Solution: Retirement - Equity,Reliance Ind,Energy & Utilities,21.91,2.43,INF761K01GF3,152789
Bank of India Business Cycle Dir,solution-oriented,Solution: Retirement - Equity,SJS Enterprises,Consumer Discretionary,41.74,2.29,INF761K01GF3,152789
Bank of India Business Cycle Dir,solution-oriented,Solution: Retirement - Equity,Ambuja Cements,Materials,22.03,2.01,INF761K01GF3,152789
Bank of India Business Cycle Dir,solution-oriented,Solution: Retirement - Equity,Siemens Energy India,Energy & Utilities,98.77,1.99,INF761K01GF3,152789
Bank of India Business Cycle Dir,solution-oriented,Solution: Retirement - Equity,Vedanta Aluminium Metal,Materials,,1.97,INF761K01GF3,152789
Bank of India Business Cycle Dir,solution-oriented,Solution: Retirement - Equity,Tata Motors,Industrials,52.41,1.95,INF761K01GF3,152789
Bank of India Business Cycle Dir,solution-oriented,Solution: Retirement - Equity,PB Fintech,Financial,116.35,1.9,INF761K01GF3,152789
Bank of India Business Cycle Dir,solution-oriented,Solution: Retirement - Equity,Vedanta,Materials,6.19,1.85,INF761K01GF3,152789
Bank of India Business Cycle Dir,solution-oriented,Solution: Retirement - Equity,Asian Paints,Materials,60.22,1.83,INF761K01GF3,152789
Bank of India Business Cycle Dir,solution-oriented,Solution: Retirement - Equity,TD Power Systems,Industrials,78.13,1.78,INF761K01GF3,152789
Bank of India Business Cycle Dir,solution-oriented,Solution: Retirement - Equity,Vidya Wires,Industrials,35.96,1.73,INF761K01GF3,152789
Bank of India Business Cycle Dir,solution-oriented,Solution: Retirement - Equity,Aequs,Technology,,1.69,INF761K01GF3,152789
Baroda BNP Paribas Business Cycle Dir,solution-oriented,Solution: Retirement - Equity,Hitachi Energy,Industrials,154.49,6.59,INF955L01KK1,149141
Baroda BNP Paribas Business Cycle Dir,solution-oriented,Solution: Retirement - Equity,ICICI Bank,Financial,18.25,5.08,INF955L01KK1,149141
Baroda BNP Paribas Business Cycle Dir,solution-oriented,Solution: Retirement - Equity,Reliance Ind,Energy & Utilities,21.91,4.91,INF955L01KK1,149141
Baroda BNP Paribas Business Cycle Dir,solution-oriented,Solution: Retirement - Equity,HDFC Bank,Financial,16.13,4.57,INF955L01KK1,149141
Baroda BNP Paribas Business Cycle Dir,solution-oriented,Solution: Retirement - Equity,Larsen & Toubro,Industrials,35,4.28,INF955L01KK1,149141
Baroda BNP Paribas Business Cycle Dir,solution-oriented,Solution: Retirement - Equity,Sun Pharmaceutical,Healthcare,39,3.05,INF955L01KK1,149141
Baroda BNP Paribas Business Cycle Dir,solution-oriented,Solution: Retirement - Equity,Bharat Heavy Elect,Industrials,90.02,2.7,INF955L01KK1,149141
Baroda BNP Paribas Business Cycle Dir,solution-oriented,Solution: Retirement - Equity,SBI,Financial,11.6,2.26,INF955L01KK1,149141
Baroda BNP Paribas Business Cycle Dir,solution-oriented,Solution: Retirement - Equity,Kotak Bank,Financial,20.65,2.17,INF955L01KK1,149141
Baroda BNP Paribas Business Cycle Dir,solution-oriented,Solution: Retirement - Equity,Divi's Lab,Healthcare,67.63,2.16,INF955L01KK1,149141
Baroda BNP Paribas Business Cycle Dir,solution-oriented,Solution: Retirement - Equity,Bharti Airtel,Technology,42.7,2.07,INF955L01KK1,149141
Baroda BNP Paribas Business Cycle Dir,solution-oriented,Solution: Retirement - Equity,Nestle India,Consumer Staples,80.1,2.07,INF955L01KK1,149141
Baroda BNP Paribas Business Cycle Dir,solution-oriented,Solution: Retirement - Equity,Persistent Systems,Technology,36.59,1.93,INF955L01KK1,149141
Baroda BNP Paribas Business Cycle Dir,solution-oriented,Solution: Retirement - Equity,TVS Motor,Consumer Discretionary,55.02,1.9,INF955L01KK1,149141
Baroda BNP Paribas Business Cycle Dir,solution-oriented,Solution: Retirement - Equity,Infosys,Technology,13.58,1.88,INF955L01KK1,149141
Baroda BNP Paribas Business Cycle Dir,solution-oriented,Solution: Retirement - Equity,Eicher Motors,Consumer Discretionary,35.53,1.74,INF955L01KK1,149141
Baroda BNP Paribas Business Cycle Dir,solution-oriented,Solution: Retirement - Equity,Eternal,Technology,737.62,1.7,INF955L01KK1,149141
Baroda BNP Paribas Business Cycle Dir,solution-oriented,Solution: Retirement - Equity,ZF Commercial,Consumer Discretionary,54.61,1.66,INF955L01KK1,149141
Baroda BNP Paribas Business Cycle Dir,solution-oriented,Solution: Retirement - Equity,Linde India,Materials,112.02,1.63,INF955L01KK1,149141
Baroda BNP Paribas Business Cycle Dir,solution-oriented,Solution: Retirement - Equity,Hindustan Zinc,Materials,16.01,1.54,INF955L01KK1,149141
Baroda BNP Paribas Business Cycle Dir,solution-oriented,Solution: Retirement - Equity,The Phoenix Mills,Real Estate,58.95,1.49,INF955L01KK1,149141
Baroda BNP Paribas Business Cycle Dir,solution-oriented,Solution: Retirement - Equity,ABB India,Industrials,95.67,1.41,INF955L01KK1,149141
Baroda BNP Paribas Business Cycle Dir,solution-oriented,Solution: Retirement - Equity,The Federal Bank,Financial,18.82,1.4,INF955L01KK1,149141
Baroda BNP Paribas Business Cycle Dir,solution-oriented,Solution: Retirement - Equity,Varun Beverages,Consumer Staples,54.8,1.37,INF955L01KK1,149141
Baroda BNP Paribas Business Cycle Dir,solution-oriented,Solution: Retirement - Equity,Oracle Fin,Technology,35.82,1.34,INF955L01KK1,149141
DSP Business Cycle Fund Dir,solution-oriented,Solution: Retirement - Equity,HDFC Bank,Financial,16.13,9.28,INF740KA1UX7,153121
DSP Business Cycle Fund Dir,solution-oriented,Solution: Retirement - Equity,ICICI Bank,Financial,18.25,8.48,INF740KA1UX7,153121
DSP Business Cycle Fund Dir,solution-oriented,Solution: Retirement - Equity,Axis Bank,Financial,16.13,7.19,INF740KA1UX7,153121
DSP Business Cycle Fund Dir,solution-oriented,Solution: Retirement - Equity,Larsen & Toubro,Industrials,35,4.23,INF740KA1UX7,153121
DSP Business Cycle Fund Dir,solution-oriented,Solution: Retirement - Equity,Mahindra & Mahindra,Consumer Discretionary,22.76,3.93,INF740KA1UX7,153121
DSP Business Cycle Fund Dir,solution-oriented,Solution: Retirement - Equity,Reliance Ind,Energy & Utilities,21.91,3.27,INF740KA1UX7,153121
DSP Business Cycle Fund Dir,solution-oriented,Solution: Retirement - Equity,Bharti Airtel,Technology,42.7,3.11,INF740KA1UX7,153121
DSP Business Cycle Fund Dir,solution-oriented,Solution: Retirement - Equity,NTPC,Energy & Utilities,12.83,2.96,INF740KA1UX7,153121
DSP Business Cycle Fund Dir,solution-oriented,Solution: Retirement - Equity,Maruti Suzuki,Consumer Discretionary,30.87,2.94,INF740KA1UX7,153121
DSP Business Cycle Fund Dir,solution-oriented,Solution: Retirement - Equity,Asian Paints,Materials,60.22,2.91,INF740KA1UX7,153121
DSP Business Cycle Fund Dir,solution-oriented,Solution: Retirement - Equity,DLF,Real Estate,36.38,2.89,INF740KA1UX7,153121
DSP Business Cycle Fund Dir,solution-oriented,Solution: Retirement - Equity,Ultratech Cement,Materials,41.36,2.88,INF740KA1UX7,153121
DSP Business Cycle Fund Dir,solution-oriented,Solution: Retirement - Equity,Hero Motocorp,Consumer Discretionary,16.85,2.57,INF740KA1UX7,153121
DSP Business Cycle Fund Dir,solution-oriented,Solution: Retirement - Equity,Voltas,Industrials,112.78,1.74,INF740KA1UX7,153121
DSP Business Cycle Fund Dir,solution-oriented,Solution: Retirement - Equity,Schaeffler India,Industrials,52.95,1.66,INF740KA1UX7,153121
DSP Business Cycle Fund Dir,solution-oriented,Solution: Retirement - Equity,Hyundai Motor India,Consumer Discretionary,28.68,1.57,INF740KA1UX7,153121
DSP Business Cycle Fund Dir,solution-oriented,Solution: Retirement - Equity,HDFC Life,Financial,,1.49,INF740KA1UX7,153121
DSP Business Cycle Fund Dir,solution-oriented,Solution: Retirement - Equity,Shree Cement,Materials,53.66,1.3,INF740KA1UX7,153121
DSP Business Cycle Fund Dir,solution-oriented,Solution: Retirement - Equity,Nippon Life AMC,Financial,49.95,1.2,INF740KA1UX7,153121
DSP Business Cycle Fund Dir,solution-oriented,Solution: Retirement - Equity,Coromandel Intl,Materials,30.02,1.13,INF740KA1UX7,153121
DSP Business Cycle Fund Dir,solution-oriented,Solution: Retirement - Equity,United Breweries,Consumer Staples,86.89,1.11,INF740KA1UX7,153121
DSP Business Cycle Fund Dir,solution-oriented,Solution: Retirement - Equity,MCX,Financial,56.73,1.08,INF740KA1UX7,153121
DSP Business Cycle Fund Dir,solution-oriented,Solution: Retirement - Equity,Max Financial,Financial,661.52,1.04,INF740KA1UX7,153121
DSP Business Cycle Fund Dir,solution-oriented,Solution: Retirement - Equity,Bayer Cropscience,Materials,26.91,1.04,INF740KA1UX7,153121
DSP Business Cycle Fund Dir,solution-oriented,Solution: Retirement - Equity,JSW Infrastructure,Industrials,50.54,1.02,INF740KA1UX7,153121
Edelweiss Business Cycle Dir,solution-oriented,Solution: Retirement - Equity,GE Vernova T&D,Industrials,101.57,3.78,INF754K01TA2,152710
Edelweiss Business Cycle Dir,solution-oriented,Solution: Retirement - Equity,Cummins India,Industrials,66.48,3.14,INF754K01TA2,152710
Edelweiss Business Cycle Dir,solution-oriented,Solution: Retirement - Equity,Glenmark Pharmaceuticals,Healthcare,44.71,2.96,INF754K01TA2,152710
Edelweiss Business Cycle Dir,solution-oriented,Solution: Retirement - Equity,Polycab India,Industrials,54.72,2.84,INF754K01TA2,152710
Edelweiss Business Cycle Dir,solution-oriented,Solution: Retirement - Equity,SBI,Financial,11.6,2.73,INF754K01TA2,152710
Edelweiss Business Cycle Dir,solution-oriented,Solution: Retirement - Equity,Laurus Labs,Healthcare,90.79,2.72,INF754K01TA2,152710
Edelweiss Business Cycle Dir,solution-oriented,Solution: Retirement - Equity,Hindalco Ind,Materials,15.77,2.59,INF754K01TA2,152710
Edelweiss Business Cycle Dir,solution-oriented,Solution: Retirement - Equity,Indian Bank,Financial,9.45,2.52,INF754K01TA2,152710
Edelweiss Business Cycle Dir,solution-oriented,Solution: Retirement - Equity,Bharat Electronics,Industrials,50.2,2.36,INF754K01TA2,152710
Edelweiss Business Cycle Dir,solution-oriented,Solution: Retirement - Equity,MCX,Financial,56.73,2.35,INF754K01TA2,152710
Edelweiss Business Cycle Dir,solution-oriented,Solution: Retirement - Equity,Muthoot Finance,Financial,11.05,2.12,INF754K01TA2,152710
Edelweiss Business Cycle Dir,solution-oriented,Solution: Retirement - Equity,Eicher Motors,Consumer Discretionary,35.53,2.11,INF754K01TA2,152710
Edelweiss Business Cycle Dir,solution-oriented,Solution: Retirement - Equity,Canara Bank,Financial,6.4,2.09,INF754K01TA2,152710
Edelweiss Business Cycle Dir,solution-oriented,Solution: Retirement - Equity,BSE,Financial,64.43,2.06,INF754K01TA2,152710
Edelweiss Business Cycle Dir,solution-oriented,Solution: Retirement - Equity,The Federal Bank,Financial,18.82,1.95,INF754K01TA2,152710
Edelweiss Business Cycle Dir,solution-oriented,Solution: Retirement - Equity,Hitachi Energy,Industrials,154.49,1.92,INF754K01TA2,152710
Edelweiss Business Cycle Dir,solution-oriented,Solution: Retirement - Equity,TVS Motor,Consumer Discretionary,55.02,1.91,INF754K01TA2,152710
Edelweiss Business Cycle Dir,solution-oriented,Solution: Retirement - Equity,ONGC,Energy & Utilities,7.14,1.84,INF754K01TA2,152710
Edelweiss Business Cycle Dir,solution-oriented,Solution: Retirement - Equity,AU Small Fin Bank,Financial,29.81,1.73,INF754K01TA2,152710
Edelweiss Business Cycle Dir,solution-oriented,Solution: Retirement - Equity,FSN E-Commerce,Consumer Discretionary,443.2,1.7,INF754K01TA2,152710
Edelweiss Business Cycle Dir,solution-oriented,Solution: Retirement - Equity,Fortis Healthcare,Healthcare,68.72,1.67,INF754K01TA2,152710
Edelweiss Business Cycle Dir,solution-oriented,Solution: Retirement - Equity,Bharti Airtel,Technology,42.7,1.66,INF754K01TA2,152710
Edelweiss Business Cycle Dir,solution-oriented,Solution: Retirement - Equity,Lupin,Healthcare,20.55,1.6,INF754K01TA2,152710
Edelweiss Business Cycle Dir,solution-oriented,Solution: Retirement - Equity,Union Bank,Financial,6.87,1.56,INF754K01TA2,152710
Edelweiss Business Cycle Dir,solution-oriented,Solution: Retirement - Equity,Shriram Finance,Financial,24.57,1.56,INF754K01TA2,152710
HDFC Business Cycle Dir,solution-oriented,Solution: Retirement - Equity,Bharti Airtel,Technology,42.7,6.08,INF179KC1DY9,150805
HDFC Business Cycle Dir,solution-oriented,Solution: Retirement - Equity,Eternal,Technology,737.62,5.31,INF179KC1DY9,150805
HDFC Business Cycle Dir,solution-oriented,Solution: Retirement - Equity,ICICI Bank,Financial,18.25,5.08,INF179KC1DY9,150805
HDFC Business Cycle Dir,solution-oriented,Solution: Retirement - Equity,Kotak Bank,Financial,20.65,5.03,INF179KC1DY9,150805
HDFC Business Cycle Dir,solution-oriented,Solution: Retirement - Equity,Titan,Consumer Discretionary,76.94,4.07,INF179KC1DY9,150805
HDFC Business Cycle Dir,solution-oriented,Solution: Retirement - Equity,Anthem Biosciences,Healthcare,72.65,3.94,INF179KC1DY9,150805
HDFC Business Cycle Dir,solution-oriented,Solution: Retirement - Equity,HDFC Bank,Financial,16.13,3.5,INF179KC1DY9,150805
HDFC Business Cycle Dir,solution-oriented,Solution: Retirement - Equity,Fortis Healthcare,Healthcare,68.72,3.41,INF179KC1DY9,150805
HDFC Business Cycle Dir,solution-oriented,Solution: Retirement - Equity,Vishal Mega Mart,Consumer Staples,65.08,3.12,INF179KC1DY9,150805
HDFC Business Cycle Dir,solution-oriented,Solution: Retirement - Equity,Interglobe Aviation,Industrials,,2.84,INF179KC1DY9,150805
HDFC Business Cycle Dir,solution-oriented,Solution: Retirement - Equity,Aptus Value,Financial,15.22,2.71,INF179KC1DY9,150805
HDFC Business Cycle Dir,solution-oriented,Solution: Retirement - Equity,Cholamandalam Inv,Financial,29.39,2.68,INF179KC1DY9,150805
HDFC Business Cycle Dir,solution-oriented,Solution: Retirement - Equity,Bajaj Auto,Consumer Discretionary,25.6,2.58,INF179KC1DY9,150805
HDFC Business Cycle Dir,solution-oriented,Solution: Retirement - Equity,IndusInd Bank,Financial,82.45,2.33,INF179KC1DY9,150805
HDFC Business Cycle Dir,solution-oriented,Solution: Retirement - Equity,Aether,Materials,80.12,2.32,INF179KC1DY9,150805
HDFC Business Cycle Dir,solution-oriented,Solution: Retirement - Equity,Pearl Global,Consumer Discretionary,34.69,2.17,INF179KC1DY9,150805
HDFC Business Cycle Dir,solution-oriented,Solution: Retirement - Equity,Swiggy,Technology,,2.05,INF179KC1DY9,150805
HDFC Business Cycle Dir,solution-oriented,Solution: Retirement - Equity,Eris Lifesciences,Healthcare,32.33,2.04,INF179KC1DY9,150805
HDFC Business Cycle Dir,solution-oriented,Solution: Retirement - Equity,Clean Max Enviro Energy Solutions,Energy & Utilities,162.9,2.04,INF179KC1DY9,150805
HDFC Business Cycle Dir,solution-oriented,Solution: Retirement - Equity,Home First Fin,Financial,23.24,1.8,INF179KC1DY9,150805
HDFC Business Cycle Dir,solution-oriented,Solution: Retirement - Equity,Aadhar Housing Fin,Financial,20.66,1.62,INF179KC1DY9,150805
HDFC Business Cycle Dir,solution-oriented,Solution: Retirement - Equity,PB Fintech,Financial,116.35,1.61,INF179KC1DY9,150805
HDFC Business Cycle Dir,solution-oriented,Solution: Retirement - Equity,Axis Bank,Financial,16.13,1.49,INF179KC1DY9,150805
HDFC Business Cycle Dir,solution-oriented,Solution: Retirement - Equity,ICICI Prudential Asset Management,Financial,50.94,1.48,INF179KC1DY9,150805
HDFC Business Cycle Dir,solution-oriented,Solution: Retirement - Equity,Bharat Dynamics,Industrials,120.28,1.45,INF179KC1DY9,150805
HSBC Business Cycles Dir,solution-oriented,Solution: Retirement - Equity,ICICI Bank,Financial,18.25,5.22,INF917K01RI2,151142
