Fund Name,Category,Subcategory,ISIN,Scheme Code,Plan,1Y Return (%),3Y Return (%),5Y Return (%),Benchmark Name,Benchmark 1Y (%),Benchmark 3Y (%),Benchmark 5Y (%),Alpha,Beta,Sharpe Ratio,Std Dev,Mean Return (%),YTM (%),Modified Duration (yrs),Avg Credit Rating,Avg Maturity (yrs),Top Holdings Count,Fund URL,Alpha Score (12),Sharpe Score (12),Std Dev Score (6),Beta Score (6),Sortino Score (4),Total Score (40),Risk Label
HDFC Diversified Equity All Cap Active FoF Dir,equity,equity,INF179KC1JU4,153860,Direct,,,,BSE 500 TRI,,,,,,,,,,,,,5,https://www.valueresearchonline.com/funds/45485/,N/A,N/A,N/A,N/A,N/A,,Insufficient Data
HDFC Flexi Cap Dir,equity,equity,INF179K01UT0,118955,Direct,1.49,17.85,18.65,BSE 500 TRI,-1.52,12.67,12.33,5.46,0.82,0.87,13,17.17,,,,,25,https://www.valueresearchonline.com/funds/16026/,12,6,4,5,N/A,27,Low Risk
HDFC Focused Dir,equity,equity,INF179K01VK7,118950,Direct,0.96,17.97,20.36,BSE 500 TRI,-1.52,12.67,12.33,5.68,0.79,0.89,12.79,17.21,,,,,25,https://www.valueresearchonline.com/funds/16021/,12,6,4,5,N/A,27,Low Risk
HDFC Retirement Savings Equity Dir,equity,equity,INF179KB1MF0,136094,Direct,-4.92,12.03,14.42,BSE 500 TRI,-1.52,12.67,12.33,0.15,0.86,0.47,13.42,12.16,,,,,25,https://www.valueresearchonline.com/funds/31780/,6,2,4,4,N/A,16,Moderately High Risk
HSBC Flexi Cap Dir,equity,equity,INF336L01DH5,120046,Direct,2.28,17.49,15.12,BSE 500 TRI,-1.52,12.67,12.33,3.95,1.09,0.68,17.22,17.58,,,,,25,https://www.valueresearchonline.com/funds/16320/,10,4,2,2,N/A,18,Moderate Risk
HSBC Focused Dir,equity,equity,INF336L01PB2,148411,Direct,5.39,15.87,12.56,BSE 500 TRI,-1.52,12.67,12.33,2.83,1.03,0.61,16.82,16.06,,,,,25,https://www.valueresearchonline.com/funds/41022/,8,4,3,3,N/A,18,Moderate Risk
Helios Flexi Cap Dir,equity,equity,INF0R8701046,152135,Direct,8.95,,,BSE 500 TRI,-1.52,,,,,,,,,,,,25,https://www.valueresearchonline.com/funds/43839/,N/A,N/A,N/A,N/A,N/A,,Insufficient Data
ICICI Pru BSE 500 ETF,equity,equity,INF109KC1V91,149331,Direct,-1.84,12.3,11.96,BSE 500 TRI,-1.52,12.67,12.33,-0.33,1,0.45,15.29,12.67,,,,,25,https://www.valueresearchonline.com/funds/36037/,4,2,3,3,N/A,12,Moderately High Risk
ICICI Pru BSE 500 ETF FOF Dir,equity,equity,INF109KC1V91,149331,Direct,-1.94,12.18,,BSE 500 TRI,-1.52,12.67,,-0.39,0.99,0.44,15.22,12.57,,,,,1,https://www.valueresearchonline.com/funds/41852/,4,2,3,3,N/A,12,Moderately High Risk
ICICI Pru Diversified Equity All Cap Active FoF Dir,equity,equity,INF109KC1I49,148035,Direct,,,,BSE 500 TRI,,,,,,,,,,,,,5,https://www.valueresearchonline.com/funds/45888/,N/A,N/A,N/A,N/A,N/A,,Insufficient Data
ICICI Pru Diversified Equity All Cap Omni FoF Dir,equity,equity,INF109KC1I49,148035,Direct,0.52,17.63,16.66,BSE 500 TRI*,-1.52,12.67,12.33,4.94,0.92,0.81,14.28,17.36,,,,,10,https://www.valueresearchonline.com/funds/40662/,10,6,3,4,N/A,23,Moderate Risk
ICICI Pru Flexicap Dir,equity,equity,INF109KC1R14,148990,Direct,7,16.81,,BSE 500 TRI,-1.52,12.67,,3.84,0.96,0.7,15.32,16.53,,,,,25,https://www.valueresearchonline.com/funds/41525/,10,4,3,3,N/A,20,Moderate Risk
ICICI Pru Focused Equity Dir,equity,equity,INF109K018N2,120722,Direct,3.12,19.6,18.04,BSE 500 TRI,-1.52,12.67,12.33,6.14,0.96,0.86,15.23,18.85,,,,,25,https://www.valueresearchonline.com/funds/17412/,12,6,3,3,N/A,24,Low Risk
ICICI Pru Nifty 500 Index Dir,equity,equity,INF109KC16Y3,153161,Direct,-1.74,,,BSE 500 TRI,-1.52,,,,,,,,,,,,25,https://www.valueresearchonline.com/funds/44820/,N/A,N/A,N/A,N/A,N/A,,Insufficient Data
ICICI Pru Retirement Pure Equity Dir,equity,equity,INF109KC1TS2,146349,Direct,5.92,23.61,22.68,BSE 500 TRI,-1.52,12.67,12.33,9.3,1.03,1.02,16.46,22.55,,,,,25,https://www.valueresearchonline.com/funds/39055/,12,8,3,3,N/A,26,Low Risk
ITI Flexi Cap Dir,equity,equity,INF00XX01CO7,151379,Direct,8.3,20.66,,BSE 500 TRI,-1.52,12.67,,6.74,1.07,0.83,17.36,20.28,,,,,25,https://www.valueresearchonline.com/funds/43120/,12,6,2,2,N/A,22,Moderate Risk
ITI Focused Dir,equity,equity,INF00XX01CS8,151777,Direct,6.84,19.63,,BSE 500 TRI,-1.52,12.67,,6.15,1.02,0.83,16.35,19.32,,,,,25,https://www.valueresearchonline.com/funds/43534/,12,6,3,3,N/A,24,Low Risk
Invesco India Flexi Cap Dir,equity,equity,INF205KA1494,149763,Direct,1.28,20.01,,BSE 500 TRI,-1.52,12.67,,6.34,1.05,0.8,17.36,19.73,,,,,25,https://www.valueresearchonline.com/funds/42014/,12,6,2,3,N/A,23,Moderate Risk
Invesco India Focused Dir,equity,equity,INF205KA1213,148481,Direct,-0.03,22.66,17.43,BSE 500 TRI,-1.52,12.67,12.33,8.74,1.02,0.92,17.59,21.91,,,,,24,https://www.valueresearchonline.com/funds/41096/,12,6,2,3,N/A,23,Moderate Risk
JM Flexicap Dir,equity,equity,INF192K01CC7,120492,Direct,-0.77,17.49,17.95,BSE 500 TRI,-1.52,12.67,12.33,4.21,1.05,0.68,17.25,17.58,,,,,25,https://www.valueresearchonline.com/funds/16547/,10,4,2,3,N/A,19,Moderate Risk
JM Focused Dir,equity,equity,INF192K01BW7,120488,Direct,1.03,15.3,15.17,BSE 500 TRI,-1.52,12.67,12.33,2.26,1.04,0.57,17.01,15.55,,,,,25,https://www.valueresearchonline.com/funds/16539/,8,2,2,3,N/A,15,Moderately High Risk
JioBlackRock Flexi Cap Dir,equity,equity,INF22M001093,153859,Direct,,,,BSE 500 TRI,,,,,,,,,,,,,25,https://www.valueresearchonline.com/funds/45482/,N/A,N/A,N/A,N/A,N/A,,Insufficient Data
Kotak Flexicap Dir,equity,equity,INF174K01LS2,120166,Direct,-0.83,14.43,13.02,BSE 500 TRI,-1.52,12.67,12.33,1.88,0.95,0.58,14.92,14.52,,,,,25,https://www.valueresearchonline.com/funds/17140/,8,2,3,4,N/A,17,Moderately High Risk
Kotak Focused Dir,equity,equity,INF174KA1EN7,147473,Direct,7.76,16.8,14.75,BSE 500 TRI,-1.52,12.67,12.33,4,0.93,0.74,14.54,16.52,,,,,25,https://www.valueresearchonline.com/funds/40098/,10,4,3,4,N/A,21,Moderate Risk
Kotak Nifty Alpha 50 ETF,equity,equity,INF174K01KH7,123693,Direct,-0.17,19.27,,BSE 500 TRI,-1.52,12.67,,4.99,1.34,0.64,23.05,20.46,,,,,25,https://www.valueresearchonline.com/funds/41896/,10,4,1,1,N/A,16,Moderately High Risk
Kotak Nifty Alpha 50 Index Dir,equity,equity,INF174KA1XG1,153781,Direct,,,,BSE 500 TRI,,,,,,,,,,,,,25,https://www.valueresearchonline.com/funds/45402/,N/A,N/A,N/A,N/A,N/A,,Insufficient Data
Kotak Nifty500 Momentum 50 Index Dir,equity,equity,INF174KA1YC8,154032,Direct,,,,BSE 500 TRI,,,,,,,,,,,,,25,https://www.valueresearchonline.com/funds/45646/,N/A,N/A,N/A,N/A,N/A,,Insufficient Data
LIC MF Children's Dir,equity,equity,INF767K01FB1,120285,Direct,2.81,10.2,9.18,BSE 500 TRI,-1.52,12.67,12.33,-1.42,0.9,0.34,14.96,10.87,,,,,25,https://www.valueresearchonline.com/funds/17648/,4,2,3,4,N/A,13,Moderately High Risk
LIC MF Flexi Cap Dir,equity,equity,INF767K01EG3,120264,Direct,7.03,13.04,12.18,BSE 500 TRI,-1.52,12.67,12.33,0.65,0.98,0.48,16.14,13.51,,,,,25,https://www.valueresearchonline.com/funds/16756/,6,2,3,3,N/A,14,Moderately High Risk
LIC MF Focused Dir,equity,equity,INF397L01KA7,152010,Direct,-1.07,10.61,11.16,BSE 500 TRI,-1.52,12.67,12.33,-1.43,0.94,0.34,15.6,11.17,,,,,25,https://www.valueresearchonline.com/funds/34738/,4,2,3,4,N/A,13,Moderately High Risk
Mahindra Manulife Flexi Cap Dir,equity,equity,INF955L01JF3,152898,Direct,-3.16,12.69,,BSE 500 TRI,-1.52,12.67,,0.42,0.93,0.49,14.49,12.96,,,,,25,https://www.valueresearchonline.com/funds/41633/,6,2,3,4,N/A,15,Moderately High Risk
Mahindra Manulife Focused Dir,equity,equity,INF0QA701607,152162,Direct,1.39,17.93,16.91,BSE 500 TRI,-1.52,12.67,12.33,5.15,0.91,0.8,14.6,17.54,,,,,25,https://www.valueresearchonline.com/funds/41169/,12,6,3,4,N/A,25,Low Risk
Mirae Asset Flexi Cap Dir,equity,equity,INF769K01JJ2,151412,Direct,2.6,14.49,,BSE 500 TRI,-1.52,12.67,,1.93,0.93,0.6,14.47,14.46,,,,,25,https://www.valueresearchonline.com/funds/43134/,8,4,3,4,N/A,19,Moderate Risk
Mirae Asset Focused Dir,equity,equity,INF769K01EU0,147206,Direct,-5.95,7.96,8.14,BSE 500 TRI,-1.52,12.67,12.33,-3.9,0.94,0.19,15.48,8.71,,,,,25,https://www.valueresearchonline.com/funds/39823/,2,2,3,4,N/A,11,High Risk
Mirae Asset Nifty Total Market Index Dir,equity,equity,INF769K01MD9,152968,Direct,-1.26,,,BSE 500 TRI,-1.52,,,,,,,,,,,,25,https://www.valueresearchonline.com/funds/44601/,N/A,N/A,N/A,N/A,N/A,,Insufficient Data
Motilal Oswal BSE 1000 Index Dir,equity,equity,INF247L01FM9,153596,Direct,-1.49,,,BSE 500 TRI,-1.52,,,,,,,,,,,,25,https://www.valueresearchonline.com/funds/45219/,N/A,N/A,N/A,N/A,N/A,,Insufficient Data
Motilal Oswal Diversified Equity Flexicap Passive FoF Dir,equity,equity,INF247L01GL9,154112,Direct,,,,BSE 500 TRI,,,,,,,,,,,,,3,https://www.valueresearchonline.com/funds/45729/,N/A,N/A,N/A,N/A,N/A,,Insufficient Data
Motilal Oswal Flexi Cap Dir,equity,equity,INF247L01CL8,152651,Direct,-6.77,18.87,12.97,BSE 500 TRI,-1.52,12.67,12.33,6.13,0.96,0.75,17.32,18.83,,,,,25,https://www.valueresearchonline.com/funds/26125/,12,4,2,3,N/A,21,Moderate Risk
Motilal Oswal Focused Dir,equity,equity,INF247L01189,122389,Direct,13.54,12.43,10.57,BSE 500 TRI,-1.52,12.67,12.33,-0.21,1.06,0.39,19.23,13.27,,,,,25,https://www.valueresearchonline.com/funds/19514/,4,2,2,2,N/A,10,High Risk
Motilal Oswal Nifty 500 ETF,equity,equity,INF247L01247,124234,Direct,-1.38,,,BSE 500 TRI,-1.52,,,,,,,,,,,,25,https://www.valueresearchonline.com/funds/43812/,N/A,N/A,N/A,N/A,N/A,,Insufficient Data
Motilal Oswal Nifty 500 Index Dir,equity,equity,INF247L01AE7,147794,Direct,-1.3,12.81,12.17,BSE 500 TRI,-1.52,12.67,12.33,0.09,1,0.48,15.33,13.11,,,,,25,https://www.valueresearchonline.com/funds/40240/,6,2,3,3,N/A,14,Moderately High Risk
Motilal Oswal Nifty 500 Momentum 50 ETF,equity,equity,INF247L01DL6,152875,Direct,-2.88,,,BSE 500 TRI,-1.52,,,,,,,,,,,,25,https://www.valueresearchonline.com/funds/44555/,N/A,N/A,N/A,N/A,N/A,,Insufficient Data
Motilal Oswal Nifty 500 Momentum 50 Index Dir,equity,equity,INF247L01DL6,152875,Direct,-2.93,,,BSE 500 TRI,-1.52,,,,,,,,,,,,25,https://www.valueresearchonline.com/funds/44554/,N/A,N/A,N/A,N/A,N/A,,Insufficient Data
Motilal Oswal Nifty Alpha 50 ETF,equity,equity,INF247L01EJ8,153258,Direct,,,,BSE 500 TRI,,,,,,,,,,,,,25,https://www.valueresearchonline.com/funds/45363/,N/A,N/A,N/A,N/A,N/A,,Insufficient Data
NJ Flexi Cap Dir,equity,equity,INF0J8L01156,151917,Direct,-3.54,,,BSE 500 TRI,-1.52,,,,,,,,,,,,25,https://www.valueresearchonline.com/funds/43714/,N/A,N/A,N/A,N/A,N/A,,Insufficient Data
Navi Flexi Cap Dir,equity,equity,INF959L01DT9,143793,Direct,8.88,13.66,13.71,BSE 500 TRI,-1.52,12.67,12.33,1.1,0.98,0.52,15.71,14,,,,,25,https://www.valueresearchonline.com/funds/36686/,6,2,3,3,N/A,14,Moderately High Risk
Nippon India Diversified Equity Flexicap Passive FoF Dir,equity,equity,INF204KB16X6,148642,Direct,-1.97,12.22,11.71,BSE 500 TRI,-1.52,12.67,12.33,-0.45,1,0.44,15.31,12.53,,,,,3,https://www.valueresearchonline.com/funds/41241/,4,2,3,3,N/A,12,Moderately High Risk
Nippon India Flexi Cap Dir,equity,equity,INF204KC1121,149094,Direct,0.38,13.96,,BSE 500 TRI,-1.52,12.67,,1.21,1,0.54,15.67,14.23,,,,,25,https://www.valueresearchonline.com/funds/41616/,6,2,3,3,N/A,14,Moderately High Risk
Nippon India Focused Dir,equity,equity,INF204K01F95,118692,Direct,0.62,13.45,13.04,BSE 500 TRI,-1.52,12.67,12.33,0.96,0.94,0.52,15.02,13.57,,,,,25,https://www.valueresearchonline.com/funds/16129/,6,2,3,4,N/A,15,Moderately High Risk
Nippon India Nifty 500 Low Volatility 50 Index Dir,equity,equity,INF204KC1EQ2,153474,Direct,-0.53,,,BSE 500 TRI,-1.52,,,,,,,,,,,,25,https://www.valueresearchonline.com/funds/45109/,N/A,N/A,N/A,N/A,N/A,,Insufficient Data
Nippon India Nifty 500 Momentum 50 Index Dir,equity,equity,INF204KC1DG5,152881,Direct,-2.06,,,BSE 500 TRI,-1.52,,,,,,,,,,,,25,https://www.valueresearchonline.com/funds/44558/,N/A,N/A,N/A,N/A,N/A,,Insufficient Data
Nippon India Nifty 500 Quality 50 Index Dir,equity,equity,INF204KC1EW0,153470,Direct,-3.17,,,BSE 500 TRI,-1.52,,,,,,,,,,,,25,https://www.valueresearchonline.com/funds/45105/,N/A,N/A,N/A,N/A,N/A,,Insufficient Data
Nippon India Retirement Wealth Creation Dir,equity,equity,INF204KA1B72,133568,Direct,-0.96,14.3,13.68,BSE 500 TRI,-1.52,12.67,12.33,1.71,0.97,0.57,15.13,14.49,,,,,25,https://www.valueresearchonline.com/funds/29291/,8,2,3,3,N/A,16,Moderately High Risk
Old Bridge Flexi Cap Dir,equity,equity,INF0S5R01133,154225,Direct,,,,BSE 500 TRI,,,,,,,,,,,,,25,https://www.valueresearchonline.com/funds/45846/,N/A,N/A,N/A,N/A,N/A,,Insufficient Data
Old Bridge Focused Dir,equity,equity,INF0S5R01042,152358,Direct,8.89,,,BSE 500 TRI,-1.52,,,,,,,,,,,,24,https://www.valueresearchonline.com/funds/44038/,N/A,N/A,N/A,N/A,N/A,,Insufficient Data
PGIM India Flexi Cap Dir,equity,equity,INF663L01FF1,133839,Direct,-0.09,11.13,10.6,BSE 500 TRI,-1.52,12.67,12.33,-0.91,0.91,0.39,14.45,11.47,,,,,25,https://www.valueresearchonline.com/funds/29473/,4,2,3,4,N/A,13,Moderately High Risk
Parag Parikh Flexi Cap Dir,equity,equity,INF879O01027,122639,Direct,-3.3,14.62,14.65,BSE 500 TRI*,-1.52,12.67,12.33,4.07,0.6,0.85,9.93,14.22,,,,,25,https://www.valueresearchonline.com/funds/19701/,10,6,6,6,N/A,28,Low Risk
Quant Flexi Cap Dir,equity,equity,INF966L01911,120843,Direct,11.02,19.43,17.18,BSE 500 TRI,-1.52,12.67,12.33,5.4,1.16,0.71,19.48,19.57,,,,,25,https://www.valueresearchonline.com/funds/17377/,12,4,2,1,N/A,19,Moderate Risk
Quantum Diversified Equity All Cap Active FoF Dir,equity,equity,INF082J01093,112039,Direct,-0.52,13.12,11.81,BSE 500 TRI,-1.52,12.67,12.33,0.73,0.92,0.52,14.25,13.18,,,,,7,https://www.valueresearchonline.com/funds/10550/,6,2,3,4,N/A,15,Moderately High Risk
SBI Flexicap Dir,equity,equity,INF200K01UG1,119718,Direct,-1.75,9.91,10.12,BSE 500 TRI*,-1.52,12.67,12.33,-1.69,0.87,0.34,13.59,10.41,,,,,25,https://www.valueresearchonline.com/funds/17514/,4,2,4,4,N/A,14,Moderately High Risk
SBI Focused Dir,equity,equity,INF200K01RJ1,119727,Direct,9.59,17.04,14.11,BSE 500 TRI,-1.52,12.67,12.33,4.74,0.83,0.76,14,16.49,,,,,24,https://www.valueresearchonline.com/funds/16324/,10,4,4,5,N/A,23,Moderate Risk
SBI Nifty 500 Index Dir,equity,equity,INF200KB1381,152908,Direct,-1.54,,,BSE 500 TRI,-1.52,,,,,,,,,,,,25,https://www.valueresearchonline.com/funds/44567/,N/A,N/A,N/A,N/A,N/A,,Insufficient Data
SBI Retirement Benefit Aggressive Dir,equity,equity,INF200KA1S55,148683,Direct,-0.81,10.29,13.48,BSE 500 TRI,-1.52,12.67,12.33,-1.77,0.94,0.34,14.74,10.8,,,,,25,https://www.valueresearchonline.com/funds/41271/,4,2,3,4,N/A,13,Moderately High Risk
Samco Flexi Cap Dir,equity,equity,INF0K1H01024,149450,Direct,-8.67,0.35,,BSE 500 TRI,-1.52,12.67,,-11.22,1.07,-0.18,19.25,2.29,,,,,25,https://www.valueresearchonline.com/funds/41935/,1,1,2,2,N/A,6,High Risk
Shriram Flexi Cap Dir,equity,equity,INF680P01109,144905,Direct,-2.08,10.05,10.2,BSE 500 TRI,-1.52,12.67,12.33,-2.13,1,0.3,16.92,10.91,,,,,25,https://www.valueresearchonline.com/funds/37581/,2,2,3,3,N/A,10,High Risk
Sundaram Flexi Cap Dir,equity,equity,INF903JA1LE2,150571,Direct,-2.26,11.45,,BSE 500 TRI,-1.52,12.67,,-0.66,0.92,0.41,14.4,11.75,,,,,25,https://www.valueresearchonline.com/funds/42504/,4,2,3,4,N/A,13,Moderately High Risk
Sundaram Focused Dir,equity,equity,INF0QA701607,152162,Direct,-0.1,11.59,11.27,BSE 500 TRI,-1.52,12.67,12.33,0.18,0.81,0.46,13.05,11.85,,,,,25,https://www.valueresearchonline.com/funds/16614/,6,2,4,5,N/A,17,Moderately High Risk
TRUST MF Flexi Cap Dir,equity,equity,INF0GCD01743,152584,Direct,2.78,,,BSE 500 TRI,-1.52,,,,,,,,,,,,25,https://www.valueresearchonline.com/funds/44271/,N/A,N/A,N/A,N/A,N/A,,Insufficient Data
Tata Children's Dir,equity,equity,INF0QA701607,152162,Direct,-9.62,7.6,9.34,BSE 500 TRI,-1.52,12.67,12.33,-4.52,0.97,0.16,15.23,8.29,,,,,25,https://www.valueresearchonline.com/funds/16957/,2,2,3,3,N/A,10,High Risk
Tata Flexi Cap Dir,equity,equity,INF277K015K0,144546,Direct,-3.97,12.96,11.66,BSE 500 TRI,-1.52,12.67,12.33,0.98,0.86,0.53,13.62,12.97,,,,,25,https://www.valueresearchonline.com/funds/37437/,6,2,4,4,N/A,16,Moderately High Risk
Tata Focused Dir,equity,equity,INF277K017X9,147757,Direct,0.01,13.12,13.13,BSE 500 TRI,-1.52,12.67,12.33,0.82,0.92,0.51,14.62,13.22,,,,,25,https://www.valueresearchonline.com/funds/40405/,6,2,3,4,N/A,15,Moderately High Risk
Tata Retirement Savings Progressive Dir,equity,equity,INF277K01QO1,119251,Direct,2.06,15.91,12.94,BSE 500 TRI,-1.52,12.67,12.33,2.81,1,0.62,16.31,15.85,,,,,25,https://www.valueresearchonline.com/funds/17020/,8,4,3,3,N/A,18,Moderate Risk
Taurus Flexi Cap Dir,equity,equity,INF044D01BU9,118883,Direct,-1.57,12.49,10.55,BSE 500 TRI,-1.52,12.67,12.33,-0.39,1.02,0.43,16.1,12.75,,,,,25,https://www.valueresearchonline.com/funds/16705/,4,2,3,3,N/A,12,Moderately High Risk
The Wealth Company Flexi Cap Dir,equity,equity,INF2F0001040,153872,Direct,,,,BSE 500 TRI,,,,,,,,,,,,,25,https://www.valueresearchonline.com/funds/45499/,N/A,N/A,N/A,N/A,N/A,,Insufficient Data
UTI Children's Equity Dir,equity,equity,-,120724,Direct,-5.7,9.65,9.37,BSE 500 TRI,-1.52,12.67,12.33,-2.4,0.94,0.3,14.67,10.15,,,,,25,https://www.valueresearchonline.com/funds/15867/,2,2,3,4,N/A,11,High Risk
UTI Flexi Cap Dir,equity,equity,INF966L01911,120843,Direct,-5.6,8.03,6.66,BSE 500 TRI,-1.52,12.67,12.33,-3.44,0.86,0.19,14.3,8.57,,,,,25,https://www.valueresearchonline.com/funds/15714/,2,2,3,4,N/A,11,High Risk
UTI Focused Dir,equity,equity,INF789F1AVA3,149091,Direct,-2.53,11.4,,BSE 500 TRI,-1.52,12.67,,-0.87,0.93,0.4,14.75,11.66,,,,,25,https://www.valueresearchonline.com/funds/41629/,4,2,3,4,N/A,13,Moderately High Risk
UTI Nifty500 Shariah Index Dir,equity,equity,-,154197,Direct,,,,BSE 500 TRI,,,,,,,,,,,,,25,https://www.valueresearchonline.com/funds/45821/,N/A,N/A,N/A,N/A,N/A,,Insufficient Data
Unifi Flexi Cap Dir,equity,equity,INF1MIY01031,153543,Direct,2.53,,,BSE 500 TRI,-1.52,,,,,,,,,,,,25,https://www.valueresearchonline.com/funds/45189/,N/A,N/A,N/A,N/A,N/A,,Insufficient Data
Union Children's Dir,equity,equity,INF582M01JK3,152219,Direct,2.81,,,BSE 500 TRI,-1.52,,,,,,,,,,,,25,https://www.valueresearchonline.com/funds/43924/,N/A,N/A,N/A,N/A,N/A,,Insufficient Data
Union Diversified Equity All Cap Active FoF Dir,equity,equity,INF582M01LZ7,153824,Direct,,,,BSE 500 TRI,,,,,,,,,,,,,5,https://www.valueresearchonline.com/funds/45473/,N/A,N/A,N/A,N/A,N/A,,Insufficient Data
Union Flexi Cap Dir,equity,equity,INF582M01633,119292,Direct,0.97,13.61,12.87,BSE 500 TRI,-1.52,12.67,12.33,1.13,0.94,0.53,14.9,13.74,,,,,25,https://www.valueresearchonline.com/funds/16412/,6,2,3,4,N/A,15,Moderately High Risk
Union Focused Dir,equity,equity,INF582M01FS4,147492,Direct,6.74,13.52,12.31,BSE 500 TRI,-1.52,12.67,12.33,1.5,0.87,0.54,14.29,13.55,,,,,25,https://www.valueresearchonline.com/funds/40108/,8,2,3,4,N/A,17,Moderately High Risk
Union Retirement Dir,equity,equity,INF582M01IK5,150554,Direct,5.22,16.21,,BSE 500 TRI,-1.52,12.67,,3.6,0.91,0.71,14.18,15.93,,,,,25,https://www.valueresearchonline.com/funds/42492/,10,4,3,4,N/A,21,Moderate Risk
WhiteOak Capital Flexi Cap Dir,equity,equity,INF03VN01696,150797,Direct,2.05,17.05,,BSE 500 TRI,-1.52,12.67,,4.34,0.91,0.76,14.43,16.71,,,,,25,https://www.valueresearchonline.com/funds/42320/,10,4,3,4,N/A,21,Moderate Risk
ABSL Global Emerging Opportunities Dir**,equity,equity,INF084M01EB0,132140,Direct,28.93,21.39,11.69,BSE 500 TRI*,-1.52,12.67,12.33,,,0.89,16.06,20.04,,,,,1,https://www.valueresearchonline.com/funds/17094/,N/A,6,3,N/A,N/A,9,Moderate Risk
ABSL Global Excellence Equity FoF Dir**,equity,equity,INF084M01EH7,132009,Direct,29.62,22.69,14.57,BSE 500 TRI*,-1.52,12.67,12.33,,,1.11,13.74,21.07,,,,,1,https://www.valueresearchonline.com/funds/17099/,N/A,8,4,N/A,N/A,12,Low Risk
ABSL International Equity Dir,equity,equity,INF209K01WS3,119517,Direct,28.97,19.85,12.24,BSE 500 TRI,-1.52,12.67,12.33,,,0.98,13.7,19.2,,,,,25,https://www.valueresearchonline.com/funds/15903/,N/A,6,4,N/A,N/A,10,Moderate Risk
ABSL US Equity Passive FoF Dir,equity,equity,INF209KB18C5,149291,Direct,48.66,31.76,,BSE 500 TRI,-1.52,12.67,,,,1.26,18.9,29.52,,,,,1,https://www.valueresearchonline.com/funds/41797/,N/A,10,2,N/A,N/A,12,Low Risk
Axis Global Equity Alpha FoF Dir,equity,equity,INF846K01X06,148485,Direct,23.02,22.17,14.49,BSE 500 TRI,-1.52,12.67,12.33,,,1.11,13.55,20.86,,,,,1,https://www.valueresearchonline.com/funds/41100/,N/A,8,4,N/A,N/A,12,Low Risk
Axis Global Innovation FoF Dir,equity,equity,INF846K01Z20,148954,Direct,29.77,23.81,13.38,BSE 500 TRI,-1.52,12.67,12.33,,,0.91,18.56,22.71,,,,,1,https://www.valueresearchonline.com/funds/41496/,N/A,6,2,N/A,N/A,8,Moderately High Risk
Axis Greater China Equity FoF Dir**,equity,equity,INF846K01Y39,148699,Direct,42.81,19.13,4.34,BSE 500 TRI*,-1.52,12.67,12.33,,,0.67,20.75,19.69,,,,,1,https://www.valueresearchonline.com/funds/41287/,N/A,4,2,N/A,N/A,6,Moderately High Risk
Axis NASDAQ 100 US Specific Equity Passive FoF Dir,equity,equity,INF846K012K9,150751,Direct,47.13,31.18,,BSE 500 TRI,-1.52,12.67,,,,1.28,18.21,29.11,,,,,1,https://www.valueresearchonline.com/funds/42633/,N/A,10,2,N/A,N/A,12,Low Risk
Bandhan US specific Equity Active FoF Dir**,equity,equity,INF194KB1CF2,149098,Direct,26.09,26.08,,BSE 500 TRI*,-1.52,12.67,,,,1.11,17.17,24.83,,,,,1,https://www.valueresearchonline.com/funds/41620/,N/A,8,2,N/A,N/A,10,Moderate Risk
Baroda BNP Paribas Aqua FoF Dir,equity,equity,INF251K01QT5,150285,Direct,18.94,14.66,10.2,BSE 500 TRI,-1.52,12.67,12.33,,,0.6,16.01,15.38,,,,,1,https://www.valueresearchonline.com/funds/41454/,N/A,4,3,N/A,N/A,7,Moderately High Risk
DSP Global Clean Energy Overseas Equity Omni FoF Dir,equity,equity,INF740K01PC5,119275,Direct,60.42,18.58,12.98,BSE 500 TRI,-1.52,12.67,12.33,,,0.68,19.61,19.21,,,,,1,https://www.valueresearchonline.com/funds/17012/,N/A,4,2,N/A,N/A,6,Moderately High Risk
DSP Global Innovation Overseas Equity Omni FoF Dir**,equity,equity,INF740KA1QP1,149816,Direct,37.38,27.83,,BSE 500 TRI*,-1.52,12.67,,,,1.16,16.9,25.45,,,,,6,https://www.valueresearchonline.com/funds/42054/,N/A,8,3,N/A,N/A,11,Moderate Risk
DSP US Specific Equity Omni FoF Dir,equity,equity,INF740K01OH7,119252,Direct,49.55,28.6,19.42,BSE 500 TRI,-1.52,12.67,12.33,,,1.2,17.62,26.89,,,,,1,https://www.valueresearchonline.com/funds/17006/,N/A,10,2,N/A,N/A,12,Low Risk
DSP World Gold Mining Overseas Equity Omni FoF Dir,equity,equity,INF740K01OZ9,119277,Direct,64.12,45.26,23.37,BSE 500 TRI,-1.52,12.67,12.33,,,1.12,33.07,42.8,,,,,2,https://www.valueresearchonline.com/funds/17016/,N/A,8,1,N/A,N/A,9,Moderate Risk
DSP World Mining Overseas Equity Omni FoF Dir,equity,equity,INF740K01PF8,119279,Direct,72.97,24.41,16.13,BSE 500 TRI,-1.52,12.67,12.33,,,0.77,24.82,24.85,,,,,1,https://www.valueresearchonline.com/funds/17021/,N/A,4,1,N/A,N/A,5,High Risk
Edelweiss ASEAN Equity Offshore Dir,equity,equity,INF843K01AW7,140256,Direct,23.47,14.86,10.09,BSE 500 TRI,-1.52,12.67,12.33,,,0.76,11.4,14.48,,,,,1,https://www.valueresearchonline.com/funds/17131/,N/A,4,5,N/A,N/A,9,Moderate Risk
