fund_name,plan,vr_id,category,isin,scheme_code,ytm,mac_duration,avg_maturity,avg_credit_rating,ytm_score_10,duration_score_10,maturity_score_10,credit_score_10,total_score_40,risk_category,fund_rating,b1y,b3y,b5y,f1y,f3y,f5y,cr_aaa,cr_cash_eq,cr_sov,cr_unrated,num_securities
SBI Gilt Reg,Regular,901,Debt: Gilt,INF200K01982,101001,6.12,2.87,5.59,GOI/Cash,2,6,5,10,23,Moderate Risk,Average,-0.48,5.5,4.9,0.07,5.81,5.69,--,13.53,86.47,--,22
SBI Magnum Gilt PF,Regular,1940,Debt: Gilt,INF200K01AK5,101932,6.12,2.87,5.59,GOI/Cash,2,6,5,10,23,Moderate Risk,Average,-0.48,5.5,4.9,0.09,5.82,5.7,--,13.53,86.47,--,22
SBI Magnum Gilt PF Fixed 1Y,Regular,1943,Debt: Gilt,INF200K01AH1,101934,6.12,2.87,5.59,GOI/Cash,2,6,5,10,23,Moderate Risk,Average,-0.48,5.5,4.9,0.06,5.81,5.69,--,13.53,86.47,--,22
SBI Magnum Gilt PF Fixed 2Y,Regular,1945,Debt: Gilt,INF200K01AH1,101934,6.12,2.87,5.59,GOI/Cash,2,6,5,10,23,Moderate Risk,Average,-0.48,5.5,4.9,0.07,5.81,5.69,--,13.53,86.47,--,22
SBI Magnum Gilt PF Fixed 3Y,Regular,1946,Debt: Gilt,INF200K01AH1,101934,6.12,2.87,5.59,GOI/Cash,2,6,5,10,23,Moderate Risk,Average,-0.48,5.5,4.9,0.07,5.81,5.69,--,13.53,86.47,--,22
Tata GSF Reg,Regular,652,Debt: Gilt,INF277K01519,101042,7.35,10.96,26.8,GOI/Cash,7,1,1,10,19,Moderately High Risk,Average,-0.48,5.5,4.9,-2.09,4.69,4.61,--,15.15,84.85,--,8
UTI Gilt Discontinued Provident,Regular,1865,Debt: Gilt,,,6.18,3.37,7.97,GOI/Cash,2,5,5,10,22,Moderate Risk,Average,-0.48,5.5,4.9,1.84,6.34,5.53,--,13.8,86.2,--,10
UTI Gilt Reg,Regular,1167,Debt: Gilt,INF789F01661,102510,6.18,3.37,7.97,GOI/Cash,2,5,5,10,22,Moderate Risk,Average,-0.48,5.5,4.9,1.84,6.34,5.53,--,13.8,86.2,--,10
UTI Nifty 5 yr Benchmark G-Sec ETF,Regular,44081,Debt: Gilt,INF789F1AZE6,152368,--,--,--,GOI/Cash,1,1,1,10,13,High Risk,Poor,-0.48,--,--,3.06,--,--,--,1.76,98.24,--,1
Union Gilt Reg,Regular,42323,Debt: Gilt,INF582M01ID0,150405,7.62,11.71,--,GOI/Cash,8,1,1,10,20,Moderately High Risk,Average,-0.48,5.5,--,-3.79,4.15,--,--,6.17,93.83,--,3
Zerodha Nifty 8-13 Yr G-Sec ETF,Regular,45448,--,INF0R8F01133,153811,7.13,6.81,9.21,GOI/Cash,5,3,4,10,22,Moderate Risk,Average,--,--,--,25,23,20,--,1.12,98.88,--,3
ABSL CRISIL 10 Year Gilt ETF,Regular,44486,Debt: Gilt with 10 year Constant Duration,INF209KC1142,152802,7.09,6.89,9.13,GOI/Cash,5,2,4,10,21,Moderate Risk,Average,0.73,--,--,0.59,--,--,--,3.71,96.29,--,1
Bandhan Gilt Fund with 10 year Constant Duration Reg,Regular,1243,Debt: Gilt with 10 year Constant Duration,INF194K01FA0,108753,7.19,7.31,10.65,GOI/Cash,6,2,3,10,21,Moderate Risk,Average,0.73,6.23,5.16,1.97,6.87,5.59,--,3.5,96.49,0.01,5
DSP 10Y G-Sec Reg,Regular,28171,Debt: Gilt with 10 year Constant Duration,INF740K012I0,131297,7.1,6.98,9.26,GOI/Cash,6,3,4,10,23,Moderate Risk,Average,0.73,6.23,5.16,0.18,5.77,4.38,--,1.93,98.07,--,1
ICICI Pru Constant Maturity Gilt,Regular,27952,Debt: Gilt with 10 year Constant Duration,INF109KA1N46,131051,7.19,7.15,10.04,GOI/Cash,6,2,3,10,21,Moderate Risk,Average,0.73,6.23,5.16,1.61,6.6,5.68,--,3.68,96.32,--,9
ICICI Pru Nifty 10 yr Benchmark G-Sec ETF,Regular,42946,Debt: Gilt with 10 year Constant Duration,INF109KC18O0,151196,7.15,7.11,9.43,GOI/Cash,5,2,4,10,21,Moderate Risk,Average,0.73,6.23,--,0.27,6.08,--,--,0.63,99.37,--,1
SBI Constant Maturity 10-Year Gilt Reg,Regular,899,Debt: Gilt with 10 year Constant Duration,INF200K01AN9,101002,7.23,7.05,9.53,GOI/Cash,7,2,4,10,23,Moderate Risk,Average,0.73,6.23,5.16,0.88,6.15,5.44,--,1.78,98.22,--,4
SBI Nifty 10Y Benchmark G-Sec ETF,Regular,32486,Debt: Gilt with 10 year Constant Duration,INF200KA1JT1,139430,7.14,6.97,9.52,GOI/Cash,1,1,1,10,13,High Risk,Poor,0.73,6.23,5.16,0.24,6.13,4.72,--,0.46,99.54,--,1
UTI Gilt Fund with 10 year Constant Duration Reg,Regular,42369,Debt: Gilt with 10 year Constant Duration,INF789F1AVI6,150409,7.17,7.07,9.67,GOI/Cash,6,2,4,10,22,Moderate Risk,Average,0.73,6.23,--,0.75,5.99,--,--,2.12,97.88,--,6
UTI Nifty 10 yr Benchmark G-Sec ETF,Regular,44082,Debt: Gilt with 10 year Constant Duration,INF789F1AZF3,152369,--,--,--,GOI/Cash,1,1,1,10,13,High Risk,Poor,0.73,--,--,0.04,--,--,--,0.51,99.49,--,1
360 ONE Liquid Reg,Regular,22351,Debt: Liquid,INF579M01506,125259,6.07,0.14,0.14,AAA,2,10,10,9,31,Low Risk,Good,5.75,6.68,5.9,5.94,6.7,5.89,73.39,1.22,25.1,0.29,33
ABSL Liquid Inst,Regular,1685,Debt: Liquid,INF209K01RU9,100047,6.38,0.1,0.1,AAA,3,10,10,9,32,Low Risk,Good,5.75,6.68,5.9,6.14,6.87,6.06,93.11,-6.7,13.18,0.25,186
ABSL Liquid Reg,Regular,2174,Debt: Liquid,INF209K01RU9,100047,6.38,0.1,0.1,AAA,3,10,10,9,32,Low Risk,Good,5.75,6.68,5.9,6.14,6.87,6.06,93.11,-6.7,13.18,0.25,186
ABSL Liquid Ret,Regular,422,Debt: Liquid,INF209K01RU9,100047,6.38,0.1,0.1,AAA,3,10,10,9,32,Low Risk,Good,5.75,6.68,5.9,6.14,6.87,6.06,93.11,-6.7,13.18,0.25,186
Abakkus Liquid Reg,Regular,45685,--,INF2JJD01078,154047,5.89,0.07,0.07,AAA,1,10,10,9,30,Low Risk,Good,--,--,--,51,39,38,63.64,16.1,20.18,0.08,24
Angel One Nifty 1D Rate Liquid ETF-Growth,Regular,45082,Debt: Liquid,INF1J2R01056,153451,--,--,--,Cash,1,10,10,10,31,Low Risk,Good,5.75,--,--,5.08,--,--,--,100,--,--,--
Axis Liquid Reg,Regular,10734,Debt: Liquid,INF846K01412,112210,6.23,0.1,0.1,AAA,3,10,10,9,32,Low Risk,Good,5.75,6.68,5.9,6.19,6.92,6.09,86.93,1.01,11.86,0.2,155
Axis Liquid Ret,Regular,10980,Debt: Liquid,INF846K01412,112210,6.23,0.1,0.1,AAA,3,10,10,9,32,Low Risk,Good,5.75,6.68,5.9,5.67,6.39,5.57,86.93,1.01,11.86,0.2,155
Bajaj Finserv Liquid Reg,Regular,43588,Debt: Liquid,INF0QA701094,151837,6.07,0.1,0.1,AAA,2,10,10,9,31,Low Risk,Good,5.75,--,--,6.03,--,--,79.18,5.81,14.74,0.27,67
Bajaj Finserv Nifty 1D Rate Liquid ETF-Growth,Regular,44331,Debt: Liquid,INF0QA701854,152638,--,--,--,CASH,1,1,1,10,13,High Risk,Poor,5.75,--,--,4.95,--,--,3.82,96.18,--,--,1
Bandhan Liquid Reg,Regular,2198,Debt: Liquid,INF194K01VX9,108690,6.21,0.1,0.1,AAA,3,10,10,9,32,Low Risk,Good,5.75,6.68,5.9,6.07,6.81,6,91.85,-9.21,17.11,0.25,98
Bank of India Liquid Reg,Regular,8383,Debt: Liquid,INF761K01306,109254,6.11,0.11,0.11,AAA,2,10,10,9,31,Low Risk,Good,5.75,6.68,5.9,6.19,6.94,6.11,80.43,2.07,17.18,0.32,32
Baroda BNP Paribas Liquid,Regular,10235,Debt: Liquid,INF955L01GR4,139344,6.17,0.08,0.08,AAA,2,10,10,9,31,Low Risk,Good,5.75,6.68,5.9,6.07,6.81,6.04,86.77,-6.79,19.13,0.23,79
Baroda BNP Paribas Liquid Reg,Regular,1234,Debt: Liquid,INF955L01GR4,139344,6.17,0.08,0.08,AAA,2,10,10,9,31,Low Risk,Good,5.75,6.68,5.9,6.07,6.82,6.05,86.77,-6.79,19.13,0.23,79
Canara Robeco Liquid Reg,Regular,8325,Debt: Liquid,INF760K01CW9,109353,6.18,0.11,0.11,AAA,2,10,10,9,31,Low Risk,Good,5.75,6.68,5.9,6.16,6.89,6.07,86.21,4.45,9.12,0.22,41
Canara Robeco Liquid Unclaimed,Regular,32305,--,INF760K01CW9,109353,6.18,0.11,0.11,AAA,2,10,10,9,31,Low Risk,Good,--,--,--,--,--,--,86.21,4.45,9.12,0.22,41
Capitalmind Liquid Reg,Regular,45637,--,INF226401042,154010,6.11,0.08,0.08,AAA,2,10,10,9,31,Low Risk,Good,--,--,--,51,39,38,73.25,3.57,23.04,0.14,15
DSP BSE Liquid Rate ETF,Regular,44244,Debt: Liquid,INF740KA1UM0,152555,--,--,--,Cash,1,1,1,10,13,High Risk,Poor,5.75,--,--,5.03,--,--,--,100,--,--,--
DSP Liquidity Reg,Regular,3039,Debt: Liquid,INF740K01FK9,103347,6.31,0.12,0.12,AAA,3,10,10,9,32,Low Risk,Good,5.75,6.68,5.9,6.16,6.88,6.05,92.05,-6.52,14.25,0.22,134
DSP NIFTY 1D Rate Liquid ETF,Regular,35400,Debt: Liquid,INF740KA1EU7,142589,--,--,--,Cash,1,1,1,10,13,High Risk,Poor,5.75,6.68,5.9,4.72,5.78,5.09,--,100,--,--,--
Edelweiss Liquid Reg,Regular,5902,Debt: Liquid,INF754K01GZ6,140182,6.08,0.09,0.08,AAA,2,10,10,9,31,Low Risk,Good,5.75,6.68,5.9,6.19,6.86,5.98,76.62,13.68,9.51,0.19,96
Edelweiss Liquid Retail,Regular,9276,Debt: Liquid,INF754K01HE9,140176,6.08,0.09,0.08,AAA,2,10,10,9,31,Low Risk,Good,5.75,6.68,5.9,6.19,6.86,5.98,76.62,13.68,9.51,0.19,96
Edelweiss Nifty 1D Rate Liquid ETF-Growth,Regular,45545,--,INF754K01VW2,153920,5.23,0.01,0.01,Cash,1,10,10,10,31,Low Risk,Good,--,--,--,51,39,38,--,100,--,--,--
Franklin Inda Liquid Reg,Regular,522,Debt: Liquid,,,6.13,0.08,0.08,AAA,2,10,10,9,31,Low Risk,Good,5.75,6.68,5.9,5.47,6.2,5.37,79.2,18.26,2.33,0.21,35
Franklin India Liquid Inst,Regular,2276,Debt: Liquid,INF090I01BB1,100538,6.13,0.08,0.08,AAA,2,10,10,9,31,Low Risk,Good,5.75,6.68,5.9,5.76,6.49,5.65,79.2,18.26,2.33,0.21,35
Franklin India Liquid SIP,Regular,2869,Debt: Liquid,INF090I01BB1,100538,6.13,0.08,0.08,AAA,2,10,10,9,31,Low Risk,Good,5.75,6.68,5.9,6.18,6.91,6.07,79.2,18.26,2.33,0.21,35
Franklin India Liquid Unclaimed,Regular,32949,--,INF090I01BB1,100538,6.13,0.08,0.08,AAA,2,10,10,9,31,Low Risk,Good,--,--,--,--,--,--,79.2,18.26,2.33,0.21,35
Groww Liquid Reg,Regular,13490,Debt: Liquid,INF666M01014,115991,6.13,0.09,0.09,AAA,2,10,10,9,31,Low Risk,Good,5.75,6.68,5.9,6.15,6.88,5.93,78.79,20.96,--,0.25,16
Groww Nifty 1D Rate Liquid ETF,Regular,44564,Debt: Liquid,INF666M01IP5,152891,5.25,0.01,0.01,Cash,1,10,10,10,31,Low Risk,Good,5.75,--,--,4.83,--,--,--,100,--,--,--
HDFC Liquid Reg,Regular,887,Debt: Liquid,INF179KB1HK0,100868,6.24,0.12,0.13,AAA,3,10,10,9,32,Low Risk,Good,5.75,6.68,5.9,6.13,6.85,6.02,86.49,-6.65,19.89,0.27,167
HDFC NIFTY 1D RATE LIQUID ETF-Growth,Regular,43738,Debt: Liquid,INF179KC1JG3,153403,5.25,0.01,0.01,Cash,1,10,10,10,31,Low Risk,Good,5.75,--,--,4.87,--,--,--,100,--,--,--
HSBC Liquid,Regular,1487,Debt: Liquid,INF336L01BL1,118907,6.28,0.12,0.12,AAA,3,10,10,9,32,Low Risk,Good,5.75,6.68,5.9,6.11,6.86,5.8,91.78,-11.47,19.39,0.3,79
HSBC Liquid Inst,Regular,1845,Debt: Liquid,INF336L01BL1,118907,6.28,0.12,0.12,AAA,3,10,10,9,32,Low Risk,Good,5.75,6.68,5.9,5.96,6.81,5.97,91.78,-11.47,19.39,0.3,79
HSBC Liquid Reg,Regular,2251,Debt: Liquid,INF336L01BL1,118907,6.28,0.12,0.12,AAA,3,10,10,9,32,Low Risk,Good,5.75,6.68,5.9,6.11,6.86,6.04,91.78,-11.47,19.39,0.3,79
ICICI Pru BSE Liquid Rate ETF-Growth,Regular,45036,Debt: Liquid,INF109K1A021,153378,5.24,0.01,0.01,Cash,1,10,10,10,31,Low Risk,Good,5.75,--,--,5.09,--,--,--,100,--,--,--
ICICI Pru BSE Liquid Rate ETF-IDCW,Regular,37659,Debt: Liquid,INF109KC1KT9,144947,5.24,0.01,0.01,Cash,1,10,10,10,31,Low Risk,Good,5.75,6.68,5.9,5.06,5.93,5.31,--,100,--,--,--
ICICI Pru Liquid,Regular,3026,Debt: Liquid,INF109K01VQ1,103340,6.15,0.1,0.1,AAA,2,10,10,9,31,Low Risk,Good,5.75,6.68,5.9,6.09,6.85,6.02,81.51,2.1,16.12,0.26,125
ITI Liquid Reg,Regular,39833,Debt: Liquid,INF00XX01192,147153,5.99,0.1,0.1,AAA,1,10,10,9,30,Low Risk,Good,5.75,6.68,5.9,5.99,6.59,5.77,70.89,10.57,18.2,0.34,9
Invesco India Liquid Reg,Regular,3892,Debt: Liquid,INF205K01HM5,104486,6.15,0.1,0.1,AAA,2,10,10,9,31,Low Risk,Good,5.75,6.68,5.9,6.14,6.88,6.05,83.45,4.17,12.11,0.27,103
Invesco India Liquid Ret,Regular,3886,Debt: Liquid,INF205K01HM5,104486,6.15,0.1,0.1,AAA,2,10,10,9,31,Low Risk,Good,5.75,6.68,5.9,5.6,6.32,5.49,83.45,4.17,12.11,0.27,103
Invesco India Liquid Uncl,Regular,32460,--,INF205K01HM5,104486,6.15,0.1,0.1,AAA,2,10,10,9,31,Low Risk,Good,--,--,--,--,--,--,83.45,4.17,12.11,0.27,103
JM Liquid Reg,Regular,489,Debt: Liquid,INF192K01882,100234,6.23,0.12,0.12,AAA,3,10,10,9,32,Low Risk,Good,5.75,6.68,5.9,6.03,6.78,5.99,86.83,1.48,10.59,0.29,51
JM Liquid Super Inst,Regular,2231,Debt: Liquid,INF192K01981,100247,6.23,0.12,0.12,AAA,3,10,10,9,32,Low Risk,Good,5.75,6.68,5.9,6.05,6.79,5.99,86.83,1.48,10.59,0.29,51
Kotak Liquid Reg,Regular,1910,Debt: Liquid,INF174K01NI9,100835,6.31,0.11,0.11,AAA,3,10,10,9,32,Low Risk,Good,5.75,6.68,5.9,6.1,6.83,6,90.19,-9.93,19.51,0.23,150
Kotak Nifty 1D Rate Liquid ETF,Regular,43078,Debt: Liquid,INF174KA1LV5,151358,5.1,0.01,0.01,Cash,1,10,10,10,31,Low Risk,Good,5.75,6.68,--,5.14,6.01,--,--,100,--,--,--
LIC MF Liquid Reg,Regular,1259,Debt: Liquid,INF767K01IS9,101185,6.03,0.09,0.09,AAA,2,10,10,9,31,Low Risk,Good,5.75,6.68,5.9,6.11,6.84,6.01,78.7,4.82,16.27,0.21,89
Mahindra Manulife Liquid Reg,Regular,32621,Debt: Liquid,INF174V01010,139537,6.26,0.13,0.13,AAA,3,10,10,9,32,Low Risk,Good,5.75,6.68,5.9,6.14,6.87,6.06,73.55,5.91,15.5,0.31,28
Mirae Asset Liquid Reg,Regular,10158,Debt: Liquid,INF769K01788,111646,6.11,0.12,0.12,AAA,2,10,10,9,31,Low Risk,Good,5.75,6.68,5.9,6.08,6.85,6.03,76.54,3.16,19.98,0.32,103
Mirae Asset Nifty 1D Rate Liquid ETF-Growth,Regular,44705,Debt: Liquid,INF769K01MY5,153045,5.7,0.01,0.01,Cash,1,1,1,10,13,High Risk,Poor,5.75,--,--,5.13,--,--,--,100,--,--,--
Mirae Asset Nifty 1D Rate Liquid ETF-IDCW,Regular,43679,Debt: Liquid,INF769K01KS1,151908,5.7,0.01,0.01,Cash,1,1,1,10,13,High Risk,Poor,5.75,--,--,5,--,--,--,100,--,--,--
Motilal Oswal Liquid Reg,Regular,38514,Debt: Liquid,INF247L01726,145946,5.88,0.09,0.09,AAA,1,10,10,9,30,Low Risk,Good,5.75,6.68,5.9,5.69,6.4,5.6,56.15,18.03,25.48,0.34,16
Motilal Oswal Liquid Uncl,Regular,40050,--,INF247L01726,145946,5.88,0.09,0.09,AAA,1,10,10,9,30,Low Risk,Good,--,--,--,--,--,--,56.15,18.03,25.48,0.34,16
Navi Liquid Reg,Regular,10918,Debt: Liquid,INF959L01GL9,112636,5.73,0.07,0.07,AAA,1,10,10,9,30,Low Risk,Good,5.75,6.68,5.9,5.66,6.44,5.86,61.74,24.61,13.03,0.62,10
Navi Liquid Unclaimed,Regular,33272,--,INF959L01GL9,112636,5.73,0.07,0.07,AAA,1,10,10,9,30,Low Risk,Good,--,--,--,--,--,--,61.74,24.61,13.03,0.62,10
Nippon India ETF Nifty 1D Rate Liquid BeES,Regular,1787,Debt: Liquid,INF204KC1FU1,153725,5.24,0.01,0.01,CASH,1,10,10,10,31,Low Risk,Good,5.75,6.68,5.9,4.54,5.34,4.75,--,99.49,--,0.51,--
Nippon India Liquid Reg,Regular,1972,Debt: Liquid,INF204K01UN9,100851,6.34,0.11,0.12,AAA,3,10,10,9,32,Low Risk,Good,5.75,6.68,5.9,6.12,6.85,6.01,89.84,-3.78,13.66,0.28,169
Nippon India Liquid Ret,Regular,519,Debt: Liquid,INF204K01UN9,100851,6.34,0.11,0.12,AAA,3,10,10,9,32,Low Risk,Good,5.75,6.68,5.9,6.14,6.44,5.51,89.84,-3.78,13.66,0.28,169
Nippon India Nifty 1D Rate Liquid ETF-Growth,Regular,45364,--,INF204KC1FU1,153725,5.24,0.01,0.01,CASH,1,10,10,10,31,Low Risk,Good,--,--,--,51,39,38,--,99.46,--,0.54,--
PGIM India Liquid,Regular,5801,Debt: Liquid,INF223J01BP6,138288,6.17,0.11,0.11,AAA,2,10,10,9,31,Low Risk,Good,5.75,6.68,5.9,6.15,6.87,6.04,75.03,2.29,18,0.4,23
Parag Parikh Liquid Reg,Regular,36009,Debt: Liquid,INF879O01035,143260,6.03,0.12,0.13,AAA,2,10,10,9,31,Low Risk,Good,5.75,6.68,5.9,6.05,6.58,5.75,78.19,0.27,21.29,0.26,47
Quant Liquid Reg,Regular,2939,Debt: Liquid,INF966L01317,103225,5.63,0.08,0.08,AAA,1,10,10,9,30,Low Risk,Good,5.75,6.68,5.9,5.67,6.53,5.84,47.13,32.79,19.47,0.6,13
Quantum Liquid Fund Uncl,Regular,44010,--,INF082J01309,141066,5.77,0.12,0.12,AAA,1,10,10,9,30,Low Risk,Good,--,--,--,--,--,--,49.01,9.27,41.38,0.34,18
Quantum Liquid Reg,Regular,33965,Debt: Liquid,INF082J01309,141066,5.77,0.12,0.12,AAA,1,10,10,9,30,Low Risk,Good,5.75,6.68,5.9,5.64,6.47,5.72,49.01,9.27,41.38,0.34,18
SBI Liquid Inst,Regular,1922,Debt: Liquid,INF200K01MA1,105280,6.26,0.12,0.12,AAA,3,10,10,9,32,Low Risk,Good,5.75,6.68,5.9,6.09,6.8,5.99,86.87,-5.82,17.53,0.25,146
SBI Liquid Reg,Regular,4664,Debt: Liquid,INF200K01MA1,105280,6.26,0.12,0.12,AAA,3,10,10,9,32,Low Risk,Good,5.75,6.68,5.9,6.09,6.8,5.99,86.87,-5.82,17.53,0.25,146
SBI NIFTY 1D Rate Liquid ETF-Growth,Regular,45433,--,INF200KB1969,153796,--,--,--,Cash,1,1,1,10,13,High Risk,Poor,--,--,--,51,39,38,--,100,--,--,--
SBI Nifty 1D Rate Liquid ETF-IDCW,Regular,43870,Debt: Liquid,INF200KB1969,153796,--,--,--,Cash,1,1,1,10,13,High Risk,Poor,5.75,--,--,4.88,--,--,--,100,--,--,--
Shriram Liquid Reg,Regular,44699,Debt: Liquid,INF680P01448,153036,6.13,0.1,0.1,AAA,2,10,10,9,31,Low Risk,Good,5.75,--,--,5.91,--,--,80.15,4.25,15.28,0.32,9
Shriram Nifty 1D Rate Liquid ETF,Regular,44414,Debt: Liquid,INF680P01422,152741,5.24,0.01,0.01,Cash,1,10,10,10,31,Low Risk,Good,5.75,--,--,4.87,--,--,--,100,--,--,--
Sundaram Liquid Reg,Regular,2431,Debt: Liquid,INF173K01DA9,149661,6.19,0.1,0.1,AAA,2,10,10,9,31,Low Risk,Good,5.75,6.68,5.9,6.01,6.8,6,81.68,2.95,15.11,0.25,84
TRUSTMF Liquid Reg,Regular,41409,Debt: Liquid,INF0GCD01198,148833,6.2,0.15,0.15,AAA,3,10,10,9,32,Low Risk,Good,5.75,6.68,5.9,6.01,6.74,5.93,78.79,0.59,20.44,0.18,29
Tata Liquid Reg,Regular,2442,Debt: Liquid,INF277K01YD8,102672,6.37,0.12,0.12,AAA,3,10,10,9,32,Low Risk,Good,5.75,6.68,5.9,6.14,6.86,6.02,90.83,-3.14,12.06,0.25,73
The Wealth Company Liquid Reg,Regular,45505,--,INF2F0001149,153888,6.17,0.12,0.12,AAA,2,10,10,9,31,Low Risk,Good,--,--,--,51,39,38,81.3,2.73,15.53,0.44,24
UTI Liquid Discontinued Reg,Regular,1761,Debt: Liquid,,,6.26,0.1,0.1,AAA,3,10,10,9,32,Low Risk,Good,5.75,6.68,5.9,6.16,6.62,5.68,86.84,6.24,6.7,0.22,116
UTI Liquid Reg,Regular,1968,Debt: Liquid,,,6.26,0.1,0.1,AAA,3,10,10,9,32,Low Risk,Good,5.75,6.68,5.9,6.16,6.88,6.06,86.84,6.24,6.7,0.22,116
Unifi Liquid Reg,Regular,45228,--,INF1MIY01064,153571,5.45,0.02,0.02,CASH,1,10,10,10,31,Low Risk,Good,--,--,--,51,39,38,10.36,85.72,--,0.48,3
Union Liquid Reg,Regular,12929,Debt: Liquid,INF582M01013,115398,6.15,0.11,0.11,AAA,2,10,10,9,31,Low Risk,Good,5.75,6.68,5.9,6.15,6.88,6.06,79.56,2.67,17.58,0.19,100
WhiteOak Capital Liquid Reg,Regular,38641,Debt: Liquid,INF03VN01126,145968,6.1,0.1,0.1,AAA,2,10,10,9,31,Low Risk,Good,5.75,6.68,5.9,6,6.75,5.83,81.92,2.93,14.88,0.27,21
Zerodha Nifty 1D Rate Liquid ETF,Regular,44050,Debt: Liquid,INF0R8F01034,152327,6.31,0.01,0.01,Cash,1,10,10,10,31,Low Risk,Good,6.14,--,--,5.06,--,--,--,98.94,1.06,--,2
ABSL Long Duration Reg,Regular,42336,Debt: Long Duration,INF209KB14J9,150482,7.73,8.98,21.96,AAA,8,2,1,9,20,Moderately High Risk,Average,-2.35,4.9,--,-1.84,5.36,--,18.5,4.14,76.97,0.39,28
Axis Long Duration Reg,Regular,42910,Debt: Long Duration,INF846K015L0,151178,7.72,11.92,--,AAA,8,1,1,9,19,Moderately High Risk,Average,-2.35,4.9,--,-3,4.71,--,--,2.57,96.75,0.69,6
Bandhan Long Duration Reg,Regular,44182,Debt: Long Duration,INF194KB1HV8,152518,7.47,10.5,24.48,AAA,7,1,1,9,18,Moderately High Risk,Average,-2.35,--,--,-1.88,--,--,--,7.94,91.34,0.72,4
Franklin India Long Duration Fund Reg,Regular,44762,Debt: Long Duration,INF090I01XV3,153104,7.54,7.74,16.13,GOI/Cash,8,2,2,10,22,Moderate Risk,Average,-2.35,--,--,-0.2,--,--,--,11.26,88.19,0.55,4
HDFC Long Duration Debt Reg,Regular,43048,Debt: Long Duration,INF179KC1EW1,151314,7.71,11.81,29.14,AAA,8,1,1,9,19,Moderately High Risk,Average,-2.35,4.9,--,-2.92,4.76,--,--,2.05,97.47,0.48,11
ICICI Pru Long Term Bond,Regular,537,Debt: Long Duration,INF109K01365,100365,7.87,11.45,29.14,AAA,8,1,1,9,19,Moderately High Risk,Average,-2.35,4.9,4.9,-1.34,5.47,4.67,0.08,1.49,98.03,0.39,19
Kotak Long Duration Reg,Regular,44190,Debt: Long Duration,INF174KA1RC2,152489,7.19,10.56,12.83,GOI/Cash,6,1,3,10,20,Moderately High Risk,Average,-2.35,--,--,-3.21,--,--,--,21.92,77.54,0.54,16
Mirae Asset Long Duration Reg,Regular,44750,Debt: Long Duration,INF769K01MZ2,153107,7.61,11.8,28.34,AAA,8,1,1,9,19,Moderately High Risk,Average,-2.35,--,--,-2.97,--,--,--,6.04,93.35,0.61,4
Nippon India Nivesh Lakshya Long Duration Reg,Regular,36516,Debt: Long Duration,INF204KB1ZB0,143702,7.67,10.73,22.02,AAA,8,1,1,9,19,Moderately High Risk,Average,-2.35,4.9,4.9,-2.7,4.96,5.13,--,2.86,96.75,0.39,15
SBI Long Duration Reg,Regular,42948,Debt: Long Duration,INF200KA13T1,151212,7.72,11.44,--,AAA,8,1,1,9,19,Moderately High Risk,Average,-2.35,4.9,--,-2.22,4.99,--,--,2.2,97.29,0.51,5
UTI Long Duration Reg,Regular,43274,Debt: Long Duration,INF789F1AXS1,151527,7.25,8.16,19.57,GOI/Cash,7,2,2,10,21,Moderate Risk,Average,-2.35,4.9,--,-3.56,4.08,--,--,18.76,80.64,0.6,7
ABSL CRISIL-IBX Fin Srvices 9-12 Months Debt Index Reg,Regular,45077,Debt: Low Duration,INF209KC1514,153445,7.28,0.83,0.84,AAA,7,9,9,9,34,Low Risk,Good,5.26,--,--,5.5,--,--,98.57,1.43,--,--,28
ABSL Low Duration Inst,Regular,1678,Debt: Low Duration,INF209K01LQ0,103192,7.21,0.95,1.03,AAA,7,9,8,9,33,Low Risk,Good,5.26,6.73,5.98,4.9,6.44,5.71,70.32,4.38,10.72,0.3,99
ABSL Low Duration Reg,Regular,526,Debt: Low Duration,INF209K01LQ0,103192,7.21,0.95,1.03,AAA,7,9,8,9,33,Low Risk,Good,5.26,6.73,5.98,4.9,6.44,5.71,70.32,4.38,10.72,0.3,99
Axis Treasury Advantage Reg,Regular,10738,Debt: Low Duration,INF846K01537,112214,7.2,0.94,1.04,AAA,7,9,8,9,33,Low Risk,Good,5.26,6.73,5.98,5.52,6.96,6.11,68.94,1.89,14.58,0.29,111
Axis Treasury Advantage Ret,Regular,10988,Debt: Low Duration,INF846K01537,112214,7.2,0.94,1.04,AAA,7,9,8,9,33,Low Risk,Good,5.26,6.73,5.98,5.52,6.96,6.11,68.94,1.89,14.58,0.29,111
Bajaj Finserv Low Duration Reg,Regular,45822,--,INF0QA701CC3,154203,7.13,0.87,0.89,AAA,6,9,9,9,33,Low Risk,Good,--,--,--,23,20,20,72.92,13.23,4.35,--,19
Bandhan Low Duration Reg,Regular,3128,Debt: Low Duration,INF194K01FU8,108632,7.04,0.97,1,AAA,6,9,9,9,33,Low Risk,Good,5.26,6.73,5.98,5.21,6.7,5.85,80.2,5.25,10.87,0.33,73
Baroda BNP Paribas Low Duration,Regular,2979,Debt: Low Duration,INF251K01DQ9,150165,7.24,0.88,0.94,AAA,7,9,9,9,34,Low Risk,Good,5.26,6.73,5.98,5.09,6.46,5.57,73.22,7.88,4.52,0.3,30
