Fund Name,Category,Subcategory,Company Name,Sector,P/E Ratio,% of Assets,ISIN,Scheme Code
360 ONE ELSS Tax Saver Nifty 50 Index Dir,equity,equity,HDFC Bank,Financial,16.13,10.51,INF579M01AN2,151165
360 ONE ELSS Tax Saver Nifty 50 Index Dir,equity,equity,ICICI Bank,Financial,18.37,8.28,INF579M01AN2,151165
360 ONE ELSS Tax Saver Nifty 50 Index Dir,equity,equity,Reliance Ind,Energy & Utilities,22.09,8.23,INF579M01AN2,151165
360 ONE ELSS Tax Saver Nifty 50 Index Dir,equity,equity,Bharti Airtel,Technology,42.24,5.05,INF579M01AN2,151165
360 ONE ELSS Tax Saver Nifty 50 Index Dir,equity,equity,Larsen & Toubro,Industrials,36.1,4.41,INF579M01AN2,151165
360 ONE ELSS Tax Saver Nifty 50 Index Dir,equity,equity,Infosys,Technology,14.35,3.75,INF579M01AN2,151165
360 ONE ELSS Tax Saver Nifty 50 Index Dir,equity,equity,SBI,Financial,11.58,3.69,INF579M01AN2,151165
360 ONE ELSS Tax Saver Nifty 50 Index Dir,equity,equity,Axis Bank,Financial,16.23,3.4,INF579M01AN2,151165
360 ONE ELSS Tax Saver Nifty 50 Index Dir,equity,equity,Kotak Bank,Financial,21.09,2.61,INF579M01AN2,151165
360 ONE ELSS Tax Saver Nifty 50 Index Dir,equity,equity,ITC,Consumer Staples,17.57,2.55,INF579M01AN2,151165
360 ONE ELSS Tax Saver Nifty 50 Index Dir,equity,equity,Mahindra & Mahindra,Consumer Discretionary,23.14,2.51,INF579M01AN2,151165
360 ONE ELSS Tax Saver Nifty 50 Index Dir,equity,equity,Bajaj Finance,Financial,32.08,2.24,INF579M01AN2,151165
360 ONE ELSS Tax Saver Nifty 50 Index Dir,equity,equity,Tata Consultancy,Technology,15.41,2.13,INF579M01AN2,151165
360 ONE ELSS Tax Saver Nifty 50 Index Dir,equity,equity,Hindustan Unilever,Consumer Staples,33.95,1.76,INF579M01AN2,151165
360 ONE ELSS Tax Saver Nifty 50 Index Dir,equity,equity,Sun Pharmaceutical,Healthcare,38.92,1.76,INF579M01AN2,151165
360 ONE ELSS Tax Saver Nifty 50 Index Dir,equity,equity,NTPC,Energy & Utilities,12.62,1.69,INF579M01AN2,151165
360 ONE ELSS Tax Saver Nifty 50 Index Dir,equity,equity,Eternal,Technology,673.02,1.66,INF579M01AN2,151165
360 ONE ELSS Tax Saver Nifty 50 Index Dir,equity,equity,Tata Steel,Materials,21.82,1.59,INF579M01AN2,151165
360 ONE ELSS Tax Saver Nifty 50 Index Dir,equity,equity,Maruti Suzuki,Consumer Discretionary,29.43,1.58,INF579M01AN2,151165
360 ONE ELSS Tax Saver Nifty 50 Index Dir,equity,equity,Titan,Consumer Discretionary,75.07,1.55,INF579M01AN2,151165
360 ONE ELSS Tax Saver Nifty 50 Index Dir,equity,equity,Hindalco Ind,Materials,15.99,1.5,INF579M01AN2,151165
360 ONE ELSS Tax Saver Nifty 50 Index Dir,equity,equity,Bharat Electronics,Industrials,49.05,1.36,INF579M01AN2,151165
360 ONE ELSS Tax Saver Nifty 50 Index Dir,equity,equity,Ultratech Cement,Materials,41.48,1.25,INF579M01AN2,151165
360 ONE ELSS Tax Saver Nifty 50 Index Dir,equity,equity,Shriram Finance,Financial,24.22,1.22,INF579M01AN2,151165
360 ONE ELSS Tax Saver Nifty 50 Index Dir,equity,equity,Adani Ports,Industrials,32.32,1.22,INF579M01AN2,151165
ABSL ELSS Tax Saver Dir,equity,equity,ICICI Bank,Financial,18.37,6.83,INF209K01UN8,119544
ABSL ELSS Tax Saver Dir,equity,equity,HDFC Bank,Financial,16.13,6.3,INF209K01UN8,119544
ABSL ELSS Tax Saver Dir,equity,equity,Infosys,Technology,14.35,4.14,INF209K01UN8,119544
ABSL ELSS Tax Saver Dir,equity,equity,Axis Bank,Financial,16.23,4.07,INF209K01UN8,119544
ABSL ELSS Tax Saver Dir,equity,equity,Reliance Ind,Energy & Utilities,22.09,3.95,INF209K01UN8,119544
ABSL ELSS Tax Saver Dir,equity,equity,SBI,Financial,11.58,3.72,INF209K01UN8,119544
ABSL ELSS Tax Saver Dir,equity,equity,Adani Ports,Industrials,32.32,3.16,INF209K01UN8,119544
ABSL ELSS Tax Saver Dir,equity,equity,Bharti Airtel,Technology,42.24,2.77,INF209K01UN8,119544
ABSL ELSS Tax Saver Dir,equity,equity,Hindalco Ind,Materials,15.99,2.63,INF209K01UN8,119544
ABSL ELSS Tax Saver Dir,equity,equity,Mahindra & Mahindra,Consumer Discretionary,23.14,2.53,INF209K01UN8,119544
ABSL ELSS Tax Saver Dir,equity,equity,The Federal Bank,Financial,18.41,2.49,INF209K01UN8,119544
ABSL ELSS Tax Saver Dir,equity,equity,Cummins India,Industrials,66.24,2.47,INF209K01UN8,119544
ABSL ELSS Tax Saver Dir,equity,equity,Tech Mahindra,Technology,29.27,2.4,INF209K01UN8,119544
ABSL ELSS Tax Saver Dir,equity,equity,Eternal,Technology,673.02,2.29,INF209K01UN8,119544
ABSL ELSS Tax Saver Dir,equity,equity,Sun Pharmaceutical,Healthcare,38.92,2.16,INF209K01UN8,119544
ABSL ELSS Tax Saver Dir,equity,equity,Varun Beverages,Consumer Staples,53.95,2.16,INF209K01UN8,119544
ABSL ELSS Tax Saver Dir,equity,equity,TVS Holdings,Consumer Discretionary,16.14,2.1,INF209K01UN8,119544
ABSL ELSS Tax Saver Dir,equity,equity,Larsen & Toubro,Industrials,36.1,2.04,INF209K01UN8,119544
ABSL ELSS Tax Saver Dir,equity,equity,Fortis Healthcare,Healthcare,69.15,1.95,INF209K01UN8,119544
ABSL ELSS Tax Saver Dir,equity,equity,Adani Power,Energy & Utilities,34.45,1.8,INF209K01UN8,119544
ABSL ELSS Tax Saver Dir,equity,equity,Godrej Consumer,Consumer Staples,56.83,1.79,INF209K01UN8,119544
ABSL ELSS Tax Saver Dir,equity,equity,CAMS,Financial,41.63,1.67,INF209K01UN8,119544
ABSL ELSS Tax Saver Dir,equity,equity,Bajaj Finance,Financial,32.08,1.64,INF209K01UN8,119544
ABSL ELSS Tax Saver Dir,equity,equity,Emcure Pharmaceuticals,Healthcare,38.62,1.61,INF209K01UN8,119544
ABSL ELSS Tax Saver Dir,equity,equity,NTPC,Energy & Utilities,12.62,1.54,INF209K01UN8,119544
Axis ELSS Tax Saver Dir,equity,equity,ICICI Bank,Financial,18.37,7.26,INF846K01EW2,120503
Axis ELSS Tax Saver Dir,equity,equity,HDFC Bank,Financial,16.13,5.54,INF846K01EW2,120503
Axis ELSS Tax Saver Dir,equity,equity,Bharti Airtel,Technology,42.24,4.26,INF846K01EW2,120503
Axis ELSS Tax Saver Dir,equity,equity,Bajaj Finance,Financial,32.08,3.56,INF846K01EW2,120503
Axis ELSS Tax Saver Dir,equity,equity,Reliance Ind,Energy & Utilities,22.09,3.37,INF846K01EW2,120503
Axis ELSS Tax Saver Dir,equity,equity,Infosys,Technology,14.35,3.14,INF846K01EW2,120503
Axis ELSS Tax Saver Dir,equity,equity,Larsen & Toubro,Industrials,36.1,3.08,INF846K01EW2,120503
Axis ELSS Tax Saver Dir,equity,equity,SBI,Financial,11.58,2.92,INF846K01EW2,120503
Axis ELSS Tax Saver Dir,equity,equity,Eternal,Technology,673.02,2.75,INF846K01EW2,120503
Axis ELSS Tax Saver Dir,equity,equity,Mahindra & Mahindra,Consumer Discretionary,23.14,2.63,INF846K01EW2,120503
Axis ELSS Tax Saver Dir,equity,equity,Pidilite Ind,Materials,66.32,2.6,INF846K01EW2,120503
Axis ELSS Tax Saver Dir,equity,equity,Axis Bank,Financial,16.23,2.31,INF846K01EW2,120503
Axis ELSS Tax Saver Dir,equity,equity,Ultratech Cement,Materials,41.48,2.22,INF846K01EW2,120503
Axis ELSS Tax Saver Dir,equity,equity,CG Power,Industrials,123.08,2.2,INF846K01EW2,120503
Axis ELSS Tax Saver Dir,equity,equity,Cholamandalam Inv,Financial,29.33,2.18,INF846K01EW2,120503
Axis ELSS Tax Saver Dir,equity,equity,Divi's Lab,Healthcare,69.37,2.15,INF846K01EW2,120503
Axis ELSS Tax Saver Dir,equity,equity,Kotak Bank,Financial,21.09,2.02,INF846K01EW2,120503
Axis ELSS Tax Saver Dir,equity,equity,Sun Pharmaceutical,Healthcare,38.92,1.55,INF846K01EW2,120503
Axis ELSS Tax Saver Dir,equity,equity,PI,Materials,30.83,1.54,INF846K01EW2,120503
Axis ELSS Tax Saver Dir,equity,equity,Titan,Consumer Discretionary,75.07,1.54,INF846K01EW2,120503
Axis ELSS Tax Saver Dir,equity,equity,Interglobe Aviation,Industrials,,1.48,INF846K01EW2,120503
Axis ELSS Tax Saver Dir,equity,equity,The Indian Hotels,Consumer Discretionary,49.18,1.48,INF846K01EW2,120503
Axis ELSS Tax Saver Dir,equity,equity,PB Fintech,Financial,111.86,1.37,INF846K01EW2,120503
Axis ELSS Tax Saver Dir,equity,equity,Torrent Power,Energy & Utilities,29.45,1.36,INF846K01EW2,120503
Axis ELSS Tax Saver Dir,equity,equity,Tata Consultancy,Technology,15.41,1.36,INF846K01EW2,120503
Bajaj Finserv ELSS Tax Saver Dir,equity,equity,HDFC Bank,Financial,16.13,5.89,INF0QA701AK0,153201
Bajaj Finserv ELSS Tax Saver Dir,equity,equity,Reliance Ind,Energy & Utilities,22.09,5.63,INF0QA701AK0,153201
Bajaj Finserv ELSS Tax Saver Dir,equity,equity,ICICI Bank,Financial,18.37,5.57,INF0QA701AK0,153201
Bajaj Finserv ELSS Tax Saver Dir,equity,equity,SBI,Financial,11.58,5.35,INF0QA701AK0,153201
Bajaj Finserv ELSS Tax Saver Dir,equity,equity,Nitin Spinners,Consumer Discretionary,17.42,4.08,INF0QA701AK0,153201
Bajaj Finserv ELSS Tax Saver Dir,equity,equity,Crompton Greaves,Consumer Discretionary,,3.38,INF0QA701AK0,153201
Bajaj Finserv ELSS Tax Saver Dir,equity,equity,Bandhan Bank,Financial,26.57,3.05,INF0QA701AK0,153201
Bajaj Finserv ELSS Tax Saver Dir,equity,equity,Zydus Wellness,Consumer Staples,83.28,3.04,INF0QA701AK0,153201
Bajaj Finserv ELSS Tax Saver Dir,equity,equity,Larsen & Toubro,Industrials,36.1,2.91,INF0QA701AK0,153201
Bajaj Finserv ELSS Tax Saver Dir,equity,equity,Timken India,Industrials,66.17,2.87,INF0QA701AK0,153201
Bajaj Finserv ELSS Tax Saver Dir,equity,equity,Tata Steel,Materials,21.82,2.82,INF0QA701AK0,153201
Bajaj Finserv ELSS Tax Saver Dir,equity,equity,Divi's Lab,Healthcare,69.37,2.8,INF0QA701AK0,153201
Bajaj Finserv ELSS Tax Saver Dir,equity,equity,TD Power Systems,Industrials,82.04,2.78,INF0QA701AK0,153201
Bajaj Finserv ELSS Tax Saver Dir,equity,equity,Five-Star Business,Financial,13.33,2.67,INF0QA701AK0,153201
Bajaj Finserv ELSS Tax Saver Dir,equity,equity,Glenmark Pharmaceuticals,Healthcare,44.62,2.63,INF0QA701AK0,153201
Bajaj Finserv ELSS Tax Saver Dir,equity,equity,Gabriel India,Consumer Discretionary,70.02,2.58,INF0QA701AK0,153201
Bajaj Finserv ELSS Tax Saver Dir,equity,equity,JK Cement,Materials,43.41,2.5,INF0QA701AK0,153201
Bajaj Finserv ELSS Tax Saver Dir,equity,equity,Infosys,Technology,14.35,2.49,INF0QA701AK0,153201
Bajaj Finserv ELSS Tax Saver Dir,equity,equity,SAIL,Materials,20.94,2.24,INF0QA701AK0,153201
Bajaj Finserv ELSS Tax Saver Dir,equity,equity,Pondy Oxides,Materials,30.92,2.18,INF0QA701AK0,153201
Bajaj Finserv ELSS Tax Saver Dir,equity,equity,Indigo Paints,Materials,33.04,2.17,INF0QA701AK0,153201
Bajaj Finserv ELSS Tax Saver Dir,equity,equity,Eternal,Technology,673.02,2.05,INF0QA701AK0,153201
Bajaj Finserv ELSS Tax Saver Dir,equity,equity,Bharat Dynamics,Industrials,119.29,1.74,INF0QA701AK0,153201
Bajaj Finserv ELSS Tax Saver Dir,equity,equity,Sun Pharmaceutical,Healthcare,38.92,1.65,INF0QA701AK0,153201
Bajaj Finserv ELSS Tax Saver Dir,equity,equity,SJS Enterprises,Consumer Discretionary,40.14,1.63,INF0QA701AK0,153201
Bandhan ELSS Tax Saver Dir,equity,equity,HDFC Bank,Financial,16.13,7.37,INF194K01Y29,118473
Bandhan ELSS Tax Saver Dir,equity,equity,Reliance Ind,Energy & Utilities,22.09,6.44,INF194K01Y29,118473
Bandhan ELSS Tax Saver Dir,equity,equity,Kotak Bank,Financial,21.09,5.11,INF194K01Y29,118473
Bandhan ELSS Tax Saver Dir,equity,equity,ICICI Bank,Financial,18.37,5.01,INF194K01Y29,118473
Bandhan ELSS Tax Saver Dir,equity,equity,Tata Consultancy,Technology,15.41,3.84,INF194K01Y29,118473
Bandhan ELSS Tax Saver Dir,equity,equity,Axis Bank,Financial,16.23,3.47,INF194K01Y29,118473
Bandhan ELSS Tax Saver Dir,equity,equity,Sterlite Tech,Technology,534.15,3.17,INF194K01Y29,118473
Bandhan ELSS Tax Saver Dir,equity,equity,Infosys,Technology,14.35,2.74,INF194K01Y29,118473
Bandhan ELSS Tax Saver Dir,equity,equity,Maruti Suzuki,Consumer Discretionary,29.43,2.62,INF194K01Y29,118473
Bandhan ELSS Tax Saver Dir,equity,equity,Bharti Airtel,Technology,42.24,2.57,INF194K01Y29,118473
Bandhan ELSS Tax Saver Dir,equity,equity,Larsen & Toubro,Industrials,36.1,2.56,INF194K01Y29,118473
Bandhan ELSS Tax Saver Dir,equity,equity,Jindal Steel,Materials,32.08,2.14,INF194K01Y29,118473
Bandhan ELSS Tax Saver Dir,equity,equity,Dr. Reddy'S Labs,Healthcare,26.85,1.93,INF194K01Y29,118473
Bandhan ELSS Tax Saver Dir,equity,equity,ITC,Consumer Staples,17.57,1.91,INF194K01Y29,118473
Bandhan ELSS Tax Saver Dir,equity,equity,Mahin & Mahin Fin,Financial,16.03,1.91,INF194K01Y29,118473
Bandhan ELSS Tax Saver Dir,equity,equity,Titan,Consumer Discretionary,75.07,1.81,INF194K01Y29,118473
Bandhan ELSS Tax Saver Dir,equity,equity,Avenue Supermarts,Consumer Staples,94.29,1.8,INF194K01Y29,118473
Bandhan ELSS Tax Saver Dir,equity,equity,Nestle India,Consumer Staples,77.32,1.79,INF194K01Y29,118473
Bandhan ELSS Tax Saver Dir,equity,equity,Bajaj Finserv,Financial,28.81,1.71,INF194K01Y29,118473
Bandhan ELSS Tax Saver Dir,equity,equity,ICICI Lombard,Financial,35.88,1.66,INF194K01Y29,118473
Bandhan ELSS Tax Saver Dir,equity,equity,CG Power,Industrials,123.08,1.63,INF194K01Y29,118473
Bandhan ELSS Tax Saver Dir,equity,equity,Poonawalla Fincorp,Financial,71.5,1.61,INF194K01Y29,118473
Bandhan ELSS Tax Saver Dir,equity,equity,IDFC First Bank,Financial,42.37,1.58,INF194K01Y29,118473
Bandhan ELSS Tax Saver Dir,equity,equity,United Spirits,Consumer Staples,54.79,1.5,INF194K01Y29,118473
Bandhan ELSS Tax Saver Dir,equity,equity,HDFC Life,Financial,,1.49,INF194K01Y29,118473
Bank of Ind Midcap Tax 2 Dir,equity,equity,Lloyds Metals,Materials,26.32,5.26,INF955L01JF3,152898
Bank of Ind Midcap Tax 2 Dir,equity,equity,Maharashtra Bank,Financial,9.73,4.91,INF955L01JF3,152898
Bank of Ind Midcap Tax 2 Dir,equity,equity,SAIL,Materials,20.94,4.56,INF955L01JF3,152898
Bank of Ind Midcap Tax 2 Dir,equity,equity,UNO Minda,Consumer Discretionary,54.85,4.38,INF955L01JF3,152898
Bank of Ind Midcap Tax 2 Dir,equity,equity,PB Fintech,Financial,111.86,3.51,INF955L01JF3,152898
Bank of Ind Midcap Tax 2 Dir,equity,equity,HDFC Bank,Financial,16.13,3.47,INF955L01JF3,152898
Bank of Ind Midcap Tax 2 Dir,equity,equity,Oberoi Realty,Real Estate,25.37,3.44,INF955L01JF3,152898
Bank of Ind Midcap Tax 2 Dir,equity,equity,Aurobindo Pharma,Healthcare,25.53,3.22,INF955L01JF3,152898
Bank of Ind Midcap Tax 2 Dir,equity,equity,Coforge,Technology,42.49,3.19,INF955L01JF3,152898
Bank of Ind Midcap Tax 2 Dir,equity,equity,The Federal Bank,Financial,18.41,2.92,INF955L01JF3,152898
Bank of Ind Midcap Tax 2 Dir,equity,equity,Quality Power Electrical Equipments,Industrials,80.4,2.85,INF955L01JF3,152898
Bank of Ind Midcap Tax 2 Dir,equity,equity,ICICI Lombard,Financial,35.88,2.6,INF955L01JF3,152898
Bank of Ind Midcap Tax 2 Dir,equity,equity,Hitachi Energy,Industrials,153.22,2.43,INF955L01JF3,152898
Bank of Ind Midcap Tax 2 Dir,equity,equity,Jindal Stainless,Materials,17.94,2.38,INF955L01JF3,152898
Bank of Ind Midcap Tax 2 Dir,equity,equity,Abbott India,Healthcare,35.04,2.37,INF955L01JF3,152898
Bank of Ind Midcap Tax 2 Dir,equity,equity,Xpro India,Materials,163.76,2.32,INF955L01JF3,152898
Bank of Ind Midcap Tax 2 Dir,equity,equity,Lupin,Healthcare,20.08,2.21,INF955L01JF3,152898
Bank of Ind Midcap Tax 2 Dir,equity,equity,Schaeffler India,Industrials,53.44,2.1,INF955L01JF3,152898
Bank of Ind Midcap Tax 2 Dir,equity,equity,Housing & Urban Dev,Financial,10.33,2.05,INF955L01JF3,152898
Bank of Ind Midcap Tax 2 Dir,equity,equity,FSN E-Commerce,Consumer Discretionary,432.72,1.99,INF955L01JF3,152898
Bank of Ind Midcap Tax 2 Dir,equity,equity,Dixon Technologies,Consumer Discretionary,51,1.91,INF955L01JF3,152898
Bank of Ind Midcap Tax 2 Dir,equity,equity,One97 Comm,Industrials,130.26,1.84,INF955L01JF3,152898
Bank of Ind Midcap Tax 2 Dir,equity,equity,Bharti Hexacom,Technology,42.7,1.81,INF955L01JF3,152898
Bank of Ind Midcap Tax 2 Dir,equity,equity,Indian Bank,Financial,9.58,1.72,INF955L01JF3,152898
Bank of Ind Midcap Tax 2 Dir,equity,equity,Reliance Ind,Energy & Utilities,22.09,1.71,INF955L01JF3,152898
Bank of India ELSS Tax Saver Fund Dir,equity,equity,SBI,Financial,11.58,4.08,INF761K01884,119351
Bank of India ELSS Tax Saver Fund Dir,equity,equity,Hindustan Aero,Industrials,32.05,3.43,INF761K01884,119351
Bank of India ELSS Tax Saver Fund Dir,equity,equity,Acutaas Chemicals,Healthcare,75.78,3.24,INF761K01884,119351
Bank of India ELSS Tax Saver Fund Dir,equity,equity,Bharti Airtel,Technology,42.24,3.11,INF761K01884,119351
Bank of India ELSS Tax Saver Fund Dir,equity,equity,ICICI Bank,Financial,18.37,3.05,INF761K01884,119351
Bank of India ELSS Tax Saver Fund Dir,equity,equity,Adani Ports,Industrials,32.32,2.93,INF761K01884,119351
Bank of India ELSS Tax Saver Fund Dir,equity,equity,NTPC,Energy & Utilities,12.62,2.92,INF761K01884,119351
Bank of India ELSS Tax Saver Fund Dir,equity,equity,HDFC Bank,Financial,16.13,2.86,INF761K01884,119351
Bank of India ELSS Tax Saver Fund Dir,equity,equity,Power Fin.,Financial,5.51,2.75,INF761K01884,119351
Bank of India ELSS Tax Saver Fund Dir,equity,equity,UNO Minda,Consumer Discretionary,54.85,2.64,INF761K01884,119351
Bank of India ELSS Tax Saver Fund Dir,equity,equity,Quality Power Electrical Equipments,Industrials,80.4,2.5,INF761K01884,119351
Bank of India ELSS Tax Saver Fund Dir,equity,equity,LG Electronics India,Consumer Discretionary,63.27,2.4,INF761K01884,119351
Bank of India ELSS Tax Saver Fund Dir,equity,equity,HEG,Industrials,29.43,2.38,INF761K01884,119351
Bank of India ELSS Tax Saver Fund Dir,equity,equity,Vedanta Aluminium Metal,Materials,,2.31,INF761K01884,119351
Bank of India ELSS Tax Saver Fund Dir,equity,equity,Dr. Reddy'S Labs,Healthcare,26.85,2.17,INF761K01884,119351
Bank of India ELSS Tax Saver Fund Dir,equity,equity,Vedanta,Materials,6.15,2.17,INF761K01884,119351
Bank of India ELSS Tax Saver Fund Dir,equity,equity,Reliance Ind,Energy & Utilities,22.09,2.15,INF761K01884,119351
Bank of India ELSS Tax Saver Fund Dir,equity,equity,Tata Steel,Materials,21.82,2.11,INF761K01884,119351
Bank of India ELSS Tax Saver Fund Dir,equity,equity,National Aluminium,Materials,10.52,2.1,INF761K01884,119351
Bank of India ELSS Tax Saver Fund Dir,equity,equity,Indian Bank,Financial,9.58,2.05,INF761K01884,119351
Bank of India ELSS Tax Saver Fund Dir,equity,equity,Ambuja Cements,Materials,22.26,2.01,INF761K01884,119351
Bank of India ELSS Tax Saver Fund Dir,equity,equity,Coromandel Intl,Materials,30.15,1.99,INF761K01884,119351
Bank of India ELSS Tax Saver Fund Dir,equity,equity,Balrampur Mills,Consumer Staples,29.76,1.88,INF761K01884,119351
Bank of India ELSS Tax Saver Fund Dir,equity,equity,Bharat Electronics,Industrials,49.05,1.72,INF761K01884,119351
Bank of India ELSS Tax Saver Fund Dir,equity,equity,Prudent,Financial,55.62,1.7,INF761K01884,119351
Bank of India Midcap Tax Sr 1 Dir,equity,equity,Maharashtra Bank,Financial,9.73,4.31,INF761K01DS3,141950
Bank of India Midcap Tax Sr 1 Dir,equity,equity,UNO Minda,Consumer Discretionary,54.85,4.26,INF761K01DS3,141950
Bank of India Midcap Tax Sr 1 Dir,equity,equity,Hitachi Energy,Industrials,153.22,4.21,INF761K01DS3,141950
Bank of India Midcap Tax Sr 1 Dir,equity,equity,Lloyds Metals,Materials,26.32,3.92,INF761K01DS3,141950
Bank of India Midcap Tax Sr 1 Dir,equity,equity,PB Fintech,Financial,111.86,3.58,INF761K01DS3,141950
Bank of India Midcap Tax Sr 1 Dir,equity,equity,Aurobindo Pharma,Healthcare,25.53,3.03,INF761K01DS3,141950
Bank of India Midcap Tax Sr 1 Dir,equity,equity,HDFC Bank,Financial,16.13,3,INF761K01DS3,141950
Bank of India Midcap Tax Sr 1 Dir,equity,equity,Indian Bank,Financial,9.58,3,INF761K01DS3,141950
Bank of India Midcap Tax Sr 1 Dir,equity,equity,SAIL,Materials,20.94,2.95,INF761K01DS3,141950
Bank of India Midcap Tax Sr 1 Dir,equity,equity,Schaeffler India,Industrials,53.44,2.84,INF761K01DS3,141950
Bank of India Midcap Tax Sr 1 Dir,equity,equity,Quality Power Electrical Equipments,Industrials,80.4,2.82,INF761K01DS3,141950
Bank of India Midcap Tax Sr 1 Dir,equity,equity,FSN E-Commerce,Consumer Discretionary,432.72,2.49,INF761K01DS3,141950
Bank of India Midcap Tax Sr 1 Dir,equity,equity,Radico Khaitan,Consumer Staples,84.81,2.42,INF761K01DS3,141950
Bank of India Midcap Tax Sr 1 Dir,equity,equity,KSH International,Industrials,51.92,2.35,INF761K01DS3,141950
Bank of India Midcap Tax Sr 1 Dir,equity,equity,Abbott India,Healthcare,35.04,2.25,INF761K01DS3,141950
Bank of India Midcap Tax Sr 1 Dir,equity,equity,CG Power,Industrials,123.08,2.17,INF761K01DS3,141950
Bank of India Midcap Tax Sr 1 Dir,equity,equity,NTPC Green Energy,Energy & Utilities,154.31,2.09,INF761K01DS3,141950
Bank of India Midcap Tax Sr 1 Dir,equity,equity,Navin Fluorine,Materials,58.8,2.08,INF761K01DS3,141950
Bank of India Midcap Tax Sr 1 Dir,equity,equity,Bharat Forge,Consumer Discretionary,94.99,2.02,INF761K01DS3,141950
Bank of India Midcap Tax Sr 1 Dir,equity,equity,GE Vernova T&D,Industrials,104.68,2.02,INF761K01DS3,141950
Bank of India Midcap Tax Sr 1 Dir,equity,equity,The Federal Bank,Financial,18.41,1.96,INF761K01DS3,141950
Bank of India Midcap Tax Sr 1 Dir,equity,equity,ICICI Lombard,Financial,35.88,1.96,INF761K01DS3,141950
Bank of India Midcap Tax Sr 1 Dir,equity,equity,ICICI Bank,Financial,18.37,1.95,INF761K01DS3,141950
Bank of India Midcap Tax Sr 1 Dir,equity,equity,Linde India,Materials,109.09,1.93,INF761K01DS3,141950
Bank of India Midcap Tax Sr 1 Dir,equity,equity,Canara Bank,Financial,6.55,1.85,INF761K01DS3,141950
Baroda BNP Paribas ELSS Tax Saver Dir,equity,equity,HDFC Bank,Financial,16.13,4.64,INF251K01HF3,150159
Baroda BNP Paribas ELSS Tax Saver Dir,equity,equity,Reliance Ind,Energy & Utilities,22.09,4.22,INF251K01HF3,150159
Baroda BNP Paribas ELSS Tax Saver Dir,equity,equity,Hitachi Energy,Industrials,153.22,3.82,INF251K01HF3,150159
Baroda BNP Paribas ELSS Tax Saver Dir,equity,equity,SBI,Financial,11.58,3.61,INF251K01HF3,150159
Baroda BNP Paribas ELSS Tax Saver Dir,equity,equity,ICICI Bank,Financial,18.37,3.56,INF251K01HF3,150159
Baroda BNP Paribas ELSS Tax Saver Dir,equity,equity,Bharat Heavy Elect,Industrials,87.56,3.32,INF251K01HF3,150159
Baroda BNP Paribas ELSS Tax Saver Dir,equity,equity,Larsen & Toubro,Industrials,36.1,3.01,INF251K01HF3,150159
Baroda BNP Paribas ELSS Tax Saver Dir,equity,equity,Bharti Airtel,Technology,42.24,3.01,INF251K01HF3,150159
Baroda BNP Paribas ELSS Tax Saver Dir,equity,equity,Hindalco Ind,Materials,15.99,2.81,INF251K01HF3,150159
Baroda BNP Paribas ELSS Tax Saver Dir,equity,equity,Navin Fluorine,Materials,58.8,2.56,INF251K01HF3,150159
Baroda BNP Paribas ELSS Tax Saver Dir,equity,equity,Titan,Consumer Discretionary,75.07,2.54,INF251K01HF3,150159
Baroda BNP Paribas ELSS Tax Saver Dir,equity,equity,Radico Khaitan,Consumer Staples,84.81,2.39,INF251K01HF3,150159
Baroda BNP Paribas ELSS Tax Saver Dir,equity,equity,Axis Bank,Financial,16.23,2.33,INF251K01HF3,150159
Baroda BNP Paribas ELSS Tax Saver Dir,equity,equity,Linde India,Materials,109.09,2.31,INF251K01HF3,150159
Baroda BNP Paribas ELSS Tax Saver Dir,equity,equity,TVS Motor,Consumer Discretionary,56.21,2.3,INF251K01HF3,150159
Baroda BNP Paribas ELSS Tax Saver Dir,equity,equity,Tech Mahindra,Technology,29.27,2.26,INF251K01HF3,150159
Baroda BNP Paribas ELSS Tax Saver Dir,equity,equity,Sagility,Industrials,20.43,2.14,INF251K01HF3,150159
Baroda BNP Paribas ELSS Tax Saver Dir,equity,equity,Sun Pharmaceutical,Healthcare,38.92,2.07,INF251K01HF3,150159
Baroda BNP Paribas ELSS Tax Saver Dir,equity,equity,Cummins India,Industrials,66.24,2,INF251K01HF3,150159
Baroda BNP Paribas ELSS Tax Saver Dir,equity,equity,Nippon Life AMC,Financial,47.61,2,INF251K01HF3,150159
Baroda BNP Paribas ELSS Tax Saver Dir,equity,equity,Bharat Electronics,Industrials,49.05,1.98,INF251K01HF3,150159
Baroda BNP Paribas ELSS Tax Saver Dir,equity,equity,Maruti Suzuki,Consumer Discretionary,29.43,1.86,INF251K01HF3,150159
Baroda BNP Paribas ELSS Tax Saver Dir,equity,equity,Britannia Ind,Consumer Staples,49.79,1.78,INF251K01HF3,150159
Baroda BNP Paribas ELSS Tax Saver Dir,equity,equity,Max Financial,Financial,663,1.72,INF251K01HF3,150159
Baroda BNP Paribas ELSS Tax Saver Dir,equity,equity,Infosys,Technology,14.35,1.71,INF251K01HF3,150159
Canara Robeco ELSS Tax Saver Dir,equity,equity,ICICI Bank,Financial,18.37,6.44,INF760K01EL8,118285
Canara Robeco ELSS Tax Saver Dir,equity,equity,HDFC Bank,Financial,16.13,6.3,INF760K01EL8,118285
Canara Robeco ELSS Tax Saver Dir,equity,equity,Reliance Ind,Energy & Utilities,22.09,4.06,INF760K01EL8,118285
