Fund Name,Category,Subcategory,Company Name,Sector,P/E Ratio,% of Assets,ISIN,Scheme Code
360 ONE ELSS Tax Saver Nifty 50 Index Dir,equity,ELSS (Tax Saver),HDFC Bank,Financial,16.23,10.51,INF579M01AN2,151165
360 ONE ELSS Tax Saver Nifty 50 Index Dir,equity,ELSS (Tax Saver),ICICI Bank,Financial,18.66,8.28,INF579M01AN2,151165
360 ONE ELSS Tax Saver Nifty 50 Index Dir,equity,ELSS (Tax Saver),Reliance Ind,Energy & Utilities,21.85,8.23,INF579M01AN2,151165
360 ONE ELSS Tax Saver Nifty 50 Index Dir,equity,ELSS (Tax Saver),Bharti Airtel,Technology,43.61,5.05,INF579M01AN2,151165
360 ONE ELSS Tax Saver Nifty 50 Index Dir,equity,ELSS (Tax Saver),Larsen & Toubro,Industrials,34.44,4.41,INF579M01AN2,151165
360 ONE ELSS Tax Saver Nifty 50 Index Dir,equity,ELSS (Tax Saver),Infosys,Technology,14.43,3.75,INF579M01AN2,151165
360 ONE ELSS Tax Saver Nifty 50 Index Dir,equity,ELSS (Tax Saver),SBI,Financial,11.52,3.69,INF579M01AN2,151165
360 ONE ELSS Tax Saver Nifty 50 Index Dir,equity,ELSS (Tax Saver),Axis Bank,Financial,15.83,3.4,INF579M01AN2,151165
360 ONE ELSS Tax Saver Nifty 50 Index Dir,equity,ELSS (Tax Saver),Kotak Bank,Financial,20.46,2.61,INF579M01AN2,151165
360 ONE ELSS Tax Saver Nifty 50 Index Dir,equity,ELSS (Tax Saver),ITC,Consumer Staples,17.56,2.55,INF579M01AN2,151165
360 ONE ELSS Tax Saver Nifty 50 Index Dir,equity,ELSS (Tax Saver),Mahindra & Mahindra,Consumer Discretionary,22.82,2.51,INF579M01AN2,151165
360 ONE ELSS Tax Saver Nifty 50 Index Dir,equity,ELSS (Tax Saver),Bajaj Finance,Financial,33.82,2.24,INF579M01AN2,151165
360 ONE ELSS Tax Saver Nifty 50 Index Dir,equity,ELSS (Tax Saver),Tata Consultancy,Technology,15.39,2.13,INF579M01AN2,151165
360 ONE ELSS Tax Saver Nifty 50 Index Dir,equity,ELSS (Tax Saver),Hindustan Unilever,Consumer Staples,34.38,1.76,INF579M01AN2,151165
360 ONE ELSS Tax Saver Nifty 50 Index Dir,equity,ELSS (Tax Saver),Sun Pharmaceutical,Healthcare,39.81,1.76,INF579M01AN2,151165
360 ONE ELSS Tax Saver Nifty 50 Index Dir,equity,ELSS (Tax Saver),NTPC,Energy & Utilities,12.77,1.69,INF579M01AN2,151165
360 ONE ELSS Tax Saver Nifty 50 Index Dir,equity,ELSS (Tax Saver),Eternal,Technology,741.97,1.66,INF579M01AN2,151165
360 ONE ELSS Tax Saver Nifty 50 Index Dir,equity,ELSS (Tax Saver),Tata Steel,Materials,21.96,1.59,INF579M01AN2,151165
360 ONE ELSS Tax Saver Nifty 50 Index Dir,equity,ELSS (Tax Saver),Maruti Suzuki,Consumer Discretionary,30.77,1.58,INF579M01AN2,151165
360 ONE ELSS Tax Saver Nifty 50 Index Dir,equity,ELSS (Tax Saver),Titan,Consumer Discretionary,78.05,1.55,INF579M01AN2,151165
360 ONE ELSS Tax Saver Nifty 50 Index Dir,equity,ELSS (Tax Saver),Hindalco Ind,Materials,15.99,1.5,INF579M01AN2,151165
360 ONE ELSS Tax Saver Nifty 50 Index Dir,equity,ELSS (Tax Saver),Bharat Electronics,Industrials,50.4,1.36,INF579M01AN2,151165
360 ONE ELSS Tax Saver Nifty 50 Index Dir,equity,ELSS (Tax Saver),Ultratech Cement,Materials,42.3,1.25,INF579M01AN2,151165
360 ONE ELSS Tax Saver Nifty 50 Index Dir,equity,ELSS (Tax Saver),Shriram Finance,Financial,24.95,1.22,INF579M01AN2,151165
360 ONE ELSS Tax Saver Nifty 50 Index Dir,equity,ELSS (Tax Saver),Adani Ports,Industrials,33.72,1.22,INF579M01AN2,151165
ABSL ELSS Tax Saver Dir,equity,ELSS (Tax Saver),ICICI Bank,Financial,18.66,6.83,INF209K01P23,119543
ABSL ELSS Tax Saver Dir,equity,ELSS (Tax Saver),HDFC Bank,Financial,16.23,6.3,INF209K01P23,119543
ABSL ELSS Tax Saver Dir,equity,ELSS (Tax Saver),Infosys,Technology,14.43,4.14,INF209K01P23,119543
ABSL ELSS Tax Saver Dir,equity,ELSS (Tax Saver),Axis Bank,Financial,15.83,4.07,INF209K01P23,119543
ABSL ELSS Tax Saver Dir,equity,ELSS (Tax Saver),Reliance Ind,Energy & Utilities,21.85,3.95,INF209K01P23,119543
ABSL ELSS Tax Saver Dir,equity,ELSS (Tax Saver),SBI,Financial,11.52,3.72,INF209K01P23,119543
ABSL ELSS Tax Saver Dir,equity,ELSS (Tax Saver),Adani Ports,Industrials,33.72,3.16,INF209K01P23,119543
ABSL ELSS Tax Saver Dir,equity,ELSS (Tax Saver),Bharti Airtel,Technology,43.61,2.77,INF209K01P23,119543
ABSL ELSS Tax Saver Dir,equity,ELSS (Tax Saver),Hindalco Ind,Materials,15.99,2.63,INF209K01P23,119543
ABSL ELSS Tax Saver Dir,equity,ELSS (Tax Saver),Mahindra & Mahindra,Consumer Discretionary,22.82,2.53,INF209K01P23,119543
ABSL ELSS Tax Saver Dir,equity,ELSS (Tax Saver),The Federal Bank,Financial,18.6,2.49,INF209K01P23,119543
ABSL ELSS Tax Saver Dir,equity,ELSS (Tax Saver),Cummins India,Industrials,64.21,2.47,INF209K01P23,119543
ABSL ELSS Tax Saver Dir,equity,ELSS (Tax Saver),Tech Mahindra,Technology,28.73,2.4,INF209K01P23,119543
ABSL ELSS Tax Saver Dir,equity,ELSS (Tax Saver),Eternal,Technology,741.97,2.29,INF209K01P23,119543
ABSL ELSS Tax Saver Dir,equity,ELSS (Tax Saver),Sun Pharmaceutical,Healthcare,39.81,2.16,INF209K01P23,119543
ABSL ELSS Tax Saver Dir,equity,ELSS (Tax Saver),Varun Beverages,Consumer Staples,54.75,2.16,INF209K01P23,119543
ABSL ELSS Tax Saver Dir,equity,ELSS (Tax Saver),TVS Holdings,Consumer Discretionary,16.81,2.1,INF209K01P23,119543
ABSL ELSS Tax Saver Dir,equity,ELSS (Tax Saver),Larsen & Toubro,Industrials,34.44,2.04,INF209K01P23,119543
ABSL ELSS Tax Saver Dir,equity,ELSS (Tax Saver),Fortis Healthcare,Healthcare,70.63,1.95,INF209K01P23,119543
ABSL ELSS Tax Saver Dir,equity,ELSS (Tax Saver),Adani Power,Energy & Utilities,33.32,1.8,INF209K01P23,119543
ABSL ELSS Tax Saver Dir,equity,ELSS (Tax Saver),Godrej Consumer,Consumer Staples,59.14,1.79,INF209K01P23,119543
ABSL ELSS Tax Saver Dir,equity,ELSS (Tax Saver),CAMS,Financial,41.62,1.67,INF209K01P23,119543
ABSL ELSS Tax Saver Dir,equity,ELSS (Tax Saver),Bajaj Finance,Financial,33.82,1.64,INF209K01P23,119543
ABSL ELSS Tax Saver Dir,equity,ELSS (Tax Saver),Emcure Pharmaceuticals,Healthcare,37.7,1.61,INF209K01P23,119543
ABSL ELSS Tax Saver Dir,equity,ELSS (Tax Saver),NTPC,Energy & Utilities,12.77,1.54,INF209K01P23,119543
Axis ELSS Tax Saver Dir,equity,ELSS (Tax Saver),ICICI Bank,Financial,18.66,7.26,INF846K01EW2,120503
Axis ELSS Tax Saver Dir,equity,ELSS (Tax Saver),HDFC Bank,Financial,16.23,5.54,INF846K01EW2,120503
Axis ELSS Tax Saver Dir,equity,ELSS (Tax Saver),Bharti Airtel,Technology,43.61,4.26,INF846K01EW2,120503
Axis ELSS Tax Saver Dir,equity,ELSS (Tax Saver),Bajaj Finance,Financial,33.82,3.56,INF846K01EW2,120503
Axis ELSS Tax Saver Dir,equity,ELSS (Tax Saver),Reliance Ind,Energy & Utilities,21.85,3.37,INF846K01EW2,120503
Axis ELSS Tax Saver Dir,equity,ELSS (Tax Saver),Infosys,Technology,14.43,3.14,INF846K01EW2,120503
Axis ELSS Tax Saver Dir,equity,ELSS (Tax Saver),Larsen & Toubro,Industrials,34.44,3.08,INF846K01EW2,120503
Axis ELSS Tax Saver Dir,equity,ELSS (Tax Saver),SBI,Financial,11.52,2.92,INF846K01EW2,120503
Axis ELSS Tax Saver Dir,equity,ELSS (Tax Saver),Eternal,Technology,741.97,2.75,INF846K01EW2,120503
Axis ELSS Tax Saver Dir,equity,ELSS (Tax Saver),Mahindra & Mahindra,Consumer Discretionary,22.82,2.63,INF846K01EW2,120503
Axis ELSS Tax Saver Dir,equity,ELSS (Tax Saver),Pidilite Ind,Materials,66.42,2.6,INF846K01EW2,120503
Axis ELSS Tax Saver Dir,equity,ELSS (Tax Saver),Axis Bank,Financial,15.83,2.31,INF846K01EW2,120503
Axis ELSS Tax Saver Dir,equity,ELSS (Tax Saver),Ultratech Cement,Materials,42.3,2.22,INF846K01EW2,120503
Axis ELSS Tax Saver Dir,equity,ELSS (Tax Saver),CG Power,Industrials,116.61,2.2,INF846K01EW2,120503
Axis ELSS Tax Saver Dir,equity,ELSS (Tax Saver),Cholamandalam Inv,Financial,29.16,2.18,INF846K01EW2,120503
Axis ELSS Tax Saver Dir,equity,ELSS (Tax Saver),Divi's Lab,Healthcare,69.89,2.15,INF846K01EW2,120503
Axis ELSS Tax Saver Dir,equity,ELSS (Tax Saver),Kotak Bank,Financial,20.46,2.02,INF846K01EW2,120503
Axis ELSS Tax Saver Dir,equity,ELSS (Tax Saver),Sun Pharmaceutical,Healthcare,39.81,1.55,INF846K01EW2,120503
Axis ELSS Tax Saver Dir,equity,ELSS (Tax Saver),PI,Materials,30.4,1.54,INF846K01EW2,120503
Axis ELSS Tax Saver Dir,equity,ELSS (Tax Saver),Titan,Consumer Discretionary,78.05,1.54,INF846K01EW2,120503
Axis ELSS Tax Saver Dir,equity,ELSS (Tax Saver),Interglobe Aviation,Industrials,,1.48,INF846K01EW2,120503
Axis ELSS Tax Saver Dir,equity,ELSS (Tax Saver),The Indian Hotels,Consumer Discretionary,49.76,1.48,INF846K01EW2,120503
Axis ELSS Tax Saver Dir,equity,ELSS (Tax Saver),PB Fintech,Financial,109.91,1.37,INF846K01EW2,120503
Axis ELSS Tax Saver Dir,equity,ELSS (Tax Saver),Torrent Power,Energy & Utilities,28.51,1.36,INF846K01EW2,120503
Axis ELSS Tax Saver Dir,equity,ELSS (Tax Saver),Tata Consultancy,Technology,15.39,1.36,INF846K01EW2,120503
Bajaj Finserv ELSS Tax Saver Dir,equity,ELSS (Tax Saver),HDFC Bank,Financial,16.23,5.89,INF0QA701AK0,153201
Bajaj Finserv ELSS Tax Saver Dir,equity,ELSS (Tax Saver),Reliance Ind,Energy & Utilities,21.85,5.63,INF0QA701AK0,153201
Bajaj Finserv ELSS Tax Saver Dir,equity,ELSS (Tax Saver),ICICI Bank,Financial,18.66,5.57,INF0QA701AK0,153201
Bajaj Finserv ELSS Tax Saver Dir,equity,ELSS (Tax Saver),SBI,Financial,11.52,5.35,INF0QA701AK0,153201
Bajaj Finserv ELSS Tax Saver Dir,equity,ELSS (Tax Saver),Nitin Spinners,Consumer Discretionary,17.87,4.08,INF0QA701AK0,153201
Bajaj Finserv ELSS Tax Saver Dir,equity,ELSS (Tax Saver),Crompton Greaves,Consumer Discretionary,,3.38,INF0QA701AK0,153201
Bajaj Finserv ELSS Tax Saver Dir,equity,ELSS (Tax Saver),Bandhan Bank,Financial,26.41,3.05,INF0QA701AK0,153201
Bajaj Finserv ELSS Tax Saver Dir,equity,ELSS (Tax Saver),Zydus Wellness,Consumer Staples,96.53,3.04,INF0QA701AK0,153201
Bajaj Finserv ELSS Tax Saver Dir,equity,ELSS (Tax Saver),Larsen & Toubro,Industrials,34.44,2.91,INF0QA701AK0,153201
Bajaj Finserv ELSS Tax Saver Dir,equity,ELSS (Tax Saver),Timken India,Industrials,61.64,2.87,INF0QA701AK0,153201
Bajaj Finserv ELSS Tax Saver Dir,equity,ELSS (Tax Saver),Tata Steel,Materials,21.96,2.82,INF0QA701AK0,153201
Bajaj Finserv ELSS Tax Saver Dir,equity,ELSS (Tax Saver),Divi's Lab,Healthcare,69.89,2.8,INF0QA701AK0,153201
Bajaj Finserv ELSS Tax Saver Dir,equity,ELSS (Tax Saver),TD Power Systems,Industrials,71.17,2.78,INF0QA701AK0,153201
Bajaj Finserv ELSS Tax Saver Dir,equity,ELSS (Tax Saver),Five-Star Business,Financial,14.79,2.67,INF0QA701AK0,153201
Bajaj Finserv ELSS Tax Saver Dir,equity,ELSS (Tax Saver),Glenmark Pharmaceuticals,Healthcare,45.79,2.63,INF0QA701AK0,153201
Bajaj Finserv ELSS Tax Saver Dir,equity,ELSS (Tax Saver),Gabriel India,Consumer Discretionary,70.15,2.58,INF0QA701AK0,153201
Bajaj Finserv ELSS Tax Saver Dir,equity,ELSS (Tax Saver),JK Cement,Materials,42.81,2.5,INF0QA701AK0,153201
Bajaj Finserv ELSS Tax Saver Dir,equity,ELSS (Tax Saver),Infosys,Technology,14.43,2.49,INF0QA701AK0,153201
Bajaj Finserv ELSS Tax Saver Dir,equity,ELSS (Tax Saver),SAIL,Materials,20.82,2.24,INF0QA701AK0,153201
Bajaj Finserv ELSS Tax Saver Dir,equity,ELSS (Tax Saver),Pondy Oxides,Materials,32.87,2.18,INF0QA701AK0,153201
Bajaj Finserv ELSS Tax Saver Dir,equity,ELSS (Tax Saver),Indigo Paints,Materials,35.06,2.17,INF0QA701AK0,153201
Bajaj Finserv ELSS Tax Saver Dir,equity,ELSS (Tax Saver),Eternal,Technology,741.97,2.05,INF0QA701AK0,153201
Bajaj Finserv ELSS Tax Saver Dir,equity,ELSS (Tax Saver),Bharat Dynamics,Industrials,121.16,1.74,INF0QA701AK0,153201
Bajaj Finserv ELSS Tax Saver Dir,equity,ELSS (Tax Saver),Sun Pharmaceutical,Healthcare,39.81,1.65,INF0QA701AK0,153201
Bajaj Finserv ELSS Tax Saver Dir,equity,ELSS (Tax Saver),SJS Enterprises,Consumer Discretionary,41,1.63,INF0QA701AK0,153201
Bandhan ELSS Tax Saver Dir,equity,ELSS (Tax Saver),HDFC Bank,Financial,16.23,7.37,INF194K01Y29,118473
Bandhan ELSS Tax Saver Dir,equity,ELSS (Tax Saver),Reliance Ind,Energy & Utilities,21.85,6.44,INF194K01Y29,118473
Bandhan ELSS Tax Saver Dir,equity,ELSS (Tax Saver),Kotak Bank,Financial,20.46,5.11,INF194K01Y29,118473
Bandhan ELSS Tax Saver Dir,equity,ELSS (Tax Saver),ICICI Bank,Financial,18.66,5.01,INF194K01Y29,118473
Bandhan ELSS Tax Saver Dir,equity,ELSS (Tax Saver),Tata Consultancy,Technology,15.39,3.84,INF194K01Y29,118473
Bandhan ELSS Tax Saver Dir,equity,ELSS (Tax Saver),Axis Bank,Financial,15.83,3.47,INF194K01Y29,118473
Bandhan ELSS Tax Saver Dir,equity,ELSS (Tax Saver),Sterlite Tech,Technology,528.76,3.17,INF194K01Y29,118473
Bandhan ELSS Tax Saver Dir,equity,ELSS (Tax Saver),Infosys,Technology,14.43,2.74,INF194K01Y29,118473
Bandhan ELSS Tax Saver Dir,equity,ELSS (Tax Saver),Maruti Suzuki,Consumer Discretionary,30.77,2.62,INF194K01Y29,118473
Bandhan ELSS Tax Saver Dir,equity,ELSS (Tax Saver),Bharti Airtel,Technology,43.61,2.57,INF194K01Y29,118473
Bandhan ELSS Tax Saver Dir,equity,ELSS (Tax Saver),Larsen & Toubro,Industrials,34.44,2.56,INF194K01Y29,118473
Bandhan ELSS Tax Saver Dir,equity,ELSS (Tax Saver),Jindal Steel,Materials,31.92,2.14,INF194K01Y29,118473
Bandhan ELSS Tax Saver Dir,equity,ELSS (Tax Saver),Dr. Reddy'S Labs,Healthcare,27.34,1.93,INF194K01Y29,118473
Bandhan ELSS Tax Saver Dir,equity,ELSS (Tax Saver),ITC,Consumer Staples,17.56,1.91,INF194K01Y29,118473
Bandhan ELSS Tax Saver Dir,equity,ELSS (Tax Saver),Mahin & Mahin Fin,Financial,16.27,1.91,INF194K01Y29,118473
Bandhan ELSS Tax Saver Dir,equity,ELSS (Tax Saver),Titan,Consumer Discretionary,78.05,1.81,INF194K01Y29,118473
Bandhan ELSS Tax Saver Dir,equity,ELSS (Tax Saver),Avenue Supermarts,Consumer Staples,87.68,1.8,INF194K01Y29,118473
Bandhan ELSS Tax Saver Dir,equity,ELSS (Tax Saver),Nestle India,Consumer Staples,80.43,1.79,INF194K01Y29,118473
Bandhan ELSS Tax Saver Dir,equity,ELSS (Tax Saver),Bajaj Finserv,Financial,30.96,1.71,INF194K01Y29,118473
Bandhan ELSS Tax Saver Dir,equity,ELSS (Tax Saver),ICICI Lombard,Financial,35.07,1.66,INF194K01Y29,118473
Bandhan ELSS Tax Saver Dir,equity,ELSS (Tax Saver),CG Power,Industrials,116.61,1.63,INF194K01Y29,118473
Bandhan ELSS Tax Saver Dir,equity,ELSS (Tax Saver),Poonawalla Fincorp,Financial,74.84,1.61,INF194K01Y29,118473
Bandhan ELSS Tax Saver Dir,equity,ELSS (Tax Saver),IDFC First Bank,Financial,43.03,1.58,INF194K01Y29,118473
Bandhan ELSS Tax Saver Dir,equity,ELSS (Tax Saver),United Spirits,Consumer Staples,55.11,1.5,INF194K01Y29,118473
Bandhan ELSS Tax Saver Dir,equity,ELSS (Tax Saver),HDFC Life,Financial,,1.49,INF194K01Y29,118473
Bank of Ind Midcap Tax 2 Dir,equity,ELSS (Tax Saver),Lloyds Metals,Materials,27.18,5.26,INF955L01JF3,152898
Bank of Ind Midcap Tax 2 Dir,equity,ELSS (Tax Saver),Maharashtra Bank,Financial,9.71,4.91,INF955L01JF3,152898
Bank of Ind Midcap Tax 2 Dir,equity,ELSS (Tax Saver),SAIL,Materials,20.82,4.56,INF955L01JF3,152898
Bank of Ind Midcap Tax 2 Dir,equity,ELSS (Tax Saver),UNO Minda,Consumer Discretionary,54.37,4.38,INF955L01JF3,152898
Bank of Ind Midcap Tax 2 Dir,equity,ELSS (Tax Saver),PB Fintech,Financial,109.91,3.51,INF955L01JF3,152898
Bank of Ind Midcap Tax 2 Dir,equity,ELSS (Tax Saver),HDFC Bank,Financial,16.23,3.47,INF955L01JF3,152898
Bank of Ind Midcap Tax 2 Dir,equity,ELSS (Tax Saver),Oberoi Realty,Real Estate,27.99,3.44,INF955L01JF3,152898
Bank of Ind Midcap Tax 2 Dir,equity,ELSS (Tax Saver),Aurobindo Pharma,Healthcare,26.6,3.22,INF955L01JF3,152898
Bank of Ind Midcap Tax 2 Dir,equity,ELSS (Tax Saver),Coforge,Technology,41.65,3.19,INF955L01JF3,152898
Bank of Ind Midcap Tax 2 Dir,equity,ELSS (Tax Saver),The Federal Bank,Financial,18.6,2.92,INF955L01JF3,152898
Bank of Ind Midcap Tax 2 Dir,equity,ELSS (Tax Saver),Quality Power Electrical Equipments,Industrials,71.86,2.85,INF955L01JF3,152898
Bank of Ind Midcap Tax 2 Dir,equity,ELSS (Tax Saver),ICICI Lombard,Financial,35.07,2.6,INF955L01JF3,152898
Bank of Ind Midcap Tax 2 Dir,equity,ELSS (Tax Saver),Hitachi Energy,Industrials,139.96,2.43,INF955L01JF3,152898
Bank of Ind Midcap Tax 2 Dir,equity,ELSS (Tax Saver),Jindal Stainless,Materials,18.03,2.38,INF955L01JF3,152898
Bank of Ind Midcap Tax 2 Dir,equity,ELSS (Tax Saver),Abbott India,Healthcare,35.39,2.37,INF955L01JF3,152898
Bank of Ind Midcap Tax 2 Dir,equity,ELSS (Tax Saver),Xpro India,Materials,182.61,2.32,INF955L01JF3,152898
Bank of Ind Midcap Tax 2 Dir,equity,ELSS (Tax Saver),Lupin,Healthcare,21.23,2.21,INF955L01JF3,152898
Bank of Ind Midcap Tax 2 Dir,equity,ELSS (Tax Saver),Schaeffler India,Industrials,53.53,2.1,INF955L01JF3,152898
Bank of Ind Midcap Tax 2 Dir,equity,ELSS (Tax Saver),Housing & Urban Dev,Financial,10.69,2.05,INF955L01JF3,152898
Bank of Ind Midcap Tax 2 Dir,equity,ELSS (Tax Saver),FSN E-Commerce,Consumer Discretionary,444.85,1.99,INF955L01JF3,152898
Bank of Ind Midcap Tax 2 Dir,equity,ELSS (Tax Saver),Dixon Technologies,Consumer Discretionary,52.89,1.91,INF955L01JF3,152898
Bank of Ind Midcap Tax 2 Dir,equity,ELSS (Tax Saver),One97 Comm,Industrials,141.67,1.84,INF955L01JF3,152898
Bank of Ind Midcap Tax 2 Dir,equity,ELSS (Tax Saver),Bharti Hexacom,Technology,41.93,1.81,INF955L01JF3,152898
Bank of Ind Midcap Tax 2 Dir,equity,ELSS (Tax Saver),Indian Bank,Financial,9.19,1.72,INF955L01JF3,152898
Bank of Ind Midcap Tax 2 Dir,equity,ELSS (Tax Saver),Reliance Ind,Energy & Utilities,21.85,1.71,INF955L01JF3,152898
Bank of India ELSS Tax Saver Fund Dir,equity,ELSS (Tax Saver),SBI,Financial,11.52,4.08,INF761K01884,119351
Bank of India ELSS Tax Saver Fund Dir,equity,ELSS (Tax Saver),Hindustan Aero,Industrials,32.49,3.43,INF761K01884,119351
Bank of India ELSS Tax Saver Fund Dir,equity,ELSS (Tax Saver),Acutaas Chemicals,Healthcare,84.81,3.24,INF761K01884,119351
Bank of India ELSS Tax Saver Fund Dir,equity,ELSS (Tax Saver),Bharti Airtel,Technology,43.61,3.11,INF761K01884,119351
Bank of India ELSS Tax Saver Fund Dir,equity,ELSS (Tax Saver),ICICI Bank,Financial,18.66,3.05,INF761K01884,119351
Bank of India ELSS Tax Saver Fund Dir,equity,ELSS (Tax Saver),Adani Ports,Industrials,33.72,2.93,INF761K01884,119351
Bank of India ELSS Tax Saver Fund Dir,equity,ELSS (Tax Saver),NTPC,Energy & Utilities,12.77,2.92,INF761K01884,119351
Bank of India ELSS Tax Saver Fund Dir,equity,ELSS (Tax Saver),HDFC Bank,Financial,16.23,2.86,INF761K01884,119351
Bank of India ELSS Tax Saver Fund Dir,equity,ELSS (Tax Saver),Power Fin.,Financial,5.42,2.75,INF761K01884,119351
Bank of India ELSS Tax Saver Fund Dir,equity,ELSS (Tax Saver),UNO Minda,Consumer Discretionary,54.37,2.64,INF761K01884,119351
Bank of India ELSS Tax Saver Fund Dir,equity,ELSS (Tax Saver),Quality Power Electrical Equipments,Industrials,71.86,2.5,INF761K01884,119351
Bank of India ELSS Tax Saver Fund Dir,equity,ELSS (Tax Saver),LG Electronics India,Consumer Discretionary,62.33,2.4,INF761K01884,119351
Bank of India ELSS Tax Saver Fund Dir,equity,ELSS (Tax Saver),HEG,Industrials,29.79,2.38,INF761K01884,119351
Bank of India ELSS Tax Saver Fund Dir,equity,ELSS (Tax Saver),Vedanta Aluminium Metal,Materials,,2.31,INF761K01884,119351
Bank of India ELSS Tax Saver Fund Dir,equity,ELSS (Tax Saver),Dr. Reddy'S Labs,Healthcare,27.34,2.17,INF761K01884,119351
Bank of India ELSS Tax Saver Fund Dir,equity,ELSS (Tax Saver),Vedanta,Materials,6.3,2.17,INF761K01884,119351
Bank of India ELSS Tax Saver Fund Dir,equity,ELSS (Tax Saver),Reliance Ind,Energy & Utilities,21.85,2.15,INF761K01884,119351
Bank of India ELSS Tax Saver Fund Dir,equity,ELSS (Tax Saver),Tata Steel,Materials,21.96,2.11,INF761K01884,119351
Bank of India ELSS Tax Saver Fund Dir,equity,ELSS (Tax Saver),National Aluminium,Materials,11.02,2.1,INF761K01884,119351
Bank of India ELSS Tax Saver Fund Dir,equity,ELSS (Tax Saver),Indian Bank,Financial,9.19,2.05,INF761K01884,119351
Bank of India ELSS Tax Saver Fund Dir,equity,ELSS (Tax Saver),Ambuja Cements,Materials,23.29,2.01,INF761K01884,119351
Bank of India ELSS Tax Saver Fund Dir,equity,ELSS (Tax Saver),Coromandel Intl,Materials,30.65,1.99,INF761K01884,119351
Bank of India ELSS Tax Saver Fund Dir,equity,ELSS (Tax Saver),Balrampur Mills,Consumer Staples,31.45,1.88,INF761K01884,119351
Bank of India ELSS Tax Saver Fund Dir,equity,ELSS (Tax Saver),Bharat Electronics,Industrials,50.4,1.72,INF761K01884,119351
Bank of India ELSS Tax Saver Fund Dir,equity,ELSS (Tax Saver),Prudent,Financial,55.96,1.7,INF761K01884,119351
Bank of India Midcap Tax Sr 1 Dir,equity,ELSS (Tax Saver),Maharashtra Bank,Financial,9.71,4.31,INF761K01DS3,141950
Bank of India Midcap Tax Sr 1 Dir,equity,ELSS (Tax Saver),UNO Minda,Consumer Discretionary,54.37,4.26,INF761K01DS3,141950
Bank of India Midcap Tax Sr 1 Dir,equity,ELSS (Tax Saver),Hitachi Energy,Industrials,139.96,4.21,INF761K01DS3,141950
Bank of India Midcap Tax Sr 1 Dir,equity,ELSS (Tax Saver),Lloyds Metals,Materials,27.18,3.92,INF761K01DS3,141950
Bank of India Midcap Tax Sr 1 Dir,equity,ELSS (Tax Saver),PB Fintech,Financial,109.91,3.58,INF761K01DS3,141950
Bank of India Midcap Tax Sr 1 Dir,equity,ELSS (Tax Saver),Aurobindo Pharma,Healthcare,26.6,3.03,INF761K01DS3,141950
Bank of India Midcap Tax Sr 1 Dir,equity,ELSS (Tax Saver),HDFC Bank,Financial,16.23,3,INF761K01DS3,141950
Bank of India Midcap Tax Sr 1 Dir,equity,ELSS (Tax Saver),Indian Bank,Financial,9.19,3,INF761K01DS3,141950
Bank of India Midcap Tax Sr 1 Dir,equity,ELSS (Tax Saver),SAIL,Materials,20.82,2.95,INF761K01DS3,141950
Bank of India Midcap Tax Sr 1 Dir,equity,ELSS (Tax Saver),Schaeffler India,Industrials,53.53,2.84,INF761K01DS3,141950
Bank of India Midcap Tax Sr 1 Dir,equity,ELSS (Tax Saver),Quality Power Electrical Equipments,Industrials,71.86,2.82,INF761K01DS3,141950
Bank of India Midcap Tax Sr 1 Dir,equity,ELSS (Tax Saver),FSN E-Commerce,Consumer Discretionary,444.85,2.49,INF761K01DS3,141950
Bank of India Midcap Tax Sr 1 Dir,equity,ELSS (Tax Saver),Radico Khaitan,Consumer Staples,86.24,2.42,INF761K01DS3,141950
Bank of India Midcap Tax Sr 1 Dir,equity,ELSS (Tax Saver),KSH International,Industrials,52.19,2.35,INF761K01DS3,141950
Bank of India Midcap Tax Sr 1 Dir,equity,ELSS (Tax Saver),Abbott India,Healthcare,35.39,2.25,INF761K01DS3,141950
Bank of India Midcap Tax Sr 1 Dir,equity,ELSS (Tax Saver),CG Power,Industrials,116.61,2.17,INF761K01DS3,141950
Bank of India Midcap Tax Sr 1 Dir,equity,ELSS (Tax Saver),NTPC Green Energy,Energy & Utilities,153.89,2.09,INF761K01DS3,141950
Bank of India Midcap Tax Sr 1 Dir,equity,ELSS (Tax Saver),Navin Fluorine,Materials,58.45,2.08,INF761K01DS3,141950
Bank of India Midcap Tax Sr 1 Dir,equity,ELSS (Tax Saver),Bharat Forge,Consumer Discretionary,94.68,2.02,INF761K01DS3,141950
Bank of India Midcap Tax Sr 1 Dir,equity,ELSS (Tax Saver),GE Vernova T&D,Industrials,91.23,2.02,INF761K01DS3,141950
Bank of India Midcap Tax Sr 1 Dir,equity,ELSS (Tax Saver),The Federal Bank,Financial,18.6,1.96,INF761K01DS3,141950
Bank of India Midcap Tax Sr 1 Dir,equity,ELSS (Tax Saver),ICICI Lombard,Financial,35.07,1.96,INF761K01DS3,141950
Bank of India Midcap Tax Sr 1 Dir,equity,ELSS (Tax Saver),ICICI Bank,Financial,18.66,1.95,INF761K01DS3,141950
Bank of India Midcap Tax Sr 1 Dir,equity,ELSS (Tax Saver),Linde India,Materials,111.63,1.93,INF761K01DS3,141950
Bank of India Midcap Tax Sr 1 Dir,equity,ELSS (Tax Saver),Canara Bank,Financial,6.45,1.85,INF761K01DS3,141950
