Fund Name,Category,Subcategory,Company Name,Sector,P/E Ratio,% of Assets,ISIN,Scheme Code
Kotak Large Cap Dir,equity,Large Cap,ICICI Bank,Financial,18.66,6.98,INF174K01KW6,120152
Kotak Large Cap Dir,equity,Large Cap,Reliance Ind,Energy & Utilities,21.85,6.4,INF174K01KW6,120152
Kotak Large Cap Dir,equity,Large Cap,HDFC Bank,Financial,16.23,6.25,INF174K01KW6,120152
Kotak Large Cap Dir,equity,Large Cap,Larsen & Toubro,Industrials,34.44,4.27,INF174K01KW6,120152
Kotak Large Cap Dir,equity,Large Cap,SBI,Financial,11.52,4.2,INF174K01KW6,120152
Kotak Large Cap Dir,equity,Large Cap,Bharti Airtel,Technology,43.61,3.97,INF174K01KW6,120152
Kotak Large Cap Dir,equity,Large Cap,Axis Bank,Financial,15.83,3.25,INF174K01KW6,120152
Kotak Large Cap Dir,equity,Large Cap,NTPC,Energy & Utilities,12.77,3.18,INF174K01KW6,120152
Kotak Large Cap Dir,equity,Large Cap,Infosys,Technology,14.43,3.13,INF174K01KW6,120152
Kotak Large Cap Dir,equity,Large Cap,Bajaj Finance,Financial,33.82,2.98,INF174K01KW6,120152
Kotak Large Cap Dir,equity,Large Cap,Mahindra & Mahindra,Consumer Discretionary,22.82,2.45,INF174K01KW6,120152
Kotak Large Cap Dir,equity,Large Cap,Tata Steel,Materials,21.96,2.26,INF174K01KW6,120152
Kotak Large Cap Dir,equity,Large Cap,Maruti Suzuki,Consumer Discretionary,30.77,2.15,INF174K01KW6,120152
Kotak Large Cap Dir,equity,Large Cap,Solar,Materials,99.91,2.13,INF174K01KW6,120152
Kotak Large Cap Dir,equity,Large Cap,Ultratech Cement,Materials,42.3,2.09,INF174K01KW6,120152
Kotak Large Cap Dir,equity,Large Cap,Sun Pharmaceutical,Healthcare,39.81,1.81,INF174K01KW6,120152
Kotak Large Cap Dir,equity,Large Cap,Interglobe Aviation,Industrials,,1.79,INF174K01KW6,120152
Kotak Large Cap Dir,equity,Large Cap,Shriram Finance,Financial,24.95,1.75,INF174K01KW6,120152
Kotak Large Cap Dir,equity,Large Cap,Tata Consultancy,Technology,15.39,1.63,INF174K01KW6,120152
Kotak Large Cap Dir,equity,Large Cap,Torrent Pharma,Healthcare,74.55,1.58,INF174K01KW6,120152
Kotak Large Cap Dir,equity,Large Cap,Hindalco Ind,Materials,15.99,1.53,INF174K01KW6,120152
Kotak Large Cap Dir,equity,Large Cap,ITC,Consumer Staples,17.56,1.52,INF174K01KW6,120152
Kotak Large Cap Dir,equity,Large Cap,Kotak Bank,Financial,20.46,1.49,INF174K01KW6,120152
Kotak Large Cap Dir,equity,Large Cap,Eternal,Technology,741.97,1.46,INF174K01KW6,120152
Kotak Large Cap Dir,equity,Large Cap,Apollo Hospitals,Healthcare,65.89,1.35,INF174K01KW6,120152
Kotak Nifty 100 Equal Weight ETF,equity,Large Cap,Adani Green Energy,Energy & Utilities,155.21,1.58,INF174KA1UW4,153315
Kotak Nifty 100 Equal Weight ETF,equity,Large Cap,Adani Power,Energy & Utilities,33.32,1.46,INF174KA1UW4,153315
Kotak Nifty 100 Equal Weight ETF,equity,Large Cap,Adani Enterprises,Materials,44.77,1.45,INF174KA1UW4,153315
Kotak Nifty 100 Equal Weight ETF,equity,Large Cap,Adani Energy,Energy & Utilities,82.59,1.41,INF174KA1UW4,153315
Kotak Nifty 100 Equal Weight ETF,equity,Large Cap,Solar,Materials,99.91,1.29,INF174KA1UW4,153315
Kotak Nifty 100 Equal Weight ETF,equity,Large Cap,Siemens Energy India,Energy & Utilities,89.35,1.29,INF174KA1UW4,153315
Kotak Nifty 100 Equal Weight ETF,equity,Large Cap,CG Power,Industrials,116.61,1.24,INF174KA1UW4,153315
Kotak Nifty 100 Equal Weight ETF,equity,Large Cap,Varun Beverages,Consumer Staples,54.75,1.22,INF174KA1UW4,153315
Kotak Nifty 100 Equal Weight ETF,equity,Large Cap,Adani Ports,Industrials,33.72,1.21,INF174KA1UW4,153315
Kotak Nifty 100 Equal Weight ETF,equity,Large Cap,Hindalco Ind,Materials,15.99,1.18,INF174KA1UW4,153315
Kotak Nifty 100 Equal Weight ETF,equity,Large Cap,Samvardhana Motherson,Consumer Discretionary,39.99,1.18,INF174KA1UW4,153315
Kotak Nifty 100 Equal Weight ETF,equity,Large Cap,Lodha Developers,Real Estate,30.81,1.16,INF174KA1UW4,153315
Kotak Nifty 100 Equal Weight ETF,equity,Large Cap,Cummins India,Industrials,64.21,1.16,INF174KA1UW4,153315
Kotak Nifty 100 Equal Weight ETF,equity,Large Cap,Hindustan Zinc,Materials,16.4,1.15,INF174KA1UW4,153315
Kotak Nifty 100 Equal Weight ETF,equity,Large Cap,Siemens,Diversified,45.8,1.14,INF174KA1UW4,153315
Kotak Nifty 100 Equal Weight ETF,equity,Large Cap,Tata Motors Passenger Vehicles,Consumer Discretionary,1.54,1.14,INF174KA1UW4,153315
Kotak Nifty 100 Equal Weight ETF,equity,Large Cap,Trent,Consumer Discretionary,103.59,1.11,INF174KA1UW4,153315
Kotak Nifty 100 Equal Weight ETF,equity,Large Cap,Grasim,Materials,43.64,1.1,INF174KA1UW4,153315
Kotak Nifty 100 Equal Weight ETF,equity,Large Cap,Asian Paints,Materials,60.74,1.09,INF174KA1UW4,153315
Kotak Nifty 100 Equal Weight ETF,equity,Large Cap,Zydus Lifesciences,Healthcare,22.58,1.09,INF174KA1UW4,153315
Kotak Nifty 100 Equal Weight ETF,equity,Large Cap,Nestle India,Consumer Staples,80.43,1.08,INF174KA1UW4,153315
Kotak Nifty 100 Equal Weight ETF,equity,Large Cap,Bajaj Auto,Consumer Discretionary,25.45,1.08,INF174KA1UW4,153315
Kotak Nifty 100 Equal Weight ETF,equity,Large Cap,GAIL (India),Energy & Utilities,15.1,1.07,INF174KA1UW4,153315
Kotak Nifty 100 Equal Weight ETF,equity,Large Cap,Hindustan Aero,Industrials,32.49,1.05,INF174KA1UW4,153315
Kotak Nifty 100 Equal Weight ETF,equity,Large Cap,Bajaj Holdings,Financial,12.78,1.05,INF174KA1UW4,153315
Kotak Nifty 100 Equal Weight Index Dir,equity,Large Cap,Adani Green Energy,Energy & Utilities,155.21,1.58,INF174KA1TZ9,153143
Kotak Nifty 100 Equal Weight Index Dir,equity,Large Cap,Adani Power,Energy & Utilities,33.32,1.46,INF174KA1TZ9,153143
Kotak Nifty 100 Equal Weight Index Dir,equity,Large Cap,Adani Enterprises,Materials,44.77,1.45,INF174KA1TZ9,153143
Kotak Nifty 100 Equal Weight Index Dir,equity,Large Cap,Adani Energy,Energy & Utilities,82.59,1.41,INF174KA1TZ9,153143
Kotak Nifty 100 Equal Weight Index Dir,equity,Large Cap,Solar,Materials,99.91,1.3,INF174KA1TZ9,153143
Kotak Nifty 100 Equal Weight Index Dir,equity,Large Cap,Siemens Energy India,Energy & Utilities,89.35,1.3,INF174KA1TZ9,153143
Kotak Nifty 100 Equal Weight Index Dir,equity,Large Cap,CG Power,Industrials,116.61,1.24,INF174KA1TZ9,153143
Kotak Nifty 100 Equal Weight Index Dir,equity,Large Cap,Varun Beverages,Consumer Staples,54.75,1.22,INF174KA1TZ9,153143
Kotak Nifty 100 Equal Weight Index Dir,equity,Large Cap,Adani Ports,Industrials,33.72,1.21,INF174KA1TZ9,153143
Kotak Nifty 100 Equal Weight Index Dir,equity,Large Cap,Hindalco Ind,Materials,15.99,1.19,INF174KA1TZ9,153143
Kotak Nifty 100 Equal Weight Index Dir,equity,Large Cap,Samvardhana Motherson,Consumer Discretionary,39.99,1.18,INF174KA1TZ9,153143
Kotak Nifty 100 Equal Weight Index Dir,equity,Large Cap,Lodha Developers,Real Estate,30.81,1.16,INF174KA1TZ9,153143
Kotak Nifty 100 Equal Weight Index Dir,equity,Large Cap,Hindustan Zinc,Materials,16.4,1.15,INF174KA1TZ9,153143
Kotak Nifty 100 Equal Weight Index Dir,equity,Large Cap,Siemens,Diversified,45.8,1.15,INF174KA1TZ9,153143
Kotak Nifty 100 Equal Weight Index Dir,equity,Large Cap,Cummins India,Industrials,64.21,1.14,INF174KA1TZ9,153143
Kotak Nifty 100 Equal Weight Index Dir,equity,Large Cap,Tata Motors Passenger Vehicles,Consumer Discretionary,1.54,1.14,INF174KA1TZ9,153143
Kotak Nifty 100 Equal Weight Index Dir,equity,Large Cap,Trent,Consumer Discretionary,103.59,1.13,INF174KA1TZ9,153143
Kotak Nifty 100 Equal Weight Index Dir,equity,Large Cap,Grasim,Materials,43.64,1.1,INF174KA1TZ9,153143
Kotak Nifty 100 Equal Weight Index Dir,equity,Large Cap,Asian Paints,Materials,60.74,1.09,INF174KA1TZ9,153143
Kotak Nifty 100 Equal Weight Index Dir,equity,Large Cap,Zydus Lifesciences,Healthcare,22.58,1.09,INF174KA1TZ9,153143
Kotak Nifty 100 Equal Weight Index Dir,equity,Large Cap,Nestle India,Consumer Staples,80.43,1.08,INF174KA1TZ9,153143
Kotak Nifty 100 Equal Weight Index Dir,equity,Large Cap,GAIL (India),Energy & Utilities,15.1,1.07,INF174KA1TZ9,153143
Kotak Nifty 100 Equal Weight Index Dir,equity,Large Cap,Bosch,Consumer Discretionary,44.56,1.07,INF174KA1TZ9,153143
Kotak Nifty 100 Equal Weight Index Dir,equity,Large Cap,Hindustan Aero,Industrials,32.49,1.06,INF174KA1TZ9,153143
Kotak Nifty 100 Equal Weight Index Dir,equity,Large Cap,ABB India,Industrials,95.8,1.05,INF174KA1TZ9,153143
Kotak Nifty 100 Low Volatility 30 ETF,equity,Large Cap,HDFC Bank,Financial,16.23,4.19,INF174KA1IY5,150000
Kotak Nifty 100 Low Volatility 30 ETF,equity,Large Cap,Nestle India,Consumer Staples,80.43,4.03,INF174KA1IY5,150000
Kotak Nifty 100 Low Volatility 30 ETF,equity,Large Cap,Ultratech Cement,Materials,42.3,3.91,INF174KA1IY5,150000
Kotak Nifty 100 Low Volatility 30 ETF,equity,Large Cap,ICICI Bank,Financial,18.66,3.86,INF174KA1IY5,150000
Kotak Nifty 100 Low Volatility 30 ETF,equity,Large Cap,Apollo Hospitals,Healthcare,65.89,3.72,INF174KA1IY5,150000
Kotak Nifty 100 Low Volatility 30 ETF,equity,Large Cap,Cipla,Healthcare,30.37,3.71,INF174KA1IY5,150000
Kotak Nifty 100 Low Volatility 30 ETF,equity,Large Cap,Asian Paints,Materials,60.74,3.68,INF174KA1IY5,150000
Kotak Nifty 100 Low Volatility 30 ETF,equity,Large Cap,Larsen & Toubro,Industrials,34.44,3.66,INF174KA1IY5,150000
Kotak Nifty 100 Low Volatility 30 ETF,equity,Large Cap,Hindustan Unilever,Consumer Staples,34.38,3.66,INF174KA1IY5,150000
Kotak Nifty 100 Low Volatility 30 ETF,equity,Large Cap,SBI Life Insurance,Financial,125.94,3.46,INF174KA1IY5,150000
Kotak Nifty 100 Low Volatility 30 ETF,equity,Large Cap,Titan,Consumer Discretionary,78.05,3.45,INF174KA1IY5,150000
Kotak Nifty 100 Low Volatility 30 ETF,equity,Large Cap,Bajaj Auto,Consumer Discretionary,25.45,3.44,INF174KA1IY5,150000
Kotak Nifty 100 Low Volatility 30 ETF,equity,Large Cap,Maruti Suzuki,Consumer Discretionary,30.77,3.43,INF174KA1IY5,150000
Kotak Nifty 100 Low Volatility 30 ETF,equity,Large Cap,Bharti Airtel,Technology,43.61,3.41,INF174KA1IY5,150000
Kotak Nifty 100 Low Volatility 30 ETF,equity,Large Cap,Sun Pharmaceutical,Healthcare,39.81,3.4,INF174KA1IY5,150000
Kotak Nifty 100 Low Volatility 30 ETF,equity,Large Cap,ITC,Consumer Staples,17.56,3.33,INF174KA1IY5,150000
Kotak Nifty 100 Low Volatility 30 ETF,equity,Large Cap,Bosch,Consumer Discretionary,44.56,3.31,INF174KA1IY5,150000
Kotak Nifty 100 Low Volatility 30 ETF,equity,Large Cap,Kotak Bank,Financial,20.46,3.26,INF174KA1IY5,150000
Kotak Nifty 100 Low Volatility 30 ETF,equity,Large Cap,Dr. Reddy'S Labs,Healthcare,27.34,3.23,INF174KA1IY5,150000
Kotak Nifty 100 Low Volatility 30 ETF,equity,Large Cap,Pidilite Ind,Materials,66.42,3.19,INF174KA1IY5,150000
Kotak Nifty 100 Low Volatility 30 ETF,equity,Large Cap,Britannia Ind,Consumer Staples,51.1,3.12,INF174KA1IY5,150000
Kotak Nifty 100 Low Volatility 30 ETF,equity,Large Cap,Shree Cement,Materials,55.38,3.09,INF174KA1IY5,150000
Kotak Nifty 100 Low Volatility 30 ETF,equity,Large Cap,SBI,Financial,11.52,3.08,INF174KA1IY5,150000
Kotak Nifty 100 Low Volatility 30 ETF,equity,Large Cap,Bajaj Finserv,Financial,30.96,3.01,INF174KA1IY5,150000
Kotak Nifty 100 Low Volatility 30 ETF,equity,Large Cap,Torrent Pharma,Healthcare,74.55,2.97,INF174KA1IY5,150000
Kotak Nifty 100 Low Volatility 30 Index Dir,equity,Large Cap,HDFC Bank,Financial,16.23,4.19,INF174KA1RZ3,152663
Kotak Nifty 100 Low Volatility 30 Index Dir,equity,Large Cap,Nestle India,Consumer Staples,80.43,4.03,INF174KA1RZ3,152663
Kotak Nifty 100 Low Volatility 30 Index Dir,equity,Large Cap,Ultratech Cement,Materials,42.3,3.91,INF174KA1RZ3,152663
Kotak Nifty 100 Low Volatility 30 Index Dir,equity,Large Cap,ICICI Bank,Financial,18.66,3.86,INF174KA1RZ3,152663
Kotak Nifty 100 Low Volatility 30 Index Dir,equity,Large Cap,Apollo Hospitals,Healthcare,65.89,3.72,INF174KA1RZ3,152663
Kotak Nifty 100 Low Volatility 30 Index Dir,equity,Large Cap,Cipla,Healthcare,30.37,3.71,INF174KA1RZ3,152663
Kotak Nifty 100 Low Volatility 30 Index Dir,equity,Large Cap,Asian Paints,Materials,60.74,3.68,INF174KA1RZ3,152663
Kotak Nifty 100 Low Volatility 30 Index Dir,equity,Large Cap,Larsen & Toubro,Industrials,34.44,3.66,INF174KA1RZ3,152663
Kotak Nifty 100 Low Volatility 30 Index Dir,equity,Large Cap,Hindustan Unilever,Consumer Staples,34.38,3.66,INF174KA1RZ3,152663
Kotak Nifty 100 Low Volatility 30 Index Dir,equity,Large Cap,SBI Life Insurance,Financial,125.94,3.46,INF174KA1RZ3,152663
Kotak Nifty 100 Low Volatility 30 Index Dir,equity,Large Cap,Titan,Consumer Discretionary,78.05,3.46,INF174KA1RZ3,152663
Kotak Nifty 100 Low Volatility 30 Index Dir,equity,Large Cap,Maruti Suzuki,Consumer Discretionary,30.77,3.43,INF174KA1RZ3,152663
Kotak Nifty 100 Low Volatility 30 Index Dir,equity,Large Cap,Bajaj Auto,Consumer Discretionary,25.45,3.43,INF174KA1RZ3,152663
Kotak Nifty 100 Low Volatility 30 Index Dir,equity,Large Cap,Bharti Airtel,Technology,43.61,3.42,INF174KA1RZ3,152663
Kotak Nifty 100 Low Volatility 30 Index Dir,equity,Large Cap,Sun Pharmaceutical,Healthcare,39.81,3.4,INF174KA1RZ3,152663
Kotak Nifty 100 Low Volatility 30 Index Dir,equity,Large Cap,ITC,Consumer Staples,17.56,3.33,INF174KA1RZ3,152663
Kotak Nifty 100 Low Volatility 30 Index Dir,equity,Large Cap,Bosch,Consumer Discretionary,44.56,3.31,INF174KA1RZ3,152663
Kotak Nifty 100 Low Volatility 30 Index Dir,equity,Large Cap,Kotak Bank,Financial,20.46,3.27,INF174KA1RZ3,152663
Kotak Nifty 100 Low Volatility 30 Index Dir,equity,Large Cap,Dr. Reddy'S Labs,Healthcare,27.34,3.23,INF174KA1RZ3,152663
Kotak Nifty 100 Low Volatility 30 Index Dir,equity,Large Cap,Pidilite Ind,Materials,66.42,3.19,INF174KA1RZ3,152663
Kotak Nifty 100 Low Volatility 30 Index Dir,equity,Large Cap,Britannia Ind,Consumer Staples,51.1,3.12,INF174KA1RZ3,152663
Kotak Nifty 100 Low Volatility 30 Index Dir,equity,Large Cap,Shree Cement,Materials,55.38,3.1,INF174KA1RZ3,152663
Kotak Nifty 100 Low Volatility 30 Index Dir,equity,Large Cap,SBI,Financial,11.52,3.08,INF174KA1RZ3,152663
Kotak Nifty 100 Low Volatility 30 Index Dir,equity,Large Cap,Bajaj Finserv,Financial,30.96,3.01,INF174KA1RZ3,152663
Kotak Nifty 100 Low Volatility 30 Index Dir,equity,Large Cap,Torrent Pharma,Healthcare,74.55,2.97,INF174KA1RZ3,152663
Kotak Nifty 50 ETF,equity,Large Cap,HDFC Bank,Financial,16.23,10.53,INF174K014P6,112351
Kotak Nifty 50 ETF,equity,Large Cap,ICICI Bank,Financial,18.66,8.3,INF174K014P6,112351
Kotak Nifty 50 ETF,equity,Large Cap,Reliance Ind,Energy & Utilities,21.85,8.25,INF174K014P6,112351
Kotak Nifty 50 ETF,equity,Large Cap,Bharti Airtel,Technology,43.61,5.19,INF174K014P6,112351
Kotak Nifty 50 ETF,equity,Large Cap,Larsen & Toubro,Industrials,34.44,4.43,INF174K014P6,112351
Kotak Nifty 50 ETF,equity,Large Cap,Infosys,Technology,14.43,3.76,INF174K014P6,112351
Kotak Nifty 50 ETF,equity,Large Cap,SBI,Financial,11.52,3.7,INF174K014P6,112351
Kotak Nifty 50 ETF,equity,Large Cap,Axis Bank,Financial,15.83,3.41,INF174K014P6,112351
Kotak Nifty 50 ETF,equity,Large Cap,Kotak Bank,Financial,20.46,2.61,INF174K014P6,112351
Kotak Nifty 50 ETF,equity,Large Cap,ITC,Consumer Staples,17.56,2.56,INF174K014P6,112351
Kotak Nifty 50 ETF,equity,Large Cap,Mahindra & Mahindra,Consumer Discretionary,22.82,2.52,INF174K014P6,112351
Kotak Nifty 50 ETF,equity,Large Cap,Bajaj Finance,Financial,33.82,2.25,INF174K014P6,112351
Kotak Nifty 50 ETF,equity,Large Cap,Tata Consultancy,Technology,15.39,2.13,INF174K014P6,112351
Kotak Nifty 50 ETF,equity,Large Cap,Hindustan Unilever,Consumer Staples,34.38,1.77,INF174K014P6,112351
Kotak Nifty 50 ETF,equity,Large Cap,Sun Pharmaceutical,Healthcare,39.81,1.76,INF174K014P6,112351
Kotak Nifty 50 ETF,equity,Large Cap,NTPC,Energy & Utilities,12.77,1.7,INF174K014P6,112351
Kotak Nifty 50 ETF,equity,Large Cap,Eternal,Technology,741.97,1.67,INF174K014P6,112351
Kotak Nifty 50 ETF,equity,Large Cap,Tata Steel,Materials,21.96,1.59,INF174K014P6,112351
Kotak Nifty 50 ETF,equity,Large Cap,Maruti Suzuki,Consumer Discretionary,30.77,1.59,INF174K014P6,112351
Kotak Nifty 50 ETF,equity,Large Cap,Titan,Consumer Discretionary,78.05,1.55,INF174K014P6,112351
Kotak Nifty 50 ETF,equity,Large Cap,Hindalco Ind,Materials,15.99,1.51,INF174K014P6,112351
Kotak Nifty 50 ETF,equity,Large Cap,Bharat Electronics,Industrials,50.4,1.36,INF174K014P6,112351
Kotak Nifty 50 ETF,equity,Large Cap,Ultratech Cement,Materials,42.3,1.26,INF174K014P6,112351
Kotak Nifty 50 ETF,equity,Large Cap,Adani Ports,Industrials,33.72,1.23,INF174K014P6,112351
Kotak Nifty 50 ETF,equity,Large Cap,Shriram Finance,Financial,24.95,1.23,INF174K014P6,112351
Kotak Nifty 50 Equal Weight Index Dir,equity,Large Cap,Adani Enterprises,Materials,44.77,3.04,INF174KA1TZ9,153143
Kotak Nifty 50 Equal Weight Index Dir,equity,Large Cap,Adani Ports,Industrials,33.72,2.52,INF174KA1TZ9,153143
Kotak Nifty 50 Equal Weight Index Dir,equity,Large Cap,Hindalco Ind,Materials,15.99,2.45,INF174KA1TZ9,153143
Kotak Nifty 50 Equal Weight Index Dir,equity,Large Cap,Tata Motors Passenger Vehicles,Consumer Discretionary,1.54,2.38,INF174KA1TZ9,153143
Kotak Nifty 50 Equal Weight Index Dir,equity,Large Cap,Trent,Consumer Discretionary,103.59,2.36,INF174KA1TZ9,153143
Kotak Nifty 50 Equal Weight Index Dir,equity,Large Cap,Grasim,Materials,43.64,2.28,INF174KA1TZ9,153143
Kotak Nifty 50 Equal Weight Index Dir,equity,Large Cap,Nestle India,Consumer Staples,80.43,2.24,INF174KA1TZ9,153143
Kotak Nifty 50 Equal Weight Index Dir,equity,Large Cap,Bajaj Auto,Consumer Discretionary,25.45,2.2,INF174KA1TZ9,153143
Kotak Nifty 50 Equal Weight Index Dir,equity,Large Cap,Asian Paints,Materials,60.74,2.19,INF174KA1TZ9,153143
Kotak Nifty 50 Equal Weight Index Dir,equity,Large Cap,Larsen & Toubro,Industrials,34.44,2.18,INF174KA1TZ9,153143
Kotak Nifty 50 Equal Weight Index Dir,equity,Large Cap,Cipla,Healthcare,30.37,2.12,INF174KA1TZ9,153143
Kotak Nifty 50 Equal Weight Index Dir,equity,Large Cap,JSW Steel,Materials,13.48,2.12,INF174KA1TZ9,153143
Kotak Nifty 50 Equal Weight Index Dir,equity,Large Cap,Apollo Hospitals,Healthcare,65.89,2.07,INF174KA1TZ9,153143
Kotak Nifty 50 Equal Weight Index Dir,equity,Large Cap,Tata Steel,Materials,21.96,2.05,INF174KA1TZ9,153143
Kotak Nifty 50 Equal Weight Index Dir,equity,Large Cap,Tata Consumer,Consumer Staples,71.63,2.04,INF174KA1TZ9,153143
Kotak Nifty 50 Equal Weight Index Dir,equity,Large Cap,Axis Bank,Financial,15.83,2.03,INF174KA1TZ9,153143
Kotak Nifty 50 Equal Weight Index Dir,equity,Large Cap,Wipro,Technology,13.21,2.03,INF174KA1TZ9,153143
Kotak Nifty 50 Equal Weight Index Dir,equity,Large Cap,Eternal,Technology,741.97,1.98,INF174KA1TZ9,153143
Kotak Nifty 50 Equal Weight Index Dir,equity,Large Cap,Kotak Bank,Financial,20.46,1.97,INF174KA1TZ9,153143
Kotak Nifty 50 Equal Weight Index Dir,equity,Large Cap,Ultratech Cement,Materials,42.3,1.97,INF174KA1TZ9,153143
Kotak Nifty 50 Equal Weight Index Dir,equity,Large Cap,Titan,Consumer Discretionary,78.05,1.96,INF174KA1TZ9,153143
Kotak Nifty 50 Equal Weight Index Dir,equity,Large Cap,Tech Mahindra,Technology,28.73,1.94,INF174KA1TZ9,153143
Kotak Nifty 50 Equal Weight Index Dir,equity,Large Cap,Bajaj Finance,Financial,33.82,1.94,INF174KA1TZ9,153143
Kotak Nifty 50 Equal Weight Index Dir,equity,Large Cap,Dr. Reddy'S Labs,Healthcare,27.34,1.94,INF174KA1TZ9,153143
Kotak Nifty 50 Equal Weight Index Dir,equity,Large Cap,Sun Pharmaceutical,Healthcare,39.81,1.93,INF174KA1TZ9,153143
Kotak Nifty 50 Index Dir,equity,Large Cap,HDFC Bank,Financial,16.23,10.54,INF174KA1SR8,152767
Kotak Nifty 50 Index Dir,equity,Large Cap,ICICI Bank,Financial,18.66,8.31,INF174KA1SR8,152767
Kotak Nifty 50 Index Dir,equity,Large Cap,Reliance Ind,Energy & Utilities,21.85,8.26,INF174KA1SR8,152767
Kotak Nifty 50 Index Dir,equity,Large Cap,Bharti Airtel,Technology,43.61,5.19,INF174KA1SR8,152767
Kotak Nifty 50 Index Dir,equity,Large Cap,Larsen & Toubro,Industrials,34.44,4.43,INF174KA1SR8,152767
Kotak Nifty 50 Index Dir,equity,Large Cap,Infosys,Technology,14.43,3.77,INF174KA1SR8,152767
Kotak Nifty 50 Index Dir,equity,Large Cap,SBI,Financial,11.52,3.7,INF174KA1SR8,152767
Kotak Nifty 50 Index Dir,equity,Large Cap,Axis Bank,Financial,15.83,3.42,INF174KA1SR8,152767
Kotak Nifty 50 Index Dir,equity,Large Cap,Kotak Bank,Financial,20.46,2.62,INF174KA1SR8,152767
Kotak Nifty 50 Index Dir,equity,Large Cap,Mahindra & Mahindra,Consumer Discretionary,22.82,2.52,INF174KA1SR8,152767
Kotak Nifty 50 Index Dir,equity,Large Cap,ITC,Consumer Staples,17.56,2.49,INF174KA1SR8,152767
Kotak Nifty 50 Index Dir,equity,Large Cap,Bajaj Finance,Financial,33.82,2.25,INF174KA1SR8,152767
Kotak Nifty 50 Index Dir,equity,Large Cap,Tata Consultancy,Technology,15.39,2.13,INF174KA1SR8,152767
Kotak Nifty 50 Index Dir,equity,Large Cap,Hindustan Unilever,Consumer Staples,34.38,1.77,INF174KA1SR8,152767
Kotak Nifty 50 Index Dir,equity,Large Cap,Sun Pharmaceutical,Healthcare,39.81,1.76,INF174KA1SR8,152767
Kotak Nifty 50 Index Dir,equity,Large Cap,NTPC,Energy & Utilities,12.77,1.7,INF174KA1SR8,152767
Kotak Nifty 50 Index Dir,equity,Large Cap,Eternal,Technology,741.97,1.67,INF174KA1SR8,152767
Kotak Nifty 50 Index Dir,equity,Large Cap,Tata Steel,Materials,21.96,1.59,INF174KA1SR8,152767
Kotak Nifty 50 Index Dir,equity,Large Cap,Maruti Suzuki,Consumer Discretionary,30.77,1.59,INF174KA1SR8,152767
Kotak Nifty 50 Index Dir,equity,Large Cap,Titan,Consumer Discretionary,78.05,1.56,INF174KA1SR8,152767
Kotak Nifty 50 Index Dir,equity,Large Cap,Hindalco Ind,Materials,15.99,1.51,INF174KA1SR8,152767
Kotak Nifty 50 Index Dir,equity,Large Cap,Bharat Electronics,Industrials,50.4,1.36,INF174KA1SR8,152767
Kotak Nifty 50 Index Dir,equity,Large Cap,Ultratech Cement,Materials,42.3,1.26,INF174KA1SR8,152767
Kotak Nifty 50 Index Dir,equity,Large Cap,Adani Ports,Industrials,33.72,1.23,INF174KA1SR8,152767
Kotak Nifty 50 Index Dir,equity,Large Cap,Shriram Finance,Financial,24.95,1.23,INF174KA1SR8,152767
Kotak Nifty Next 50 ETF,equity,Large Cap,Adani Power,Energy & Utilities,33.32,4,INF174KA1YO3,154101
Kotak Nifty Next 50 ETF,equity,Large Cap,Divi's Lab,Healthcare,69.89,3.35,INF174KA1YO3,154101
Kotak Nifty Next 50 ETF,equity,Large Cap,Hindustan Aero,Industrials,32.49,3.24,INF174KA1YO3,154101
Kotak Nifty Next 50 ETF,equity,Large Cap,Tata Motors,Industrials,52.51,3.15,INF174KA1YO3,154101
Kotak Nifty Next 50 ETF,equity,Large Cap,Cummins India,Industrials,64.21,3.15,INF174KA1YO3,154101
Kotak Nifty Next 50 ETF,equity,Large Cap,TVS Motor,Consumer Discretionary,57.07,3.13,INF174KA1YO3,154101
Kotak Nifty Next 50 ETF,equity,Large Cap,Varun Beverages,Consumer Staples,54.75,2.87,INF174KA1YO3,154101
Kotak Nifty Next 50 ETF,equity,Large Cap,Tata Power,Energy & Utilities,32,2.8,INF174KA1YO3,154101
Kotak Nifty Next 50 ETF,equity,Large Cap,Cholamandalam Inv,Financial,29.16,2.62,INF174KA1YO3,154101
Kotak Nifty Next 50 ETF,equity,Large Cap,Samvardhana Motherson,Consumer Discretionary,39.99,2.56,INF174KA1YO3,154101
Kotak Nifty Next 50 ETF,equity,Large Cap,CG Power,Industrials,116.61,2.5,INF174KA1YO3,154101
Kotak Nifty Next 50 ETF,equity,Large Cap,Power Fin.,Financial,5.42,2.48,INF174KA1YO3,154101
Kotak Nifty Next 50 ETF,equity,Large Cap,Britannia Ind,Consumer Staples,51.1,2.45,INF174KA1YO3,154101
Kotak Nifty Next 50 ETF,equity,Large Cap,Bharat Petroleum,Energy & Utilities,5.17,2.4,INF174KA1YO3,154101
Kotak Nifty Next 50 ETF,equity,Large Cap,Vedanta,Materials,6.3,2.38,INF174KA1YO3,154101
Kotak Nifty Next 50 ETF,equity,Large Cap,Avenue Supermarts,Consumer Staples,87.68,2.37,INF174KA1YO3,154101
Kotak Nifty Next 50 ETF,equity,Large Cap,The Indian Hotels,Consumer Discretionary,49.76,2.28,INF174KA1YO3,154101
Kotak Nifty Next 50 ETF,equity,Large Cap,HDFC AMC,Financial,41.99,2.16,INF174KA1YO3,154101
