Fund Name,Category,Subcategory,ISIN,Scheme Code,Plan,1Y Return (%),3Y Return (%),5Y Return (%),Benchmark Name,Benchmark 1Y (%),Benchmark 3Y (%),Benchmark 5Y (%),Alpha,Beta,Sharpe Ratio,Std Dev,Mean Return (%),YTM (%),Modified Duration (yrs),Avg Credit Rating,Avg Maturity (yrs),Top Holdings Count,Fund URL,Alpha Score (12),Sharpe Score (12),Std Dev Score (6),Beta Score (6),Sortino Score (4),Total Score (40),Risk Label
ABSL Business Cycle Dir,solution-oriented,Solution: Retirement - Equity,INF209KB14D2,149295,Direct,2.23,13.54,,BSE 500 TRI,-1.52,12.67,,1.15,0.96,0.54,14.92,13.86,,,,,25,https://www.valueresearchonline.com/funds/41814/,6,2,3,3,N/A,14,Moderately High Risk
Axis Business Cycles Dir,solution-oriented,Solution: Retirement - Equity,INF846K016N4,151368,Direct,1.34,15.22,,BSE 500 TRI,-1.52,12.67,,2.14,1.02,0.6,15.85,15.26,,,,,25,https://www.valueresearchonline.com/funds/43124/,8,4,3,3,N/A,18,Moderate Risk
Bandhan Business Cycle Dir,solution-oriented,Solution: Retirement - Equity,INF194KB1IQ6,152878,Direct,-2.1,,,BSE 500 TRI,-1.52,,,,,,,,,,,,25,https://www.valueresearchonline.com/funds/44520/,N/A,N/A,N/A,N/A,N/A,,Insufficient Data
Bank of India Business Cycle Dir,solution-oriented,Solution: Retirement - Equity,INF761K01GF3,152789,Direct,2.45,,,BSE 500 TRI,-1.52,,,,,,,,,,,,25,https://www.valueresearchonline.com/funds/44474/,N/A,N/A,N/A,N/A,N/A,,Insufficient Data
Baroda BNP Paribas Business Cycle Dir,solution-oriented,Solution: Retirement - Equity,INF955L01KK1,149141,Direct,1.33,14.98,,BSE 500 TRI,-1.52,12.67,,2.06,1.03,0.59,16.03,15.26,,,,,25,https://www.valueresearchonline.com/funds/41671/,8,2,3,3,N/A,16,Moderately High Risk
DSP Business Cycle Fund Dir,solution-oriented,Solution: Retirement - Equity,INF740KA1UX7,153121,Direct,3.69,,,BSE 500 TRI,-1.52,,,,,,,,,,,,25,https://www.valueresearchonline.com/funds/44760/,N/A,N/A,N/A,N/A,N/A,,Insufficient Data
Edelweiss Business Cycle Dir,solution-oriented,Solution: Retirement - Equity,INF754K01TA2,152710,Direct,-2.22,,,BSE 500 TRI,-1.52,,,,,,,,,,,,25,https://www.valueresearchonline.com/funds/44394/,N/A,N/A,N/A,N/A,N/A,,Insufficient Data
HDFC Business Cycle Dir,solution-oriented,Solution: Retirement - Equity,INF179KC1DY9,150805,Direct,3.67,12.56,,BSE 500 TRI,-1.52,12.67,,0.01,0.95,0.45,15.18,12.66,,,,,25,https://www.valueresearchonline.com/funds/42727/,6,2,3,4,N/A,15,Moderately High Risk
HSBC Business Cycles Dir,solution-oriented,Solution: Retirement - Equity,INF917K01RI2,151142,Direct,-2.61,18.02,17.26,BSE 500 TRI,-1.52,12.67,12.33,3.81,1.23,0.62,20.44,18.45,,,,,25,https://www.valueresearchonline.com/funds/27583/,10,4,2,1,N/A,17,Moderately High Risk
ICICI Pru Business Cycle Dir,solution-oriented,Solution: Retirement - Equity,INF109KC1P24,148651,Direct,2.38,18.95,18.18,BSE 500 TRI,-1.52,12.67,12.33,5.97,0.9,0.87,14.34,18.26,,,,,25,https://www.valueresearchonline.com/funds/41245/,12,6,3,4,N/A,25,Low Risk
Invesco India Business Cycle Dir,solution-oriented,Solution: Retirement - Equity,INF205KA1AI8,153291,Direct,16.63,,,BSE 500 TRI,-1.52,,,,,,,,,,,,25,https://www.valueresearchonline.com/funds/44930/,N/A,N/A,N/A,N/A,N/A,,Insufficient Data
ITI Business Cycle Dir,solution-oriented,Solution: Retirement - Equity,INF00XX01AE2,148913,Direct,,,,BSE 500 TRI,,,,,,,,,,,,,25,https://www.valueresearchonline.com/funds/45807/,N/A,N/A,N/A,N/A,N/A,,Insufficient Data
Kotak Business Cycle Dir,solution-oriented,Solution: Retirement - Equity,INF174KA1JN6,150624,Direct,5.58,17.15,,BSE 500 TRI,-1.52,12.67,,4.22,0.95,0.72,15.33,16.87,,,,,25,https://www.valueresearchonline.com/funds/42533/,10,4,3,4,N/A,21,Moderate Risk
Mahindra Manulife Business Cycle Dir,solution-oriented,Solution: Retirement - Equity,INF174V01BQ4,152045,Direct,6.33,,,BSE 500 TRI,-1.52,,,,,,,,,,,,25,https://www.valueresearchonline.com/funds/43736/,N/A,N/A,N/A,N/A,N/A,,Insufficient Data
Motilal Oswal Business Cycle Dir,solution-oriented,Solution: Retirement - Equity,INF247L01DG6,152796,Direct,-8.54,,,BSE 500 TRI,-1.52,,,,,,,,,,,,25,https://www.valueresearchonline.com/funds/44480/,N/A,N/A,N/A,N/A,N/A,,Insufficient Data
Quant Business Cycle Dir,solution-oriented,Solution: Retirement - Equity,INF966L01BR2,151757,Direct,3.52,18.87,,BSE 500 TRI,-1.52,12.67,,4.9,1.22,0.66,20.89,19.49,,,,,14,https://www.valueresearchonline.com/funds/43518/,10,4,2,1,N/A,17,Moderately High Risk
Sundaram Business Cycle Dir,solution-oriented,Solution: Retirement - Equity,INF903JA1LQ6,152677,Direct,1.44,,,BSE 500 TRI,-1.52,,,,,,,,,,,,25,https://www.valueresearchonline.com/funds/44362/,N/A,N/A,N/A,N/A,N/A,,Insufficient Data
Tata Business Cycle Dir,solution-oriented,Solution: Retirement - Equity,INF277KA1166,149071,Direct,1.9,16.45,,BSE 500 TRI,-1.52,12.67,,3.29,0.99,0.67,15.64,16.25,,,,,25,https://www.valueresearchonline.com/funds/41581/,10,4,3,3,N/A,20,Moderate Risk
Union Business Cycle Dir,solution-oriented,Solution: Retirement - Equity,INF582M01JQ0,152409,Direct,5.2,,,BSE 500 TRI,-1.52,,,,,,,,,,,,25,https://www.valueresearchonline.com/funds/44138/,N/A,N/A,N/A,N/A,N/A,,Insufficient Data
Axis Innovation Dir,solution-oriented,Solution: Retirement - Hybrid,INF846K01X71,148634,Direct,6.47,16.2,12.78,BSE 500 TRI,-1.52,12.67,12.33,3.99,0.83,0.71,14.14,15.77,,,,,25,https://www.valueresearchonline.com/funds/41225/,10,4,3,5,N/A,22,Moderate Risk
Bandhan Innovation Dir,solution-oriented,Solution: Retirement - Hybrid,INF194KB1IE2,152607,Direct,14.65,,,BSE 500 TRI,-1.52,,,,,,,,,,,,25,https://www.valueresearchonline.com/funds/44247/,N/A,N/A,N/A,N/A,N/A,,Insufficient Data
Baroda BNP Paribas Innovation Dir,solution-oriented,Solution: Retirement - Hybrid,INF251K01TE1,152470,Direct,9.35,,,BSE 500 TRI,-1.52,,,,,,,,,,,,25,https://www.valueresearchonline.com/funds/44102/,N/A,N/A,N/A,N/A,N/A,,Insufficient Data
HDFC Innovation Dir,solution-oriented,Solution: Retirement - Hybrid,INF179KC1JO7,153620,Direct,,,,BSE 500 TRI,,,,,,,,,,,,,25,https://www.valueresearchonline.com/funds/45275/,N/A,N/A,N/A,N/A,N/A,,Insufficient Data
ICICI Pru Innovation Dir,solution-oriented,Solution: Retirement - Hybrid,INF109KC12T2,151580,Direct,3.65,21.53,,BSE 500 TRI,-1.52,12.67,,8.02,0.95,0.98,15.2,20.68,,,,,25,https://www.valueresearchonline.com/funds/43444/,12,6,3,4,N/A,25,Low Risk
Kotak Pioneer Dir*,solution-oriented,Solution: Retirement - Hybrid,INF174KA1EZ1,147727,Direct,9.76,21.2,16.79,BSE 500 TRI*,-1.52,12.67,12.33,7.77,0.91,0.94,15.32,20.13,,,,,25,https://www.valueresearchonline.com/funds/40376/,12,6,3,4,N/A,25,Low Risk
Mahindra Manulife Innovation Opportunities Dir,solution-oriented,Solution: Retirement - Hybrid,INF174V01DA4,154121,Direct,,,,BSE 500 TRI,,,,,,,,,,,,,25,https://www.valueresearchonline.com/funds/45737/,N/A,N/A,N/A,N/A,N/A,,Insufficient Data
Motilal Oswal Innovation Opportunities Dir,solution-oriented,Solution: Retirement - Hybrid,INF247L01EJ8,153258,Direct,15.04,,,BSE 500 TRI,-1.52,,,,,,,,,,,,25,https://www.valueresearchonline.com/funds/44902/,N/A,N/A,N/A,N/A,N/A,,Insufficient Data
Nippon India Innovation Dir,solution-oriented,Solution: Retirement - Hybrid,INF204KC1BO3,152033,Direct,3.22,,,BSE 500 TRI,-1.52,,,,,,,,,,,,25,https://www.valueresearchonline.com/funds/43721/,N/A,N/A,N/A,N/A,N/A,,Insufficient Data
SBI Innovative Opportunities Dir,solution-oriented,Solution: Retirement - Hybrid,INF200KB1324,152776,Direct,2.01,,,BSE 500 TRI,-1.52,,,,,,,,,,,,25,https://www.valueresearchonline.com/funds/44459/,N/A,N/A,N/A,N/A,N/A,,Insufficient Data
Tata India Innovation Dir,solution-oriented,Solution: Retirement - Hybrid,INF277KA1CU2,153055,Direct,2.26,,,BSE 500 TRI,-1.52,,,,,,,,,,,,25,https://www.valueresearchonline.com/funds/44716/,N/A,N/A,N/A,N/A,N/A,,Insufficient Data
Union Innovation & Opportunities Dir,solution-oriented,Solution: Retirement - Hybrid,INF582M01JE6,151905,Direct,10.59,,,BSE 500 TRI,-1.52,,,,,,,,,,,,25,https://www.valueresearchonline.com/funds/43670/,N/A,N/A,N/A,N/A,N/A,,Insufficient Data
UTI Innovation Dir,solution-oriented,Solution: Retirement - Hybrid,INF789F1AZA4,152087,Direct,-3.09,,,BSE 500 TRI,-1.52,,,,,,,,,,,,25,https://www.valueresearchonline.com/funds/43799/,N/A,N/A,N/A,N/A,N/A,,Insufficient Data
360 ONE Quant Dir,solution-oriented,Solution: Children - Equity,INF579M01AI2,149318,Direct,-6.12,17.13,,BSE 500 TRI,-1.52,12.67,,3.63,1.1,0.65,17.76,17.37,,,,,25,https://www.valueresearchonline.com/funds/41830/,10,4,2,2,N/A,18,Moderate Risk
ABSL Quant Dir,solution-oriented,Solution: Children - Equity,INF209KC1118,152684,Direct,4.56,,,BSE 500 TRI,-1.52,,,,,,,,,,,,25,https://www.valueresearchonline.com/funds/44378/,N/A,N/A,N/A,N/A,N/A,,Insufficient Data
Axis Quant Dir,solution-oriented,Solution: Children - Equity,INF846K01Z87,148993,Direct,0.93,10.93,,BSE 500 TRI,-1.52,12.67,,-1.78,1.02,0.34,16.3,11.38,,,,,25,https://www.valueresearchonline.com/funds/41529/,4,2,3,3,N/A,12,Moderately High Risk
DSP Quant Dir,solution-oriented,Solution: Children - Equity,INF740KA1NQ6,147306,Direct,-3.07,7.64,7.55,BSE 500 TRI,-1.52,12.67,12.33,-3.8,0.87,0.18,14.15,8.3,,,,,25,https://www.valueresearchonline.com/funds/39945/,2,2,3,4,N/A,11,High Risk
ICICI Pru Quant Dir,solution-oriented,Solution: Children - Equity,INF109KC1O66,148600,Direct,-2.64,13.28,12.29,BSE 500 TRI,-1.52,12.67,12.33,1.4,0.83,0.56,13.08,13.19,,,,,25,https://www.valueresearchonline.com/funds/41206/,6,2,4,5,N/A,17,Moderately High Risk
Kotak Quant Dir,solution-oriented,Solution: Children - Equity,INF174KA1OL0,151881,Direct,1.24,,,BSE 500 TRI,-1.52,,,,,,,,,,,,25,https://www.valueresearchonline.com/funds/43641/,N/A,N/A,N/A,N/A,N/A,,Insufficient Data
Motilal Oswal Quant Dir,solution-oriented,Solution: Children - Equity,INF247L01CS3,152694,Direct,-4.43,,,BSE 500 TRI,-1.52,,,,,,,,,,,,25,https://www.valueresearchonline.com/funds/44386/,N/A,N/A,N/A,N/A,N/A,,Insufficient Data
Nippon India Quant Dir,solution-oriented,Solution: Children - Equity,INF204K01J34,118769,Direct,0.46,16.13,15.59,BSE 500 TRI,-1.52,12.67,12.33,3.31,0.95,0.68,15.04,15.97,,,,,25,https://www.valueresearchonline.com/funds/16155/,10,4,3,4,N/A,21,Moderate Risk
Quant Quantamental Dir,solution-oriented,Solution: Children - Equity,INF966L01AK9,148925,Direct,10.94,19.88,21.04,BSE 500 TRI,-1.52,12.67,12.33,6.04,1.11,0.75,18.58,19.83,,,,,14,https://www.valueresearchonline.com/funds/41450/,12,4,2,2,N/A,20,Moderate Risk
SBI Quant Dir,solution-oriented,Solution: Children - Equity,INF200KB1506,153154,Direct,-2.1,,,BSE 500 TRI,-1.52,,,,,,,,,,,,25,https://www.valueresearchonline.com/funds/44804/,N/A,N/A,N/A,N/A,N/A,,Insufficient Data
UTI Quant Dir,solution-oriented,Solution: Children - Equity,INF789F1AA98,153204,Direct,-3.48,,,BSE 500 TRI,-1.52,,,,,,,,,,,,25,https://www.valueresearchonline.com/funds/44865/,N/A,N/A,N/A,N/A,N/A,,Insufficient Data
360 ONE Flexicap Dir,solution-oriented,Solution: Children - Debt,INF579M01AS1,151796,Direct,4.44,,,BSE 500 TRI,-1.52,,,,,,,,,,,,25,https://www.valueresearchonline.com/funds/43547/,N/A,N/A,N/A,N/A,N/A,,Insufficient Data
360 ONE Focused Dir,solution-oriented,Solution: Children - Debt,INF579M01902,131580,Direct,1.9,13.12,13.82,BSE 500 TRI,-1.52,12.67,12.33,0.75,0.91,0.51,14.4,13.12,,,,,25,https://www.valueresearchonline.com/funds/28458/,6,2,3,4,N/A,15,Moderately High Risk
Abakkus Flexi Cap Dir,solution-oriented,Solution: Children - Debt,INF2JJD01136,154043,Direct,,,,BSE 500 TRI,,,,,,,,,,,,,25,https://www.valueresearchonline.com/funds/45683/,N/A,N/A,N/A,N/A,N/A,,Insufficient Data
ABSL Bal Bhavishya Yojna Dir,solution-oriented,Solution: Children - Debt,INF209KB1E84,146407,Direct,2.86,12.98,10.9,BSE 500 TRI,-1.52,12.67,12.33,0.52,0.97,0.49,15.23,13.29,,,,,25,https://www.valueresearchonline.com/funds/38821/,6,2,3,3,N/A,14,Moderately High Risk
ABSL BSE 500 Momentum 50 Index Fund Dir,solution-oriented,Solution: Children - Debt,INF209KC1589,153736,Direct,,,,BSE 500 TRI,,,,,,,,,,,,,25,https://www.valueresearchonline.com/funds/45377/,N/A,N/A,N/A,N/A,N/A,,Insufficient Data
ABSL BSE 500 Quality 50 Index Dir,solution-oriented,Solution: Children - Debt,INF209KC1613,153740,Direct,,,,BSE 500 TRI,,,,,,,,,,,,,25,https://www.valueresearchonline.com/funds/45381/,N/A,N/A,N/A,N/A,N/A,,Insufficient Data
ABSL Flexi Cap Dir,solution-oriented,Solution: Children - Debt,INF209K01XX1,120564,Direct,4.66,16.38,13.38,BSE 500 TRI,-1.52,12.67,12.33,3.59,0.95,0.71,14.66,16.24,,,,,25,https://www.valueresearchonline.com/funds/15741/,10,4,3,4,N/A,21,Moderate Risk
ABSL Focused Dir,solution-oriented,Solution: Children - Debt,INF209K01WE3,119564,Direct,0.49,14.53,12.86,BSE 500 TRI,-1.52,12.67,12.33,2.19,0.9,0.62,14.06,14.48,,,,,25,https://www.valueresearchonline.com/funds/15883/,8,4,3,4,N/A,19,Moderate Risk
ABSL Retirement 30s Dir,solution-oriented,Solution: Children - Debt,INF209KB1I23,146575,Direct,11.79,17.71,13.36,BSE 500 TRI,-1.52,12.67,12.33,4.68,0.99,0.75,15.85,17.62,,,,,25,https://www.valueresearchonline.com/funds/39181/,10,4,3,3,N/A,20,Moderate Risk
Angel One Nifty Total Market ETF,solution-oriented,Solution: Children - Debt,INF1J2R01023,153330,Direct,-1.21,,,BSE 500 TRI,-1.52,,,,,,,,,,,,25,https://www.valueresearchonline.com/funds/44964/,N/A,N/A,N/A,N/A,N/A,,Insufficient Data
Angel One Nifty Total Market Index Dir,solution-oriented,Solution: Children - Debt,INF1J2R01023,153330,Direct,-1.26,,,BSE 500 TRI,-1.52,,,,,,,,,,,,25,https://www.valueresearchonline.com/funds/44963/,N/A,N/A,N/A,N/A,N/A,,Insufficient Data
Angel One Nifty Total Market Momentum Quality 50 ETF,solution-oriented,Solution: Children - Debt,INF1J2R01122,153956,Direct,,,,BSE 500 TRI,,,,,,,,,,,,,25,https://www.valueresearchonline.com/funds/45605/,N/A,N/A,N/A,N/A,N/A,,Insufficient Data
Angel One Nifty Total Market Momentum Quality 50 Index Dir,solution-oriented,Solution: Children - Debt,INF1J2R01122,153956,Direct,,,,BSE 500 TRI,,,,,,,,,,,,,25,https://www.valueresearchonline.com/funds/45607/,N/A,N/A,N/A,N/A,N/A,,Insufficient Data
Axis Flexi Cap Dir,solution-oriented,Solution: Children - Debt,INF846K01B28,141925,Direct,2.3,14.19,11.35,BSE 500 TRI,-1.52,12.67,12.33,1.64,0.97,0.56,15.47,14.41,,,,,25,https://www.valueresearchonline.com/funds/34711/,8,2,3,3,N/A,16,Moderately High Risk
Axis Focused Dir,solution-oriented,Solution: Children - Debt,INF846K01CQ8,120468,Direct,-3.07,9.75,6.54,BSE 500 TRI,-1.52,12.67,12.33,-2.12,0.91,0.3,14.97,10.25,,,,,25,https://www.valueresearchonline.com/funds/15684/,2,2,3,4,N/A,11,High Risk
Axis Nifty 500 Index Dir,solution-oriented,Solution: Children - Debt,INF846K019W9,152731,Direct,-1.52,,,BSE 500 TRI,-1.52,,,,,,,,,,,,25,https://www.valueresearchonline.com/funds/44413/,N/A,N/A,N/A,N/A,N/A,,Insufficient Data
Axis Nifty500 Momentum 50 Index Dir,solution-oriented,Solution: Children - Debt,INF846KA1044,153244,Direct,-2.54,,,BSE 500 TRI,-1.52,,,,,,,,,,,,25,https://www.valueresearchonline.com/funds/44905/,N/A,N/A,N/A,N/A,N/A,,Insufficient Data
Axis Nifty500 Quality 50 Index Dir,solution-oriented,Solution: Children - Debt,INF846KA1200,153829,Direct,,,,BSE 500 TRI,,,,,,,,,,,,,25,https://www.valueresearchonline.com/funds/45468/,N/A,N/A,N/A,N/A,N/A,,Insufficient Data
Bajaj Finserv Flexi Cap Dir,solution-oriented,Solution: Children - Debt,INF0QA701342,151895,Direct,5.6,,,BSE 500 TRI,-1.52,,,,,,,,,,,,25,https://www.valueresearchonline.com/funds/43653/,N/A,N/A,N/A,N/A,N/A,,Insufficient Data
Bandhan Flexi Cap Dir,solution-oriented,Solution: Children - Debt,INF194K01W62,118424,Direct,-0.51,13.27,12.09,BSE 500 TRI,-1.52,12.67,12.33,1.23,0.88,0.55,13.7,13.34,,,,,25,https://www.valueresearchonline.com/funds/16501/,6,2,4,4,N/A,16,Moderately High Risk
Bandhan Focused Dir,solution-oriented,Solution: Children - Debt,INF194K01W21,118421,Direct,1.27,15.92,13.8,BSE 500 TRI,-1.52,12.67,12.33,3.05,0.98,0.61,16.61,15.9,,,,,25,https://www.valueresearchonline.com/funds/16507/,10,4,3,3,N/A,20,Moderate Risk
Bandhan Nifty 500 Momentum 50 Index Dir,solution-oriented,Solution: Children - Debt,INF194KB1IY0,153003,Direct,-2.78,,,BSE 500 TRI,-1.52,,,,,,,,,,,,25,https://www.valueresearchonline.com/funds/44630/,N/A,N/A,N/A,N/A,N/A,,Insufficient Data
Bandhan Nifty Alpha 50 Index Dir,solution-oriented,Solution: Children - Debt,INF194KB1HA2,152177,Direct,-0.42,,,BSE 500 TRI,-1.52,,,,,,,,,,,,25,https://www.valueresearchonline.com/funds/43864/,N/A,N/A,N/A,N/A,N/A,,Insufficient Data
Bandhan Nifty Total Mkt Index Dir,solution-oriented,Solution: Children - Debt,INF194KB1IK9,152716,Direct,-1.5,,,BSE 500 TRI,-1.52,,,,,,,,,,,,25,https://www.valueresearchonline.com/funds/44403/,N/A,N/A,N/A,N/A,N/A,,Insufficient Data
Bank of India Flexi Cap Dir,solution-oriented,Solution: Children - Debt,INF761K01FF5,148404,Direct,8.79,22.35,18.22,BSE 500 TRI,-1.52,12.67,12.33,8.01,1.13,0.85,19,21.94,,,,,25,https://www.valueresearchonline.com/funds/41018/,12,6,2,2,N/A,22,Moderate Risk
Baroda BNP Paribas Children's Dir,solution-oriented,Solution: Children - Debt,INF251K01UE9,153171,Direct,4.81,,,BSE 500 TRI,-1.52,,,,,,,,,,,,25,https://www.valueresearchonline.com/funds/44780/,N/A,N/A,N/A,N/A,N/A,,Insufficient Data
Baroda BNP Paribas Flexi Cap Dir,solution-oriented,Solution: Children - Debt,INF251K01QZ2,150387,Direct,0.49,14.29,,BSE 500 TRI,-1.52,12.67,,1.69,0.99,0.56,15.73,14.65,,,,,25,https://www.valueresearchonline.com/funds/42312/,8,2,3,3,N/A,16,Moderately High Risk
Baroda BNP Paribas Focused Dir,solution-oriented,Solution: Children - Debt,INF251K01PN0,150264,Direct,-5.67,11.22,11.74,BSE 500 TRI,-1.52,12.67,12.33,-1.64,1.08,0.36,17.18,11.93,,,,,25,https://www.valueresearchonline.com/funds/34653/,4,2,2,2,N/A,10,High Risk
Canara Robeco Flexi Cap Dir,solution-oriented,Solution: Children - Debt,INF760K01EF0,118275,Direct,-0.74,13,12.22,BSE 500 TRI,-1.52,12.67,12.33,0.58,0.93,0.51,14.47,13.11,,,,,25,https://www.valueresearchonline.com/funds/16588/,6,2,3,4,N/A,15,Moderately High Risk
Canara Robeco Focused Dir,solution-oriented,Solution: Children - Debt,INF760K01JQ6,148883,Direct,-2.36,14.31,14.44,BSE 500 TRI,-1.52,12.67,12.33,1.79,0.92,0.58,14.52,14.2,,,,,25,https://www.valueresearchonline.com/funds/41458/,8,2,3,4,N/A,17,Moderately High Risk
Capitalmind Flexi Cap Dir,solution-oriented,Solution: Children - Debt,INF226401018,153738,Direct,,,,BSE 500 TRI,,,,,,,,,,,,,25,https://www.valueresearchonline.com/funds/45313/,N/A,N/A,N/A,N/A,N/A,,Insufficient Data
DSP Flexi Cap Dir,solution-oriented,Solution: Children - Debt,INF740K01PI2,119076,Direct,-0.28,14.07,12.13,BSE 500 TRI,-1.52,12.67,12.33,1.5,0.97,0.55,15.33,14.3,,,,,25,https://www.valueresearchonline.com/funds/16386/,8,2,3,3,N/A,16,Moderately High Risk
DSP Focused Dir,solution-oriented,Solution: Children - Debt,INF740K01OB0,119096,Direct,1.11,16.22,12.23,BSE 500 TRI,-1.52,12.67,12.33,3.55,0.96,0.67,15.58,16.28,,,,,25,https://www.valueresearchonline.com/funds/16388/,10,4,3,3,N/A,20,Moderate Risk
DSP Nifty500 Flexicap Quality 30 ETF,solution-oriented,Solution: Children - Debt,INF740KA1WR5,153801,Direct,,,,BSE 500 TRI,,,,,,,,,,,,,25,https://www.valueresearchonline.com/funds/45521/,N/A,N/A,N/A,N/A,N/A,,Insufficient Data
DSP Nifty500 Flexicap Quality 30 Index Dir,solution-oriented,Solution: Children - Debt,INF740KA1WR5,153801,Direct,,,,BSE 500 TRI,,,,,,,,,,,,,25,https://www.valueresearchonline.com/funds/45446/,N/A,N/A,N/A,N/A,N/A,,Insufficient Data
DSP Nifty 500 Index Dir,solution-oriented,Solution: Children - Debt,INF740KA1XY9,154088,Direct,,,,BSE 500 TRI,,,,,,,,,,,,,25,https://www.valueresearchonline.com/funds/45719/,N/A,N/A,N/A,N/A,N/A,,Insufficient Data
Edelweiss Flexi Cap Dir,solution-oriented,Solution: Children - Debt,INF843K01KK1,140353,Direct,1.1,16.29,15.23,BSE 500 TRI,-1.52,12.67,12.33,3.3,0.99,0.68,15.37,16.21,,,,,25,https://www.valueresearchonline.com/funds/29263/,10,4,3,3,N/A,20,Moderate Risk
Edelweiss Focused Dir,solution-oriented,Solution: Children - Debt,INF754K01OP1,150376,Direct,-0.28,14.71,,BSE 500 TRI,-1.52,12.67,,2.14,0.98,0.6,15.46,15.03,,,,,25,https://www.valueresearchonline.com/funds/42298/,8,4,3,3,N/A,18,Moderate Risk
Franklin India Flexi Cap Dir,solution-oriented,Solution: Children - Debt,INF090I01FK3,118535,Direct,-3.82,14.77,14.44,BSE 500 TRI,-1.52,12.67,12.33,2.26,0.92,0.62,14.37,14.7,,,,,25,https://www.valueresearchonline.com/funds/16008/,8,4,3,4,N/A,19,Moderate Risk
Franklin India Focused Equity Dir,solution-oriented,Solution: Children - Debt,INF090I01IW2,118564,Direct,-6.19,10.68,12.48,BSE 500 TRI,-1.52,12.67,12.33,-1.17,0.87,0.37,13.85,10.89,,,,,25,https://www.valueresearchonline.com/funds/15990/,4,2,4,4,N/A,14,Moderately High Risk
Groww Nifty 500 Low Volatility 50 ETF,solution-oriented,Solution: Children - Debt,INF666M01ME1,153905,Direct,-0.37,,,BSE 500 TRI,-1.52,,,,,,,,,,,,25,https://www.valueresearchonline.com/funds/45217/,N/A,N/A,N/A,N/A,N/A,,Insufficient Data
Groww Nifty 500 Momentum 50 ETF,solution-oriented,Solution: Children - Debt,INF666M01KC9,153456,Direct,-2.74,,,BSE 500 TRI,-1.52,,,,,,,,,,,,25,https://www.valueresearchonline.com/funds/45094/,N/A,N/A,N/A,N/A,N/A,,Insufficient Data
Groww Nifty 500 Momentum 50 ETF FoF Dir,solution-oriented,Solution: Children - Debt,INF666M01JX7,153453,Direct,-3.12,,,BSE 500 TRI,-1.52,,,,,,,,,,,,1,https://www.valueresearchonline.com/funds/45097/,N/A,N/A,N/A,N/A,N/A,,Insufficient Data
Groww Nifty Total Market Index Dir,solution-oriented,Solution: Children - Debt,INF666M01HM4,152092,Direct,-1.45,,,BSE 500 TRI,-1.52,,,,,,,,,,,,25,https://www.valueresearchonline.com/funds/43806/,N/A,N/A,N/A,N/A,N/A,,Insufficient Data
HDFC BSE 500 ETF,solution-oriented,Solution: Children - Debt,INF179KC1JE9,154152,Direct,-1.82,12.31,,BSE 500 TRI,-1.52,12.67,,-0.32,1,0.45,15.3,12.69,,,,,25,https://www.valueresearchonline.com/funds/43117/,4,2,3,3,N/A,12,Moderately High Risk
HDFC BSE 500 Index Dir,solution-oriented,Solution: Children - Debt,INF179KC1GG9,151728,Direct,-1.88,12.03,,BSE 500 TRI,-1.52,12.67,,-0.56,1,0.43,15.24,12.43,,,,,25,https://www.valueresearchonline.com/funds/43477/,4,2,3,3,N/A,12,Moderately High Risk
HDFC Diversified Equity All Cap Active FoF Dir,solution-oriented,Solution: Children - Debt,INF179KC1JU4,153860,Direct,,,,BSE 500 TRI,,,,,,,,,,,,,5,https://www.valueresearchonline.com/funds/45485/,N/A,N/A,N/A,N/A,N/A,,Insufficient Data
HDFC Flexi Cap Dir,solution-oriented,Solution: Children - Debt,INF179K01UT0,118955,Direct,1.49,17.85,18.65,BSE 500 TRI,-1.52,12.67,12.33,5.46,0.82,0.87,13,17.17,,,,,25,https://www.valueresearchonline.com/funds/16026/,12,6,4,5,N/A,27,Low Risk
HDFC Focused Dir,solution-oriented,Solution: Children - Debt,INF179K01VK7,118950,Direct,0.96,17.97,20.36,BSE 500 TRI,-1.52,12.67,12.33,5.68,0.79,0.89,12.79,17.21,,,,,25,https://www.valueresearchonline.com/funds/16021/,12,6,4,5,N/A,27,Low Risk
HDFC Retirement Savings Equity Dir,solution-oriented,Solution: Children - Debt,INF179KB1MF0,136094,Direct,-4.92,12.03,14.42,BSE 500 TRI,-1.52,12.67,12.33,0.15,0.86,0.47,13.42,12.16,,,,,25,https://www.valueresearchonline.com/funds/31780/,6,2,4,4,N/A,16,Moderately High Risk
Helios Flexi Cap Dir,solution-oriented,Solution: Children - Debt,INF0R8701046,152135,Direct,8.95,,,BSE 500 TRI,-1.52,,,,,,,,,,,,25,https://www.valueresearchonline.com/funds/43839/,N/A,N/A,N/A,N/A,N/A,,Insufficient Data
HSBC Flexi Cap Dir,solution-oriented,Solution: Children - Debt,INF336L01DH5,120046,Direct,2.28,17.49,15.12,BSE 500 TRI,-1.52,12.67,12.33,3.95,1.09,0.68,17.22,17.58,,,,,25,https://www.valueresearchonline.com/funds/16320/,10,4,2,2,N/A,18,Moderate Risk
HSBC Focused Dir,solution-oriented,Solution: Children - Debt,INF336L01PB2,148411,Direct,5.39,15.87,12.56,BSE 500 TRI,-1.52,12.67,12.33,2.83,1.03,0.61,16.82,16.06,,,,,25,https://www.valueresearchonline.com/funds/41022/,8,4,3,3,N/A,18,Moderate Risk
