Fund Name,Category,Subcategory,ISIN,Scheme Code,Plan,1Y Return (%),3Y Return (%),5Y Return (%),Benchmark Name,Benchmark 1Y (%),Benchmark 3Y (%),Benchmark 5Y (%),Alpha,Beta,Sharpe Ratio,Std Dev,Mean Return (%),YTM (%),Modified Duration (yrs),Avg Credit Rating,Avg Maturity (yrs),Top Holdings Count,Fund URL,Alpha Score (12),Sharpe Score (12),Std Dev Score (6),Beta Score (6),Sortino Score (4),Total Score (40),Risk Label
Franklin Asian Equity Dir,solution-oriented,Equity: International,INF090I01IZ5,118559,Direct,48.68,22.39,8.12,BSE 500 TRI,-1.52,12.67,12.33,,,0.9,17.91,21.89,,,,,25,https://www.valueresearchonline.com/funds/15977/,N/A,6,2,N/A,N/A,8,Moderately High Risk
Franklin U.S. Opportunities Equity Active FoF Dir,solution-oriented,Equity: International,INF090I01JR0,118551,Direct,24.61,23.2,11.11,BSE 500 TRI,-1.52,12.67,12.33,,,0.97,17.59,22.83,,,,,1,https://www.valueresearchonline.com/funds/16027/,N/A,6,2,N/A,N/A,8,Moderately High Risk
HDFC Developed World Overseas Equity Passive FoF Dir*,solution-oriented,Equity: International,INF179KC1BO4,149180,Direct,33.67,24.88,,BSE 500 TRI*,-1.52,12.67,,,,1.34,12.65,22.82,,,,,5,https://www.valueresearchonline.com/funds/41714/,N/A,10,4,N/A,N/A,14,Low Risk
HSBC Asia Pacific (Ex Japan) Dividend Yield Dir,solution-oriented,Equity: International,INF336L01HF0,127071,Direct,48.43,26.54,13.59,BSE 500 TRI*,-1.52,12.67,12.33,,,1.28,14.86,24.85,,,,,1,https://www.valueresearchonline.com/funds/23946/,N/A,10,3,N/A,N/A,13,Low Risk
HSBC Brazil Dir,solution-oriented,Equity: International,INF336L01BY4,120035,Direct,30.95,11.13,4.59,BSE 500 TRI,-1.52,12.67,12.33,,,0.31,23.83,13.24,,,,,1,https://www.valueresearchonline.com/funds/17042/,N/A,2,1,N/A,N/A,3,High Risk
HSBC Global Emerging Markets Dir,solution-oriented,Equity: International,INF336L01CJ3,120043,Direct,66.14,28.53,11.68,BSE 500 TRI*,-1.52,12.67,12.33,,,1.12,19.1,27.12,,,,,1,https://www.valueresearchonline.com/funds/17037/,N/A,8,2,N/A,N/A,10,Moderate Risk
ICICI Pru Global Advantage (FOF) Dir*,solution-oriented,Equity: International,INF109KC1F34,147648,Direct,28.48,18.72,9.28,BSE 500 TRI*,-1.52,12.67,12.33,,,0.86,14.6,18.34,,,,,6,https://www.valueresearchonline.com/funds/40282/,N/A,6,3,N/A,N/A,9,Moderate Risk
ICICI Pru Global Stable Equity (FOF) Dir,solution-oriented,Equity: International,INF109KA1CE0,123654,Direct,14.3,11.91,9.52,BSE 500 TRI,-1.52,12.67,12.33,,,0.6,9.56,11.55,,,,,1,https://www.valueresearchonline.com/funds/20857/,N/A,4,6,N/A,N/A,10,Moderate Risk
ICICI Pru NASDAQ 100 Index Dir,solution-oriented,Equity: International,INF109KC1U50,149219,Direct,46.48,31.43,,BSE 500 TRI,-1.52,12.67,,,,1.37,17.33,29.59,,,,,25,https://www.valueresearchonline.com/funds/41744/,N/A,10,2,N/A,N/A,12,Low Risk
ICICI Pru Strategic Metal and Energy Equity FoF Dir,solution-oriented,Equity: International,INF109KC1Z55,149455,Direct,51.13,27.9,,BSE 500 TRI,-1.52,12.67,,,,1.02,20.8,26.94,,,,,1,https://www.valueresearchonline.com/funds/42035/,N/A,8,2,N/A,N/A,10,Moderate Risk
ICICI Pru US Bluechip Equity Dir,solution-oriented,Equity: International,INF109K01Z71,120186,Direct,17.84,13.45,11.5,BSE 500 TRI,-1.52,12.67,12.33,,,0.53,13.73,13.1,,,,,25,https://www.valueresearchonline.com/funds/17160/,N/A,2,4,N/A,N/A,6,Moderately High Risk
Invesco India-Invesco EQQQ NASDAQ-100 ETF FoF Dir,solution-oriented,Equity: International,INF205KA1585,149961,Direct,48.65,31.92,,BSE 500 TRI,-1.52,12.67,,,,1.27,18.68,29.61,,,,,1,https://www.valueresearchonline.com/funds/42218/,N/A,10,2,N/A,N/A,12,Low Risk
Invesco India-Invesco Global Consumer Trends FoF Dir,solution-oriented,Equity: International,INF205KA1270,148614,Direct,35.79,28.15,5.93,BSE 500 TRI,-1.52,12.67,12.33,,,0.81,27.24,27.89,,,,,1,https://www.valueresearchonline.com/funds/41229/,N/A,6,1,N/A,N/A,7,Moderately High Risk
Invesco India Global Equity Income FoF Dir,solution-oriented,Equity: International,INF205K01B49,129188,Direct,23.6,22.93,16.96,BSE 500 TRI,-1.52,12.67,12.33,,,1.1,14.44,21.64,,,,,1,https://www.valueresearchonline.com/funds/26149/,N/A,8,3,N/A,N/A,11,Moderate Risk
Invesco India Pan European Equity FoF Dir,solution-oriented,Equity: International,INF205K01A24,126353,Direct,36.09,20.17,14.85,BSE 500 TRI,-1.52,12.67,12.33,,,0.92,14.93,19.54,,,,,1,https://www.valueresearchonline.com/funds/23314/,N/A,6,3,N/A,N/A,9,Moderate Risk
Kotak Global Emerging Market Overseas Equity Omni FoF Dir*,solution-oriented,Equity: International,INF174K01LW4,119779,Direct,62.12,28.16,11.59,BSE 500 TRI*,-1.52,12.67,12.33,,,1.19,17.44,26.52,,,,,1,https://www.valueresearchonline.com/funds/17439/,N/A,8,2,N/A,N/A,10,Moderate Risk
Kotak Global Innovation Overseas Equity Omni FoF Dir*,solution-oriented,Equity: International,INF174KA1HG4,149059,Direct,38.29,23.88,,BSE 500 TRI*,-1.52,12.67,,,,1.01,16.35,22.29,,,,,2,https://www.valueresearchonline.com/funds/41595/,N/A,8,3,N/A,N/A,11,Moderate Risk
Kotak International REIT Overseas Equity Omni FoF Dir*,solution-oriented,Equity: International,INF174KA1FO2,148646,Direct,12.66,10.18,3.37,BSE 500 TRI*,-1.52,12.67,12.33,,,0.32,15.95,10.97,,,,,1,https://www.valueresearchonline.com/funds/41237/,N/A,2,3,N/A,N/A,5,High Risk
Kotak Quality Overseas Equity Omni FoF Dir*,solution-oriented,Equity: International,INF178L01BY0,133791,Direct,,,,BSE 500 TRI,,,,,,,,,,,,,1,https://www.valueresearchonline.com/funds/45906/,N/A,N/A,N/A,N/A,N/A,,Insufficient Data
Kotak US Specific Equity Passive FoF Dir*,solution-oriented,Equity: International,INF174KA1FQ7,148662,Direct,47.97,31.72,21.5,BSE 500 TRI,-1.52,12.67,12.33,,,1.28,18.58,29.6,,,,,1,https://www.valueresearchonline.com/funds/41260/,N/A,10,2,N/A,N/A,12,Low Risk
Mahindra Manulife Asia Pacific REITs FoF Dir,solution-oriented,Equity: International,INF174V01AY0,149230,Direct,14.71,8.52,,BSE 500 TRI,-1.52,12.67,,,,0.24,15.9,9.57,,,,,1,https://www.valueresearchonline.com/funds/41762/,N/A,2,3,N/A,N/A,5,High Risk
Mirae Asset Global Electric & Autonomous Vehicles Eqt Passive FoF Dir,solution-oriented,Equity: International,INF769K01IQ9,150595,Direct,80.64,18.37,,BSE 500 TRI,-1.52,12.67,,,,0.56,25.87,20.17,,,,,3,https://www.valueresearchonline.com/funds/42460/,N/A,2,1,N/A,N/A,3,High Risk
Mirae Asset Global X Artificial Intelligence & Tech ETF FoF Dir,solution-oriented,Equity: International,INF769K01IS5,150597,Direct,62.56,37.74,,BSE 500 TRI,-1.52,12.67,,,,1.29,23.34,36.01,,,,,1,https://www.valueresearchonline.com/funds/42458/,N/A,10,1,N/A,N/A,11,Moderate Risk
Mirae Asset Hang Seng TECH ETF,solution-oriented,Equity: International,INF769K01HT5,149380,Direct,-6.6,9.97,,BSE 500 TRI*,-1.52,12.67,,,,0.27,34.16,14.91,,,,,25,https://www.valueresearchonline.com/funds/41876/,N/A,2,1,N/A,N/A,3,High Risk
Mirae Asset Hang Seng TECH ETF FoF Dir,solution-oriented,Equity: International,INF769K01HU3,149381,Direct,-3.07,15.4,,BSE 500 TRI*,-1.52,12.67,,,,0.41,33.56,19.44,,,,,1,https://www.valueresearchonline.com/funds/41878/,N/A,2,1,N/A,N/A,3,High Risk
Mirae Asset NYSE FANG+ ETF,solution-oriented,Equity: International,INF769K01HG2,148929,Direct,28.07,35.94,23.97,BSE 500 TRI,-1.52,12.67,12.33,,,1.2,22.91,33.2,,,,,10,https://www.valueresearchonline.com/funds/41429/,N/A,10,1,N/A,N/A,11,Moderate Risk
Mirae Asset NYSE FANG+ ETF FoF Dir,solution-oriented,Equity: International,INF769K01HH0,148928,Direct,30.24,44.25,27.74,BSE 500 TRI,-1.52,12.67,12.33,,,1.37,24.51,39.39,,,,,1,https://www.valueresearchonline.com/funds/41431/,N/A,10,1,N/A,N/A,11,Moderate Risk
Mirae Asset S&P 500 Top 50 ETF,solution-oriented,Equity: International,INF769K01HQ1,149171,Direct,30.39,26.26,,BSE 500 TRI,-1.52,12.67,,,,1.24,15.27,24.81,,,,,25,https://www.valueresearchonline.com/funds/41698/,N/A,10,3,N/A,N/A,13,Low Risk
Mirae Asset S&P 500 Top 50 ETF FoF Dir,solution-oriented,Equity: International,INF769K01HR9,149170,Direct,38.01,33.85,,BSE 500 TRI,-1.52,12.67,,,,1.28,19.6,30.9,,,,,1,https://www.valueresearchonline.com/funds/41704/,N/A,10,2,N/A,N/A,12,Low Risk
Motilal Oswal Developed Mkt Ex US ETFs Ovrses Eqt Pass FoF Dir,solution-oriented,Equity: International,INF247L01734,145834,Direct,33.98,,,BSE 500 TRI,-1.52,,,,,,,,,,,,2,https://www.valueresearchonline.com/funds/43802/,N/A,N/A,N/A,N/A,N/A,,Insufficient Data
Motilal Oswal NASDAQ 100 ETF,solution-oriented,Equity: International,INF247L01726,145553,Direct,47.72,31.51,21.27,BSE 500 TRI,-1.52,12.67,12.33,,,1.34,17.67,29.54,,,,,25,https://www.valueresearchonline.com/funds/12498/,N/A,10,2,N/A,N/A,12,Low Risk
Motilal Oswal Nasdaq 100 FOF Dir,solution-oriented,Equity: International,INF247L01718,145552,Direct,71.44,39.63,24.8,BSE 500 TRI,-1.52,12.67,12.33,,,1.16,26.65,36.66,,,,,1,https://www.valueresearchonline.com/funds/38228/,N/A,8,1,N/A,N/A,9,Moderate Risk
Motilal Oswal Nasdaq Q50 ETF,solution-oriented,Equity: International,INF247L01742,145555,Direct,66.63,30.31,,BSE 500 TRI,-1.52,12.67,,,,1.18,19.41,28.62,,,,,25,https://www.valueresearchonline.com/funds/41923/,N/A,8,2,N/A,N/A,10,Moderate Risk
Motilal Oswal S&P 500 Index Dir,solution-oriented,Equity: International,INF247L01AG2,148381,Direct,34.83,25.22,17.77,BSE 500 TRI,-1.52,12.67,12.33,,,1.3,13.64,23.49,,,,,25,https://www.valueresearchonline.com/funds/40997/,N/A,10,4,N/A,N/A,14,Low Risk
Navi Nasdaq100 US Specific Equity Passive FoF Dir,solution-oriented,Equity: International,INF959L01FZ1,149910,Direct,47.78,31.81,,BSE 500 TRI,-1.52,12.67,,,,1.29,18.75,29.92,,,,,1,https://www.valueresearchonline.com/funds/42135/,N/A,10,2,N/A,N/A,12,Low Risk
Navi Total Stock Market US Specific Equity Passive FoF Dir,solution-oriented,Equity: International,INF959L01FV0,149830,Direct,36.21,25.68,,BSE 500 TRI,-1.52,12.67,,,,1.22,15.01,24.06,,,,,1,https://www.valueresearchonline.com/funds/42069/,N/A,10,3,N/A,N/A,13,Low Risk
Nippon India ETF Hang Seng BeES,solution-oriented,Equity: International,INF204KA1QN5,130175,Direct,7.06,14.84,2.68,BSE 500 TRI*,-1.52,12.67,12.33,,,0.48,21.18,16.05,,,,,25,https://www.valueresearchonline.com/funds/10905/,N/A,2,2,N/A,N/A,4,High Risk
Nippon India Japan Equity Dir,solution-oriented,Equity: International,INF204KA1SK7,130861,Direct,33.42,20.08,11.25,BSE 500 TRI,-1.52,12.67,12.33,,,0.94,14.48,19.38,,,,,25,https://www.valueresearchonline.com/funds/27691/,N/A,6,3,N/A,N/A,9,Moderate Risk
Nippon India Taiwan Equity Dir,solution-oriented,Equity: International,INF204KC1303,149329,Direct,180.49,63.38,,BSE 500 TRI,-1.52,12.67,,,,1.49,32.53,54.12,,,,,25,https://www.valueresearchonline.com/funds/41838/,N/A,10,1,N/A,N/A,11,Moderate Risk
Nippon India US Equity Opportunities Dir*,solution-oriented,Equity: International,INF204KA15G5,134923,Direct,16.2,18.73,11.35,BSE 500 TRI,-1.52,12.67,12.33,,,0.86,14.09,17.98,,,,,25,https://www.valueresearchonline.com/funds/30567/,N/A,6,3,N/A,N/A,9,Moderate Risk
PGIM India Emerging Markets Equity FoF Dir,solution-oriented,Equity: International,INF223J01NL0,138456,Direct,46.78,29.85,4.41,BSE 500 TRI,-1.52,12.67,12.33,,,1.17,19.04,28.1,,,,,1,https://www.valueresearchonline.com/funds/17349/,N/A,8,2,N/A,N/A,10,Moderate Risk
PGIM India Global Equity Opportunities FoF Dir,solution-oriented,Equity: International,INF223J01NF2,138528,Direct,23.87,19.44,8.88,BSE 500 TRI,-1.52,12.67,12.33,,,0.8,18.51,20.6,,,,,1,https://www.valueresearchonline.com/funds/17348/,N/A,6,2,N/A,N/A,8,Moderately High Risk
PGIM India Global Select Real Estate Sec FoF Dir,solution-oriented,Equity: International,INF663L01W63,149298,Direct,23.79,15.68,,BSE 500 TRI,-1.52,12.67,,,,0.67,14.86,15.75,,,,,1,https://www.valueresearchonline.com/funds/41818/,N/A,4,3,N/A,N/A,7,Moderately High Risk
SBI US Specific Equity Active FoF FoF Dir,solution-oriented,Equity: International,INF200KA1U28,148760,Direct,35,27.36,17.25,BSE 500 TRI,-1.52,12.67,12.33,,,1.32,15.19,25.84,,,,,1,https://www.valueresearchonline.com/funds/41352/,N/A,10,3,N/A,N/A,13,Low Risk
Sundaram Global Brand Theme-Equity Active FoF Dir*,solution-oriented,Equity: International,INF903J01OB6,119602,Direct,21.5,16.89,11.68,BSE 500 TRI*,-1.52,12.67,12.33,,,0.78,13.78,16.52,,,,,1,https://www.valueresearchonline.com/funds/17200/,N/A,4,4,N/A,N/A,8,Moderately High Risk
ABSL Conglomerate Dir,solution-oriented,Equity: Thematic (Broad),INF209KC1373,153124,Direct,0.73,,,BSE 500 TRI,-1.52,,,,,,,,,,,,25,https://www.valueresearchonline.com/funds/44788/,N/A,N/A,N/A,N/A,N/A,,Insufficient Data
ABSL Nifty India Defence Index Dir,solution-oriented,Equity: Thematic (Broad),INF209KC1183,152798,Direct,7.21,,,BSE 500 TRI,-1.52,,,,,,,,,,,,19,https://www.valueresearchonline.com/funds/44489/,N/A,N/A,N/A,N/A,N/A,,Insufficient Data
ABSL Special Opportunities Dir,solution-oriented,Equity: Thematic (Broad),INF209KB1T79,148539,Direct,14.01,21.31,16.54,BSE 500 TRI,-1.52,12.67,12.33,7.75,0.97,0.96,15.31,20.54,,,,,25,https://www.valueresearchonline.com/funds/41143/,12,6,3,3,N/A,24,Low Risk
Axis BSE India Sector Leaders Index Dir,solution-oriented,Equity: Thematic (Broad),INF846KA1424,154171,Direct,,,,BSE 500 TRI,,,,,,,,,,,,,25,https://www.valueresearchonline.com/funds/45782/,N/A,N/A,N/A,N/A,N/A,,Insufficient Data
Axis Momentum Dir,solution-oriented,Equity: Thematic (Broad),INF846K011Z9,153083,Direct,-5.27,,,BSE 500 TRI,-1.52,,,,,,,,,,,,25,https://www.valueresearchonline.com/funds/44768/,N/A,N/A,N/A,N/A,N/A,,Insufficient Data
Axis Multi Factor Passive FoF Dir,solution-oriented,Equity: Thematic (Broad),INF846K011G9,149847,Direct,0.72,10.51,,BSE 500 TRI,-1.52,12.67,,-1.56,0.95,0.36,14.9,11.11,,,,,4,https://www.valueresearchonline.com/funds/42080/,4,2,3,4,N/A,13,Moderately High Risk
Axis Nifty India Defence Index Dir,solution-oriented,Equity: Thematic (Broad),INF846KA1523,154326,Direct,,,,BSE 500 TRI,,,,,,,,,,,,,19,https://www.valueresearchonline.com/funds/45950/,N/A,N/A,N/A,N/A,N/A,,Insufficient Data
Axis Services Opportunities Dir,solution-oriented,Equity: Thematic (Broad),INF846KA1168,153624,Direct,,,,BSE 500 TRI,,,,,,,,,,,,,25,https://www.valueresearchonline.com/funds/45324/,N/A,N/A,N/A,N/A,N/A,,Insufficient Data
Bandhan BSE India Sector Leaders Index Dir,solution-oriented,Equity: Thematic (Broad),INF194KB1KB4,153838,Direct,,,,BSE 500 TRI,,,,,,,,,,,,,25,https://www.valueresearchonline.com/funds/45461/,N/A,N/A,N/A,N/A,N/A,,Insufficient Data
Bandhan Multi-Factor Dir,solution-oriented,Equity: Thematic (Broad),INF194KB1JX0,153722,Direct,,,,BSE 500 TRI,,,,,,,,,,,,,25,https://www.valueresearchonline.com/funds/45334/,N/A,N/A,N/A,N/A,N/A,,Insufficient Data
Baroda BNP Paribas Business Conglomerates Dir,solution-oriented,Equity: Thematic (Broad),INF251K01VJ6,153847,Direct,,,,BSE 500 TRI,,,,,,,,,,,,,25,https://www.valueresearchonline.com/funds/45458/,N/A,N/A,N/A,N/A,N/A,,Insufficient Data
Edelweiss BSE Capital Mkts & Insurance ETF,solution-oriented,Equity: Thematic (Broad),INF754K01KM5,153437,Direct,1.41,,,BSE 500 TRI,-1.52,,,,,,,,,,,,24,https://www.valueresearchonline.com/funds/44826/,N/A,N/A,N/A,N/A,N/A,,Insufficient Data
Edelweiss BSE Internet Economy Index Dir,solution-oriented,Equity: Thematic (Broad),INF754K01UX2,153497,Direct,-0.32,,,BSE 500 TRI,-1.52,,,,,,,,,,,,20,https://www.valueresearchonline.com/funds/45129/,N/A,N/A,N/A,N/A,N/A,,Insufficient Data
Edelweiss Recently Listed IPO Dir,solution-oriented,Equity: Thematic (Broad),INF754K01ML4,142388,Direct,19.49,20.48,14.76,BSE 500 TRI,-1.52,12.67,12.33,7.11,1.07,0.72,20.74,20.65,,,,,25,https://www.valueresearchonline.com/funds/35234/,12,4,2,2,N/A,20,Moderate Risk
Franklin India Multi-Factor Dir,solution-oriented,Equity: Thematic (Broad),INF090I01YQ1,153942,Direct,,,,BSE 500 TRI,,,,,,,,,,,,,25,https://www.valueresearchonline.com/funds/45585/,N/A,N/A,N/A,N/A,N/A,,Insufficient Data
Franklin India Opportunities Dir,solution-oriented,Equity: Thematic (Broad),INF090I01JI9,118554,Direct,4.16,24.95,20.25,BSE 500 TRI,-1.52,12.67,12.33,10.5,1.06,1.03,17.63,23.92,,,,,25,https://www.valueresearchonline.com/funds/15999/,12,8,2,2,N/A,24,Low Risk
Groww BSE Power ETF,solution-oriented,Equity: Thematic (Broad),INF666M01LQ7,153748,Direct,,,,BSE Energy TRI,,,,,,,,,,,,,18,https://www.valueresearchonline.com/funds/45370/,N/A,N/A,N/A,N/A,N/A,,Insufficient Data
Groww BSE Power ETF FOF Dir,solution-oriented,Equity: Thematic (Broad),INF666M01LN4,153745,Direct,,,,BSE Energy TRI,,,,,,,,,,,,,1,https://www.valueresearchonline.com/funds/45373/,N/A,N/A,N/A,N/A,N/A,,Insufficient Data
Groww Nifty Capital Markets ETF,solution-oriented,Equity: Thematic (Broad),INF666M01MJ0,153918,Direct,,,,BSE 500 TRI,,,,,,,,,,,,,17,https://www.valueresearchonline.com/funds/45632/,N/A,N/A,N/A,N/A,N/A,,Insufficient Data
Groww Nifty Capital Markets ETF FoF Dir,solution-oriented,Equity: Thematic (Broad),INF666M01MG6,153908,Direct,,,,BSE 500 TRI,,,,,,,,,,,,,1,https://www.valueresearchonline.com/funds/45628/,N/A,N/A,N/A,N/A,N/A,,Insufficient Data
Groww Nifty Chemicals ETF,solution-oriented,Equity: Thematic (Broad),INF666M01MN9,153920,Direct,,,,BSE 500 TRI,,,,,,,,,,,,,20,https://www.valueresearchonline.com/funds/45751/,N/A,N/A,N/A,N/A,N/A,,Insufficient Data
Groww Nifty India Defence ETF,solution-oriented,Equity: Thematic (Broad),INF666M01IT7,152927,Direct,7.23,,,BSE 500 TRI,-1.52,,,,,,,,,,,,19,https://www.valueresearchonline.com/funds/44590/,N/A,N/A,N/A,N/A,N/A,,Insufficient Data
Groww Nifty India Defence ETF FoF Dir,solution-oriented,Equity: Thematic (Broad),INF666M01IQ3,152925,Direct,7.07,,,BSE 500 TRI,-1.52,,,,,,,,,,,,1,https://www.valueresearchonline.com/funds/44597/,N/A,N/A,N/A,N/A,N/A,,Insufficient Data
Groww Nifty India Internet ETF,solution-oriented,Equity: Thematic (Broad),INF666M01LF0,153633,Direct,,,,BSE 500 TRI,,,,,,,,,,,,,25,https://www.valueresearchonline.com/funds/45241/,N/A,N/A,N/A,N/A,N/A,,Insufficient Data
Groww Nifty India Internet ETF FoF Dir,solution-oriented,Equity: Thematic (Broad),INF666M01LC7,153626,Direct,,,,BSE 500 TRI,,,,,,,,,,,,,1,https://www.valueresearchonline.com/funds/45244/,N/A,N/A,N/A,N/A,N/A,,Insufficient Data
Groww Nifty Metal ETF,solution-oriented,Equity: Thematic (Broad),INF666M01MK5,153916,Direct,,,,BSE 500 TRI,,,,,,,,,,,,,19,https://www.valueresearchonline.com/funds/45677/,N/A,N/A,N/A,N/A,N/A,,Insufficient Data
Groww Nifty Realty ETF,solution-oriented,Equity: Thematic (Broad),INF666M01MM1,153918,Direct,,,,BSE 500 TRI,,,,,,,,,,,,,10,https://www.valueresearchonline.com/funds/45522/,N/A,N/A,N/A,N/A,N/A,,Insufficient Data
HDFC BSE India Sector Leaders Index Dir,solution-oriented,Equity: Thematic (Broad),INF179KC1JY6,153959,Direct,,,,BSE 500 TRI,,,,,,,,,,,,,25,https://www.valueresearchonline.com/funds/45589/,N/A,N/A,N/A,N/A,N/A,,Insufficient Data
HDFC Defence Dir,solution-oriented,Equity: Thematic (Broad),INF179KC1GI5,151750,Direct,16.31,44.23,,BSE 500 TRI,-1.52,12.67,,24.31,1.61,1.15,31.31,41.76,,,,,23,https://www.valueresearchonline.com/funds/43512/,12,8,1,1,N/A,22,Moderate Risk
HDFC Housing Opportunities Dir,solution-oriented,Equity: Thematic (Broad),INF179KC1AU3,141924,Direct,-3.48,14.53,14.37,BSE 500 TRI,-1.52,12.67,12.33,1.18,1.13,0.51,18.29,15.13,,,,,25,https://www.valueresearchonline.com/funds/34770/,6,2,2,2,N/A,12,Moderately High Risk
HDFC NIFTY Growth Sectors 15 ETF,solution-oriented,Equity: Thematic (Broad),INF579M01AL6,151164,Direct,-7.15,4.59,,BSE 500 TRI,-1.52,12.67,,-5.9,0.78,-0.02,15.03,5.52,,,,,15,https://www.valueresearchonline.com/funds/42537/,1,1,3,5,N/A,10,High Risk
HDFC NIFTY Realty Index Dir,solution-oriented,Equity: Thematic (Broad),INF179K01VS0,119116,Direct,-12.8,,,BSE 500 TRI,-1.52,,,,,,,,,,,,10,https://www.valueresearchonline.com/funds/44211/,N/A,N/A,N/A,N/A,N/A,,Insufficient Data
HSBC India Export Opportunities Dir,solution-oriented,Equity: Thematic (Broad),INF336L01RO1,152829,Direct,11.31,,,BSE 500 TRI,-1.52,,,,,,,,,,,,25,https://www.valueresearchonline.com/funds/44524/,N/A,N/A,N/A,N/A,N/A,,Insufficient Data
ICICI Pru Active Momentum Dir,solution-oriented,Equity: Thematic (Broad),INF109K1A385,153684,Direct,,,,BSE 500 TRI,,,,,,,,,,,,,25,https://www.valueresearchonline.com/funds/45357/,N/A,N/A,N/A,N/A,N/A,,Insufficient Data
ICICI Pru Commodities Dir,solution-oriented,Equity: Thematic (Broad),INF109KC1F91,147662,Direct,8.64,17.91,16.59,BSE 500 TRI,-1.52,12.67,12.33,5.51,0.97,0.73,17.15,18.27,,,,,25,https://www.valueresearchonline.com/funds/40306/,12,4,2,3,N/A,21,Moderate Risk
ICICI Pru Conglomerate Dir,solution-oriented,Equity: Thematic (Broad),INF109K1A427,153867,Direct,,,,BSE 500 TRI,,,,,,,,,,,,,25,https://www.valueresearchonline.com/funds/45489/,N/A,N/A,N/A,N/A,N/A,,Insufficient Data
ICICI Pru Eqt Minimum Variance Fund Dir,solution-oriented,Equity: Thematic (Broad),INF109KC10Y6,153070,Direct,-0.56,,,BSE 500 TRI,-1.52,,,,,,,,,,,,25,https://www.valueresearchonline.com/funds/44744/,N/A,N/A,N/A,N/A,N/A,,Insufficient Data
ICICI Pru Exports & Services Dir,solution-oriented,Equity: Thematic (Broad),INF109K01W25,120688,Direct,0.3,17.23,16.41,BSE 500 TRI,-1.52,12.67,12.33,4.92,0.85,0.83,13.34,16.83,,,,,25,https://www.valueresearchonline.com/funds/15859/,10,6,4,5,N/A,25,Low Risk
ICICI Pru FMCG Dir,solution-oriented,Equity: Thematic (Broad),INF109K01Z14,120587,Direct,-10.52,-0.45,8.31,BSE 500 TRI,-1.52,12.67,12.33,-11.91,0.85,-0.38,15.3,0.05,,,,,25,https://www.valueresearchonline.com/funds/15836/,1,1,3,5,N/A,10,High Risk
ICICI Pru Housing Opportunities Dir,solution-oriented,Equity: Thematic (Broad),INF109KC10C2,150310,Direct,0.94,15.44,,BSE 500 TRI,-1.52,12.67,,2.68,0.95,0.63,15.19,15.37,,,,,25,https://www.valueresearchonline.com/funds/42250/,8,4,3,4,N/A,19,Moderate Risk
ICICI Pru India Opportunities Dir,solution-oriented,Equity: Thematic (Broad),INF109KC12W6,152728,Direct,0.43,18.47,20.31,BSE 500 TRI,-1.52,12.67,12.33,6.21,0.82,0.92,13.12,17.89,,,,,25,https://www.valueresearchonline.com/funds/38585/,12,6,4,5,N/A,27,Low Risk
ICICI Pru Multi Sector Passive FoF Dir,solution-oriented,Equity: Thematic (Broad),INF109K01W58,120242,Direct,1.66,14.4,13.62,BSE 500 TRI,-1.52,12.67,12.33,2.09,0.9,0.61,14.03,14.39,,,,,10,https://www.valueresearchonline.com/funds/15812/,8,4,3,4,N/A,19,Moderate Risk
ICICI Pru Nifty Commodities ETF,solution-oriented,Equity: Thematic (Broad),INF966L01DC0,152256,Direct,9.92,18.18,,BSE 500 TRI,-1.52,12.67,,5.32,1.02,0.7,18.18,18.46,,,,,25,https://www.valueresearchonline.com/funds/42947/,12,4,2,3,N/A,21,Moderate Risk
ICICI Pru Nifty FMCG ETF,solution-oriented,Equity: Thematic (Broad),INF846K010D8,149242,Direct,-7.99,-0.24,,BSE 500 TRI,-1.52,12.67,,-12.15,0.95,-0.31,17.11,0.51,,,,,15,https://www.valueresearchonline.com/funds/41601/,1,1,2,4,N/A,8,High Risk
ICICI Pru Nifty Metal ETF,solution-oriented,Equity: Thematic (Broad),INF846K010D8,149242,Direct,30.02,,,BSE 500 TRI,-1.52,,,,,,,,,,,,19,https://www.valueresearchonline.com/funds/44461/,N/A,N/A,N/A,N/A,N/A,,Insufficient Data
ICICI Pru Nifty Oil & Gas ETF,solution-oriented,Equity: Thematic (Broad),INF903J016H9,134356,Direct,-5.89,,,BSE 500 TRI,-1.52,,,,,,,,,,,,15,https://www.valueresearchonline.com/funds/44432/,N/A,N/A,N/A,N/A,N/A,,Insufficient Data
ICICI Pru Quality Dir,solution-oriented,Equity: Thematic (Broad),INF109K1A187,153458,Direct,1.55,,,BSE 500 TRI,-1.52,,,,,,,,,,,,25,https://www.valueresearchonline.com/funds/45164/,N/A,N/A,N/A,N/A,N/A,,Insufficient Data
ICICI Pru Rural Opportunities Dir,solution-oriented,Equity: Thematic (Broad),INF109KC12Z9,153184,Direct,-0.18,,,BSE 500 TRI,-1.52,,,,,,,,,,,,25,https://www.valueresearchonline.com/funds/44846/,N/A,N/A,N/A,N/A,N/A,,Insufficient Data
JioBlackRock Sector Rotation Dir,solution-oriented,Equity: Thematic (Broad),INF22M001168,154082,Direct,,,,BSE 500 TRI,,,,,,,,,,,,,25,https://www.valueresearchonline.com/funds/45730/,N/A,N/A,N/A,N/A,N/A,,Insufficient Data
