Fund Name,Plan,Category,VR ID,Scheme Code,ISIN,Alpha,Beta,Sharpe,Standard Deviation,Mean Return,Sortino,No. of Stocks,Top 10 Stocks (%),Top 5 Stocks (%),Top 3 Sectors (%),P/B Ratio,P/E Ratio,Alpha Score (/12),Sharpee Score(/12),Std Dev Score(/6),Beta Score(/6),Sortino Score(/4),Total Score(/40),Risk Category,Yield to Maturity (%),Macaulay Duration (yrs),Average Maturity (yrs),Avg Credit Rating,Fund 1Y,Fund 3Y,Fund 5Y,Bench 1Y,Bench 3Y,Bench 5Y
ICICI Pru Conglomerate Dir,Direct,Equity: Thematic (Broad),45489,153867,INF109K1A427,--,--,--,--,--,--,41,47.60%,29.77%,77.94%,3.34,21.58,1,1,1,1,1,5,High Risk,N/A,N/A,N/A,N/A,11.27,20.94,20.44,10.42,15.47,13.24
ICICI Pru Eqt Minimum Variance Fund Dir,Direct,Equity: Thematic (Broad),44744,153070,INF109KC10Y6,--,--,--,--,--,--,38,51.48%,31.48%,62.71%,3.3,21.26,1,1,1,1,1,5,High Risk,N/A,N/A,N/A,N/A,10.5,20.71,21.97,10.42,15.47,13.24
ICICI Pru Exports & Services Dir,Direct,Equity: Thematic (Broad),15859,120688,INF109K01W25,4.06,0.84,0.8,12.69,16.13,1.15,61,43.98%,29.52%,63.20%,3.55,23.78,10,10,4,5,2,31,Low Risk,N/A,N/A,N/A,N/A,7.46,16.02,17.5,10.42,15.47,13.24
ICICI Pru FMCG Dir,Direct,Equity: Thematic (Broad),15836,120587,INF109K01Z14,-10.28,0.83,-0.29,14.5,1.76,-0.35,28,82.00%,66.37%,98.19%,7.41,24.02,1,1,3,5,1,11,High Risk,N/A,N/A,N/A,N/A,13.39,18.66,15.24,10.42,15.47,13.24
ICICI Pru Housing Opportunities Dir,Direct,Equity: Thematic (Broad),42250,150310,INF109KC10C2,1.63,0.93,0.58,14.25,14.34,0.79,52,54.12%,34.45%,60.67%,2.63,22.72,8,6,3,4,1,22,Moderate Risk,N/A,N/A,N/A,N/A,16.73,17.72,12.85,10.42,15.47,13.24
ICICI Pru India Opportunities Dir,Direct,Equity: Thematic (Broad),38585,145897,INF109KC1RH9,7.67,0.86,1.06,13.1,19.87,1.34,80,41.16%,25.03%,55.95%,2.89,16.54,12,12,4,4,2,34,Very Low Risk,N/A,N/A,N/A,N/A,14.34,N/A,N/A,10.42,N/A,N/A
ICICI Pru Multi Sector Passive FoF Dir,Direct,Equity: Thematic (Broad),15812,120242,INF109K01W58,1.94,0.89,0.63,13.32,14.41,0.76,N/A,N/A,N/A,N/A,N/A,N/A,8,6,4,4,1,23,Moderate Risk,N/A,N/A,N/A,N/A,10.05,15.09,12.88,10.42,15.47,13.24
ICICI Pru Nifty Commodities ETF,Direct,Equity: Thematic (Broad),42947,151207,INF109KC19O8,5.54,0.98,0.75,16.76,18.65,1.12,30,64.78%,38.74%,99.97%,2.12,16.66,12,8,3,3,2,28,Low Risk,N/A,N/A,N/A,N/A,9.82,14.86,N/A,10.42,15.47,N/A
ICICI Pru Nifty FMCG ETF,Direct,Equity: Thematic (Broad),41601,149072,INF109KC19V3,-10.3,0.92,-0.23,16.19,2.37,-0.29,15,91.64%,71.37%,100.00%,7.56,23.02,1,1,3,4,1,10,High Risk,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ICICI Pru Nifty Metal ETF,Direct,Equity: Thematic (Broad),44461,152769,INF109KC19W1,--,--,--,--,--,--,15,89.07%,68.95%,99.77%,2.69,20.29,1,1,1,1,1,5,High Risk,N/A,N/A,N/A,N/A,9.61,19.97,18.45,10.42,15.47,13.24
ICICI Pru Nifty Oil & Gas ETF,Direct,Equity: Thematic (Broad),44432,152748,INF109KC18W3,--,--,--,--,--,--,15,94.27%,76.50%,99.96%,1.34,9.7,1,1,1,1,1,5,High Risk,N/A,N/A,N/A,N/A,16.77,19.64,N/A,10.42,15.47,N/A
ICICI Pru Quality Dir,Direct,Equity: Thematic (Broad),45164,153458,INF109K1A187,--,--,--,--,--,--,58,38.58%,24.24%,51.91%,4.9,25.61,1,1,1,1,1,5,High Risk,N/A,N/A,N/A,N/A,14.14,22.29,19.21,10.42,15.47,13.24
ICICI Pru Rural Opportunities Dir,Direct,Equity: Thematic (Broad),44846,153184,INF109KC12Z9,--,--,--,--,--,--,49,52.36%,32.57%,67.27%,3.79,21.47,1,1,1,1,1,5,High Risk,N/A,N/A,N/A,N/A,10.01,N/A,N/A,10.42,N/A,N/A
JioBlackRock Sector Rotation Dir,Direct,Equity: Thematic (Broad),45730,154082,INF22M001168,--,--,--,--,--,--,275,35.21%,25.13%,53.80%,2.99,20.18,1,1,1,1,1,5,High Risk,N/A,N/A,N/A,N/A,25.05,26.93,22.85,10.42,15.47,13.24
Kotak Active Momentum Dir,Direct,Equity: Thematic (Broad),45389,153753,INF174KA1XA4,--,--,--,--,--,--,48,28.05%,15.89%,50.60%,2.99,18.35,1,1,1,1,1,5,High Risk,N/A,N/A,N/A,N/A,17.21,22.1,N/A,10.42,15.47,N/A
Kotak BSE Housing Index Dir,Direct,Equity: Thematic (Broad),43706,152039,INF174KA1OX5,--,--,--,--,--,--,25,50.56%,26.16%,86.08%,3.51,33.56,1,1,1,1,1,5,High Risk,N/A,N/A,N/A,N/A,18.41,N/A,N/A,10.42,N/A,N/A
Kotak Multi Factor Passive FoF Dir,Direct,Equity: Thematic (Broad),45899,154275,INF174KA1ZG6,--,--,--,--,--,--,N/A,N/A,N/A,N/A,N/A,N/A,1,1,1,1,1,5,High Risk,N/A,N/A,N/A,N/A,10.75,20.83,N/A,10.42,15.47,N/A
Kotak Nifty Chemicals ETF,Direct,Equity: Thematic (Broad),45570,153934,INF174KA1XV0,--,--,--,--,--,--,20,78.10%,51.51%,99.98%,3.57,36.7,1,1,1,1,1,5,High Risk,N/A,N/A,N/A,N/A,5.82,23.39,17.05,10.42,15.47,13.24
Kotak Nifty Commodities Index Dir,Direct,Equity: Thematic (Broad),44991,153353,INF174KA1VE0,--,--,--,--,--,--,30,64.72%,38.69%,99.88%,2.16,17.67,1,1,1,1,1,5,High Risk,N/A,N/A,N/A,N/A,4.51,19.57,17.36,10.42,15.47,13.24
Kotak Nifty India Tourism Index Dir,Direct,Equity: Thematic (Broad),44539,152870,INF174KA1SZ1,--,--,--,--,--,--,15,91.54%,73.27%,99.88%,9.1,52.1,1,1,1,1,1,5,High Risk,N/A,N/A,N/A,N/A,7.58,17.72,14.45,10.42,15.47,13.24
Kotak Rural Opportunities Dir,Direct,Equity: Thematic (Broad),45597,153970,INF174KA1XW8,--,--,--,--,--,--,45,50.89%,35.05%,65.25%,3.69,22.71,1,1,1,1,1,5,High Risk,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Kotak Services Dir,Direct,Equity: Thematic (Broad),45797,154149,INF174KA1YV8,--,--,--,--,--,--,24,60.74%,44.05%,61.28%,2.74,18.59,1,1,1,1,1,5,High Risk,N/A,N/A,N/A,N/A,14.46,17.03,13.83,10.42,15.47,13.24
Kotak Special Opportunities Dir,Direct,Equity: Thematic (Broad),44382,152702,INF174KA1SF3,--,--,--,--,--,--,34,45.36%,25.67%,55.15%,2.44,24.89,1,1,1,1,1,5,High Risk,N/A,N/A,N/A,N/A,19.55,18.5,15.14,10.42,15.47,13.24
Mirae Asset BSE India Defence ETF,Direct,Equity: Thematic (Broad),45790,154182,INF769K01QC2,--,--,--,--,--,--,33,74.21%,53.37%,94.88%,7.01,38.01,1,1,1,1,1,5,High Risk,N/A,N/A,N/A,N/A,14.41,23.52,N/A,10.42,15.47,N/A
Mirae Asset BSE India Defence ETF FoF Dir,Direct,Equity: Thematic (Broad),45811,154187,INF769K01QG3,--,--,--,--,--,--,N/A,N/A,N/A,N/A,N/A,N/A,1,1,1,1,1,5,High Risk,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Mirae Asset BSE Select IPO ETF,Direct,Equity: Thematic (Broad),45020,153384,INF769K01ON4,--,--,--,--,--,--,73,40.07%,24.48%,61.50%,3.85,39.26,1,1,1,1,1,5,High Risk,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Mirae Asset BSE Select IPO ETF FoF Dir,Direct,Equity: Thematic (Broad),45023,153385,INF769K01OK0,--,--,--,--,--,--,N/A,N/A,N/A,N/A,N/A,N/A,1,1,1,1,1,5,High Risk,N/A,N/A,N/A,N/A,6.69,11.3,8.74,10.42,15.47,13.24
Mirae Asset Multi Factor Passive FoF Dir,Direct,Equity: Thematic (Broad),45436,153816,INF769K01PH3,--,--,--,--,--,--,N/A,N/A,N/A,N/A,N/A,N/A,1,1,1,1,1,5,High Risk,N/A,N/A,N/A,N/A,13.14,13.84,11.88,10.42,15.47,13.24
Mirae Asset Nifty India Internet ETF,Direct,Equity: Thematic (Broad),45250,153642,INF769K01PB6,--,--,--,--,--,--,27,85.54%,63.69%,82.72%,4.19,65.04,1,1,1,1,1,5,High Risk,N/A,N/A,N/A,N/A,4.88,10.01,10.54,10.42,15.47,13.24
Mirae Asset Nifty Metal ETF,Direct,Equity: Thematic (Broad),44588,152924,INF769K01LY7,--,--,--,--,--,--,15,89.08%,68.96%,99.79%,2.69,20.29,1,1,1,1,1,5,High Risk,N/A,N/A,N/A,N/A,8.62,16,N/A,10.42,15.47,N/A
Mirae Asset Nifty Metal ETF FoF Dir,Direct,Equity: Thematic (Broad),45833,154216,INF769K01QM1,--,--,--,--,--,--,N/A,N/A,N/A,N/A,N/A,N/A,1,1,1,1,1,5,High Risk,N/A,N/A,N/A,N/A,11.19,19.76,18.4,10.42,15.47,13.24
Motilal Oswal Active Momentum Dir,Direct,Equity: Thematic (Broad),45002,153364,INF247L01EP5,--,--,--,--,--,--,26,44.88%,24.67%,65.83%,5.29,34.23,1,1,1,1,1,5,High Risk,N/A,N/A,N/A,N/A,16.99,17.34,N/A,10.42,15.47,N/A
Motilal Oswal BSE Select IPO ETF,Direct,Equity: Thematic (Broad),45639,154003,INF247L01GI5,--,--,--,--,--,--,73,40.09%,24.46%,61.46%,3.85,39.25,1,1,1,1,1,5,High Risk,N/A,N/A,N/A,N/A,3.65,9.6,8.86,10.42,15.47,13.24
Motilal Oswal Multi Factor Passive FoF Dir,Direct,Equity: Thematic (Broad),45874,154239,INF247L01GT2,--,--,--,--,--,--,N/A,N/A,N/A,N/A,N/A,N/A,1,1,1,1,1,5,High Risk,N/A,N/A,N/A,N/A,10.41,N/A,N/A,10.42,N/A,N/A
Motilal Oswal Nifty Capital Market ETF,Direct,Equity: Thematic (Broad),45051,153406,INF247L01EV3,--,--,--,--,--,--,17,83.41%,63.49%,99.99%,7.93,37.02,1,1,1,1,1,5,High Risk,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Motilal Oswal Nifty Capital Market Index Dir,Direct,Equity: Thematic (Broad),44755,153138,INF247L01EB5,--,--,--,--,--,--,17,83.35%,63.44%,99.92%,7.8,34.17,1,1,1,1,1,5,High Risk,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Motilal Oswal Nifty India Defence ETF,Direct,Equity: Thematic (Broad),44517,152846,INF247L01DJ0,--,--,--,--,--,--,19,89.08%,73.05%,94.88%,8.84,48.34,1,1,1,1,1,5,High Risk,N/A,N/A,N/A,N/A,4.81,21.59,12.58,10.42,15.47,13.24
Motilal Oswal Nifty India Defence Index Dir,Direct,Equity: Thematic (Broad),44397,152712,INF247L01CW5,--,--,--,--,--,--,19,89.16%,73.11%,94.97%,9.24,42.73,1,1,1,1,1,5,High Risk,N/A,N/A,N/A,N/A,20.29,11.55,8.57,10.42,15.47,13.24
Motilal Oswal Nifty India Tourism ETF,Direct,Equity: Thematic (Broad),45240,153618,INF247L01FP2,--,--,--,--,--,--,15,91.49%,73.23%,99.85%,6.55,41.72,1,1,1,1,1,5,High Risk,N/A,N/A,N/A,N/A,10.64,N/A,N/A,10.42,N/A,N/A
Motilal Oswal Nifty MidSmall IT and Telecom Index Dir,Direct,Equity: Thematic (Broad),44682,153029,INF247L01DY9,--,--,--,--,--,--,20,78.72%,58.55%,99.85%,15.73,643.13,1,1,1,1,1,5,High Risk,N/A,N/A,N/A,N/A,10.68,15.52,12.98,10.42,15.47,13.24
Motilal Oswal Nifty Realty ETF,Direct,Equity: Thematic (Broad),44250,152541,INF247L01CI4,--,--,--,--,--,--,10,100.03%,73.67%,100.03%,3.12,31.13,1,1,1,1,1,5,High Risk,N/A,N/A,N/A,N/A,15.02,N/A,N/A,10.42,N/A,N/A
Motilal Oswal Nifty Services Sector ETF,Direct,Equity: Thematic (Broad),45660,154033,INF247L01GJ3,--,--,--,--,--,--,30,72.95%,53.52%,93.77%,2.76,19.38,1,1,1,1,1,5,High Risk,N/A,N/A,N/A,N/A,15.27,N/A,N/A,10.42,N/A,N/A
Motilal Oswal Services Dir,Direct,Equity: Thematic (Broad),45186,153558,INF247L01FE6,--,--,--,--,--,--,37,50.54%,31.30%,70.68%,4.02,28.19,1,1,1,1,1,5,High Risk,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Motilal Oswal Special Opportunities Dir,Direct,Equity: Thematic (Broad),45393,153749,INF247L01FS6,--,--,--,--,--,--,27,49.70%,27.90%,69.87%,5.09,34.08,1,1,1,1,1,5,High Risk,N/A,N/A,N/A,N/A,5.22,N/A,N/A,10.42,N/A,N/A
Nippon India Active Momentum Dir,Direct,Equity: Thematic (Broad),44938,153274,INF204KC1EK5,--,--,--,--,--,--,40,33.62%,19.81%,62.04%,3.53,24.57,1,1,1,1,1,5,High Risk,N/A,N/A,N/A,N/A,16.86,15.41,13.94,10.42,15.47,13.24
Nippon India Nifty Realty Index Dir,Direct,Equity: Thematic (Broad),44712,153060,INF204KC1DY8,--,--,--,--,--,--,10,99.01%,72.91%,99.01%,3.07,30.11,1,1,1,1,1,5,High Risk,N/A,N/A,N/A,N/A,9.61,15.11,12.86,10.42,15.47,13.24
Quant Commodities Dir,Direct,Equity: Thematic (Broad),43966,152255,INF966L01DF3,--,--,--,--,--,--,16,83.26%,48.57%,96.26%,2.9,26.91,1,1,1,1,1,5,High Risk,N/A,N/A,N/A,N/A,9.79,16.25,N/A,10.42,15.47,N/A
Quant Momentum Dir,Direct,Equity: Thematic (Broad),43882,152189,INF966L01CZ3,--,--,--,--,--,--,28,62.05%,42.44%,67.89%,2.71,25.76,1,1,1,1,1,5,High Risk,N/A,N/A,N/A,N/A,10.5,15.05,13.45,10.42,15.47,13.24
Quantum Ethical Dir,Direct,Equity: Thematic (Broad),44771,153094,INF082J01473,--,--,--,--,--,--,46,31.55%,17.89%,63.91%,5,32.02,1,1,1,1,1,5,High Risk,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Samco Active Momentum Dir,Direct,Equity: Thematic (Broad),43515,151753,INF0K1H01081,--,--,--,--,--,--,57,27.08%,18.47%,38.59%,3.01,23.76,1,1,1,1,1,5,High Risk,N/A,N/A,N/A,N/A,15.36,N/A,N/A,10.42,N/A,N/A
Samco Special Opportunities Dir,Direct,Equity: Thematic (Broad),44280,152586,INF0K1H01180,--,--,--,--,--,--,37,35.79%,21.50%,80.58%,2.42,19.47,1,1,1,1,1,5,High Risk,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
SBI Comma Dir,Direct,Equity: Thematic (Broad),17523,119705,INF200K01SB6,6.18,0.95,0.83,15.78,19.07,1.24,32,48.39%,30.65%,89.27%,1.83,15.74,12,10,3,4,2,31,Low Risk,N/A,N/A,N/A,N/A,10.15,17.76,14.7,10.42,15.47,13.24
SBI Equity Minimum Variance Dir,Direct,Equity: Thematic (Broad),39364,146643,INF200KA1A71,-1.46,0.9,0.35,14.12,11.04,0.45,50,53.92%,37.00%,64.40%,3.98,21.23,4,4,3,4,1,16,Moderately High Risk,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
SBI Quality Dir,Direct,Equity: Thematic (Broad),45793,154177,INF200KB1AG6,--,--,--,--,--,--,42,N/A,N/A,N/A,N/A,28.75,1,1,1,1,1,5,High Risk,N/A,N/A,N/A,N/A,16.01,N/A,N/A,10.42,N/A,N/A
Shriram Multi Sector Rotation Dir,Direct,Equity: Thematic (Broad),44669,153076,INF680P01455,--,--,--,--,--,--,36,46.45%,28.83%,69.65%,2.73,15.56,1,1,1,1,1,5,High Risk,N/A,N/A,N/A,N/A,10.02,13.51,12.1,10.42,15.47,13.24
Sundaram Multi-Factor Dir,Direct,Equity: Thematic (Broad),45285,153669,INF903JA1LV6,--,--,--,--,--,--,60,35.64%,22.36%,69.39%,2.12,14.38,1,1,1,1,1,5,High Risk,N/A,N/A,N/A,N/A,8.2,18.62,16.73,10.42,15.47,13.24
Sundaram Services Dir,Direct,Equity: Thematic (Broad),37577,144835,INF903JA1FA2,2.24,0.91,0.62,14.26,14.85,0.84,53,42.47%,27.85%,73.14%,2.82,24.05,8,6,3,4,2,23,Moderate Risk,N/A,N/A,N/A,N/A,12.2,18.85,19.19,10.42,15.47,13.24
Tata BSE Select Business Groups Index Dir,Direct,Equity: Thematic (Broad),44792,153132,INF277KA1DA2,--,--,--,--,--,--,30,73.83%,55.32%,69.91%,3.39,21.6,1,1,1,1,1,5,High Risk,N/A,N/A,N/A,N/A,9.51,15.74,12.65,10.42,15.47,13.24
Tata Ethical Dir,Direct,Equity: Thematic (Broad),16683,119172,INF277K01NG4,-3.62,0.91,0.21,14.29,9,0.26,62,36.67%,23.42%,56.48%,3.76,24.84,2,2,3,4,1,12,High Risk,N/A,N/A,N/A,N/A,8.36,13.04,11.63,10.42,15.47,13.24
Tata Housing Opportunities Dir,Direct,Equity: Thematic (Broad),42447,150532,INF277KA1497,-2.55,1.13,0.32,17.73,11.65,0.38,29,61.30%,39.48%,70.40%,2.65,23.84,2,2,2,2,1,9,High Risk,N/A,N/A,N/A,N/A,16.86,19.17,15,10.42,15.47,13.24
Tata Nifty Capital Markets Index Fund Dir,Direct,Equity: Thematic (Broad),44638,152951,INF277KA1CO5,--,--,--,--,--,--,17,83.33%,63.42%,99.89%,7.8,34.17,1,1,1,1,1,5,High Risk,N/A,N/A,N/A,N/A,10.44,N/A,N/A,10.42,N/A,N/A
Tata Nifty India Tourism Index Dir,Direct,Equity: Thematic (Broad),44426,152742,INF277KA1CC0,--,--,--,--,--,--,15,91.69%,73.38%,100.07%,9.1,52.1,1,1,1,1,1,5,High Risk,N/A,N/A,N/A,N/A,9.41,12.59,14.61,10.42,15.47,13.24
Tata Nifty Realty Index Dir,Direct,Equity: Thematic (Broad),44261,152570,INF277KA1AO9,--,--,--,--,--,--,10,100.05%,73.68%,100.05%,3.07,30.11,1,1,1,1,1,5,High Risk,N/A,N/A,N/A,N/A,7.23,2.54,N/A,10.42,15.47,N/A
Taurus Ethical Dir,Direct,Equity: Thematic (Broad),16658,118876,INF044D01CJ0,1.57,0.95,0.56,15.05,14.46,0.71,60,37.75%,24.69%,50.55%,3.62,17.84,8,6,3,4,1,22,Moderate Risk,N/A,N/A,N/A,N/A,6.85,11.65,10.57,10.42,15.47,13.24
The Wealth Company Ethical Dir,Direct,Equity: Thematic (Broad),45525,153895,INF2F0001214,--,--,--,--,--,--,39,36.21%,20.65%,54.85%,4.61,25.53,1,1,1,1,1,5,High Risk,N/A,N/A,N/A,N/A,9.98,15.12,N/A,10.42,15.47,N/A
Union Active Momentum Dir,Direct,Equity: Thematic (Broad),44784,153109,INF582M01KG9,--,--,--,--,--,--,35,31.03%,16.39%,73.89%,2.64,18.47,1,1,1,1,1,5,High Risk,N/A,N/A,N/A,N/A,8.28,14.02,12.31,10.42,15.47,13.24
UTI BSE Housing Index Dir,Direct,Equity: Thematic (Broad),43521,151764,INF789F1AYR1,--,--,--,--,--,--,25,50.38%,26.07%,85.80%,3.51,33.56,1,1,1,1,1,5,High Risk,N/A,N/A,N/A,N/A,10.97,N/A,N/A,10.42,N/A,N/A
WhiteOak Capital Quality Equity Dir,Direct,Equity: Thematic (Broad),44853,153189,INF03VN01977,--,--,--,--,--,--,66,38.57%,24.72%,54.30%,5.22,33.8,1,1,1,1,1,5,High Risk,N/A,N/A,N/A,N/A,0.27,10.45,10.42,10.42,15.47,13.24
WhiteOak Capital Special Opportunities Dir,Direct,Equity: Thematic (Broad),44333,152644,INF03VN01902,--,--,--,--,--,--,81,35.27%,21.87%,58.20%,3.54,26.56,1,1,1,1,1,5,High Risk,N/A,N/A,N/A,N/A,8.5,17.1,12.95,10.42,15.47,13.24
ABSL Consumption Dir,Direct,Equity: Thematic (Infra),15834,119591,INF209K01WC7,-1.98,0.8,0.42,15.12,12.42,0.51,78,35.81%,21.52%,73.20%,5.06,33.31,4,4,3,5,1,17,Moderately High Risk,N/A,N/A,N/A,N/A,10.68,15.77,14.22,10.42,15.47,13.24
Axis Consumption Dir,Direct,Equity: Thematic (Infra),44466,152805,INF846K013X0,--,--,--,--,--,--,62,50.04%,33.99%,76.19%,7.25,39.26,1,1,1,1,1,5,High Risk,N/A,N/A,N/A,N/A,10.02,16.63,12.44,10.42,15.47,13.24
Axis NIFTY India Consumption ETF,Direct,Equity: Thematic (Infra),41685,149156,INF846K016C7,-0.63,0.82,0.5,15.85,14.02,0.59,30,60.48%,39.92%,83.31%,6.65,31.86,4,6,3,5,1,19,Moderately High Risk,N/A,N/A,N/A,N/A,6.72,13.58,10.79,10.42,15.47,13.24
Bajaj Finserv Consumption Dir,Direct,Equity: Thematic (Infra),44689,153075,INF0QA701946,--,--,--,--,--,--,53,43.33%,27.04%,81.17%,5.45,40.56,1,1,1,1,1,5,High Risk,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Bank of India Consumption Dir,Direct,Equity: Thematic (Infra),44808,153139,INF761K01GI7,--,--,--,--,--,--,36,51.56%,33.71%,73.79%,5.89,28.59,1,1,1,1,1,5,High Risk,N/A,N/A,N/A,N/A,5.99,13.12,10.85,10.42,15.47,13.24
Baroda BNP Paribas India Consumption Dir,Direct,Equity: Thematic (Infra),37339,150266,INF251K01PT7,-0.95,0.81,0.49,15.28,13.55,0.55,42,49.36%,31.33%,88.15%,7.05,36.01,4,4,3,5,1,17,Moderately High Risk,N/A,N/A,N/A,N/A,1.5,10.01,6.87,10.42,15.47,13.24
Canara Robeco Consumer Trends Dir,Direct,Equity: Thematic (Infra),16600,118273,INF760K01DU1,-1.61,0.81,0.45,15.32,12.89,0.54,45,41.86%,24.03%,75.06%,4.41,26.45,4,4,3,5,1,17,Moderately High Risk,N/A,N/A,N/A,N/A,7.81,15.55,N/A,10.42,15.47,N/A
Edelweiss Consumption Dir,Direct,Equity: Thematic (Infra),44882,153214,INF754K01TY2,--,--,--,--,--,--,51,44.05%,28.24%,75.06%,6.94,37.82,1,1,1,1,1,5,High Risk,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Groww Nifty Non-Cyclical Consumer Index Dir,Direct,Equity: Thematic (Infra),44325,152637,INF666M01IE9,--,--,--,--,--,--,30,66.33%,45.79%,88.84%,9.21,39.59,1,1,1,1,1,5,High Risk,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
HDFC Consumption Dir,Direct,Equity: Thematic (Infra),43559,151804,INF179KC1GO3,--,--,--,--,--,--,48,54.88%,35.34%,85.16%,7.22,43.32,1,1,1,1,1,5,High Risk,N/A,N/A,N/A,N/A,13.36,N/A,N/A,10.42,N/A,N/A
HDFC Nifty India Consumption Index Dir,Direct,Equity: Thematic (Infra),45800,154179,INF179KC1KA4,--,--,--,--,--,--,30,60.56%,40.00%,83.37%,7.14,33.57,1,1,1,1,1,5,High Risk,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
HSBC Consumption Dir,Direct,Equity: Thematic (Infra),43710,152032,INF336L01QZ9,--,--,--,--,--,--,55,42.44%,26.95%,76.61%,6.83,47.2,1,1,1,1,1,5,High Risk,N/A,N/A,N/A,N/A,10.74,15.84,13.83,10.42,15.47,13.24
ICICI Pru Bharat Consumption Dir,Direct,Equity: Thematic (Infra),39672,146951,INF109KC1YD4,-0.99,0.75,0.48,14.45,12.93,0.55,60,49.10%,31.04%,77.60%,6.22,37.12,4,4,3,6,1,18,Moderately High Risk,N/A,N/A,N/A,N/A,14.18,14.13,12.17,10.42,15.47,13.24
ICICI Pru Nifty India Consumption ETF,Direct,Equity: Thematic (Infra),41802,149285,INF109KC1V42,-0.45,0.83,0.52,15.88,14.21,0.6,30,60.57%,40.01%,83.39%,6.64,31.81,4,6,3,5,1,19,Moderately High Risk,N/A,N/A,N/A,N/A,16.37,18.75,N/A,10.42,15.47,N/A
Invesco India Consumption Dir,Direct,Equity: Thematic (Infra),45529,153900,INF205KA1BI6,--,--,--,--,--,--,35,39.86%,22.01%,67.71%,7.35,53.31,1,1,1,1,1,5,High Risk,N/A,N/A,N/A,N/A,12.15,19.94,N/A,10.42,15.47,N/A
ITI Bharat Consumption Dir,Direct,Equity: Thematic (Infra),44922,153260,INF00XX01DG1,--,--,--,--,--,--,59,39.03%,24.27%,73.63%,5.65,23.91,1,1,1,1,1,5,High Risk,N/A,N/A,N/A,N/A,10.64,24.1,N/A,10.42,15.47,N/A
Kotak Consumption Dir,Direct,Equity: Thematic (Infra),43860,152169,INF174KA1PP8,--,--,--,--,--,--,46,54.63%,34.14%,73.54%,4.97,31.3,1,1,1,1,1,5,High Risk,N/A,N/A,N/A,N/A,16.82,N/A,N/A,10.42,N/A,N/A
Kotak NIFTY India Consumption ETF,Direct,Equity: Thematic (Infra),42398,150492,INF174KA1ZF8,-0.37,0.83,0.52,15.87,14.29,0.61,30,60.56%,40.00%,83.36%,6.64,31.81,4,6,3,5,1,19,Moderately High Risk,N/A,N/A,N/A,N/A,10.78,14.04,N/A,10.42,15.47,N/A
LIC MF Consumption Dir,Direct,Equity: Thematic (Infra),45568,153948,INF767K01SD0,--,--,--,--,--,--,55,25.09%,14.10%,66.61%,5.48,24.62,1,1,1,1,1,5,High Risk,N/A,N/A,N/A,N/A,12.05,11.58,9.05,10.42,15.47,13.24
Mahindra Manulife Consumption Dir,Direct,Equity: Thematic (Infra),37847,145356,INF174V01663,-1.35,0.82,0.47,15.32,13.3,0.54,47,43.58%,26.96%,84.95%,5.66,30.14,4,4,3,5,1,17,Moderately High Risk,N/A,N/A,N/A,N/A,9.55,16.37,14.25,10.42,15.47,13.24
Mirae Asset Great Consumer Dir,Direct,Equity: Thematic (Infra),16584,118837,INF769K01BL5,-1.25,0.88,0.48,16.55,14.02,0.57,38,54.60%,34.28%,89.46%,6.82,40.29,4,4,3,4,1,16,Moderately High Risk,N/A,N/A,N/A,N/A,9.52,N/A,N/A,10.42,N/A,N/A
Mirae Asset Nifty India New Age Consumption ETF,Direct,Equity: Thematic (Infra),44832,153191,INF769K01NS5,--,--,--,--,--,--,75,42.51%,25.35%,77.92%,5.21,24.14,1,1,1,1,1,5,High Risk,N/A,N/A,N/A,N/A,16.8,N/A,N/A,10.42,N/A,N/A
Mirae Asset Nifty India New Age Consumption ETF FoF Dir,Direct,Equity: Thematic (Infra),44835,153192,INF769K01NP1,--,--,--,--,--,--,N/A,N/A,N/A,N/A,N/A,N/A,1,1,1,1,1,5,High Risk,N/A,N/A,N/A,N/A,13.74,19.86,16.92,10.42,15.47,13.24
Motilal Oswal Consumption Dir,Direct,Equity: Thematic (Infra),45543,153913,INF247L01GA2,--,--,--,--,--,--,28,53.49%,31.68%,71.17%,6.49,42.12,1,1,1,1,1,5,High Risk,N/A,N/A,N/A,N/A,15.24,20.1,N/A,10.42,15.47,N/A
