Fund Name,Plan,Category,VR ID,ISIN,Scheme Code,Mapping Status,Alpha,Beta,Sharpe,Std Dev,Mean Return,Sortino,"Alpha Score
(/12)","Sharpe Score
(/12)","Std Dev Score
(/6)","Beta Score
(/6)","Sortino Score
(/4)","TOTAL
(/40)",RISK CATEGORY,Verification Status,Note,Return_1Y,Return_3Y,Return_5Y,Return_7Y,Return_10Y,Benchmark_Name,BM_Return_1Y,BM_Return_3Y,BM_Return_5Y,BM_Return_7Y,BM_Return_10Y
ICICI Pru Nifty Oil & Gas ETF,Direct,Thematic,44432,ETF NOT IN AMFI NAV FILE,ETF NOT IN AMFI NAV FILE,Missing from AMFI Database,,,,,,,1,1,1,1,1,5,High Risk,NOT_FOUND,Neither code ETF NOT IN AMFI NAV FILE nor ISIN ETF NOT IN AMFI NAV FILE confirmed in NAV,58.21,N/A,N/A,N/A,N/A,BSE 500 TRI,10.42,N/A,N/A,N/A,N/A
ICICI Pru Quality Dir,Direct,Thematic,45164,INF109K1A187,153458,NAV-verified,,,,,,,1,1,1,1,1,5,High Risk,OK,Verified ✓,12.05,N/A,N/A,N/A,N/A,BSE 500 TRI,10.42,N/A,N/A,N/A,N/A
ICICI Pru Rural Opportunities Dir,Direct,Thematic,44846,INF109KC12Z9,153184,NAV-verified,,,,,,,1,1,1,1,1,5,High Risk,OK,Verified ✓,N/A,N/A,N/A,N/A,N/A,BSE 500 TRI,N/A,N/A,N/A,N/A,N/A
JioBlackRock Sector Rotation Dir,Direct,Thematic,45730,NOT ISSUED BY AMFI YET,NOT ISSUED BY AMFI YET,Fund too new for AMFI NAV Database,,,,,,,1,1,1,1,1,5,High Risk,NOT_FOUND,Neither code NOT ISSUED BY AMFI YET nor ISIN NOT ISSUED BY AMFI YET confirmed in NAV,9.24,N/A,N/A,N/A,N/A,BSE 500 TRI,10.42,N/A,N/A,N/A,N/A
Kotak Active Momentum Dir,Direct,Thematic,45389,INF174KA1XA4,153753,NAV-verified,,,,,,,1,1,1,1,1,5,High Risk,OK,Verified ✓,N/A,N/A,N/A,N/A,N/A,BSE 500 TRI,N/A,N/A,N/A,N/A,N/A
Kotak BSE Housing Index Dir,Direct,Thematic,43706,INF174KA1OX5,152039,NAV-verified,,,,,,,1,1,1,1,1,5,High Risk,OK,Verified ✓,N/A,N/A,N/A,N/A,N/A,BSE 500 TRI,N/A,N/A,N/A,N/A,N/A
Kotak Multi Factor Passive FoF Dir,Direct,Thematic,45899,INF174KA1ZG6,154275,Algorithm Match (97% Confidence),,,,,,,1,1,1,1,1,5,High Risk,NOT_FOUND,Neither code 154275 nor ISIN INF174KA1ZG6 confirmed in NAV,1.71,N/A,N/A,N/A,N/A,BSE 500 TRI,10.42,N/A,N/A,N/A,N/A
Kotak Nifty Chemicals ETF,Direct,Thematic,45570,ETF NOT IN AMFI NAV FILE,ETF NOT IN AMFI NAV FILE,Missing from AMFI Database,,,,,,,1,1,1,1,1,5,High Risk,NOT_FOUND,Neither code ETF NOT IN AMFI NAV FILE nor ISIN ETF NOT IN AMFI NAV FILE confirmed in NAV,N/A,N/A,N/A,N/A,N/A,BSE 500 TRI,N/A,N/A,N/A,N/A,N/A
Kotak Nifty Commodities Index Dir,Direct,Thematic,44991,INF174KA1VE0,153353,NAV-verified,,,,,,,1,1,1,1,1,5,High Risk,OK,Verified ✓,N/A,N/A,N/A,N/A,N/A,BSE 500 TRI,N/A,N/A,N/A,N/A,N/A
Kotak Nifty India Tourism Index Dir,Direct,Thematic,44539,INF174KA1SZ1,152870,NAV-verified,,,,,,,1,1,1,1,1,5,High Risk,OK,Verified ✓,22.76,N/A,N/A,N/A,N/A,BSE 500 TRI,10.42,N/A,N/A,N/A,N/A
Kotak Rural Opportunities Dir,Direct,Thematic,45597,INF174KA1XW8,153970,NAV-verified,,,,,,,1,1,1,1,1,5,High Risk,OK,Verified ✓,-16.28,N/A,N/A,N/A,N/A,BSE 500 TRI,10.42,N/A,N/A,N/A,N/A
Kotak Services Dir,Direct,Thematic,45797,INF174KA1YV8,154149,Algorithm Match (93% Confidence),,,,,,,1,1,1,1,1,5,High Risk,NOT_FOUND,Neither code 154149 nor ISIN INF174KA1YV8 confirmed in NAV,N/A,N/A,N/A,N/A,N/A,BSE 500 TRI,N/A,N/A,N/A,N/A,N/A
Kotak Special Opportunities Dir,Direct,Thematic,44382,INF174KA1SF3,152702,NAV-verified,,,,,,,1,1,1,1,1,5,High Risk,OK,Verified ✓,N/A,N/A,N/A,N/A,N/A,BSE 500 TRI,N/A,N/A,N/A,N/A,N/A
Mirae Asset BSE India Defence ETF,Direct,Thematic,45790,INF769K01QI9,154188,NAV-verified,,,,,,,1,1,1,1,1,5,High Risk,OK,Verified ✓,14.13,N/A,N/A,N/A,N/A,BSE 500 TRI,10.42,N/A,N/A,N/A,N/A
Mirae Asset BSE India Defence ETF FoF Dir,Direct,Thematic,45811,INF769K01QI9,154188,NAV-verified,,,,,,,1,1,1,1,1,5,High Risk,OK,Verified ✓,N/A,N/A,N/A,N/A,N/A,BSE 500 TRI,N/A,N/A,N/A,N/A,N/A
Mirae Asset BSE Select IPO ETF,Direct,Thematic,45020,INF769K01OM6,153386,NAV-verified,,,,,,,1,1,1,1,1,5,High Risk,OK,Verified ✓,N/A,N/A,N/A,N/A,N/A,BSE 500 TRI,N/A,N/A,N/A,N/A,N/A
Mirae Asset BSE Select IPO ETF FoF Dir,Direct,Thematic,45023,INF769K01OM6,153386,NAV-verified,,,,,,,1,1,1,1,1,5,High Risk,OK,Verified ✓,3.14,N/A,N/A,N/A,N/A,BSE 500 TRI,10.42,N/A,N/A,N/A,N/A
Mirae Asset Multi Factor Passive FoF Dir,Direct,Thematic,45436,INF769K01PH3,153816,NAV-verified,,,,,,,1,1,1,1,1,5,High Risk,OK,Verified ✓,2.18,N/A,N/A,N/A,N/A,BSE 500 TRI,10.42,N/A,N/A,N/A,N/A
Mirae Asset Nifty India Internet ETF,Direct,Thematic,45250,INF769K01HY5,149787,NAV-verified,,,,,,,1,1,1,1,1,5,High Risk,OK,Verified ✓,N/A,N/A,N/A,N/A,N/A,BSE 500 TRI,N/A,N/A,N/A,N/A,N/A
Mirae Asset Nifty Metal ETF,Direct,Thematic,44588,INF769K01QO7,154217,NAV-verified,,,,,,,1,1,1,1,1,5,High Risk,OK,Verified ✓,N/A,N/A,N/A,N/A,N/A,BSE 500 TRI,N/A,N/A,N/A,N/A,N/A
Mirae Asset Nifty Metal ETF FoF Dir,Direct,Thematic,45833,INF769K01QO7,154217,NAV-verified,,,,,,,1,1,1,1,1,5,High Risk,OK,Verified ✓,58.3,N/A,N/A,N/A,N/A,BSE 500 TRI,10.42,N/A,N/A,N/A,N/A
Motilal Oswal Active Momentum Dir,Direct,Thematic,45002,INF247L01EP5,153364,NAV-verified,,,,,,,1,1,1,1,1,5,High Risk,OK,Verified ✓,N/A,N/A,N/A,N/A,N/A,BSE 500 TRI,N/A,N/A,N/A,N/A,N/A
Motilal Oswal BSE Select IPO ETF,Direct,Thematic,45639,ETF NOT IN AMFI NAV FILE,ETF NOT IN AMFI NAV FILE,Missing from AMFI Database,,,,,,,1,1,1,1,1,5,High Risk,NOT_FOUND,Neither code ETF NOT IN AMFI NAV FILE nor ISIN ETF NOT IN AMFI NAV FILE confirmed in NAV,25.63,N/A,N/A,N/A,N/A,BSE 500 TRI,10.42,N/A,N/A,N/A,N/A
Motilal Oswal Multi Factor Passive FoF Dir,Direct,Thematic,45874,INF247L01GT2,154239,Algorithm Match (84% Confidence),,,,,,,1,1,1,1,1,5,High Risk,NOT_FOUND,Neither code 154239 nor ISIN INF247L01GT2 confirmed in NAV,N/A,N/A,N/A,N/A,N/A,BSE 500 TRI,N/A,N/A,N/A,N/A,N/A
Motilal Oswal Nifty Capital Market ETF,Direct,Thematic,45051,INF247L01EB5,153138,NAV-verified,,,,,,,1,1,1,1,1,5,High Risk,OK,Verified ✓,N/A,N/A,N/A,N/A,N/A,BSE 500 TRI,N/A,N/A,N/A,N/A,N/A
Motilal Oswal Nifty Capital Market Index Dir,Direct,Thematic,44755,INF247L01EB5,153138,NAV-verified,,,,,,,1,1,1,1,1,5,High Risk,OK,Verified ✓,51.06,N/A,N/A,N/A,N/A,BSE 500 TRI,10.42,N/A,N/A,N/A,N/A
Motilal Oswal Nifty India Defence ETF,Direct,Thematic,44517,INF247L01CW5,152712,NAV-verified,,,,,,,1,1,1,1,1,5,High Risk,OK,Verified ✓,51.05,N/A,N/A,N/A,N/A,BSE 500 TRI,10.42,N/A,N/A,N/A,N/A
Motilal Oswal Nifty India Defence Index Dir,Direct,Thematic,44397,INF247L01CW5,152712,NAV-verified,,,,,,,1,1,1,1,1,5,High Risk,OK,Verified ✓,36.01,N/A,N/A,N/A,N/A,BSE 500 TRI,10.42,N/A,N/A,N/A,N/A
Motilal Oswal Nifty India Tourism ETF,Direct,Thematic,45240,ETF NOT IN AMFI NAV FILE,ETF NOT IN AMFI NAV FILE,Missing from AMFI Database,,,,,,,1,1,1,1,1,5,High Risk,NOT_FOUND,Neither code ETF NOT IN AMFI NAV FILE nor ISIN ETF NOT IN AMFI NAV FILE confirmed in NAV,35.95,N/A,N/A,N/A,N/A,BSE 500 TRI,10.42,N/A,N/A,N/A,N/A
Motilal Oswal Nifty MidSmall IT and Telecom Index Dir,Direct,Thematic,44682,INF247L01DY9,153029,NAV-verified,,,,,,,1,1,1,1,1,5,High Risk,OK,Verified ✓,N/A,N/A,N/A,N/A,N/A,BSE 500 TRI,N/A,N/A,N/A,N/A,N/A
Motilal Oswal Nifty Realty ETF,Direct,Thematic,44250,ETF NOT IN AMFI NAV FILE,ETF NOT IN AMFI NAV FILE,Missing from AMFI Database,,,,,,,1,1,1,1,1,5,High Risk,NOT_FOUND,Neither code ETF NOT IN AMFI NAV FILE nor ISIN ETF NOT IN AMFI NAV FILE confirmed in NAV,3.31,N/A,N/A,N/A,N/A,BSE 500 TRI,10.42,N/A,N/A,N/A,N/A
Motilal Oswal Nifty Services Sector ETF,Direct,Thematic,45660,ETF NOT IN AMFI NAV FILE,ETF NOT IN AMFI NAV FILE,Missing from AMFI Database,,,,,,,1,1,1,1,1,5,High Risk,NOT_FOUND,Neither code ETF NOT IN AMFI NAV FILE nor ISIN ETF NOT IN AMFI NAV FILE confirmed in NAV,-2.71,N/A,N/A,N/A,N/A,BSE 500 TRI,10.42,N/A,N/A,N/A,N/A
Motilal Oswal Services Dir,Direct,Thematic,45186,INF247L01FE6,153558,NAV-verified,,,,,,,1,1,1,1,1,5,High Risk,OK,Verified ✓,N/A,N/A,N/A,N/A,N/A,BSE 500 TRI,N/A,N/A,N/A,N/A,N/A
Motilal Oswal Special Opportunities Dir,Direct,Thematic,45393,INF247L01FS6,153749,NAV-verified,,,,,,,1,1,1,1,1,5,High Risk,OK,Verified ✓,N/A,N/A,N/A,N/A,N/A,BSE 500 TRI,N/A,N/A,N/A,N/A,N/A
Nippon India Active Momentum Dir,Direct,Thematic,44938,INF204KC1EK5,153274,NAV-verified,,,,,,,1,1,1,1,1,5,High Risk,OK,Verified ✓,N/A,N/A,N/A,N/A,N/A,BSE 500 TRI,N/A,N/A,N/A,N/A,N/A
Nippon India Nifty Realty Index Dir,Direct,Thematic,44712,INF204KC1DY8,153060,NAV-verified,,,,,,,1,1,1,1,1,5,High Risk,OK,Verified ✓,16.89,N/A,N/A,N/A,N/A,BSE 500 TRI,10.42,N/A,N/A,N/A,N/A
Quant Commodities Dir,Direct,Thematic,43966,INF966L01DF3,152255,NAV-verified,,,,,,,1,1,1,1,1,5,High Risk,OK,Verified ✓,-2.89,N/A,N/A,N/A,N/A,BSE 500 TRI,10.42,N/A,N/A,N/A,N/A
Quant Momentum Dir,Direct,Thematic,43882,INF966L01CZ3,152189,NAV-verified,,,,,,,1,1,1,1,1,5,High Risk,OK,Verified ✓,14.65,N/A,N/A,N/A,N/A,BSE 500 TRI,10.42,N/A,N/A,N/A,N/A
Quantum Ethical Dir,Direct,Thematic,44771,INF082J01473,153094,NAV-verified,,,,,,,1,1,1,1,1,5,High Risk,OK,Verified ✓,8.56,N/A,N/A,N/A,N/A,BSE 500 TRI,10.42,N/A,N/A,N/A,N/A
SBI Comma Dir,Direct,Thematic,17523,INF200K01SB6,119705,NAV-verified,6.18,0.95,0.83,15.78,19.07,1.24,12,10,3,4,2,31,Low Risk,OK,Verified ✓,7.39,N/A,N/A,N/A,N/A,BSE 500 TRI,10.42,N/A,N/A,N/A,N/A
SBI Equity Minimum Variance Dir,Direct,Thematic,39364,INF200KA1A71,146643,NAV-verified,-1.46,0.9,0.35,14.12,11.04,0.45,4,4,3,4,1,16,Moderately High Risk,OK,Verified ✓,26.03,21.41,15.08,18.49,17.78,BSE 500 TRI,10.42,15.47,13.24,13.98,14.69
SBI Quality Dir,Direct,Thematic,45793,INF200KB1AG6,154177,NAV-verified,,,,,,,1,1,1,1,1,5,High Risk,OK,Verified ✓,5.08,12.01,11.17,12.66,N/A,BSE 500 TRI,10.42,15.47,13.24,13.98,N/A
Samco Active Momentum Dir,Direct,Thematic,43515,INF0K1H01081,151753,NAV-verified,,,,,,,1,1,1,1,1,5,High Risk,OK,Verified ✓,N/A,N/A,N/A,N/A,N/A,BSE 500 TRI,N/A,N/A,N/A,N/A,N/A
Samco Special Opportunities Dir,Direct,Thematic,44280,INF0K1H01180,152586,NAV-verified,,,,,,,1,1,1,1,1,5,High Risk,OK,Verified ✓,-4.33,N/A,N/A,N/A,N/A,BSE 500 TRI,10.42,N/A,N/A,N/A,N/A
Shriram Multi Sector Rotation Dir,Direct,Thematic,44669,INF680P01455,153076,NAV-verified,,,,,,,1,1,1,1,1,5,High Risk,OK,Verified ✓,8.77,N/A,N/A,N/A,N/A,BSE 500 TRI,10.42,N/A,N/A,N/A,N/A
Sundaram Multi-Factor Dir,Direct,Thematic,45285,INF903JA1LV6,153669,NAV-verified,,,,,,,1,1,1,1,1,5,High Risk,OK,Verified ✓,2.24,N/A,N/A,N/A,N/A,BSE 500 TRI,10.42,N/A,N/A,N/A,N/A
Sundaram Services Dir,Direct,Thematic,37577,INF903JA1FA2,144835,NAV-verified,2.24,0.91,0.62,14.26,14.85,0.84,8,6,3,4,2,23,Moderate Risk,OK,Verified ✓,N/A,N/A,N/A,N/A,N/A,BSE 500 TRI,N/A,N/A,N/A,N/A,N/A
Tata BSE Select Business Groups Index Dir,Direct,Thematic,44792,INF277KA1DA2,153132,NAV-verified,,,,,,,1,1,1,1,1,5,High Risk,OK,Verified ✓,10.17,17.85,17.63,18.52,N/A,BSE 500 TRI,10.42,15.47,13.24,13.98,N/A
Tata Ethical Dir,Direct,Thematic,16683,INF277K01NG4,119172,NAV-verified,-3.62,0.91,0.21,14.29,9,0.26,2,2,3,4,1,12,High Risk,OK,Verified ✓,17.78,N/A,N/A,N/A,N/A,BSE 500 TRI,10.42,N/A,N/A,N/A,N/A
Tata Housing Opportunities Dir,Direct,Thematic,42447,INF277KA1497,150532,NAV-verified,-2.55,1.13,0.32,17.73,11.65,0.38,2,2,2,2,1,9,High Risk,OK,Verified ✓,3.62,10.15,10.41,13.81,12.41,BSE 500 TRI,10.42,15.47,13.24,13.98,14.69
Tata Nifty Capital Markets Index Fund Dir,Direct,Thematic,44638,INF277KA1CO5,152951,NAV-verified,,,,,,,1,1,1,1,1,5,High Risk,OK,Verified ✓,7.59,13.1,N/A,N/A,N/A,BSE 500 TRI,10.42,15.47,N/A,N/A,N/A
Tata Nifty India Tourism Index Dir,Direct,Thematic,44426,INF277KA1CC0,152742,NAV-verified,,,,,,,1,1,1,1,1,5,High Risk,OK,Verified ✓,50.38,N/A,N/A,N/A,N/A,BSE 500 TRI,10.42,N/A,N/A,N/A,N/A
Tata Nifty Realty Index Dir,Direct,Thematic,44261,INF277KA1AO9,152570,NAV-verified,,,,,,,1,1,1,1,1,5,High Risk,OK,Verified ✓,-16.34,N/A,N/A,N/A,N/A,BSE 500 TRI,10.42,N/A,N/A,N/A,N/A
Taurus Ethical Dir,Direct,Thematic,16658,INF044D01CJ0,118876,NAV-verified,1.57,0.95,0.56,15.05,14.46,0.71,8,6,3,4,1,22,Moderate Risk,OK,Verified ✓,-2.91,N/A,N/A,N/A,N/A,BSE 500 TRI,10.42,N/A,N/A,N/A,N/A
The Wealth Company Ethical Dir,Direct,Thematic,45525,INF2F0001214,153895,NAV-verified,,,,,,,1,1,1,1,1,5,High Risk,OK,Verified ✓,8.76,16.15,11.87,14.48,13.85,BSE 500 TRI,10.42,15.47,13.24,13.98,14.69
UTI BSE Housing Index Dir,Direct,Thematic,43521,INF789F1AYR1,151764,NAV-verified,,,,,,,1,1,1,1,1,5,High Risk,OK,Verified ✓,N/A,N/A,N/A,N/A,N/A,BSE 500 TRI,N/A,N/A,N/A,N/A,N/A
Union Active Momentum Dir,Direct,Thematic,44784,INF582M01KG9,153109,NAV-verified,,,,,,,1,1,1,1,1,5,High Risk,OK,Verified ✓,1.59,N/A,N/A,N/A,N/A,BSE 500 TRI,10.42,N/A,N/A,N/A,N/A
WhiteOak Capital Quality Equity Dir,Direct,Thematic,44853,INF03VN01977,153189,NAV-verified,,,,,,,1,1,1,1,1,5,High Risk,OK,Verified ✓,11.1,N/A,N/A,N/A,N/A,BSE 500 TRI,10.42,N/A,N/A,N/A,N/A
WhiteOak Capital Special Opportunities Dir,Direct,Thematic,44333,INF03VN01902,152644,NAV-verified,,,,,,,1,1,1,1,1,5,High Risk,OK,Verified ✓,3.14,N/A,N/A,N/A,N/A,BSE 500 TRI,10.42,N/A,N/A,N/A,N/A
ABSL MNC Dir,Direct,Thematic-Consumption,15872,INF209K01VT3,119646,NAV-verified,-1.92,0.95,0.32,15.57,10.97,0.43,4,2,3,4,1,14,Moderately High Risk,OK,Verified ✓,16.89,N/A,N/A,N/A,N/A,BSE 500 TRI,10.42,N/A,N/A,N/A,N/A
HDFC MNC Dir,Direct,Thematic-Consumption,43179,INF179KC1FC0,151458,NAV-verified,-4.99,0.96,0.13,15.2,7.96,0.14,2,2,3,3,1,11,High Risk,OK,Verified ✓,6.93,12.37,6.96,7.69,9.31,BSE 500 TRI,10.42,15.47,13.24,13.98,14.69
ICICI Pru MNC Dir,Direct,Thematic-Consumption,39977,INF109KC1D93,147346,NAV-verified,1.64,0.81,0.58,12.78,13.5,0.63,8,6,4,5,1,24,Moderate Risk,OK,Verified ✓,9.29,9.77,N/A,N/A,N/A,BSE 500 TRI,10.42,15.47,N/A,N/A,N/A
Kotak MNC Dir,Direct,Thematic-Consumption,44579,INF174KA1TG9,152910,NAV-verified,,,,,,,1,1,1,1,1,5,High Risk,OK,Verified ✓,13.34,15.28,14.09,N/A,N/A,BSE 500 TRI,10.42,15.47,13.24,N/A,N/A
Kotak Nifty MNC ETF,Direct,Thematic-Consumption,42418,ETF NOT IN AMFI NAV FILE,ETF NOT IN AMFI NAV FILE,Missing from AMFI Database,1.74,0.93,0.55,15.38,14.49,0.58,8,6,3,4,1,22,Moderate Risk,NOT_FOUND,Neither code ETF NOT IN AMFI NAV FILE nor ISIN ETF NOT IN AMFI NAV FILE confirmed in NAV,25.94,N/A,N/A,N/A,N/A,BSE 500 TRI,10.42,N/A,N/A,N/A,N/A
Motilal Oswal Nifty MNC ETF,Direct,Thematic-Consumption,45678,ETF NOT IN AMFI NAV FILE,ETF NOT IN AMFI NAV FILE,Missing from AMFI Database,,,,,,,1,1,1,1,1,5,High Risk,NOT_FOUND,Neither code ETF NOT IN AMFI NAV FILE nor ISIN ETF NOT IN AMFI NAV FILE confirmed in NAV,20.42,17.35,N/A,N/A,N/A,BSE 500 TRI,10.42,15.47,N/A,N/A,N/A
Nippon India MNC Dir,Direct,Thematic-Consumption,45296,INF204KC1FR7,153693,NAV-verified,,,,,,,1,1,1,1,1,5,High Risk,OK,Verified ✓,N/A,N/A,N/A,N/A,N/A,BSE 500 TRI,N/A,N/A,N/A,N/A,N/A
SBI MNC Dir,Direct,Thematic-Consumption,16224,INF200K01SN1,119711,NAV-verified,-4.54,0.71,0.05,11.9,6.58,0.06,2,1,5,6,1,15,Moderately High Risk,OK,Verified ✓,N/A,N/A,N/A,N/A,N/A,BSE 500 TRI,N/A,N/A,N/A,N/A,N/A
UTI MNC Dir,Direct,Thematic-Consumption,15820,INF789F01UD0,120682,NAV-verified,-1.5,0.9,0.35,14.01,10.99,0.41,4,4,3,4,1,16,Moderately High Risk,OK,Verified ✓,8.17,8.05,9.29,11.95,11.43,BSE 500 TRI,10.42,15.47,13.24,13.98,14.69
Baroda BNP Paribas Energy Opportunities Dir,Direct,Thematic-Dividend Yield,44850,INF251K01UJ8,153225,NAV-verified,,,,,,,1,1,1,1,1,5,High Risk,OK,Verified ✓,9.65,12.55,10.51,10.65,11.02,BSE 500 TRI,10.42,15.47,13.24,13.98,14.69
DSP Natural Resources and New Energy Dir,Direct,Thematic-Dividend Yield,16988,INF740K01QA7,119028,NAV-verified,9.2,0.63,1.08,15.64,22.97,1.9,12,12,3,6,3,36,Very Low Risk,OK,Verified ✓,15.22,N/A,N/A,N/A,N/A,BSE Energy TRI,13.68,N/A,N/A,N/A,N/A
ICICI Pru Energy Opportunities Dir,Direct,Thematic-Dividend Yield,44418,INF109KC12W6,152728,NAV-verified,,,,,,,1,1,1,1,1,5,High Risk,OK,Verified ✓,40.96,25.3,20.14,20,20.35,BSE Energy TRI,13.68,18.12,15.94,16.06,19.19
Kotak Energy Opportunities Dir,Direct,Thematic-Dividend Yield,45066,INF174KA1VX0,153447,NAV-verified,,,,,,,1,1,1,1,1,5,High Risk,OK,Verified ✓,20.33,N/A,N/A,N/A,N/A,BSE Energy TRI,13.68,N/A,N/A,N/A,N/A
Mirae Asset Nifty Energy ETF,Direct,Thematic-Dividend Yield,45587,INF769K01QO7,154217,NAV-verified,,,,,,,1,1,1,1,1,5,High Risk,OK,Verified ✓,N/A,N/A,N/A,N/A,N/A,BSE Energy TRI,N/A,N/A,N/A,N/A,N/A
Motilal Oswal Nifty Energy ETF,Direct,Thematic-Dividend Yield,45556,ETF NOT IN AMFI NAV FILE,ETF NOT IN AMFI NAV FILE,Missing from AMFI Database,,,,,,,1,1,1,1,1,5,High Risk,NOT_FOUND,Neither code ETF NOT IN AMFI NAV FILE nor ISIN ETF NOT IN AMFI NAV FILE confirmed in NAV,N/A,N/A,N/A,N/A,N/A,BSE Energy TRI,N/A,N/A,N/A,N/A,N/A
SBI Energy Opportunities Dir,Direct,Thematic-Dividend Yield,44146,INF200KB1126,152417,NAV-verified,,,,,,,1,1,1,1,1,5,High Risk,OK,Verified ✓,N/A,N/A,N/A,N/A,N/A,BSE Energy TRI,N/A,N/A,N/A,N/A,N/A
Tata Resources & Energy Dir,Direct,Thematic-Dividend Yield,31364,INF277K015B9,135813,NAV-verified,3.26,0.67,0.72,16.06,17.56,1.08,10,8,3,6,2,29,Low Risk,OK,Verified ✓,12.77,N/A,N/A,N/A,N/A,BSE Energy TRI,13.68,N/A,N/A,N/A,N/A
ABSL ESG Integration Strategy Dir,Direct,Thematic-ESG,41221,INF209KB1U76,148637,NAV-verified,1.41,0.99,0.49,14.48,13.1,0.59,6,4,3,3,1,17,Moderately High Risk,OK,Verified ✓,17.86,20.12,16.36,20.34,18.21,BSE Energy TRI,13.68,18.12,15.94,16.06,19.19
Axis ESG Integration Strategy Dir,Direct,Thematic-ESG,40536,INF846K01W23,147928,NAV-verified,-0.33,0.92,0.37,13.22,10.96,0.47,4,4,4,4,1,17,Moderately High Risk,OK,Verified ✓,12.34,15.88,11.81,N/A,N/A,BSE 100 TRI,9.21,13.75,12.37,N/A,N/A
Baroda BNP Paribas ESG Best-in-class strategy Dir,Direct,Thematic-ESG,45837,INF251K01VP3,154195,Algorithm Match (85% Confidence),,,,,,,1,1,1,1,1,5,High Risk,NOT_FOUND,Neither code 154195 nor ISIN INF251K01VP3 confirmed in NAV,5.3,12.63,8.98,N/A,N/A,BSE 100 TRI,9.21,13.75,12.37,N/A,N/A
ICICI Pru ESG Exclusionary Strategy Dir,Direct,Thematic-ESG,41127,INF109KC1O09,148516,NAV-verified,3.64,0.96,0.64,14.14,15.15,0.88,10,6,3,3,2,24,Moderate Risk,OK,Verified ✓,N/A,N/A,N/A,N/A,N/A,BSE 100 TRI,N/A,N/A,N/A,N/A,N/A
Invesco India ESG Integration Strategy Dir,Direct,Thematic-ESG,41339,INF205KA1338,148751,NAV-verified,-1.73,0.99,0.27,14.75,9.97,0.33,4,2,3,3,1,13,Moderately High Risk,OK,Verified ✓,6.26,17.4,13.27,N/A,N/A,BSE 100 TRI,9.21,13.75,12.37,N/A,N/A
Kotak ESG Exclusionary Strategy Dir,Direct,Thematic-ESG,41202,INF174KA1FI4,148606,NAV-verified,0.8,0.95,0.46,13.57,12.3,0.52,6,4,4,4,1,19,Moderately High Risk,OK,Verified ✓,2.22,12.24,11,N/A,N/A,BSE 100 TRI,9.21,13.75,12.37,N/A,N/A
Mirae Asset Nifty 100 ESG Sector Leaders ETF,Direct,Thematic-ESG,41157,INF769K01GQ3,148574,NAV-verified,-0.9,0.95,0.34,13.32,10.58,0.43,4,2,4,4,1,15,Moderately High Risk,OK,Verified ✓,10.46,14.52,10.8,N/A,N/A,BSE 100 TRI,9.21,13.75,12.37,N/A,N/A
Mirae Asset Nifty 100 ESG Sector Leaders FoF Dir,Direct,Thematic-ESG,41160,INF769K01GQ3,148574,NAV-verified,-0.96,0.95,0.34,13.35,10.52,0.42,4,2,4,4,1,15,Moderately High Risk,OK,Verified ✓,8.16,12.64,9.87,N/A,N/A,BSE 100 TRI,9.21,13.75,12.37,N/A,N/A
Quant ESG Integration Strategy Dir,Direct,Thematic-ESG,41165,INF966L01AD4,148564,NAV-verified,2.11,1.14,0.48,17.98,14.65,0.69,8,4,2,2,1,17,Moderately High Risk,OK,Verified ✓,8.07,12.51,9.64,N/A,N/A,BSE 100 TRI,9.21,13.75,12.37,N/A,N/A
Quantum ESG Best In Class Strategy Dir,Direct,Thematic-ESG,40010,INF082J01382,147372,NAV-verified,-1.67,1.01,0.28,14.58,10.13,0.32,4,2,3,3,1,13,Moderately High Risk,OK,Verified ✓,10.77,17.08,19.52,N/A,N/A,BSE 100 TRI,9.21,13.75,12.37,N/A,N/A
SBI ESG Exclusionary Strategy Dir,Direct,Thematic-ESG,16219,INF200K01SE0,119709,NAV-verified,-0.46,0.97,0.37,13.89,11.15,0.41,4,4,4,3,1,16,Moderately High Risk,OK,Verified ✓,6.04,12.42,9.87,N/A,N/A,BSE 100 TRI,9.21,13.75,12.37,N/A,N/A
WhiteOak Capital ESG Best-In-Class Strategy Dir,Direct,Thematic-ESG,44645,INF03VN01951,152962,NAV-verified,,,,,,,1,1,1,1,1,5,High Risk,OK,Verified ✓,9.48,13.61,11.72,12.87,13.29,BSE 100 TRI,9.21,13.75,12.37,13,14.14
ABSL Nifty PSE ETF,Direct,Thematic-Energy,44301,INF209KB17F0,149781,NAV-verified,,,,,,,1,1,1,1,1,5,High Risk,OK,Verified ✓,6.2,N/A,N/A,N/A,N/A,BSE 100 TRI,9.21,N/A,N/A,N/A,N/A
ABSL PSU Equity Dir,Direct,Thematic-Energy,40480,INF209KB1O82,147844,NAV-verified,-1.92,0.96,0.92,22.89,27.13,1.45,4,10,1,3,2,20,Moderate Risk,OK,Verified ✓,14.92,N/A,N/A,N/A,N/A,BSE PSU TRI,23.33,N/A,N/A,N/A,N/A
