Date,Price
13-04-2016,141.88
12-04-2016,138.32
11-04-2016,138
08-04-2016,137.14
07-04-2016,136.52
06-04-2016,136.25
05-04-2016,136.83
04-04-2016,138.19
01-04-2016,138.22
31-03-2016,140.14
30-03-2016,139.74
29-03-2016,136.69
28-03-2016,136.53
25-03-2016,136.59
24-03-2016,136.78
23-03-2016,138.23
22-03-2016,138.88
21-03-2016,139.11
18-03-2016,138.7
17-03-2016,136.79
16-03-2016,134.82
15-03-2016,134.7
14-03-2016,136.11
11-03-2016,134.69
10-03-2016,132.79
09-03-2016,132.84
08-03-2016,133.34
07-03-2016,134.34
04-03-2016,134.14
03-03-2016,132.56
02-03-2016,132.06
01-03-2016,129.01
29-02-2016,126.97
26-02-2016,128.17
25-02-2016,125.91
24-02-2016,127.24
23-02-2016,128.33
22-02-2016,129.01
19-02-2016,127.79
18-02-2016,127.78
17-02-2016,125.19
16-02-2016,125.86
15-02-2016,123.87
12-02-2016,120.88
11-02-2016,121.58
10-02-2016,124.83
09-02-2016,124.67
08-02-2016,124.82
05-02-2016,124.94
04-02-2016,124.87
03-02-2016,123.54
02-02-2016,126.21
01-02-2016,127.23
29-01-2016,127.37
28-01-2016,123.92
27-01-2016,123.23
26-01-2016,122.47
25-01-2016,125.15
22-01-2016,123.37
21-01-2016,120.15
20-01-2016,121.61
19-01-2016,126.18
18-01-2016,124.01
15-01-2016,124.95
14-01-2016,126.87
13-01-2016,127.9
12-01-2016,126.86
11-01-2016,127.44
08-01-2016,131.08
07-01-2016,130.59
06-01-2016,134.98
05-01-2016,136.27
04-01-2016,136.91
01-01-2016,141.49
31-12-2015,141.47
30-12-2015,140.97
29-12-2015,141.83
28-12-2015,141.87
25-12-2015,143.04
24-12-2015,142.91
23-12-2015,142.47
22-12-2015,141.31
21-12-2015,140.86
18-12-2015,140.36
17-12-2015,141.37
16-12-2015,140.27
15-12-2015,137.96
14-12-2015,137.53
11-12-2015,138.28
10-12-2015,140.54
09-12-2015,141.15
08-12-2015,142.08
07-12-2015,143.88
04-12-2015,143.79
03-12-2015,144.83
02-12-2015,145.47
01-12-2015,144.85
30-11-2015,142.53
27-11-2015,143.26
26-11-2015,146.17
25-11-2015,145.92
24-11-2015,146.24
23-11-2015,147.06
20-11-2015,147.45
19-11-2015,146.33
18-11-2015,144.02
17-11-2015,144.66
16-11-2015,142.96
13-11-2015,145.2
12-11-2015,147.87
11-11-2015,145.52
10-11-2015,146.3
09-11-2015,148.72
06-11-2015,149.82
05-11-2015,151.2
04-11-2015,151.42
03-11-2015,148.07
02-11-2015,146.63
30-10-2015,147.53
29-10-2015,148.14
28-10-2015,149.52
27-10-2015,150.69
26-10-2015,151.1
23-10-2015,150.89
22-10-2015,148.99
21-10-2015,149.49
20-10-2015,149.82
19-10-2015,150.19
16-10-2015,149.98
15-10-2015,149.36
14-10-2015,146.34
13-10-2015,147.5
12-10-2015,148.27
09-10-2015,145.98
08-10-2015,145.37
07-10-2015,146.48
06-10-2015,142.41
05-10-2015,142.1
02-10-2015,140.33
01-10-2015,137.32
30-09-2015,136.61
29-09-2015,134.53
28-09-2015,137.48
25-09-2015,137.47
24-09-2015,137.33
23-09-2015,138.43
22-09-2015,142.11
21-09-2015,141.95
18-09-2015,143.74
17-09-2015,142.79
16-09-2015,142.25
15-09-2015,139.45
14-09-2015,140.42
11-09-2015,140.28
10-09-2015,140.36
09-09-2015,142.85
08-09-2015,137.17
07-09-2015,133.74
04-09-2015,134.86
03-09-2015,135.73
02-09-2015,135.64
01-09-2015,136.73
31-08-2015,140.21
28-08-2015,140.28
27-08-2015,139.81
26-08-2015,134.92
25-08-2015,135.79
24-08-2015,133.46
21-08-2015,141.28
20-08-2015,144.59
19-08-2015,146.98
18-08-2015,148.93
17-08-2015,151.01
14-08-2015,152.46
13-08-2015,152.5
12-08-2015,151.89
11-08-2015,155.75
10-08-2015,156.66
07-08-2015,156.15
06-08-2015,155.25
05-08-2015,156.24
04-08-2015,155.92
03-08-2015,155.58
31-07-2015,157.93
30-07-2015,157.25
29-07-2015,157.38
28-07-2015,156.7
27-07-2015,156.41
24-07-2015,161.93
23-07-2015,163.38
22-07-2015,163.4
21-07-2015,165.24
20-07-2015,164.15
17-07-2015,164.74
16-07-2015,163.21
15-07-2015,162.73
14-07-2015,163.59
13-07-2015,164.37
10-07-2015,162.04
09-07-2015,158.9
08-07-2015,153.59
07-07-2015,162.02
06-07-2015,164.78
03-07-2015,170
02-07-2015,171.9
01-07-2015,172.22
30-06-2015,172.09
29-06-2015,169.73
26-06-2015,174.6
25-06-2015,177.43
24-06-2015,178.27
23-06-2015,177.87
22-06-2015,176.05
19-06-2015,173.84
18-06-2015,173.94
17-06-2015,174.32
16-06-2015,173.08
15-06-2015,175.38
12-06-2015,178.07
11-06-2015,175.85
10-06-2015,174.78
09-06-2015,175.63
08-06-2015,178.64
05-06-2015,178.94
04-06-2015,180.26
03-06-2015,181.85
02-06-2015,181.41
01-06-2015,182.65
29-05-2015,181.95
28-05-2015,182.73
27-05-2015,185.93
26-05-2015,186.72
25-05-2015,185.05
22-05-2015,184.9
21-05-2015,182.47
20-05-2015,183.47
19-05-2015,184.64
18-05-2015,183.14
15-05-2015,183.66
14-05-2015,181.24
13-05-2015,181.72
12-05-2015,181.99
11-05-2015,183.62
08-05-2015,182.51
07-05-2015,180.5
06-05-2015,183.51
05-05-2015,184.56
04-05-2015,186.84
01-05-2015,186.25
30-04-2015,186.24
29-04-2015,187.83
28-04-2015,189.21
27-04-2015,189.56
24-04-2015,187.28
23-04-2015,185.73
22-04-2015,185.14
21-04-2015,183.35
20-04-2015,180.18
17-04-2015,183.37
16-04-2015,184.15
15-04-2015,182.11
14-04-2015,182.35
13-04-2015,185.52
10-04-2015,181.43
09-04-2015,179.46
08-04-2015,175.84
07-04-2015,170.23
06-04-2015,169.77
03-04-2015,169.77
02-04-2015,169.77
01-04-2015,167.87
31-03-2015,166.93
30-03-2015,166.18
27-03-2015,163.48
26-03-2015,164.04
25-03-2015,164.71
24-03-2015,164.55
23-03-2015,165.11
20-03-2015,164.54
19-03-2015,164.83
18-03-2015,162.72
17-03-2015,160.95
16-03-2015,160.69
13-03-2015,160.45
12-03-2015,160.4
11-03-2015,159.44
10-03-2015,160.35
09-03-2015,161.96
06-03-2015,162.81
05-03-2015,162.46
04-03-2015,163.59
03-03-2015,164.58
02-03-2015,165.54
27-02-2015,165.18
26-02-2015,165.57
25-02-2015,165.14
24-02-2015,164.42
23-02-2015,163.86
20-02-2015,163.85
19-02-2015,163.87
18-02-2015,163.85
17-02-2015,163.59
16-02-2015,163.46
13-02-2015,163.41
12-02-2015,161.93
11-02-2015,161.27
10-02-2015,161.3
09-02-2015,161.12
06-02-2015,162.27
05-02-2015,162.94
04-02-2015,162.89
03-02-2015,161.94
02-02-2015,161.04
30-01-2015,161.2
29-01-2015,162.24
28-01-2015,164.21
27-01-2015,164.11
26-01-2015,164.49
23-01-2015,164.15
22-01-2015,161.67
21-01-2015,161.05
20-01-2015,158.27
