Date,Price
03-03-2021,282.86
02-03-2021,278.63
01-03-2021,281.72
26-02-2021,275.55
25-02-2021,285.13
24-02-2021,284.34
23-02-2021,291.54
22-02-2021,291.33
19-02-2021,298.06
18-02-2021,297.51
17-02-2021,302.43
16-02-2021,298.77
15-02-2021,296.57
12-02-2021,296.5
11-02-2021,296.51
10-02-2021,295.31
09-02-2021,291.43
08-02-2021,288.32
05-02-2021,287.51
04-02-2021,286.28
03-02-2021,287.27
02-02-2021,284.72
01-02-2021,280.66
29-01-2021,273.27
28-01-2021,276.5
27-01-2021,282.21
26-01-2021,285.44
25-01-2021,291.49
22-01-2021,286.14
21-01-2021,288.04
20-01-2021,286.26
19-01-2021,281.15
18-01-2021,274.79
15-01-2021,272.44
14-01-2021,272.66
13-01-2021,271.21
12-01-2021,268.89
11-01-2021,267.15
08-01-2021,268.12
07-01-2021,262.61
06-01-2021,261.95
05-01-2021,263.3
04-01-2021,258.31
01-01-2021,256.45
31-12-2020,256.45
30-12-2020,255.57
29-12-2020,249.41
28-12-2020,246.03
25-12-2020,247.24
24-12-2020,246.86
23-12-2020,250.44
22-12-2020,248.73
21-12-2020,251.6
18-12-2020,251.15
17-12-2020,251.99
16-12-2020,250.17
15-12-2020,246.7
14-12-2020,247.38
11-12-2020,249.4
10-12-2020,248.95
09-12-2020,249.65
08-12-2020,250.21
07-12-2020,249.38
04-12-2020,250.35
03-12-2020,248.95
02-12-2020,247.26
01-12-2020,247.74
30-11-2020,245.23
27-11-2020,251.37
26-11-2020,250.46
25-11-2020,248.6
24-11-2020,251.16
23-11-2020,250.5
20-11-2020,249.25
19-11-2020,246.64
18-11-2020,247.26
17-11-2020,246.18
16-11-2020,247.1
13-11-2020,244.97
12-11-2020,243.49
11-11-2020,241.6
10-11-2020,243.08
09-11-2020,247.55
06-11-2020,246.61
05-11-2020,245.11
04-11-2020,239.92
03-11-2020,236.14
02-11-2020,236.26
30-10-2020,233.3
29-10-2020,237.52
28-10-2020,236.35
27-10-2020,237.5
26-10-2020,236.24
23-10-2020,236.76
22-10-2020,236.93
21-10-2020,237.34
20-10-2020,236.72
19-10-2020,235.39
16-10-2020,235.14
15-10-2020,233.6
14-10-2020,236.96
13-10-2020,237.38
12-10-2020,237.43
09-10-2020,232.95
08-10-2020,232.3
07-10-2020,230.86
06-10-2020,228.86
05-10-2020,226.07
02-10-2020,224.27
01-10-2020,224.91
30-09-2020,224.97
29-09-2020,221.25
28-09-2020,221.79
25-09-2020,219.15
24-09-2020,219.33
23-09-2020,223.9
22-09-2020,224.43
21-09-2020,225.82
18-09-2020,228.28
17-09-2020,227.66
16-09-2020,230.15
15-09-2020,228.96
14-09-2020,227.16
11-09-2020,224.68
10-09-2020,222.6
09-09-2020,223.57
08-09-2020,224.5
07-09-2020,226.36
04-09-2020,228.13
03-09-2020,230.48
02-09-2020,233.78
01-09-2020,233.69
31-08-2020,230.18
28-08-2020,233.17
27-08-2020,232.5
26-08-2020,233.13
25-08-2020,231.84
24-08-2020,230.28
21-08-2020,225.91
20-08-2020,222.59
19-08-2020,225.64
18-08-2020,227.31
17-08-2020,226.13
14-08-2020,223.22
13-08-2020,223.2
12-08-2020,223.15
11-08-2020,222.36
10-08-2020,221.55
07-08-2020,223.31
06-08-2020,228.26
05-08-2020,228.08
04-08-2020,225.93
03-08-2020,222.11
31-07-2020,220.92
30-07-2020,221.12
29-07-2020,221.01
28-07-2020,220.07
27-07-2020,217.98
24-07-2020,215.94
23-07-2020,220.97
22-07-2020,220.13
21-07-2020,223.69
20-07-2020,218.76
17-07-2020,216.43
16-07-2020,214.4
15-07-2020,220.81
14-07-2020,220.38
13-07-2020,222.93
10-07-2020,223.07
09-07-2020,226.14
08-07-2020,223.43
07-07-2020,217.52
06-07-2020,219.56
03-07-2020,211.82
02-07-2020,209.18
01-07-2020,203.5
30-06-2020,202.91
29-06-2020,201.83
26-06-2020,203.49
25-06-2020,205.26
24-06-2020,205.57
23-06-2020,206.07
22-06-2020,202.73
19-06-2020,202.88
18-06-2020,201.81
17-06-2020,201.16
16-06-2020,199.94
15-06-2020,195.42
12-06-2020,198.04
11-06-2020,198.42
10-06-2020,202.47
09-06-2020,200.82
08-06-2020,199.48
05-06-2020,199.18
04-06-2020,197.05
03-06-2020,196.54
02-06-2020,193.58
01-06-2020,191.22
29-05-2020,186.73
28-05-2020,185.14
27-05-2020,186.63
26-05-2020,187.78
25-05-2020,184.47
22-05-2020,183.86
21-05-2020,192.24
20-05-2020,193.65
19-05-2020,193.39
18-05-2020,190.76
15-05-2020,188.99
14-05-2020,188.65
13-05-2020,190.32
12-05-2020,190.09
11-05-2020,192.45
08-05-2020,190.11
07-05-2020,187.23
06-05-2020,187.2
05-05-2020,185.69
04-05-2020,183.72
01-05-2020,189.42
30-04-2020,191.2
29-04-2020,190.56
28-04-2020,188.39
27-04-2020,187.59
24-04-2020,184.44
23-04-2020,185.78
22-04-2020,185.86
21-04-2020,184.44
20-04-2020,188.65
17-04-2020,188.57
16-04-2020,185.93
15-04-2020,185.6
14-04-2020,185.87
13-04-2020,183.16
10-04-2020,183.06
09-04-2020,183.19
08-04-2020,181.54
07-04-2020,182.74
06-04-2020,179.16
03-04-2020,175.09
02-04-2020,175.8
01-04-2020,174.24
31-03-2020,177.08
30-03-2020,173.95
27-03-2020,175.69
26-03-2020,176.62
25-03-2020,175.51
24-03-2020,169.59
23-03-2020,161.66
20-03-2020,168.35
19-03-2020,160.94
18-03-2020,165.28
17-03-2020,171.85
16-03-2020,171.56
13-03-2020,181.11
12-03-2020,181.54
11-03-2020,190.01
10-03-2020,192.52
09-03-2020,189.3
06-03-2020,197.41
05-03-2020,202.06
04-03-2020,199.07
03-03-2020,197.54
02-03-2020,196.93
28-02-2020,194.61
27-02-2020,197.77
26-02-2020,198.01
25-02-2020,199.1
24-02-2020,198.52
21-02-2020,202.58
20-02-2020,205.04
19-02-2020,206.02
18-02-2020,204.57
17-02-2020,206.94
14-02-2020,206.05
13-02-2020,205.8
12-02-2020,206.33
11-02-2020,203.8
10-02-2020,201.58
07-02-2020,202
06-02-2020,203.68
05-02-2020,199.81
04-02-2020,199.26
03-02-2020,194.49
31-01-2020,194.65
30-01-2020,195.25
29-01-2020,201.71
28-01-2020,204.55
27-01-2020,203.66
24-01-2020,205.05
23-01-2020,205.77
22-01-2020,209.02
21-01-2020,207.42
20-01-2020,212.28
17-01-2020,213.15
16-01-2020,211.92
15-01-2020,211.73
14-01-2020,212.67
13-01-2020,213.04
10-01-2020,210.19
09-01-2020,209.41
08-01-2020,205.59
07-01-2020,206.83
06-01-2020,206.08
03-01-2020,207.79
02-01-2020,208.28
01-01-2020,204.33
31-12-2019,204.33
30-12-2019,205.27
27-12-2019,205.11
26-12-2019,203.39
25-12-2019,202.89
24-12-2019,202.77
23-12-2019,203.1
20-12-2019,202.19
19-12-2019,202.19
18-12-2019,203.36
17-12-2019,202.82
16-12-2019,199.97
13-12-2019,199.88
12-12-2019,196.39
11-12-2019,193.94
10-12-2019,192
09-12-2019,192.2
06-12-2019,192.38
05-12-2019,190.94
04-12-2019,188.82
03-12-2019,190.22
02-12-2019,190.43
29-11-2019,190.31
28-11-2019,193.28
27-11-2019,193.56
26-11-2019,192.42
25-11-2019,192.28
22-11-2019,190.29
21-11-2019,189.5
20-11-2019,191.28
19-11-2019,192.76
18-11-2019,190.73
15-11-2019,189
14-11-2019,188.27
13-11-2019,189.68
12-11-2019,192.47
11-11-2019,191.2
08-11-2019,195.05
07-11-2019,196.1
06-11-2019,194.94
05-11-2019,194.72
04-11-2019,193.26
01-11-2019,189.6
31-10-2019,188.23
30-10-2019,187.48
29-10-2019,187.72
28-10-2019,188.04
25-10-2019,186.07
24-10-2019,186.05
23-10-2019,184.33
22-10-2019,185.49
21-10-2019,185.46
18-10-2019,184.87
17-10-2019,186.39
16-10-2019,185.88
15-10-2019,184.82
14-10-2019,184.24
11-10-2019,182.4
10-10-2019,179.21
09-10-2019,178.39
08-10-2019,179.42
07-10-2019,179.49
04-10-2019,179.61
03-10-2019,179.95
02-10-2019,179.27
01-10-2019,179.55
30-09-2019,179.22
27-09-2019,178.73
26-09-2019,180.47
25-09-2019,180.34
24-09-2019,181.21
23-09-2019,182.12
20-09-2019,184.04
19-09-2019,184.11
18-09-2019,185.43
17-09-2019,185.11
16-09-2019,186.6
13-09-2019,187.42
12-09-2019,186.16
11-09-2019,185.21
10-09-2019,183.25
09-09-2019,184.02
06-09-2019,183.72
05-09-2019,183.06
04-09-2019,181.21
03-09-2019,176.83
02-09-2019,178.27
30-08-2019,178.35
29-08-2019,176.92
28-08-2019,175.9
27-08-2019,175.84
26-08-2019,175.27
23-08-2019,178.19
22-08-2019,178.48
21-08-2019,179.85
20-08-2019,179.8
19-08-2019,179.8
16-08-2019,176.31
15-08-2019,173.98
14-08-2019,173.19
13-08-2019,172.98
12-08-2019,174.64
09-08-2019,175.25
08-08-2019,176.62
07-08-2019,174.46
06-08-2019,174.21
05-08-2019,174.49
02-08-2019,180.4
01-08-2019,185.03
31-07-2019,187.29
30-07-2019,189.17
29-07-2019,189.47
26-07-2019,190.66
25-07-2019,191.91
24-07-2019,191.59
23-07-2019,191
22-07-2019,189.97
19-07-2019,191.26
18-07-2019,189.32
17-07-2019,190.36
16-07-2019,190.77
15-07-2019,190.17
12-07-2019,188.86
11-07-2019,188.89
10-07-2019,187.92
09-07-2019,187.09
08-07-2019,188.09
05-07-2019,191.27
04-07-2019,191.69
03-07-2019,191.58
02-07-2019,192.66
01-07-2019,190.88
28-06-2019,188.95
27-06-2019,189.57
26-06-2019,187.11
25-06-2019,186.64
24-06-2019,188.95
21-06-2019,188.93
20-06-2019,189.17
19-06-2019,186.47
18-06-2019,182.21
17-06-2019,179.99
14-06-2019,179.91
13-06-2019,181.33
12-06-2019,181.82
11-06-2019,183.87
10-06-2019,181.83
07-06-2019,177.89
06-06-2019,177.43
05-06-2019,177.58
04-06-2019,177.24
03-06-2019,177.98
31-05-2019,177.36
30-05-2019,177.49
29-05-2019,177.53
28-05-2019,178.58
27-05-2019,178.06
24-05-2019,178.2
23-05-2019,177.9
22-05-2019,181.37
21-05-2019,181.9
20-05-2019,181.65
17-05-2019,184.31
16-05-2019,188.18
15-05-2019,188.8
14-05-2019,187.58
13-05-2019,189.45
10-05-2019,191.64
09-05-2019,190.46
08-05-2019,194.39
07-05-2019,196.35
06-05-2019,196.41
03-05-2019,202.42
02-05-2019,201.1
01-05-2019,199.98
30-04-2019,199.76
29-04-2019,200.54
26-04-2019,199.36
25-04-2019,199.63
24-04-2019,201.18
23-04-2019,201.74
22-04-2019,201.59
19-04-2019,201.84
18-04-2019,201.85
17-04-2019,202.54
16-04-2019,201.84
15-04-2019,200.25
12-04-2019,201.11
11-04-2019,200.26
10-04-2019,202.26
09-04-2019,202.35
08-04-2019,201.62
05-04-2019,200.26
04-04-2019,199.65
03-04-2019,199.65
02-04-2019,198.02
01-04-2019,197.69
29-03-2019,195.19
28-03-2019,192.36
27-03-2019,192.11
26-03-2019,191.46
25-03-2019,191.05
22-03-2019,194.03
21-03-2019,194.5
20-03-2019,194.92
19-03-2019,195.57
18-03-2019,195.35
15-03-2019,192.65
14-03-2019,191.23
13-03-2019,191.81
12-03-2019,192.22
11-03-2019,189.97
08-03-2019,187.71
07-03-2019,191.5
06-03-2019,194.28
05-03-2019,193.94
04-03-2019,193.59
01-03-2019,192.45
28-02-2019,191.18
27-02-2019,192.12
26-02-2019,192.58
25-02-2019,193.36
22-02-2019,191.3
21-02-2019,189.39
20-02-2019,188.4
19-02-2019,186.16
18-02-2019,186.12
15-02-2019,183.83
14-02-2019,186.77
13-02-2019,187.42
12-02-2019,185.85
11-02-2019,185.05
08-02-2019,183.75
07-02-2019,183.85
06-02-2019,184.57
05-02-2019,184.74
04-02-2019,184.02
01-02-2019,183.79
31-01-2019,183.51
30-01-2019,181.55
29-01-2019,180.02
28-01-2019,180.84
25-01-2019,180.87
24-01-2019,177.69
23-01-2019,176.6
22-01-2019,176.83
21-01-2019,178.61
18-01-2019,177.93
17-01-2019,175.85
16-01-2019,176.3
15-01-2019,175.53
14-01-2019,172.28
11-01-2019,174.59
10-01-2019,173.92
09-01-2019,173.46
08-01-2019,169.49
07-01-2019,169.1
04-01-2019,166.56
03-01-2019,163.65
02-01-2019,165.61
01-01-2019,169.36
31-12-2018,169.36
28-12-2018,168.38
27-12-2018,167.48
26-12-2018,167.42
25-12-2018,166.62
24-12-2018,167.07
21-12-2018,167.91
20-12-2018,168.06
19-12-2018,169.81
18-12-2018,170.1
17-12-2018,172.3
14-12-2018,173.24
13-12-2018,175.81
12-12-2018,174.05
11-12-2018,171.47
10-12-2018,170.91
07-12-2018,173.14
06-12-2018,173.63
05-12-2018,178
04-12-2018,180.75
03-12-2018,181.09
30-11-2018,176.28
29-11-2018,175.42
28-11-2018,176.42
27-11-2018,173.79
26-11-2018,173.92
23-11-2018,171.1
22-11-2018,172.07
21-11-2018,172.05
20-11-2018,170.64
19-11-2018,173.98
16-11-2018,173.88
15-11-2018,174.08
14-11-2018,170.83
13-11-2018,170.96
12-11-2018,169.88
09-11-2018,170.43
08-11-2018,174.72
07-11-2018,175.04
06-11-2018,173.95
05-11-2018,173.3
02-11-2018,176.4
01-11-2018,171.04
31-10-2018,167.24
30-10-2018,162.75
29-10-2018,163.1
26-10-2018,164.51
25-10-2018,166.21
24-10-2018,167.37
23-10-2018,168.92
22-10-2018,173.82
19-10-2018,169.96
18-10-2018,169.23
17-10-2018,170.64
16-10-2018,170.87
15-10-2018,169.75
12-10-2018,172.62
11-10-2018,167.34
10-10-2018,174.24
09-10-2018,175.77
08-10-2018,176.28
05-10-2018,179.14
04-10-2018,180.87
03-10-2018,184.77
02-10-2018,184.67
01-10-2018,188.81
28-09-2018,188.98
27-09-2018,189.19
26-09-2018,189.19
25-09-2018,187.98
24-09-2018,187.76
21-09-2018,190.52
20-09-2018,186.87
19-09-2018,186.09
18-09-2018,183
17-09-2018,182.59
14-09-2018,185.17
13-09-2018,183.23
12-09-2018,179.78
11-09-2018,180.12
10-09-2018,181.15
07-09-2018,184.12
06-09-2018,183.94
05-09-2018,186.01
04-09-2018,190.25
03-09-2018,189.65
31-08-2018,191.01
30-08-2018,192.54
29-08-2018,194.32
28-08-2018,193.36
27-08-2018,192.82
24-08-2018,188.87
23-08-2018,189.46
22-08-2018,190.43
21-08-2018,189.43
20-08-2018,187.62
17-08-2018,185.11
16-08-2018,184.22
15-08-2018,184.79
14-08-2018,188.6
13-08-2018,190.4
10-08-2018,193.96
09-08-2018,194.74
08-08-2018,193.69
07-08-2018,193.17
06-08-2018,191.06
03-08-2018,190.99
02-08-2018,191.23
01-08-2018,195.06
31-07-2018,196.27
30-07-2018,197.02
27-07-2018,198.41
26-07-2018,198.6
25-07-2018,199.67
24-07-2018,197.47
23-07-2018,195.58
20-07-2018,195.25
19-07-2018,193.9
18-07-2018,195.27
17-07-2018,195.23
16-07-2018,196.52
13-07-2018,196.94
12-07-2018,196.21
11-07-2018,194.47
10-07-2018,197.06
09-07-2018,197.54
06-07-2018,194.31
05-07-2018,192.79
04-07-2018,193.64
03-07-2018,195.28
02-07-2018,197.61
29-06-2018,197.91
28-06-2018,194.27
27-06-2018,194.2
26-06-2018,198.3
25-06-2018,199.35
22-06-2018,203.69
21-06-2018,203.49
20-06-2018,205.67
19-06-2018,204.44
18-06-2018,210.42
15-06-2018,210.47
14-06-2018,211.15
13-06-2018,212.77
12-06-2018,214.49
11-06-2018,213.78
08-06-2018,213.19
07-06-2018,216.1
06-06-2018,215.5
05-06-2018,214.03
04-06-2018,213.45
01-06-2018,209.47
31-05-2018,208.21
30-05-2018,205.77
29-05-2018,208.55
28-05-2018,210.3
25-05-2018,209.29
24-05-2018,209.63
23-05-2018,208.95
22-05-2018,211.02
21-05-2018,211.17
18-05-2018,210.05
17-05-2018,210.25
16-05-2018,211.41
15-05-2018,211.27
14-05-2018,213.84
11-05-2018,211.12
10-05-2018,209.46
09-05-2018,207.73
08-05-2018,207.46
07-05-2018,204.86
04-05-2018,203.44
03-05-2018,203.64
02-05-2018,205.75
01-05-2018,206.11
30-04-2018,206.58
27-04-2018,203.78
26-04-2018,201.5
25-04-2018,202.51
24-04-2018,204.54
23-04-2018,203.65
20-04-2018,205.7
19-04-2018,209.03
18-04-2018,206.7
17-04-2018,205.33
16-04-2018,206.77
13-04-2018,208.87
12-04-2018,210.15
11-04-2018,210.98
10-04-2018,210.48
09-04-2018,207.01
06-04-2018,204.88
05-04-2018,204.16
04-04-2018,204.01
03-04-2018,206.6
02-04-2018,206.61
30-03-2018,207.62
29-03-2018,207.26
28-03-2018,206.55
27-03-2018,211.56
26-03-2018,210.73
23-03-2018,208.44
22-03-2018,213.71
21-03-2018,217.43
20-03-2018,218.69
19-03-2018,217.74
16-03-2018,218.92
15-03-2018,218.93
14-03-2018,217.63
13-03-2018,218.11
12-03-2018,218.32
09-03-2018,214.65
08-03-2018,212.41
07-03-2018,209.94
06-03-2018,211.23
05-03-2018,206.87
02-03-2018,209.7
01-03-2018,212.44
28-02-2018,212.33
27-02-2018,214.34
26-02-2018,216.52
23-02-2018,215.36
22-02-2018,212.4
21-02-2018,214.59
20-02-2018,210.54
19-02-2018,210.47
16-02-2018,210.47
15-02-2018,210.95
14-02-2018,207.89
13-02-2018,204.02
12-02-2018,201.44
09-02-2018,200.5
08-02-2018,205.28
07-02-2018,206.41
06-02-2018,207.28
05-02-2018,216.71
02-02-2018,220.53
01-02-2018,221.48
31-01-2018,223.72
30-01-2018,222.05
29-01-2018,225.43
26-01-2018,226.62
25-01-2018,223.51
24-01-2018,224.29
23-01-2018,224.7
22-01-2018,221.45
19-01-2018,219.59
18-01-2018,217.83
17-01-2018,216.92
16-01-2018,216.12
15-01-2018,213.9
12-01-2018,214.42
11-01-2018,212.37
10-01-2018,213.23
09-01-2018,214.15
08-01-2018,213.52
05-01-2018,212.27
04-01-2018,211.06
03-01-2018,209.69
02-01-2018,208.43
29-12-2017,203.61
28-12-2017,203
27-12-2017,201.36
26-12-2017,201.12
25-12-2017,201.97
22-12-2017,202.01
21-12-2017,200.5
20-12-2017,199.24
19-12-2017,199.45
18-12-2017,198.88
15-12-2017,197.78
14-12-2017,199.46
13-12-2017,199.49
12-12-2017,197.77
11-12-2017,199.54
08-12-2017,197.28
07-12-2017,194.66
06-12-2017,193.94
05-12-2017,197.34
04-12-2017,199.19
01-12-2017,199.11
30-11-2017,199.83
29-11-2017,203.42
28-11-2017,204.97
27-11-2017,205.2
24-11-2017,207.53
23-11-2017,206.92
22-11-2017,208.36
21-11-2017,207.59
20-11-2017,204.06
17-11-2017,203.69
16-11-2017,202.2
15-11-2017,200.5
14-11-2017,202.37
13-11-2017,203.17
10-11-2017,203.03
09-11-2017,203.22
08-11-2017,202.65
07-11-2017,203.17
06-11-2017,200.89
03-11-2017,200.08
02-11-2017,199.54
01-11-2017,200.07
31-10-2017,198.44
30-10-2017,197.7
27-10-2017,197.34
26-10-2017,196.67
25-10-2017,197.63
24-10-2017,197.36
23-10-2017,198.16
20-10-2017,199.12
19-10-2017,197.81
18-10-2017,200.5
17-10-2017,199.84
16-10-2017,200.79
13-10-2017,199.12
12-10-2017,198.8
11-10-2017,198.31
10-10-2017,197.97
09-10-2017,196.99
06-10-2017,197.44
05-10-2017,196.46
04-10-2017,196.07
03-10-2017,195.26
02-10-2017,191.85
29-09-2017,191.16
28-09-2017,189.84
27-09-2017,191.38
26-09-2017,189.64
25-09-2017,190.46
22-09-2017,194.49
21-09-2017,196.05
20-09-2017,196.23
19-09-2017,196
18-09-2017,196.6
15-09-2017,194.01
14-09-2017,193.79
13-09-2017,194.26
12-09-2017,194.26
11-09-2017,193.46
08-09-2017,191.83
07-09-2017,191.13
06-09-2017,190.63
05-09-2017,191.32
04-09-2017,191.27
01-09-2017,192.23
31-08-2017,192.03
30-08-2017,191.97
29-08-2017,189.8
28-08-2017,190.36
25-08-2017,190.93
24-08-2017,190.25
23-08-2017,189.22
22-08-2017,189
21-08-2017,187.08
18-08-2017,186.17
17-08-2017,187.23
16-08-2017,186.83
15-08-2017,185.92
14-08-2017,185.76
11-08-2017,184.03
10-08-2017,186.84
09-08-2017,189.86
08-08-2017,190.46
07-08-2017,189.47
04-08-2017,187.71
03-08-2017,187.18
02-08-2017,187.68
01-08-2017,187.43
31-07-2017,186.93
28-07-2017,185.65
27-07-2017,186.24
26-07-2017,184.85
25-07-2017,184.37
24-07-2017,184.73
21-07-2017,183.55
20-07-2017,183.94
19-07-2017,183.96
18-07-2017,182.67
17-07-2017,181.85
14-07-2017,181.67
13-07-2017,181.2
12-07-2017,179.31
11-07-2017,178.09
10-07-2017,175.42
07-07-2017,174.72
06-07-2017,175.52
05-07-2017,176.31
04-07-2017,174.85
03-07-2017,177.19
30-06-2017,176.95
29-06-2017,178.08
28-06-2017,177.57
27-06-2017,178.74
26-06-2017,179.35
23-06-2017,177.83
22-06-2017,177.6
21-06-2017,177.21
20-06-2017,177.17
19-06-2017,177.12
16-06-2017,174.54
15-06-2017,174.29
14-06-2017,175.83
13-06-2017,176.07
12-06-2017,175.71
09-06-2017,177.79
08-06-2017,178.89
07-06-2017,177.11
06-06-2017,176.64
05-06-2017,176.33
02-06-2017,175.9
01-06-2017,175.19
31-05-2017,174.03
30-05-2017,174.92
29-05-2017,175.02
26-05-2017,174.66
25-05-2017,174.73
24-05-2017,173.09
23-05-2017,172.89
22-05-2017,173.29
19-05-2017,171.51
18-05-2017,170.73
17-05-2017,171.49
16-05-2017,172.37
15-05-2017,171.86
12-05-2017,170.8
11-05-2017,170.79
10-05-2017,170.06
09-05-2017,169.32
08-05-2017,167.55
05-05-2017,166.49
04-05-2017,167.77
03-05-2017,168.61
02-05-2017,168.6
01-05-2017,167.73
28-04-2017,167.54
27-04-2017,167.9
26-04-2017,167.65
25-04-2017,167.3
24-04-2017,164.93
21-04-2017,164.34
20-04-2017,163.91
19-04-2017,162.6
18-04-2017,163.38
17-04-2017,164.77
14-04-2017,164.72
13-04-2017,165.07
12-04-2017,164.88
11-04-2017,163.85
10-04-2017,164.89
07-04-2017,164.75
06-04-2017,164.92
05-04-2017,165.71
04-04-2017,164.15
03-04-2017,164.32
31-03-2017,163.34
30-03-2017,164.42
29-03-2017,165.24
28-03-2017,165.22
27-03-2017,164.34
24-03-2017,164.94
23-03-2017,165.07
22-03-2017,164.64
21-03-2017,166.04
20-03-2017,165.67
17-03-2017,164.53
16-03-2017,164.01
15-03-2017,160.84
14-03-2017,160.85
13-03-2017,160.71
10-03-2017,158.8
09-03-2017,158.6
08-03-2017,160.48
07-03-2017,159.71
06-03-2017,158.85
03-03-2017,158.56
02-03-2017,159.76
01-03-2017,160.03
28-02-2017,159.9
27-02-2017,160.58
24-02-2017,160.8
23-02-2017,161.79
22-02-2017,162.12
21-02-2017,160.62
20-02-2017,160.66
17-02-2017,160.25
16-02-2017,160.83
15-02-2017,160.51
14-02-2017,158.92
13-02-2017,158.91
10-02-2017,157.78
09-02-2017,157.3
08-02-2017,156.61
07-02-2017,155.65
06-02-2017,155.66
03-02-2017,154.09
02-02-2017,154.01
01-02-2017,154.45
31-01-2017,154.51
30-01-2017,154.48
27-01-2017,154.58
26-01-2017,154.8
25-01-2017,153.84
24-01-2017,153.28
23-01-2017,152.42
20-01-2017,151.39
19-01-2017,151.96
18-01-2017,152.27
17-01-2017,151.36
16-01-2017,150.44
13-01-2017,151.76
12-01-2017,151.33
11-01-2017,151.37
10-01-2017,150.73
09-01-2017,149.19
06-01-2017,149
05-01-2017,148.97
04-01-2017,146.3
03-01-2017,145.96
02-01-2017,145.05
30-12-2016,145.05
29-12-2016,143.76
28-12-2016,143.66
27-12-2016,142.43
26-12-2016,142.41
23-12-2016,142.24
22-12-2016,142.85
21-12-2016,144.26
20-12-2016,144.22
19-12-2016,144.5
16-12-2016,145.75
15-12-2016,146.32
14-12-2016,148.67
13-12-2016,149.02
12-12-2016,148.44
09-12-2016,150.38
08-12-2016,150.94
07-12-2016,149.68
06-12-2016,149.11
05-12-2016,148.38
02-12-2016,148.84
01-12-2016,150.69
30-11-2016,150.94
29-11-2016,150.79
28-11-2016,151.07
25-11-2016,149.93
24-11-2016,149.37
23-11-2016,149.81
22-11-2016,149.65
21-11-2016,148.06
18-11-2016,147.68
17-11-2016,147.64
16-11-2016,147.25
15-11-2016,146.79
14-11-2016,146.14
11-11-2016,148.15
10-11-2016,151.16
09-11-2016,149.45
08-11-2016,152.98
07-11-2016,152.17
04-11-2016,150.83
03-11-2016,150.97
02-11-2016,151.8
01-11-2016,154.14
31-10-2016,153.47
28-10-2016,153.86
27-10-2016,154.58
26-10-2016,155.89
25-10-2016,157.26
24-10-2016,157.07
21-10-2016,155.76
20-10-2016,155.93
19-10-2016,155.62
18-10-2016,155.33
17-10-2016,153.35
14-10-2016,154.11
13-10-2016,153.5
12-10-2016,155.5
11-10-2016,156.03
10-10-2016,157.93
07-10-2016,157.55
06-10-2016,158.27
05-10-2016,157.66
04-10-2016,157.35
03-10-2016,156.55
30-09-2016,154.94
29-09-2016,157.3
28-09-2016,156.83
27-09-2016,156.63
26-09-2016,155.4
23-09-2016,157.99
22-09-2016,158.09
21-09-2016,156.93
20-09-2016,155.47
19-09-2016,155.56
16-09-2016,153.08
15-09-2016,153.12
14-09-2016,152.26
13-09-2016,152.35
12-09-2016,152.71
09-09-2016,157.07
08-09-2016,157.74
07-09-2016,157.14
06-09-2016,156.79
05-09-2016,154.66
02-09-2016,152.19
01-09-2016,151.39
31-08-2016,151.13
30-08-2016,151.88
29-08-2016,150.85
26-08-2016,151.45
25-08-2016,150.81
24-08-2016,150.41
23-08-2016,151.5
22-08-2016,151.28
19-08-2016,151.79
18-08-2016,152.69
17-08-2016,151.89
16-08-2016,152.63
15-08-2016,152.76
12-08-2016,151.75
11-08-2016,150.38
10-08-2016,149.82
09-08-2016,149.06
08-08-2016,148.92
05-08-2016,147.07
04-08-2016,145.1
03-08-2016,144.54
02-08-2016,146.6
01-08-2016,146.88
29-07-2016,144.86
28-07-2016,146.9
27-07-2016,146.73
26-07-2016,146.23
25-07-2016,145.3
22-07-2016,145.31
21-07-2016,145.81
20-07-2016,145.16
19-07-2016,144.39
18-07-2016,144.83
15-07-2016,143.91
14-07-2016,143.13
13-07-2016,141.96
12-07-2016,141.66
11-07-2016,140
08-07-2016,137.27
07-07-2016,137.8
06-07-2016,136.32
05-07-2016,138.29
04-07-2016,139.98
01-07-2016,138.84
30-06-2016,138.44
29-06-2016,136.02
28-06-2016,134.27
27-06-2016,133.78
24-06-2016,134.48
23-06-2016,138.18
22-06-2016,138.02
21-06-2016,137.23
20-06-2016,136.35
17-06-2016,134.58
16-06-2016,133.95
15-06-2016,135.99
14-06-2016,135.41
13-06-2016,135.5
10-06-2016,138.73
09-06-2016,140.35
08-06-2016,140.38
07-06-2016,140.39
06-06-2016,138.77
03-06-2016,137.74
02-06-2016,137.33
01-06-2016,137.15
31-05-2016,137.58
30-05-2016,136.63
27-05-2016,136.12
26-05-2016,134.55
25-05-2016,134.3
24-05-2016,131.93
23-05-2016,132.03
20-05-2016,130.98
19-05-2016,129.98
18-05-2016,131.32
17-05-2016,132.58
16-05-2016,131.15
13-05-2016,130.28
12-05-2016,131.66
11-05-2016,132.35
10-05-2016,132.99
09-05-2016,132.65
06-05-2016,132.72
05-05-2016,134.43
04-05-2016,134.89
03-05-2016,135.83
02-05-2016,138.06
29-04-2016,138.27
28-04-2016,139.9
27-04-2016,140.24
26-04-2016,140.74
25-04-2016,140.45
22-04-2016,141.32
21-04-2016,142.23
20-04-2016,140.66
19-04-2016,142.29
18-04-2016,141.33
15-04-2016,142.36
14-04-2016,142.33
